Gene = GMF
index = 1176
Annotated 5SS: [184 437 694]
Annotated 3SS: [342 502 748]
SMsplice 5SS: [184 437 694]
SMsplice 3SS: [342 502 748]
top_k =  1000
Partition function (log Z): 3.801351548241482

Sorted 5' Splice Sites (High to Low Probability):
Position 694: 0.9969134382086475
Position 437: 0.9695860086321013
Position 184: 0.5903962309292914
Position 874: 0.09511909273724527
Position 131: 0.01383621357363607
Position 456: 0.008938714610347067
Position 93: 0.008910271705251343
Position 282: 0.007003924697806965
Position 882: 0.00683184752835145
Position 178: 0.003231526555042966
Position 285: 0.002640834154629296
Position 67: 0.0018982419945666443
Position 1168: 0.0013400975380194744
Position 202: 0.001110922915461183
Position 700: 0.0010993464470675446
Position 193: 0.0010856270961912677
Position 618: 0.001032214153022291
Position 660: 0.0006006077678697811
Position 1125: 0.0005495782373226492
Position 191: 0.0005308513069296285
Position 244: 0.0004879591192591362
Position 302: 0.0004480419828213001
Position 1114: 0.00031044412272632313
Position 242: 0.00026935537244976546
Position 914: 0.00026306672958190325
Position 917: 0.00025927059971633587
Position 1210: 0.00025648026468388317
Position 940: 0.00015451783555915064
Position 651: 0.00013598296273486285
Position 800: 0.00010107296040250679
Position 1219: 9.193380764078153e-05
Position 628: 7.705433120163846e-05
Position 1145: 6.446623258523914e-05
Position 16: 6.160781419616479e-05
Position 23: 5.727638464424318e-05
Position 134: 4.6625752067238673e-05
Position 766: 4.395243895178884e-05
Position 853: 3.7381467461121597e-05
Position 258: 3.735492931536013e-05
Position 396: 3.584706545618245e-05
Position 264: 3.192718205906511e-05
Position 250: 1.5948818036271443e-05
Position 815: 1.521166031070511e-05
Position 465: 8.495891639063633e-06
Position 562: 8.362453946901552e-06
Position 1189: 6.791957002613785e-06
Position 252: 6.781736494507141e-06
Position 450: 6.4480082849272325e-06
Position 376: 3.225113033973389e-06
Position 344: 2.5110510110462643e-06
Position 607: 2.133957622721582e-06
Position 1138: 2.077568109664494e-06
Position 1154: 1.5934029705113655e-06
Position 1078: 8.609219440995798e-07
Position 11: 8.589763178064277e-07
Position 529: 3.210141997740818e-07
Position 469: 2.1123384774928931e-07
Position 543: 1.2651406911914022e-07
Position 532: 1.0243716531782362e-07
Position 467: 1.962249756031316e-08
Position 472: 5.434898753293179e-09
Position 508: 4.824855898747457e-10
Position 502: 1.874955566804461e-11
Position 742: 1.0778562266615628e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 502: 0.9970445011975458
Position 748: 0.9252489334567776
Position 342: 0.5614562237532007
Position 1058: 0.09100644875692435
Position 760: 0.07398093720864388
Position 240: 0.031090096660871463
Position 354: 0.013146150005825832
Position 940: 0.008155026246005382
Position 1264: 0.004650223842375763
Position 292: 0.004120169783012028
Position 151: 0.001227944664895924
Position 289: 0.0010229124395114502
Position 1078: 0.0005600055347850655
Position 172: 0.0005026315835696466
Position 1224: 0.0004426750657571471
Position 683: 0.0004177420541418068
Position 991: 0.00041474024579125674
Position 508: 0.0003732760849985811
Position 522: 0.00017252180951101608
Position 1183: 0.00014525559317000273
Position 368: 0.00014246415306436248
Position 1280: 0.00010066795437867279
Position 1073: 6.691163479254586e-05
Position 134: 6.208410223999814e-05
Position 87: 5.314497964873192e-05
Position 344: 3.801780841045361e-05
Position 1036: 3.474686083671217e-05
Position 1186: 3.438179072829108e-05
Position 200: 3.245394599129917e-05
Position 407: 3.15635599525947e-05
Position 1114: 3.067009298150272e-05
Position 519: 2.574707341449321e-05
Position 1168: 2.5437248939304474e-05
Position 472: 1.9573026991237733e-05
Position 376: 1.7028837314531614e-05
Position 793: 1.526872815760577e-05
Position 139: 1.5011675889600983e-05
Position 1233: 1.497765474228313e-05
Position 781: 1.353804611864331e-05
Position 924: 1.1424036233251518e-05
Position 1154: 8.617961092847853e-06
Position 187: 6.0321112112475745e-06
Position 462: 5.60027224339246e-06
Position 242: 5.3394340690331705e-06
Position 178: 5.065219233180962e-06
Position 384: 2.6905053727060963e-06
Position 393: 2.1495892902130123e-06
Position 642: 1.91531189943614e-06
Position 396: 1.5369505050013703e-06
Position 1145: 1.3757154310081379e-06
Position 67: 1.278389861168506e-06
Position 689: 1.02543169899395e-06
Position 836: 9.959738400266272e-07
Position 191: 4.4978851870422005e-07
Position 960: 3.854218617956105e-07
Position 93: 2.9224622323968936e-07
Position 803: 2.813981517457597e-07
Position 411: 1.89118861189302e-07
Position 441: 1.4975285418243118e-07
Position 589: 1.1785554159213467e-07
Position 413: 1.0521276898183746e-07
Position 1125: 9.290263265638114e-08
Position 576: 3.442712250895564e-08
Position 597: 2.2244459450813323e-08
Position 55: 2.0586540045771487e-08
Position 570: 3.0650167676083645e-09
Position 800: 1.256926945807612e-09
Position 693: 5.464006182455386e-10
Position 705: 5.315548783437323e-10
Position 853: 4.2216309288785455e-12
Position 863: 3.1300619938441074e-12
Position 823: 3.0517789778337127e-12
