Gene = Cpr23B
index = 1091
Annotated 5SS: [75]
Annotated 3SS: [145]
SMsplice 5SS: [75]
SMsplice 3SS: [145]
top_k =  1000
Partition function (log Z): -2.282543929641919

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9997466373891066
Position 231: 0.004910080545556903
Position 680: 0.002413552211926896
Position 541: 0.0007213283470250117
Position 363: 0.0006210525226362422
Position 749: 0.00048535648511182353
Position 479: 0.000344327010207651
Position 548: 0.0003327171504055973
Position 672: 0.0002449658557182999
Position 79: 0.00023314935865821767
Position 770: 0.00022938825359174026
Position 584: 0.000198873050955512
Position 767: 0.0001900065358587743
Position 639: 0.00012272544083068485
Position 346: 0.00010363979443083149
Position 677: 8.715704807212733e-05
Position 728: 8.562054255838575e-05
Position 518: 3.676652739462144e-05
Position 545: 2.6447253263977474e-05
Position 374: 1.769979230273474e-05
Position 82: 7.980253780623244e-06
Position 326: 6.8468337358962755e-06
Position 532: 6.6629360999282684e-06
Position 482: 4.306698292818039e-06
Position 800: 2.6681585140609175e-06
Position 779: 2.297617148541757e-06
Position 903: 2.028803893135942e-06
Position 408: 1.898458602793581e-06
Position 7: 1.832473633779877e-06
Position 1029: 9.31487872957222e-07
Position 620: 8.970818949247902e-07
Position 240: 6.230105204818567e-07
Position 965: 4.534896704799536e-07
Position 235: 4.199615893086877e-07
Position 865: 3.870266404562933e-07
Position 1043: 3.612591055701162e-07
Position 372: 3.592063057415488e-07
Position 193: 3.222567408651196e-07
Position 22: 2.9895149061242083e-07
Position 1052: 2.7380148907658695e-07
Position 821: 2.2433681970739317e-07
Position 136: 1.5151378982187206e-07
Position 927: 1.2971418319368281e-07
Position 803: 1.0480047144158322e-07
Position 428: 7.434628116471978e-08
Position 869: 3.2532551327013775e-08
Position 452: 5.747477046717993e-11
Position 557: 2.421150100242978e-11
Position 160: 1.8126027096946696e-11
Position 145: 7.44275525474047e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 145: 0.9985226683166669
Position 820: 0.006568650676997358
Position 397: 0.0024851888243941386
Position 183: 0.001140052863802645
Position 600: 0.0008860879026257612
Position 469: 0.00033122684466918497
Position 606: 0.0002264770985489307
Position 279: 0.00020705889928209606
Position 360: 0.00019684087237574336
Position 301: 0.00017748157237607026
Position 796: 0.0001254639680526249
Position 696: 8.832320350473455e-05
Position 829: 3.493635754390602e-05
Position 499: 3.0030813296230196e-05
Position 339: 2.6191782657346508e-05
Position 1103: 1.5393062387993243e-05
Position 496: 1.4555322119417852e-05
Position 721: 1.3375888681291895e-05
Position 502: 1.323563256926645e-05
Position 568: 1.2121157482846523e-05
Position 214: 1.1348573800350081e-05
Position 552: 9.82034982392008e-06
Position 574: 8.592985045165533e-06
Position 188: 8.076124982942907e-06
Position 211: 6.304821226839563e-06
Position 408: 5.114310319427878e-06
Position 649: 4.750659641706215e-06
Position 652: 4.305310715276239e-06
Position 865: 4.253277596298601e-06
Position 990: 3.9126246500463055e-06
Position 466: 2.408824411688336e-06
Position 379: 2.3156916800582225e-06
Position 532: 2.082003971298182e-06
Position 899: 1.7870567224176577e-06
Position 1010: 1.0264390242779311e-06
Position 657: 6.118125867874865e-07
Position 985: 3.0194407027957366e-07
Position 505: 2.956796158487561e-07
Position 529: 2.5552820111099594e-07
Position 902: 2.240929283931744e-07
Position 193: 2.186585438889508e-07
Position 583: 1.3838298351757265e-07
Position 231: 1.1767973052970524e-07
Position 240: 1.0855953855265175e-07
Position 372: 9.978711831272185e-08
Position 220: 8.709667112589958e-08
Position 346: 6.878588185617836e-08
Position 208: 4.085344911850808e-08
Position 69: 2.626977539015658e-08
Position 62: 2.954537489735853e-09
Position 508: 1.3504768703252709e-11
Position 478: 1.2556109308223912e-11
Position 74: 7.96181635610247e-13
Position 89: 7.417253849783448e-13
Position 250: 3.754813790198127e-13
Position 261: 3.045923901491249e-14
Position 97: 4.208798813824945e-15
Position 79: 3.1293533394757496e-16
