Gene = sturkopf
index = 1898
Annotated 5SS: [122 658]
Annotated 3SS: [255 716]
SMsplice 5SS: [658]
SMsplice 3SS: [716]
top_k =  1000
Partition function (log Z): -7.409391589987052

Sorted 5' Splice Sites (High to Low Probability):
Position 658: 0.9356731844703133
Position 122: 0.0887896414483759
Position 1010: 0.06393888854183198
Position 1412: 0.061017634550047724
Position 1075: 0.01465226641130806
Position 1078: 0.011660821334710967
Position 849: 0.00932799109814241
Position 524: 0.008195158350765445
Position 1033: 0.007299898477741115
Position 1024: 0.0063354569847109965
Position 338: 0.005140854498538169
Position 1031: 0.0048474930450273
Position 689: 0.003924571774320753
Position 943: 0.003797098937757396
Position 592: 0.0035830906539869836
Position 1533: 0.0035456244648816694
Position 1073: 0.0027837860909678547
Position 5: 0.0013845498374915881
Position 651: 0.0013621753558914847
Position 761: 0.001228615288625258
Position 998: 0.0011768837542623198
Position 1406: 0.0011418401143004576
Position 341: 0.000838593978884665
Position 1238: 0.0007806326389070921
Position 965: 0.0006461619315359282
Position 415: 0.0005343792083170913
Position 1214: 0.0005003341267773506
Position 45: 0.0004900837810927264
Position 31: 0.0004758017073616144
Position 889: 0.0004672184924969698
Position 583: 0.0004415104064858326
Position 400: 0.0004326640203615879
Position 1337: 0.00032945755300110906
Position 1264: 0.00028155429688565673
Position 180: 0.00026655761061772663
Position 1292: 0.00020032402248459433
Position 1449: 0.00014866551113249335
Position 1440: 0.00014686171733575254
Position 1000: 0.0001230341739451022
Position 629: 0.00010375063954906522
Position 662: 8.886940939495285e-05
Position 1442: 8.74315140268436e-05
Position 174: 7.716866968031659e-05
Position 1169: 7.696134755364369e-05
Position 605: 7.241065370997678e-05
Position 1181: 6.9036455767135e-05
Position 126: 6.21790694301342e-05
Position 982: 6.0007997559808734e-05
Position 854: 5.3109922547345695e-05
Position 59: 4.7008008969793144e-05
Position 1456: 4.0519377899620406e-05
Position 360: 3.4204764448118135e-05
Position 685: 3.350858724309774e-05
Position 391: 3.278755966695381e-05
Position 842: 2.9891318931151775e-05
Position 750: 2.7062272644849303e-05
Position 930: 2.6836984357028785e-05
Position 645: 2.210045439461752e-05
Position 389: 1.932929277929203e-05
Position 1584: 1.7246403046711156e-05
Position 101: 1.5646150557750012e-05
Position 664: 1.3565500016450182e-05
Position 319: 1.106528800356035e-05
Position 209: 1.1056284663764607e-05
Position 672: 9.380325621455968e-06
Position 1153: 8.870305223459239e-06
Position 480: 6.215101052975245e-06
Position 258: 6.202868589130922e-06
Position 437: 5.557432620022625e-06
Position 558: 4.705330802677468e-06
Position 189: 2.8185612160326124e-06
Position 260: 1.79387987997137e-06
Position 1184: 1.1936775796834698e-06
Position 1572: 5.036056163406266e-07
Position 113: 4.1565342347246134e-07
Position 955: 2.069118437019321e-07
Position 218: 5.6573280609329763e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.7627226177173548
Position 1132: 0.3440599587383564
Position 1611: 0.0436605716707424
Position 186: 0.03830503537433329
Position 1512: 0.020943129547712602
Position 1470: 0.006304766451769047
Position 437: 0.006195206668107274
Position 591: 0.004601011876583486
Position 432: 0.0035249974210923964
Position 1315: 0.0024549960769696256
Position 197: 0.002230633811622226
Position 1172: 0.001846534058511009
Position 523: 0.0014263378841738701
Position 307: 0.0011925272619522516
Position 453: 0.0009643271440471002
Position 603: 0.0009288954613601717
Position 414: 0.0007361186702906609
Position 1053: 0.0007116275139991357
Position 258: 0.0006847281543909944
Position 161: 0.0006790230225263271
Position 255: 0.000677861721016712
Position 743: 0.000483487960814881
Position 1584: 0.00042411884421606817
Position 1598: 0.00035682244777933495
Position 268: 0.00035307129907986346
Position 456: 0.0003188031828437307
Position 904: 0.00031332206524749626
Position 325: 0.00026123232035920577
Position 657: 0.00024547862960841053
Position 1336: 0.00017940394465998206
Position 1153: 0.0001718644433039323
Position 398: 0.00014602996561885698
Position 141: 0.0001366614967385675
Position 1636: 9.523676252532676e-05
Position 1478: 9.247394048792066e-05
Position 1099: 8.590915991259926e-05
Position 774: 8.518667481725102e-05
Position 1396: 5.771781569005798e-05
Position 1541: 4.496013453982006e-05
Position 1643: 2.8111859214624128e-05
Position 1241: 2.6335753926219646e-05
Position 1552: 2.5397427223383075e-05
Position 1009: 2.5208259660385458e-05
Position 1204: 2.3342374840375225e-05
Position 1180: 2.3172800808081052e-05
Position 107: 2.1363055918284822e-05
Position 943: 2.0872186970981333e-05
Position 1620: 1.9222994429113168e-05
Position 612: 1.8145779083709485e-05
Position 645: 1.522377647247635e-05
Position 1264: 1.3419749215528952e-05
Position 695: 1.2723525142702403e-05
Position 745: 1.2358271409568669e-05
Position 1230: 1.141021468252323e-05
Position 1325: 1.1224645735733359e-05
Position 126: 1.1081866959610314e-05
Position 376: 1.0399829176453672e-05
Position 626: 7.2308430085306564e-06
Position 859: 6.584075430990794e-06
Position 1432: 6.535821247865195e-06
Position 551: 6.486524909931328e-06
Position 470: 6.26140475688925e-06
Position 554: 5.752757242030785e-06
Position 270: 4.742828374525439e-06
Position 835: 4.611714252747349e-06
Position 849: 3.921461063759105e-06
Position 473: 3.385677673744598e-06
Position 1348: 2.621907768421855e-06
Position 332: 1.931877084827986e-06
Position 351: 1.5039284155472245e-07
Position 1234: 7.254692811983473e-08
Position 400: 1.6988169438298347e-08
Position 337: 1.4635369086444922e-08
Position 629: 1.1495129563605628e-08
Position 662: 1.5793869498477603e-10
