Gene = c(2)M
index = 1639
Annotated 5SS: [ 219  462  799 1042 1481 1841 2034]
Annotated 3SS: [ 297  517  857 1095 1532 1898 2090]
SMsplice 5SS: [ 219  462  799 1042 1841]
SMsplice 3SS: [ 297  517  857 1095 1898]
top_k =  1000
Partition function (log Z): 16.930255494466184

Sorted 5' Splice Sites (High to Low Probability):
Position 462: 0.998865637425908
Position 1841: 0.996835834863747
Position 219: 0.996737945609545
Position 799: 0.9895726176405654
Position 1042: 0.9768012379075057
Position 2034: 0.5147446728779477
Position 1481: 0.3541192609724833
Position 1465: 0.11126058659081636
Position 1472: 0.0946708432064469
Position 1233: 0.04934803028441214
Position 19: 0.039994321918703495
Position 2202: 0.01662178263637745
Position 529: 0.0109240336026929
Position 2057: 0.008773783193430515
Position 1534: 0.005674451276889225
Position 1245: 0.004746705574115815
Position 3: 0.002695579125313294
Position 205: 0.0020066116612635775
Position 8: 0.0020032764758820204
Position 1413: 0.0019915941144506987
Position 658: 0.0019665155157941026
Position 1691: 0.0018993449088902158
Position 1777: 0.0008851747946836577
Position 2170: 0.0007127572249007371
Position 2011: 0.0005418936466665568
Position 637: 0.0005392539848642999
Position 2073: 0.0005162893688821265
Position 1823: 0.0004940027581045158
Position 2387: 0.0004717849027563635
Position 466: 0.0004450326209880079
Position 1368: 0.0003959171897063183
Position 2212: 0.0003553452933590029
Position 778: 0.000332652652617579
Position 2029: 0.0003282244863245941
Position 446: 0.0002984900113325061
Position 1069: 0.0002467006755493501
Position 2146: 0.00023141118994525494
Position 22: 0.00021695495920652147
Position 1249: 0.0002089608185749112
Position 1269: 0.0001731719215816885
Position 199: 0.00016724397479738167
Position 2038: 0.0001645468649908237
Position 1938: 0.0001598212878898213
Position 49: 0.0001578158812355619
Position 2032: 0.0001429040019215168
Position 2595: 0.0001303719491998813
Position 2257: 0.00011900664976806175
Position 1332: 9.706063628170228e-05
Position 2282: 9.695562310357435e-05
Position 2285: 9.513745402118147e-05
Position 589: 8.446132936715977e-05
Position 1845: 8.060527169323297e-05
Position 1635: 7.431861241076454e-05
Position 545: 7.279416467887181e-05
Position 664: 6.777133376257023e-05
Position 1666: 4.861406814639653e-05
Position 1577: 3.223305263742885e-05
Position 1910: 3.1774724061185775e-05
Position 2452: 3.0069059139562913e-05
Position 1419: 2.919610633364961e-05
Position 2478: 2.806985154466274e-05
Position 2419: 2.7948671304197927e-05
Position 781: 2.710386155513105e-05
Position 1987: 2.1037087437999165e-05
Position 595: 2.0506119302024917e-05
Position 568: 1.860605432553189e-05
Position 1769: 1.7701615986821835e-05
Position 2580: 1.7037621241418256e-05
Position 806: 1.7017737287350885e-05
Position 1256: 1.5471013579264755e-05
Position 1529: 1.5229201132508964e-05
Position 1095: 1.3538749019415832e-05
Position 674: 1.1952959292661013e-05
Position 551: 1.1836499252804154e-05
Position 803: 1.0953706822506652e-05
Position 857: 1.061394634587086e-05
Position 413: 1.0561607588945217e-05
Position 386: 1.008732927963282e-05
Position 817: 8.049386806975846e-06
Position 2501: 7.019367856051321e-06
Position 2061: 6.953216443003071e-06
Position 2288: 6.735050951619918e-06
Position 2059: 6.731281163627779e-06
Position 967: 6.369177140113828e-06
Position 208: 6.127304556602926e-06
Position 893: 5.418820682849943e-06
Position 2260: 4.891216569759906e-06
Position 1745: 4.663279635628465e-06
Position 422: 4.527930741977036e-06
Position 2521: 4.298550831502047e-06
Position 2508: 3.504427811477098e-06
Position 1087: 3.2884736058065878e-06
Position 896: 2.318093020379843e-06
Position 79: 2.0885171277799377e-06
Position 2459: 1.4749393008718539e-06
Position 1873: 1.461514497093052e-06
Position 472: 1.1195278859558846e-06
Position 887: 1.012255296382807e-06
Position 1170: 1.0120876260923563e-06
Position 67: 1.0092090370954143e-06
Position 82: 9.06241465447146e-07
Position 592: 8.313291822691273e-07
Position 877: 7.426822336324702e-07
Position 1735: 6.725071387780314e-07
Position 765: 5.932775008973751e-07
Position 1259: 4.6027025966339035e-07
Position 359: 2.745199972793724e-07
Position 1856: 2.304969310696072e-07
Position 485: 1.7779893606899835e-07
Position 1920: 1.4571739084646633e-07
Position 76: 1.1179095490417787e-07
Position 1747: 9.643405008098566e-08
Position 753: 1.4535478143938419e-08
Position 2300: 3.5885495060758974e-09
Position 2096: 2.5046479966832798e-09
Position 2293: 3.1453383851664714e-10
Position 272: 2.736273737029369e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 517: 0.9985281315382778
Position 1898: 0.9972823256575892
Position 297: 0.995896029605467
Position 857: 0.9542603934916548
Position 1095: 0.7831124577818206
Position 2090: 0.4524680407238639
Position 1532: 0.30072782593121183
Position 1546: 0.268044359846858
Position 1113: 0.14355416775426297
Position 82: 0.044629681040621046
Position 2114: 0.03329564318403978
Position 1680: 0.031301757109605234
Position 1300: 0.03058030051113899
Position 1100: 0.026186041715424765
Position 2349: 0.024019667814622614
Position 2260: 0.015359815002621631
Position 921: 0.011929091807389037
Position 592: 0.010668548144309419
Position 1572: 0.010625719216487639
Position 939: 0.009893697850394685
Position 2225: 0.007705058955093096
Position 1694: 0.003040876580648001
Position 1364: 0.0029132464069495617
Position 2557: 0.0028133736163968477
Position 301: 0.0028047041780278935
Position 1153: 0.00266025252520511
Position 887: 0.002616129199999996
Position 2431: 0.002356052608843625
Position 2501: 0.0023064541152608624
Position 1764: 0.0016362076810103692
Position 1538: 0.0014767966910280042
Position 732: 0.0014189991505583921
Position 2328: 0.0013294893631460706
Position 1179: 0.0011137719076861389
Position 2078: 0.0011091815564984772
Position 628: 0.0010090671480596518
Position 1657: 0.0009968634379520843
Position 750: 0.0008225035159993069
Position 946: 0.0008154891004487909
Position 1719: 0.0007404745709519792
Position 2668: 0.000697770527273787
Position 1908: 0.0006699310123814385
Position 1287: 0.0005010873299142722
Position 2240: 0.0004968481035295949
Position 1118: 0.0004742349698659281
Position 680: 0.00038945536459471307
Position 2449: 0.00024375458995795125
Position 2521: 0.00022910282635726185
Position 1577: 0.00022708716180186236
Position 1408: 0.0002147408447023154
Position 1008: 0.00020488344983526541
Position 1995: 0.00020270646305737855
Position 1227: 0.0001888511208381424
Position 2102: 0.00018737736183605184
Position 1785: 0.00016234914056258295
Position 1741: 0.00014973740609309155
Position 346: 0.00014776301055305797
Position 877: 0.00013746627815828364
Position 1735: 0.00013409860190770977
Position 1335: 0.00013187278169572651
Position 2654: 0.00013174004358086923
Position 687: 0.0001294103117795709
Position 108: 0.00011870167469632469
Position 136: 0.0001183918513706337
Position 1603: 0.00011806658777486553
Position 2168: 0.00011301411163254792
Position 1325: 0.0001043019798409115
Position 777: 9.347759028011015e-05
Position 322: 8.573906848875488e-05
Position 978: 8.34173803321414e-05
Position 729: 7.655839389415368e-05
Position 893: 7.056162722889327e-05
Position 923: 6.771533263716766e-05
Position 664: 5.386448071174824e-05
Position 372: 5.241545321278782e-05
