Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  1000
Partition function (log Z): 16.01965834409346

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.9966915730747122
Position 1369: 0.988760891467378
Position 3113: 0.9794234419876219
Position 11818: 0.976903910788926
Position 11565: 0.9748920731000839
Position 1865: 0.956876361553158
Position 1084: 0.9522389843979185
Position 10707: 0.9137853550098884
Position 10948: 0.7104991087055478
Position 2818: 0.6080037573980137
Position 63: 0.4331495148340167
Position 3648: 0.3106610358224762
Position 67: 0.06788492399328855
Position 10404: 0.05794107275141886
Position 4275: 0.05267350086590008
Position 4901: 0.038190318510708324
Position 38: 0.02793277813296747
Position 3717: 0.023844473240246317
Position 2699: 0.01916783102851914
Position 3117: 0.014817278860062871
Position 2835: 0.014083571973714754
Position 77: 0.01111769935608238
Position 1042: 0.010227431290781104
Position 2822: 0.008157362617009847
Position 17: 0.008136254380761775
Position 1357: 0.0067449808559585465
Position 11154: 0.00407593006703181
Position 3665: 0.0035819729475737596
Position 831: 0.0035125910553910236
Position 1653: 0.0027086706836876493
Position 4051: 0.0025944368697976995
Position 10449: 0.002512713525056118
Position 508: 0.002250664909021524
Position 1319: 0.0016396625806222589
Position 11900: 0.0013823321583146028
Position 11469: 0.001342248381271951
Position 21: 0.0010725026188293726
Position 2479: 0.0009819268878929254
Position 4471: 0.0009205109647692091
Position 6862: 0.0008723575495983594
Position 10925: 0.0008620412241287618
Position 574: 0.0006490808358222881
Position 2989: 0.0006234439291962662
Position 401: 0.0005725738212238749
Position 12176: 0.0004933751266346167
Position 2783: 0.0004883245603735643
Position 5233: 0.0004781881723357614
Position 2089: 0.0004780729058420745
Position 11043: 0.00047532466808438334
Position 3273: 0.0004574288909203005
Position 433: 0.0004068475579510876
Position 638: 0.0003426225788128558
Position 3007: 0.00033923851084513416
Position 3944: 0.0003334888715920074
Position 12072: 0.0002991213504328014
Position 4006: 0.0002959057857983971
Position 2966: 0.0002876089895061886
Position 634: 0.0002824038885724897
Position 1382: 0.0002809608959978543
Position 3654: 0.00026826792049388775
Position 3131: 0.0002607677330904058
Position 11441: 0.0002531810219096239
Position 229: 0.0002487310408643802
Position 294: 0.00024692562410825216
Position 2126: 0.00021265416955373474
Position 3522: 0.00020356377743311715
Position 245: 0.00018706388652254375
Position 437: 0.00018007882766102537
Position 290: 0.00017749412285965102
Position 4607: 0.0001733616564679939
Position 3804: 0.00015964372721507803
Position 644: 0.00014999154642714296
Position 641: 0.00014748478725251483
Position 411: 0.00013859844130141385
Position 12074: 0.00013406616957362192
Position 695: 0.00012879001894953489
Position 2321: 0.00011655124946037255
Position 12059: 0.00010480313563877822
Position 4281: 9.402331943215627e-05
Position 764: 8.917571566726235e-05
Position 3094: 8.499383037237403e-05
Position 11968: 8.339340699199933e-05
Position 3786: 8.195887022906157e-05
Position 702: 8.152902818859856e-05
Position 3158: 7.531746641903749e-05
Position 2716: 7.318259109430778e-05
Position 3420: 6.863455240702445e-05
Position 370: 6.31193381643761e-05
Position 2330: 6.13303825445814e-05
Position 11686: 5.870386376701112e-05
Position 3857: 5.8597711843718724e-05
Position 132: 5.79509139889214e-05
Position 1873: 5.284123262001418e-05
Position 3573: 5.2554662353236005e-05
Position 11947: 5.047496298366526e-05
Position 3934: 5.012498267204506e-05
Position 3678: 4.739085116198918e-05
Position 495: 4.637738169334932e-05
Position 571: 4.215899477841055e-05
Position 471: 3.954496610935655e-05
Position 431: 3.920105349067863e-05
Position 110: 3.860623612144804e-05
Position 700: 3.748196751837029e-05
Position 1793: 3.563325948789165e-05
Position 2551: 3.530776646408316e-05
Position 12133: 3.3218408653847956e-05
Position 4226: 3.319950258409564e-05
Position 2054: 3.255780775601617e-05
Position 11372: 2.9888948478227876e-05
Position 11782: 2.4897441035933782e-05
Position 3110: 2.200950735952903e-05
Position 2182: 2.1081634106634053e-05
Position 3416: 1.9904925778363883e-05
Position 846: 1.956858884546755e-05
Position 3414: 1.8641827686320713e-05
Position 535: 1.7245397776574488e-05
Position 1323: 1.6540043349947564e-05
Position 4290: 1.596127763256308e-05
Position 1312: 1.5679291618346343e-05
Position 713: 1.4488060118869023e-05
Position 3355: 1.4425748493628397e-05
Position 503: 1.3936813547459607e-05
Position 664: 1.3864981770122417e-05
Position 6169: 1.3757160240802524e-05
Position 3070: 1.344649769858842e-05
Position 2240: 1.2163773590991621e-05
Position 3098: 1.197109303941943e-05
Position 12089: 1.1383178576572396e-05
Position 383: 1.0678428510355751e-05
Position 2284: 1.0396494494090918e-05
Position 1434: 9.976490627484902e-06
Position 10941: 9.733108366418262e-06
Position 12084: 9.59648295400823e-06
Position 11931: 9.580942979834049e-06
Position 11937: 8.032354705942893e-06
Position 1625: 7.345372474157401e-06
Position 1648: 7.1846453568196064e-06
Position 1012: 6.565881987290098e-06
Position 11806: 6.311290981199058e-06
Position 11812: 5.6685550389143915e-06
Position 11109: 5.6098870640867615e-06
Position 3426: 5.576556890959548e-06
Position 2666: 5.050666097113897e-06
Position 1702: 4.90698169047856e-06
Position 12078: 4.752475805481839e-06
Position 2138: 4.488391313863776e-06
Position 12096: 4.375680621217195e-06
Position 1882: 4.1952409059582235e-06
Position 2207: 3.6410705421540607e-06
Position 679: 3.4916202215773624e-06
Position 1530: 3.3816893372136157e-06
Position 1784: 3.232929955991316e-06
Position 2260: 3.073856307323392e-06
Position 542: 3.0200921104052613e-06
Position 868: 2.7301339433003455e-06
Position 1030: 2.5597023106890515e-06
Position 1239: 2.3728054367704173e-06
Position 460: 2.3718948995116366e-06
Position 3298: 2.349772059300151e-06
Position 2193: 2.3094119262384357e-06
Position 11970: 2.2171514654872508e-06
Position 1926: 2.025303536125235e-06
Position 1829: 1.9686958247422736e-06
Position 943: 1.9452252336083628e-06
Position 3261: 1.8292482459668608e-06
Position 757: 1.8125820920454137e-06
Position 2279: 1.7529639080585748e-06
Position 2161: 1.6843370087335558e-06
Position 1088: 1.6564623488726018e-06
Position 1046: 1.606107807366599e-06
Position 919: 1.5118786041298872e-06
Position 12076: 1.4611052411368766e-06
Position 11822: 1.242608509990032e-06
Position 2030: 1.2304524033580552e-06
Position 1671: 1.2224465836908268e-06
Position 2010: 1.2113353248631174e-06
Position 284: 1.0566909197705202e-06
Position 212: 1.0349757614863402e-06
Position 1890: 1.0314401401996667e-06
Position 1697: 6.986515983642571e-07
Position 1298: 6.977423044295065e-07
Position 2638: 6.357401590833058e-07
Position 5242: 5.85836527214869e-07
Position 1634: 5.550479325934238e-07
Position 5035: 4.5052819523133027e-07
Position 1988: 4.3478445997167936e-07
Position 449: 3.3965122269182463e-07
Position 2249: 3.2876846907225795e-07
Position 194: 3.0069484019727996e-07
Position 1956: 2.847172091679934e-07
Position 2252: 2.8226572403168734e-07
Position 2308: 2.7492809894217393e-07
Position 3025: 2.644363779924061e-07
Position 1249: 2.0889029184937074e-07
Position 1285: 1.8142935304625415e-07
Position 2335: 1.7254959877163126e-07
Position 172: 1.2975400715452285e-07
Position 204: 1.242429961451662e-07
Position 3660: 1.0017791791325174e-07
Position 4332: 9.222983132656903e-08
Position 2423: 5.8737416018074133e-08
Position 1769: 4.74876955319338e-08
Position 1130: 3.1149239209101614e-08
Position 649: 1.575803434403848e-08
Position 11789: 2.9668019085220563e-09
Position 11939: 2.425696432879012e-09
Position 11721: 1.578351381134874e-09
Position 2743: 1.2881109646674931e-09
Position 2338: 1.027877779755723e-09
Position 3662: 8.173141903171807e-10
Position 3086: 3.3123207409324486e-10
Position 151: 2.482810929836291e-10
Position 12101: 2.0612706305544267e-10
Position 2905: 1.1362804104078672e-10
Position 178: 1.0138061111439518e-10
Position 3222: 3.5360937009095425e-11
Position 134: 2.3047524400060242e-11
Position 11836: 1.2890877136137407e-11
Position 961: 1.165588981207448e-11
Position 1930: 1.153668757942633e-11
Position 2007: 6.0128091997696795e-12
Position 2262: 5.351926774731564e-12
Position 2065: 7.02029870732397e-13
Position 626: 2.8463011907545547e-13
Position 3037: 2.2242925640857533e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989722039035651
Position 11622: 0.9979527870756694
Position 10769: 0.995187735713169
Position 2382: 0.9500398323357019
Position 11876: 0.9470037912327899
Position 1926: 0.9280793876727398
Position 10197: 0.926694895867326
Position 1137: 0.85702909636329
Position 2918: 0.5595149056535066
Position 147: 0.32636042802252746
Position 3179: 0.3155909895927919
Position 11010: 0.21509247632808853
Position 131: 0.18708631686770652
Position 11108: 0.1754895683009456
Position 11080: 0.14925133216279438
Position 1151: 0.09416151183020803
Position 2879: 0.0839822998934256
Position 11468: 0.07670478427605135
Position 10493: 0.049217146618050045
Position 11223: 0.044787470999429924
Position 11391: 0.020623394894054188
Position 887: 0.02023551214857494
Position 4640: 0.020067445710238285
Position 2506: 0.01426838729470266
Position 12045: 0.014019720509441792
Position 3251: 0.013933097098593398
Position 2415: 0.012870442633581516
Position 151: 0.012598673024921648
Position 3261: 0.012441810843329524
Position 3187: 0.011970837718069035
Position 11931: 0.011417017240392692
Position 3066: 0.011301105654854704
Position 3278: 0.00887840137256291
Position 3721: 0.008868156962343502
Position 3536: 0.007364034096966262
Position 2161: 0.007362941092545167
Position 2125: 0.006787534979957469
Position 329: 0.00591516663339771
Position 1255: 0.00586795212909036
Position 2033: 0.005529070333074437
Position 3237: 0.005394520982076657
Position 11511: 0.0050763237254536405
Position 4538: 0.004187154800344929
Position 4371: 0.0035318836948231534
Position 3334: 0.0034750572854045326
Position 4605: 0.0033513841877803527
Position 3776: 0.003321945883219861
Position 2622: 0.0032498712093491657
Position 2821: 0.003115764755284978
Position 10798: 0.002797239021440489
Position 2611: 0.002676776197644375
Position 11894: 0.0026051542231096845
Position 11020: 0.0025217232987478568
Position 2234: 0.0024794169982830416
Position 2052: 0.0023841933138914442
Position 2763: 0.002381040048508111
Position 3347: 0.002053133195518666
Position 899: 0.0018138156262458897
Position 1709: 0.001793051888215576
Position 1961: 0.001723838565395145
Position 943: 0.0016211183332020308
Position 2982: 0.0015869858033841571
Position 11270: 0.0015053772870598774
Position 1285: 0.0014136286844923145
Position 12137: 0.0012966599053116901
Position 3847: 0.001289553564396401
Position 11144: 0.0012600452346789286
Position 4217: 0.0012305876078694629
Position 11240: 0.0011922159970071385
Position 159: 0.0010907969650598207
Position 4121: 0.001060296262562811
Position 2089: 0.0009785511432105882
Position 12224: 0.0008920181398187052
Position 4666: 0.0008578387108988619
Position 10983: 0.0008525900075689016
Position 1217: 0.0008382842968861537
Position 4402: 0.0007873400538908013
Position 3377: 0.0007321727664220964
Position 2721: 0.0007145744346250192
Position 2095: 0.0007122991765064179
Position 1261: 0.0006824784862927103
Position 4588: 0.0006240094684295173
Position 2135: 0.000599262888755397
Position 11937: 0.0005958139010886329
Position 4009: 0.000559984411757421
Position 4693: 0.0005213623002768266
Position 12155: 0.0005152964505947376
