Gene = ebi
index = 1689
Annotated 5SS: [ 380 1644]
Annotated 3SS: [ 444 1721]
SMsplice 5SS: [ 380 1644]
SMsplice 3SS: [ 444 1721]
top_k =  1000
Partition function (log Z): 1.1560217934585766

Sorted 5' Splice Sites (High to Low Probability):
Position 380: 0.9981586640996769
Position 1644: 0.9981467678984443
Position 2809: 0.1685088779875924
Position 2289: 0.1474918692587363
Position 2511: 0.13944267535420313
Position 2650: 0.04900141755882541
Position 1300: 0.04484627786752024
Position 2031: 0.03485338897452522
Position 2411: 0.018337278656490954
Position 2882: 0.016505900992756728
Position 2665: 0.012383711425430901
Position 2024: 0.012363890520285565
Position 1269: 0.012083552690327522
Position 496: 0.007391359693847355
Position 2849: 0.0045358754013541825
Position 651: 0.0040722070142310066
Position 2533: 0.003132140868678162
Position 582: 0.0029798969121888385
Position 861: 0.00291464945819903
Position 2073: 0.002842916717367861
Position 3390: 0.0028125397362087916
Position 3287: 0.0027928576725828563
Position 3069: 0.0026740717272721996
Position 1996: 0.0020889326083383987
Position 2484: 0.0019270478031491018
Position 2597: 0.0016982502922264625
Position 1819: 0.0015752150189502145
Position 1360: 0.0012101961340826664
Position 2994: 0.0011661421462596906
Position 1290: 0.0010356333715838837
Position 1504: 0.0009955805145698568
Position 3098: 0.0009336322088030546
Position 3273: 0.0009168692711096799
Position 1847: 0.000892220682987717
Position 1249: 0.0007214211747622834
Position 2016: 0.000715724545281503
Position 796: 0.0006715512728235384
Position 2029: 0.0006479674692254766
Position 384: 0.0005779104392630268
Position 3381: 0.0005269445198531023
Position 3254: 0.0004971767780835289
Position 600: 0.0004883217675899214
Position 2620: 0.0004221689800347425
Position 1003: 0.0003856219030041968
Position 2843: 0.00033553295462435037
Position 3277: 0.0003207476637384921
Position 1257: 0.00028482376257134393
Position 1458: 0.0002644346293260269
Position 1648: 0.0002569932323231646
Position 772: 0.0002152748723642449
Position 1605: 0.00016455199599380268
Position 180: 0.00015488808053707682
Position 343: 0.00013814826206798032
Position 1137: 0.0001323595987626768
Position 570: 0.00011101788524098545
Position 3270: 9.692371459417572e-05
Position 240: 9.014549271244627e-05
Position 1942: 8.339280927605327e-05
Position 672: 7.823823934669548e-05
Position 976: 7.478802245250183e-05
Position 575: 7.159982167920775e-05
Position 2164: 6.897034147205166e-05
Position 2297: 6.354217433663258e-05
Position 141: 5.751486513303568e-05
Position 1434: 4.352181855100709e-05
Position 553: 4.241661278577571e-05
Position 1295: 3.529696124581891e-05
Position 560: 2.8303341888959776e-05
Position 223: 2.791925922281064e-05
Position 1179: 2.4601847176587915e-05
Position 208: 2.016276306369816e-05
Position 1078: 1.9663875429237044e-05
Position 1786: 1.9443293185760344e-05
Position 210: 1.629479147473698e-05
Position 2018: 1.5767979841476806e-05
Position 1679: 1.5404266377615017e-05
Position 1171: 1.3900252964486912e-05
Position 2561: 1.37963678996364e-05
Position 2695: 1.2289478977438599e-05
Position 940: 1.1859427068759042e-05
Position 1838: 1.1820875179069562e-05
Position 848: 9.72172271053391e-06
Position 2595: 8.641096198225134e-06
Position 2668: 7.96120578459673e-06
Position 290: 7.944193456748112e-06
Position 2087: 7.682563228149216e-06
Position 1759: 7.318310795745401e-06
Position 50: 6.955985551148564e-06
Position 282: 6.899453472026996e-06
Position 467: 6.073319122173812e-06
Position 293: 5.819042298647262e-06
Position 465: 5.550511544212414e-06
Position 165: 5.417455125136219e-06
Position 479: 5.2071219866111525e-06
Position 22: 4.992062052963843e-06
Position 724: 4.659680179273709e-06
Position 189: 4.504348243718532e-06
Position 1959: 3.7769131816974004e-06
Position 375: 3.7743328195927843e-06
Position 2415: 3.1526399872827155e-06
Position 72: 2.713211721044109e-06
Position 1875: 2.711329437764646e-06
Position 2276: 2.3683894456280756e-06
Position 355: 1.8640521978312021e-06
Position 1304: 1.859823815362938e-06
Position 270: 1.8320719823533887e-06
Position 1565: 1.8171858900002876e-06
Position 150: 1.3798038683388648e-06
Position 516: 8.462861884519605e-07
