Gene = KdelR
index = 1243
Annotated 5SS: [122]
Annotated 3SS: [188]
SMsplice 5SS: [122]
SMsplice 3SS: [188]
top_k =  1000
Partition function (log Z): -8.174979016925356

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.5016105577281311
Position 117: 0.4638951444007396
Position 1663: 0.10270555171626727
Position 517: 0.033733472571540045
Position 449: 0.02150230099446086
Position 108: 0.013016671450840098
Position 790: 0.008197353489389004
Position 476: 0.006423804098958458
Position 1251: 0.0031913193149157477
Position 695: 0.0030699321937678616
Position 1457: 0.002843929514683613
Position 1086: 0.002446025370453814
Position 467: 0.0018099066637268567
Position 1165: 0.001550256264376274
Position 257: 0.0012256730146100476
Position 995: 0.000956630860832546
Position 853: 0.0008964331237112144
Position 1452: 0.0008231690003827779
Position 1520: 0.000763798027620914
Position 265: 0.0007125892971338712
Position 1375: 0.0004975150819626341
Position 1152: 0.00045728039672578787
Position 1341: 0.00030910010878368153
Position 410: 0.000297608785178048
Position 1174: 0.0002971752540777725
Position 508: 0.00028783134473737645
Position 605: 0.00026980969337306565
Position 1122: 0.00026944770220251946
Position 797: 0.00026822877026315737
Position 1427: 0.00025522068150980075
Position 457: 0.000246716413201888
Position 1422: 0.00020810511818100035
Position 989: 0.00019110211415350754
Position 498: 0.00018377176000191568
Position 1033: 0.00016116811773466422
Position 224: 0.00015227441692249128
Position 626: 0.0001489628129308906
Position 49: 0.00011506195209624499
Position 521: 9.610725251184026e-05
Position 132: 9.173077859511475e-05
Position 191: 6.92723616957342e-05
Position 493: 6.710159251832746e-05
Position 948: 5.2041062142216034e-05
Position 754: 4.99111422851186e-05
Position 782: 4.819183434727259e-05
Position 165: 4.179535846880946e-05
Position 88: 3.9295226161060375e-05
Position 506: 3.592745695300445e-05
Position 1021: 3.4838806919139086e-05
Position 1327: 3.237344028169748e-05
Position 478: 3.2213456675663036e-05
Position 1083: 2.9001412749650246e-05
Position 1040: 2.82762139456781e-05
Position 526: 2.6396625854051607e-05
Position 581: 2.1583823672181618e-05
Position 586: 2.1156457806095288e-05
Position 1432: 2.006485714138322e-05
Position 388: 1.5804957628166167e-05
Position 367: 1.5284204317580007e-05
Position 836: 1.2918182677667078e-05
Position 320: 1.210064725377362e-05
Position 938: 1.1914912974013782e-05
Position 407: 1.1584379021299051e-05
Position 887: 1.0365817802447174e-05
Position 27: 7.68397837950128e-06
Position 322: 6.857428175443523e-06
Position 400: 6.239855322066529e-06
Position 1186: 6.143514260800927e-06
Position 1440: 4.977864971059572e-06
Position 1263: 4.95617721922078e-06
Position 436: 4.5199363937040274e-06
Position 619: 4.477346223868846e-06
Position 21: 4.475554517669606e-06
Position 481: 4.45829276239424e-06
Position 635: 3.997181996073492e-06
Position 1356: 3.5431366679410033e-06
Position 668: 3.353731329782691e-06
Position 848: 3.321695547656171e-06
Position 1687: 2.641994448470394e-06
Position 1533: 1.9063974120213192e-06
Position 1405: 1.7472758171103028e-06
Position 759: 1.3817121772969537e-06
Position 802: 1.342343070160078e-06
Position 313: 3.196941720859565e-09
Position 640: 2.191668711635676e-09
Position 200: 2.1058018775380475e-09
Position 195: 3.806150000324468e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.9704081392460122
Position 1719: 0.13797675274652985
Position 1508: 0.024680386949420173
Position 526: 0.008454928328486213
Position 1452: 0.005416209264699244
Position 1618: 0.004829603678470628
Position 208: 0.003503973266547977
Position 1214: 0.0033866554737401796
Position 1569: 0.0031529587434310042
Position 887: 0.002709108702423811
Position 532: 0.002586283959932683
Position 1390: 0.0024405798459393307
Position 1739: 0.002192213102325845
Position 165: 0.0014607686615659128
Position 1251: 0.0006665676176281549
Position 1327: 0.0006293357570187959
Position 349: 0.00040023168735720915
Position 895: 0.0003347492172008091
Position 685: 0.00032374585659126316
Position 1366: 0.0003045715463794203
Position 214: 0.00023293023662505007
Position 1122: 0.00020240276060134283
Position 695: 0.0001365434022268857
Position 844: 0.00012187136844113433
Position 702: 7.499528518725483e-05
Position 394: 6.97814129396179e-05
Position 729: 6.396015238426405e-05
Position 993: 5.960787852877334e-05
Position 252: 3.678769866474462e-05
Position 1057: 3.352772695328087e-05
Position 901: 2.037165049470325e-05
Position 945: 1.9808048072567104e-05
Position 240: 1.9573088567205697e-05
Position 910: 1.0505296977341438e-05
Position 1255: 9.06367297732846e-06
Position 1427: 7.626599188817081e-06
Position 1627: 7.454155997675413e-06
Position 475: 5.585431070764573e-06
Position 904: 4.616313850558354e-06
Position 100: 1.2973192839682053e-06
Position 358: 3.4608311763210856e-08
Position 277: 2.5741695900463258e-08
Position 129: 1.537667508721255e-08
Position 388: 1.4570912160248685e-08
Position 220: 7.712423407931988e-09
Position 260: 4.971147211469407e-09
Position 619: 4.7797245122126305e-09
Position 635: 3.6542360746522706e-09
Position 227: 4.539604998656841e-10
Position 257: 7.262110069385076e-11
Position 108: 2.7266126156652818e-11
Position 224: 2.196478565485438e-11
Position 70: 2.059876494970274e-11
Position 265: 1.2426452724821947e-11
