Gene = holn1
index = 1730
Annotated 5SS: [195 447]
Annotated 3SS: [253 511]
SMsplice 5SS: [195 447]
SMsplice 3SS: [253 511]
top_k =  1000
Partition function (log Z): 2.1924815470360177

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9985801240343782
Position 447: 0.9842906130220095
Position 681: 0.13717665840827573
Position 22: 0.023674217499602877
Position 422: 0.0062109028633247475
Position 441: 0.004917575502057691
Position 832: 0.002483685384121057
Position 1114: 0.0020645049132300575
Position 324: 0.0014240489487160897
Position 1106: 0.0005494388183258636
Position 629: 0.0004883352230760292
Position 907: 0.00038738911771963203
Position 887: 0.00017738219356073427
Position 995: 0.00017358017461970729
Position 587: 0.00014389977816547912
Position 634: 8.144868123506496e-05
Position 1171: 8.069563532946287e-05
Position 1100: 2.180065893268281e-05
Position 656: 1.2738252918002099e-05
Position 740: 1.0393003766685191e-05
Position 1191: 9.928524127735002e-06
Position 1165: 8.059047618663775e-06
Position 127: 7.185759842843347e-06
Position 209: 7.121680161071143e-06
Position 1006: 6.2677554332430315e-06
Position 1205: 3.5792089236540664e-06
Position 1181: 3.3833814026337528e-06
Position 318: 3.3079430959508405e-06
Position 471: 2.1314352294181817e-06
Position 379: 1.593431790817089e-06
Position 695: 1.5769418726690636e-06
Position 1063: 1.314575485890602e-06
Position 955: 1.2943749906863124e-06
Position 675: 1.0272030234623721e-06
Position 960: 9.752211363722066e-07
Position 306: 5.041048648716538e-07
Position 607: 4.6259971849117954e-07
Position 297: 2.888509344174494e-07
Position 67: 1.2478620433051434e-07
Position 38: 5.574590481375099e-08
Position 225: 9.94784383676045e-09
Position 72: 7.569588772711067e-09
Position 79: 7.4145674737470095e-09
Position 246: 1.5342754562451394e-09
Position 1015: 7.069280834701528e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 253: 0.9979290475343222
Position 511: 0.9801205449929745
Position 914: 0.0638008322387078
Position 757: 0.022819667689479285
Position 67: 0.022100838393718087
Position 751: 0.015385954743613942
Position 523: 0.013305712643571745
Position 1174: 0.008703566997067196
Position 826: 0.006478923590809253
Position 769: 0.006040077385827171
Position 992: 0.005532483740688007
Position 730: 0.004181561432744345
Position 802: 0.004035882851359027
Position 932: 0.001775894045095302
Position 712: 0.001561449146208599
Position 494: 0.0012649213790709094
Position 1266: 0.0010634583678723996
Position 104: 0.0007607724829676399
Position 869: 0.0006010084356667271
Position 966: 0.0005721743252805327
Position 1277: 0.000525291303986529
Position 1078: 0.00047528453848483655
Position 344: 0.0004632184732796841
Position 890: 0.0004186077301254849
Position 271: 0.0004162852393328345
Position 724: 0.0004153567426734681
Position 79: 0.0003203169945218374
Position 526: 0.0002997153200552617
Position 1021: 0.000268451450013512
Position 778: 0.000189881823262738
Position 1264: 0.0001856296492905144
Position 949: 0.0001317047858167643
Position 1039: 0.00011008172794908832
Position 401: 0.00010366271666544125
Position 123: 7.562876025719004e-05
Position 108: 7.140881700621015e-05
Position 548: 6.363144306764078e-05
Position 1154: 4.116360811350329e-05
Position 147: 3.8730964179647605e-05
Position 398: 3.183134169854864e-05
Position 840: 3.0356472017261152e-05
Position 574: 3.0217233645647716e-05
Position 673: 2.7246340349303922e-05
Position 688: 2.3482214015966956e-05
Position 1181: 2.2800656451672496e-05
Position 940: 2.1137691751748803e-05
Position 281: 2.0442620636411853e-05
Position 1143: 2.0337304190878082e-05
Position 1081: 1.9257537699974273e-05
Position 323: 1.3773201873907714e-05
Position 571: 1.3424100665732644e-05
Position 375: 1.2085582771516683e-05
Position 577: 1.1498455737428473e-05
Position 994: 1.0857731398367292e-05
Position 847: 6.035887572063811e-06
Position 1027: 5.762866575234394e-06
Position 1057: 5.585977981964171e-06
Position 853: 5.066070625923619e-06
Position 887: 4.974914819729129e-06
Position 790: 4.568164750415348e-06
Position 115: 4.488992648889425e-06
Position 127: 2.9637978875098304e-06
Position 554: 1.8770338281306844e-06
Position 685: 1.7054790590935664e-06
Position 348: 1.2589976000305422e-06
Position 1006: 1.1539954605250176e-06
Position 876: 9.815222488976466e-07
Position 435: 9.351733070620515e-07
Position 1114: 7.266875247993572e-07
Position 290: 6.657607893643619e-07
Position 595: 6.314215365613361e-07
Position 172: 6.091167598759542e-07
Position 714: 5.89346208575394e-07
Position 135: 5.660051884248657e-07
Position 293: 3.5085714647468174e-07
Position 356: 1.6964841265739008e-07
Position 413: 1.354896133152718e-07
Position 174: 1.0493832335267408e-07
Position 133: 8.679612051370681e-08
Position 98: 2.3308305935862875e-08
Position 194: 2.2144760116011846e-08
Position 634: 1.0249946489646232e-08
Position 312: 7.115143247395554e-09
Position 306: 7.103175325337235e-09
Position 408: 1.6531200832211626e-09
Position 451: 8.9015767770959e-10
Position 447: 7.388008840502418e-10
Position 661: 6.649841055330306e-10
Position 650: 5.7911814688253073e-11
Position 359: 5.643097906255272e-19
Position 721: 1.7639718613256182e-19
