Gene = Trp1
index = 1568
Annotated 5SS: [1177 2172 2528]
Annotated 3SS: [1355 2225 3018]
SMsplice 5SS: [ 156 1305 2172 2528]
SMsplice 3SS: [ 534 1355 2225 3018]
top_k =  1000
Partition function (log Z): 9.834973466856287

Sorted 5' Splice Sites (High to Low Probability):
Position 2172: 0.9875045157441513
Position 156: 0.9085545093635806
Position 1305: 0.9070607146410715
Position 2528: 0.8444367723537191
Position 2913: 0.46822041709400286
Position 770: 0.4211071004829823
Position 41: 0.117083418832878
Position 603: 0.0804845238612025
Position 1566: 0.0691581459483008
Position 1177: 0.06833466798151484
Position 3084: 0.04316852732839421
Position 3098: 0.03200082360482093
Position 446: 0.02206746670227522
Position 689: 0.010889013262387054
Position 616: 0.010773739968206804
Position 1771: 0.008539309958121171
Position 2136: 0.005391792087985335
Position 3231: 0.005143969828274367
Position 2621: 0.0044652035668726045
Position 206: 0.004280932924266787
Position 2451: 0.0036773372438032225
Position 2546: 0.003069795357340651
Position 3583: 0.002772814070612824
Position 3089: 0.002681911110008914
Position 1202: 0.0025948505314278957
Position 297: 0.002400163630107315
Position 929: 0.0022021070081124474
Position 45: 0.0021125883359732187
Position 2356: 0.0019616916326431846
Position 482: 0.001928272360506062
Position 3057: 0.0015331927276402944
Position 762: 0.001457967122224039
Position 3319: 0.0014336473475584748
Position 2373: 0.0012997855805200935
Position 716: 0.0012795394345515149
Position 1232: 0.0012389143385793334
Position 3593: 0.001217742624413801
Position 2947: 0.0011275940539514574
Position 3636: 0.0008846356065822233
Position 3579: 0.0008690104371517489
Position 2052: 0.0008560878053478409
Position 202: 0.0007565095715608763
Position 731: 0.0006778086292302658
Position 3397: 0.0006050181959711792
Position 1473: 0.0005661818489144338
Position 2874: 0.0005190123882433737
Position 2582: 0.0004993941885393971
Position 939: 0.00045335367515502773
Position 800: 0.00044451432433821017
Position 240: 0.0004419305134599706
Position 805: 0.0003893027896070339
Position 1299: 0.00037530845267702936
Position 728: 0.00037413243635465337
Position 2618: 0.00035773045308821566
Position 3454: 0.0003015479557509586
Position 1272: 0.0002963635289521771
Position 2689: 0.0002855254656199052
Position 860: 0.0002798700114794757
Position 756: 0.0002672666370983574
Position 394: 0.0002654774113356259
Position 774: 0.0002309540973881249
Position 38: 0.00021421349675020915
Position 607: 0.00019173703456736794
Position 1517: 0.00017114930987508373
Position 924: 0.00015626383528495583
Position 943: 0.00013705669214219657
Position 2361: 0.0001291973581951472
Position 1010: 0.00012590327795580395
Position 471: 0.00012566575840124963
Position 1047: 0.000115374513360808
Position 492: 0.00011257491144947321
Position 278: 9.86546406847942e-05
Position 238: 9.605303501804861e-05
Position 3326: 9.184521291577873e-05
Position 684: 9.136640363439984e-05
Position 3267: 9.134333276492762e-05
Position 210: 8.612773778411745e-05
Position 1383: 8.465301737564891e-05
Position 2196: 8.049435410160416e-05
Position 3203: 8.043122638496305e-05
Position 383: 7.74356419160103e-05
Position 937: 6.35203974856559e-05
Position 421: 6.215675725760701e-05
Position 875: 5.9385157084780806e-05
Position 2862: 5.52707227056478e-05
Position 2798: 5.522700632738001e-05
Position 47: 4.997398023535093e-05
Position 2917: 4.720879968367783e-05
Position 3353: 4.6597494762841416e-05
Position 26: 4.639567755004447e-05
Position 2884: 3.940708351476547e-05
Position 160: 3.714744949727622e-05
Position 347: 3.657763391964344e-05
Position 2720: 3.549608638329586e-05
Position 3078: 3.374086312459573e-05
Position 3465: 3.243009166590618e-05
Position 337: 2.9411775666527008e-05
Position 2176: 2.9252268750755524e-05
Position 3510: 2.614351015180105e-05
Position 2331: 2.2689222496199564e-05
Position 1623: 2.1655990484749854e-05
Position 2894: 2.121865683322017e-05
Position 722: 2.0056379576216892e-05
Position 1437: 1.9142508583341217e-05
Position 204: 1.840428604941353e-05
Position 1421: 1.747133042778713e-05
Position 719: 1.6277110047743894e-05
Position 1990: 1.3248648865419527e-05
Position 3272: 1.1860187897670984e-05
Position 32: 1.0647782708197016e-05
Position 1309: 1.04107573222271e-05
Position 740: 1.0188237507740566e-05
Position 743: 9.279134879226236e-06
Position 3613: 9.032018529611669e-06
Position 1275: 8.633742927573377e-06
Position 2815: 7.71229598120309e-06
Position 746: 7.549236742045071e-06
Position 3675: 6.747245334872285e-06
Position 2481: 5.909128241392402e-06
Position 1250: 5.855555543908958e-06
Position 218: 4.578495475269734e-06
Position 3587: 3.974185542756347e-06
Position 1655: 3.723567296720873e-06
Position 169: 3.318534267188767e-06
Position 122: 3.1164074842483204e-06
Position 372: 2.9885417079496095e-06
Position 1574: 2.6311469210158687e-06
Position 3541: 2.1551618587580793e-06
Position 1065: 1.683139004401494e-06
Position 2606: 1.5586688014270393e-06
Position 1080: 1.507082346685873e-06
Position 1992: 1.471424597335617e-06
Position 251: 1.4365405076783559e-06
Position 244: 1.3926505818679619e-06
Position 280: 1.2980201942657524e-06
Position 12: 1.2472740730335882e-06
Position 507: 1.078527855602668e-06
Position 388: 7.932942026675562e-07
Position 2239: 6.409953484568203e-07
Position 953: 6.096830970646506e-07
Position 2099: 5.852661994976089e-07
Position 2455: 5.689751118495917e-07
Position 49: 5.535431623195834e-07
Position 2825: 5.491724173905611e-07
Position 947: 5.211045510395962e-07
Position 142: 5.152918500960073e-07
Position 1878: 5.098228920917431e-07
Position 2841: 4.933010201496183e-07
Position 738: 4.4951904986069083e-07
Position 1584: 4.167490715964377e-07
Position 551: 4.126131435511754e-07
Position 1099: 3.872791074719545e-07
Position 2056: 3.485358306854399e-07
Position 2443: 3.249115054704692e-07
Position 950: 2.170821201669099e-07
Position 2078: 2.1238673215889948e-07
Position 768: 1.6422257137269892e-07
Position 2751: 1.2632747100400004e-07
Position 2848: 1.1372498974199636e-07
Position 611: 2.8641832859464564e-08
Position 103: 1.7016220310650431e-09
Position 2200: 1.4229961777086358e-09
Position 1944: 1.212548340954308e-09
Position 3269: 6.97303271582431e-10
Position 2076: 4.2008256842695614e-10
Position 1601: 4.0328933453122154e-10
Position 2625: 3.37864725557988e-10
Position 543: 2.028991134654552e-11
Position 2064: 3.552928789181197e-14
Position 2066: 3.479098109252166e-14
Position 1775: 2.933819655079651e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1355: 0.9994510988137456
Position 2225: 0.9890076020029012
Position 3018: 0.9819036551583898
Position 534: 0.8406784324280712
Position 987: 0.4658410409867093
Position 2679: 0.16096522068094324
Position 99: 0.09437404028736082
Position 3165: 0.07565440435850083
Position 2787: 0.07389650300940909
Position 2654: 0.058243752004932564
