Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  1000
Partition function (log Z): 10.828817595352223

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9997810745341041
Position 1565: 0.9887324267351025
Position 2245: 0.8717734297503774
Position 1835: 0.7996571931224005
Position 539: 0.7411699190310053
Position 1120: 0.7352703045773006
Position 843: 0.7336622829580982
Position 31: 0.36693709017209347
Position 1778: 0.1582291639091114
Position 848: 0.08199750568305801
Position 1877: 0.029619771180118333
Position 240: 0.029280198556618137
Position 543: 0.028237909507107195
Position 787: 0.01977807923888312
Position 1105: 0.012296473559508029
Position 1087: 0.004730807134660382
Position 1041: 0.00434022951330831
Position 2003: 0.003970391424325662
Position 1030: 0.0035259030463971153
Position 756: 0.0032459238931498865
Position 1819: 0.0027376656518615945
Position 1004: 0.0014725276811647459
Position 175: 0.001303510304897707
Position 1090: 0.00124573713456123
Position 1093: 0.0010720611343814376
Position 2270: 0.0009621291857381918
Position 75: 0.0009059319769392733
Position 835: 0.0008807095401026232
Position 748: 0.0008337996845779717
Position 692: 0.0007920333249639922
Position 793: 0.0007538181845622441
Position 995: 0.0006610332145926808
Position 81: 0.0005950005128838146
Position 2202: 0.0005652738818655881
Position 1846: 0.0005015850954742559
Position 2192: 0.0004883911443690834
Position 876: 0.0003589478344689054
Position 1001: 0.0003105139097691888
Position 2309: 0.00029837214176900987
Position 998: 0.0002498776507468413
Position 2570: 0.00022180468852734756
Position 437: 0.00017385612975422273
Position 1025: 0.00016983748539660658
Position 1246: 0.00011495744504528852
Position 204: 0.00010783292277327326
Position 2001: 0.00010270067803309734
Position 61: 7.901705484424527e-05
Position 1398: 7.200513846141073e-05
Position 6: 6.757647957913398e-05
Position 790: 6.022277943268462e-05
Position 18: 5.815221917768709e-05
Position 2016: 5.506309230661301e-05
Position 950: 5.3773700838214145e-05
Position 689: 5.32808257971718e-05
Position 97: 4.695658009634681e-05
Position 144: 4.454232009287525e-05
Position 183: 4.351521983329749e-05
Position 1817: 3.576820244092759e-05
Position 44: 3.573061173126826e-05
Position 2617: 3.09186534664019e-05
Position 2625: 2.812149504300556e-05
Position 2609: 2.2321374539588903e-05
Position 2274: 2.150541306714077e-05
Position 337: 2.0351952572514536e-05
Position 883: 2.0318508017134966e-05
Position 1965: 1.875717574548032e-05
Position 2607: 1.7368524091860656e-05
Position 686: 1.728758120153092e-05
Position 1369: 1.559761880722231e-05
Position 284: 1.5180404920357044e-05
Position 769: 1.5062878751969326e-05
Position 274: 1.3610521883584154e-05
Position 244: 1.2745444520953877e-05
Position 228: 1.127914071483027e-05
Position 1925: 1.120047374796484e-05
Position 2031: 1.1192566554566252e-05
Position 2158: 1.0940381590384391e-05
Position 2354: 1.0439778435279206e-05
Position 35: 1.0182177455674094e-05
Position 1955: 8.153076649598279e-06
Position 880: 6.859270264551312e-06
Position 1257: 6.4050311369535185e-06
Position 1243: 5.522689944651737e-06
Position 671: 5.046838468142203e-06
Position 563: 4.93871520271474e-06
Position 1510: 4.551919391837982e-06
Position 874: 4.530712868682365e-06
Position 1948: 4.455516692159477e-06
Position 1989: 4.179501051502465e-06
Position 264: 3.6554140828264833e-06
Position 1923: 3.4726481013160287e-06
Position 1763: 2.7532776571489623e-06
Position 628: 2.2915840228598118e-06
Position 287: 2.2511788856597227e-06
Position 1984: 1.934940990499307e-06
Position 2019: 1.8796393984082008e-06
Position 2151: 1.7839805153945477e-06
Position 1639: 1.7320225812225634e-06
Position 1979: 1.4426879823031489e-06
Position 625: 1.283992453705761e-06
Position 2313: 8.898828930450277e-07
Position 383: 8.66733466753996e-07
Position 465: 7.157644837196218e-07
Position 2167: 6.347606997606498e-07
Position 2531: 4.26257177672498e-07
Position 763: 3.7478135634911746e-07
Position 1330: 2.663662257002331e-07
Position 1648: 2.630741836857847e-07
Position 1284: 2.4980256776874023e-07
Position 2526: 2.2826052890036878e-07
Position 247: 2.2532319205081117e-07
Position 2092: 2.03609475596059e-07
Position 262: 1.4115008184580652e-07
Position 400: 1.3740786890428325e-07
Position 1974: 1.1325864790256903e-07
Position 1332: 6.463408277720368e-08
Position 1689: 2.524395606796167e-08
Position 1146: 1.5791631133722678e-08
Position 1309: 1.4302699161591442e-08
Position 1692: 1.3804198482625901e-08
Position 1158: 4.908369040863465e-09
Position 1627: 3.732432809689193e-09
Position 635: 4.733024327883814e-10
