Gene = Grip71
index = 1202
Annotated 5SS: [ 282  636 1540]
Annotated 3SS: [ 340  697 1594]
SMsplice 5SS: [282 636]
SMsplice 3SS: [ 340 1594]
top_k =  1000
Partition function (log Z): -0.027267468752376622

Sorted 5' Splice Sites (High to Low Probability):
Position 282: 0.9835923717470111
Position 636: 0.9812785862840488
Position 1544: 0.3281563157343857
Position 4: 0.08902786397463232
Position 844: 0.038915299426412836
Position 1550: 0.03202609437054855
Position 1228: 0.016134208416199572
Position 1986: 0.013731220938510116
Position 1497: 0.011009223970480028
Position 293: 0.008295165259724551
Position 2205: 0.007102648918708415
Position 985: 0.005566360952251085
Position 873: 0.005509331711049916
Position 1529: 0.005279033710923449
Position 427: 0.004334132112675597
Position 1805: 0.003598050051222981
Position 2225: 0.0025503067045234812
Position 1348: 0.002482825136002703
Position 590: 0.0023394889295781625
Position 1126: 0.0019648558491620113
Position 1147: 0.0019311516190432883
Position 975: 0.0013252996664777114
Position 1223: 0.0011944855144315756
Position 431: 0.0008791144096125022
Position 1753: 0.0007325516181639177
Position 1969: 0.0007182248578082341
Position 1200: 0.0007003980352284249
Position 2330: 0.0006471086989566178
Position 1207: 0.0005253220690036018
Position 879: 0.000506212682415075
Position 66: 0.0005017796505640844
Position 1071: 0.0005012232414514079
Position 546: 0.00046134673880187125
Position 2247: 0.00042686323072901606
Position 2256: 0.0004037634041062267
Position 1177: 0.00040009461741441054
Position 227: 0.00037569863479960914
Position 1095: 0.00029530543819569955
Position 1775: 0.0002690912236849578
Position 2050: 0.00026126036425159517
Position 1080: 0.0002597070858927519
Position 1509: 0.00024194518991422842
Position 1402: 0.0001973268614407072
Position 1796: 0.00019436206931992887
Position 314: 0.00015252893751173017
Position 1462: 0.00014946464431842777
Position 362: 0.00011205654357806898
Position 1051: 0.00010527087034639383
Position 581: 0.00010399067903769928
Position 1948: 9.590980239556004e-05
Position 35: 8.827104722409335e-05
Position 991: 8.688040085776329e-05
Position 640: 7.960048852414443e-05
Position 559: 7.09854176575617e-05
Position 655: 6.235030794285231e-05
Position 2314: 5.9026787571195895e-05
Position 1250: 5.826903678462337e-05
Position 848: 5.2181594357820495e-05
Position 2148: 4.864160594931482e-05
Position 1102: 4.74075748892255e-05
Position 1359: 4.206546136704103e-05
Position 780: 3.910119944857235e-05
Position 2306: 3.745701416884752e-05
Position 1331: 3.459217093256065e-05
Position 160: 3.458855055577668e-05
Position 765: 3.427034713470068e-05
Position 2166: 3.186246193838469e-05
Position 1282: 2.9791864400608047e-05
Position 1689: 2.8180246034048665e-05
Position 251: 2.784530464351365e-05
Position 440: 2.5745933841190934e-05
Position 1198: 2.3819903640113627e-05
Position 445: 2.197372456544311e-05
Position 708: 2.0142510184761152e-05
Position 823: 1.9738833112978327e-05
Position 687: 1.8998888176532897e-05
Position 1456: 1.8565517556840605e-05
Position 509: 1.4812276750913759e-05
Position 1006: 1.1289660353707762e-05
Position 1078: 1.1107325697744666e-05
Position 1308: 1.0216833006311465e-05
Position 1064: 1.0129550555511038e-05
Position 64: 9.947425443320032e-06
Position 925: 9.598185565352433e-06
Position 2287: 9.279128982236703e-06
Position 98: 8.64596147843324e-06
Position 1481: 7.705241399883322e-06
Position 2270: 7.190055042536613e-06
Position 154: 6.8285273641151335e-06
Position 396: 5.666118292395779e-06
Position 215: 2.6056794159556656e-06
Position 2344: 2.5583843173100375e-06
Position 318: 1.7509912844189653e-06
Position 109: 1.063011244331007e-06
Position 389: 7.623841829282288e-07
Position 221: 7.604960083466673e-07
Position 443: 5.850738236537104e-07
Position 358: 4.818413783403384e-07
Position 122: 4.473182613996579e-07
Position 1881: 2.1147118181223222e-07
Position 196: 1.5439207229482784e-07
Position 771: 7.484976485541589e-08
Position 1104: 6.9213828113969e-08
Position 485: 6.697195253397237e-08
Position 1290: 6.135524730298619e-08
Position 164: 5.5577906997547313e-08
Position 1113: 3.5074785403521575e-08
Position 391: 2.232684715977625e-08
Position 1866: 1.7027035164178526e-08
Position 740: 7.678176265805127e-09
Position 514: 5.138083248456588e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 340: 0.9925969280870025
Position 1594: 0.954318449659679
Position 697: 0.330311506858208
Position 79: 0.07284145220058089
Position 785: 0.04104933867622217
Position 1396: 0.03231766262596893
Position 1476: 0.03151517806095662
Position 759: 0.02643822088251589
Position 196: 0.011797471789665821
Position 1308: 0.010368892584566353
Position 2049: 0.007320090202183944
Position 2381: 0.0069247910244454505
Position 1857: 0.005568428296461939
Position 2305: 0.0043236836748776816
Position 762: 0.0034887385007932015
Position 474: 0.003403386887838983
Position 811: 0.003045888036679292
Position 2430: 0.002935615519292882
Position 2046: 0.0022539420651036335
Position 154: 0.001887597813376437
Position 2287: 0.0015320044178112834
Position 2361: 0.0015068237449451815
Position 1462: 0.0014793582835191032
Position 1107: 0.0011956629906092779
Position 823: 0.0010379203023001074
Position 172: 0.0009674550275313045
Position 2007: 0.0007302627515941099
Position 2098: 0.0005850055251492554
Position 1912: 0.0005194977931256817
Position 932: 0.00044715267329154906
Position 1863: 0.0003449228312530877
Position 1268: 0.00029959506399060106
Position 1866: 0.00028750037298109354
Position 148: 0.0002681120690523422
Position 1022: 0.00023422710562822906
Position 506: 0.0002211430323874489
Position 896: 0.00021043420281544056
Position 661: 0.00021023756185126744
Position 1203: 0.00019150298958368106
Position 1347: 0.0001752911211223489
Position 1126: 0.00016302868278380875
Position 179: 0.00015481536083111132
Position 1570: 0.0001462955565960325
Position 1617: 0.0001376684376565191
Position 2442: 0.0001306900108500623
Position 47: 0.00012342206609071695
Position 816: 9.111070428612097e-05
Position 844: 7.969912605109953e-05
Position 2154: 7.804472255536714e-05
Position 1142: 6.401463557429494e-05
Position 797: 6.384348985489878e-05
Position 2025: 5.272723985507553e-05
Position 1604: 5.2219200659590685e-05
Position 2175: 4.93111419303605e-05
Position 553: 4.0127407537905275e-05
Position 405: 3.172747946535432e-05
Position 418: 3.0345157323392376e-05
Position 1647: 1.8126250035935796e-05
Position 1951: 1.721574383607542e-05
Position 1715: 1.6150792562236766e-05
