Gene = Tmc
index = 1563
Annotated 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
Annotated 3SS: [ 6077  6286  6647  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
SMsplice 5SS: [  321  6215  6328  6939  7295  7668  8174  8383  8740  9436  9596  9750
 10052 12073 13545 13799 14031 14409]
SMsplice 3SS: [ 6077  6286  6667  7166  7562  7984  8251  8628  9340  9498  9656  9895
 10115 13439 13616 13853 14085 14478]
top_k =  1000
Partition function (log Z): 41.788933137121866

Sorted 5' Splice Sites (High to Low Probability):
Position 14031: 0.9969375260334362
Position 9596: 0.9962991983022991
Position 13799: 0.9957919149018264
Position 9436: 0.9922900778309486
Position 8174: 0.9914092685132507
Position 7295: 0.9882800738192056
Position 9750: 0.9803553880943154
Position 10052: 0.972779957127291
Position 14409: 0.9484777251123319
Position 321: 0.939564477456563
Position 6215: 0.9280607620879158
Position 8383: 0.9070968274979033
Position 7668: 0.8787048828535008
Position 13545: 0.8657265776199007
Position 12073: 0.780156451822947
Position 6328: 0.633456314214767
Position 8740: 0.39336094753082185
Position 10355: 0.33327936966666155
Position 7119: 0.22871894872554352
Position 9234: 0.21067595558218127
Position 8813: 0.14165169464307098
Position 3072: 0.13966586809386952
Position 9291: 0.11864219909496905
Position 7874: 0.10288446839921618
Position 8432: 0.0694760939809957
Position 1520: 0.05606562139848133
Position 10868: 0.05265965690273977
Position 5569: 0.052350013765935274
Position 14423: 0.05071267258234476
Position 6950: 0.050149517269667626
Position 8786: 0.046738519666017
Position 10534: 0.03882894218187
Position 11377: 0.03381409561550646
Position 8749: 0.03287828263825172
Position 7068: 0.03067806925703505
Position 432: 0.02967140356110695
Position 13260: 0.023105454955945938
Position 9278: 0.016539492233287878
Position 8855: 0.01620518386082131
Position 6943: 0.015810750959136016
Position 66: 0.01354328538248563
Position 13592: 0.011763419553785936
Position 1824: 0.011600319286737128
Position 10301: 0.011522938454614915
Position 5010: 0.010972233237021728
Position 7646: 0.010736288180681872
Position 6933: 0.010219658859073446
Position 10444: 0.009304152561188045
Position 11310: 0.009244863168421453
Position 6337: 0.009039616573191796
Position 9742: 0.008872904880860951
Position 1197: 0.008185935151873889
Position 6415: 0.008009639983070948
Position 11534: 0.007631150093920334
Position 10694: 0.007244507860689957
Position 1092: 0.0070222902391028465
Position 325: 0.006771255803826356
Position 10364: 0.0064628073327261506
Position 3556: 0.006419182473365602
Position 7085: 0.006293100187290439
