Gene = DIP-delta
index = 1123
Annotated 5SS: [  167  5520  7630  9118  9344  9747 11570 12204 12524 13667 15363]
Annotated 3SS: [ 5053  7522  8912  9181  9617 11478 12119 12413 13603 15080 15421]
SMsplice 5SS: [ 1175  5520  7630  9118  9344 11570 12204 12524 13667 15363]
SMsplice 3SS: [ 5053  7522  8912  9181 11478 12119 12413 13603 15080 15421]
top_k =  1000
Partition function (log Z): 13.39499522436643

Sorted 5' Splice Sites (High to Low Probability):
Position 11570: 0.9976347453397785
Position 12204: 0.992758726408779
Position 12524: 0.9859079642312115
Position 15363: 0.9796579959194532
Position 9118: 0.9606509386543494
Position 7630: 0.95090230437187
Position 9344: 0.904256625616425
Position 1175: 0.757221500821486
Position 5520: 0.7494277820814802
Position 13667: 0.7236196031609998
Position 9747: 0.20848278284010294
Position 15567: 0.1822486723709322
Position 12874: 0.18190730125082272
Position 821: 0.1714998833017083
Position 8438: 0.13030395955364352
Position 15002: 0.11585043192080044
Position 6233: 0.09656465211513474
Position 14073: 0.08485310684414696
Position 14919: 0.07819844393798105
Position 15594: 0.07096361264965222
Position 179: 0.07017618124129546
Position 13402: 0.06313159825976711
Position 9787: 0.04724352080837043
Position 9656: 0.04622807620515597
Position 13489: 0.044663127864757755
Position 31: 0.04131961778411371
Position 5124: 0.04124210974210448
Position 8458: 0.040455129766809865
Position 8842: 0.03923253268138577
Position 11986: 0.037598259839457374
Position 9372: 0.0355544623698948
Position 5003: 0.03441007390659838
Position 14648: 0.033847418077054825
Position 167: 0.031227554354131094
Position 11411: 0.030684643622539018
Position 3574: 0.02906221736095033
Position 15832: 0.027068695561241585
Position 13691: 0.025151530808052977
Position 25: 0.0243388455721114
Position 10974: 0.023877393861249555
Position 16844: 0.022415165665874266
Position 12857: 0.01942433347937671
Position 16848: 0.018368021901668377
Position 14462: 0.015780280771728446
Position 115: 0.01501641585282964
Position 14664: 0.014929688419186363
Position 5303: 0.014919996858777842
Position 6261: 0.014524293726158604
Position 12762: 0.014208188202321552
Position 10295: 0.013820756544666345
Position 15746: 0.0114083793942084
Position 15359: 0.011144636409603911
Position 13484: 0.010298824657631295
Position 5005: 0.010144554556068924
Position 2886: 0.009900252515742159
Position 13951: 0.009590150059319432
Position 1192: 0.00898221905560004
Position 999: 0.008973051316823305
Position 719: 0.008971914434834343
Position 2200: 0.007208886833421095
Position 137: 0.007174183455717525
Position 6085: 0.006852366895454616
Position 10894: 0.006513104565224211
Position 14512: 0.006452595713550299
Position 14644: 0.006367800105343744
Position 9114: 0.006092804348686892
Position 12038: 0.006062655349733108
Position 14825: 0.006054475726410174
Position 13693: 0.00574184365256682
Position 10612: 0.005664512372739149
Position 13089: 0.005236067188259486
Position 6294: 0.00505294870056382
Position 14642: 0.004945155825401031
Position 1238: 0.004720252638709937
Position 16860: 0.004507613229923179
Position 206: 0.0043997938550618875
Position 14566: 0.004198687455338145
Position 1563: 0.004176851300330856
Position 268: 0.003937621861137909
Position 104: 0.003924981718670824
Position 3177: 0.003754337038253445
Position 4346: 0.0036696241598303497
Position 9791: 0.0036006883141094107
Position 8321: 0.003515433035246996
Position 7149: 0.0035128277242515616
Position 2354: 0.0034668780539595418
Position 1015: 0.0032155024105441996
Position 13671: 0.003182475537697367
Position 14503: 0.003169772814066315
Position 7746: 0.003074538513180771
Position 17372: 0.002902226366310636
Position 898: 0.0027060359362443965
Position 8450: 0.0026697812511009425
Position 12013: 0.002611330406337226
Position 9767: 0.002580196072914224
Position 9229: 0.0025057701702166295
Position 9111: 0.0023389102942241763
Position 5177: 0.002242511570670039
Position 8343: 0.002129532174094922
Position 16033: 0.0019472852714108153
Position 482: 0.0019362401780455565
Position 1077: 0.0019266923695846964
Position 3741: 0.0019168825678066135
Position 13837: 0.0018183693525019799
Position 14638: 0.0017093350706118592
Position 10230: 0.0016379129297604102
Position 13939: 0.0016149680378447645
Position 13123: 0.0016048301695386123
Position 8420: 0.001534742236630783
Position 11997: 0.0015323247060185137
Position 7004: 0.0015230514260254845
Position 15805: 0.0015209871886054703
Position 13971: 0.0014406188633943775
Position 16525: 0.0014381043821099085
Position 804: 0.0013932317098566435
Position 16243: 0.0013908108436754415
Position 11772: 0.001390090991450462
Position 183: 0.001386516037851029
Position 14672: 0.0013693694446662227
Position 1103: 0.0013472243240593104
Position 11738: 0.0013390959580475465
Position 3522: 0.0013019757879948475
Position 12939: 0.001287626319834778
Position 3024: 0.0012052183412404492
Position 7090: 0.0012038377935925544
Position 14085: 0.0011957762347015117
Position 15502: 0.001189243089177228
Position 13753: 0.001168191459161102
Position 14761: 0.0011234623709351832
Position 215: 0.0011187740921592025
Position 2160: 0.001109524563480492
Position 2563: 0.001104289492834344
Position 15672: 0.0011030214363507223
Position 15717: 0.0010745401950952502
Position 6409: 0.0010588068442102588
Position 9852: 0.0010179902752704693
Position 8807: 0.000993280947952869
Position 16346: 0.0009752434056515155
Position 13265: 0.0009554984787455942
Position 11989: 0.0009412558175671054
Position 15561: 0.0009365938745224053
Position 13737: 0.0009199834897242174
Position 5420: 0.0008895152454678176
Position 14668: 0.000880652728661101
Position 276: 0.0008573073011770387
Position 2181: 0.000854357699778733
Position 921: 0.0008417064466043544
Position 785: 0.0008019989586901897
Position 8349: 0.0007875958434062253
Position 14814: 0.0007773057952513468
Position 4665: 0.0007446302325878381
Position 4054: 0.0006863590669778284
Position 12319: 0.0006678367526383049
Position 9024: 0.000637274815373725
Position 3803: 0.0006301267200908656
Position 620: 0.0006162876090932581
Position 14287: 0.0006140003794449311
Position 11796: 0.0005704062672580456
Position 667: 0.0005532921112950559
Position 14684: 0.0005453937396085959
Position 14031: 0.0005398696982136395
Position 10650: 0.0005299815781499145
Position 11963: 0.0005223033983590368
Position 10652: 0.0004923188040072374
