Gene = eIF1
index = 1682
Annotated 5SS: [186 587]
Annotated 3SS: [428 972]
SMsplice 5SS: [186 587]
SMsplice 3SS: [428 972]
top_k =  1000
Partition function (log Z): -3.2906207194244024

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.9906720085927277
Position 186: 0.5329703714603586
Position 1075: 0.16861883714339873
Position 309: 0.05174091352582871
Position 335: 0.040289470960867796
Position 1105: 0.025293463034425583
Position 140: 0.007403277095828156
Position 74: 0.006589756873156234
Position 156: 0.00578628072169876
Position 922: 0.005230650849464302
Position 361: 0.004928037017661175
Position 337: 0.004233342454297857
Position 918: 0.003943907122644325
Position 602: 0.0023021893144515595
Position 231: 0.0021755834906678367
Position 864: 0.001905368762641693
Position 897: 0.0015863077046981953
Position 92: 0.0015600871092767091
Position 737: 0.001322357553394251
Position 81: 0.0009533893629603999
Position 256: 0.0005122710889674878
Position 550: 0.00040830584105953655
Position 1141: 0.00037355454609661656
Position 121: 0.0003339742435877186
Position 672: 0.00029655685957772444
Position 1139: 0.00019097048784600355
Position 42: 0.00018895343069039893
Position 1046: 0.00015466116371364255
Position 137: 0.0001452740611878857
Position 190: 0.00012763560010317263
Position 183: 0.00011035243938431377
Position 1016: 9.859176617955394e-05
Position 925: 6.286685401890455e-05
Position 1065: 6.0921817288924703e-05
Position 34: 5.8388729840827406e-05
Position 1123: 5.702638763299962e-05
Position 871: 5.094684376832613e-05
Position 734: 3.975034003153926e-05
Position 610: 3.494575558227282e-05
Position 714: 3.229232636468267e-05
Position 1079: 3.0285876297131404e-05
Position 591: 1.7358690108345536e-05
Position 569: 1.6539630922132917e-05
Position 755: 1.646019558924854e-05
Position 1203: 1.5578493435645905e-05
Position 127: 1.2071851932955014e-05
Position 654: 1.1718137991816277e-05
Position 630: 7.592861229086215e-06
Position 1011: 5.708551172562638e-06
Position 994: 4.574919869205155e-06
Position 144: 4.2907034913228495e-06
Position 541: 1.5080994230065818e-06
Position 612: 1.4493213525313685e-06
Position 153: 1.2433079683464421e-06
Position 1021: 1.0158602643739667e-06
Position 934: 4.697173124709762e-07
Position 160: 2.8094525021671096e-07
Position 482: 2.4615310230020287e-07
Position 1058: 1.969157481674724e-07
Position 510: 7.879290369938633e-08
Position 1210: 7.819102756149312e-08
Position 395: 4.6690353399998094e-08
Position 530: 2.082142790475724e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9605103152728183
Position 428: 0.6093340961939941
Position 1238: 0.11492938540192432
Position 1172: 0.07841882198579073
Position 395: 0.03711701914851818
Position 811: 0.020510509845228925
Position 797: 0.019002203213904622
Position 782: 0.00568164041932917
Position 133: 0.0036684719205416685
Position 502: 0.001974135973572226
Position 473: 0.0016100840036509822
Position 1253: 0.001470898738473572
Position 451: 0.0010907321092658022
Position 824: 0.0007763943653432624
Position 868: 0.0007688239924286496
Position 169: 0.0007358160918029191
Position 672: 0.0006831403740614023
Position 871: 0.0006470318462558578
Position 195: 0.0005743344284961763
Position 1203: 0.0004960349659747577
Position 734: 0.0004331569277358776
Position 1262: 0.00036979036693276336
Position 891: 0.0003479218075794143
Position 819: 0.00022807366013857583
Position 1256: 0.00022759086369634828
Position 636: 0.00021988054501855914
Position 299: 0.0001550936824221838
Position 640: 0.000140173572485311
Position 834: 0.0001208615032811532
Position 190: 0.0001147367178898527
Position 763: 0.00011126371766799884
Position 535: 8.28215164154419e-05
Position 942: 7.73719734078937e-05
Position 714: 5.859517286926182e-05
Position 409: 4.8854221832402386e-05
Position 1074: 4.1655763217982805e-05
Position 1029: 4.156666358112271e-05
Position 317: 3.481114903289575e-05
Position 482: 3.339085756110138e-05
Position 750: 3.0494497875459355e-05
Position 1009: 2.885120646859401e-05
Position 499: 1.3029622284343268e-05
Position 1035: 1.1954687648379271e-05
Position 121: 7.772135598896638e-06
Position 1120: 3.451902103263213e-06
Position 492: 3.398130030407826e-06
Position 565: 1.202615398440835e-06
Position 92: 1.1532195576287643e-06
Position 1084: 9.428959435513504e-07
Position 562: 9.080711384291524e-07
Position 517: 5.235176207144125e-07
Position 1044: 3.9779548425767336e-07
Position 1098: 3.1324013799668317e-07
Position 1104: 2.836475048818848e-07
Position 1275: 1.5936811567775762e-07
Position 569: 1.0529476882566409e-07
Position 504: 6.397822864357448e-08
Position 583: 3.1086901073878304e-08
Position 550: 2.984995080321823e-08
Position 600: 2.4635958533903226e-08
Position 752: 1.8861854869918137e-08
Position 1002: 9.288424967683963e-09
Position 586: 5.91403088241002e-09
Position 1011: 4.549267938786489e-09
Position 205: 2.364166249428008e-09
Position 1020: 1.291590838036927e-09
