Gene = GC
index = 1175
Annotated 5SS: [ 303 4227 4632]
Annotated 3SS: [3622 4284 4703]
SMsplice 5SS: [ 303 4632]
SMsplice 3SS: [3622 4703]
top_k =  1000
Partition function (log Z): -3.8373218236514703

Sorted 5' Splice Sites (High to Low Probability):
Position 4632: 0.9962887810149021
Position 303: 0.5702181622724369
Position 4186: 0.18839300922794677
Position 702: 0.16486187845355088
Position 225: 0.16327434284848596
Position 57: 0.1149593902797053
Position 4227: 0.10827038883354961
Position 3742: 0.07188370482109076
Position 366: 0.029541578001204365
Position 3567: 0.02543468367897331
Position 1766: 0.02093951917000119
Position 4128: 0.017189317390948925
Position 3425: 0.014422645323361448
Position 4218: 0.013894821968595813
Position 1447: 0.011576333368074631
Position 930: 0.011464147032051416
Position 204: 0.0109791717808534
Position 253: 0.010149164182681433
Position 1459: 0.010141862277739873
Position 2042: 0.0075146466153686794
Position 378: 0.006208246076744804
Position 337: 0.0060458430148056415
Position 1598: 0.0059148896315859255
Position 5113: 0.004263847676024637
Position 2402: 0.004168055615623204
Position 3958: 0.004073982548422877
Position 127: 0.003773334625171521
Position 170: 0.003269642191341873
Position 3717: 0.002980760508614432
Position 490: 0.0028272602704192376
Position 4323: 0.0026252022087083415
Position 257: 0.0024922459115677247
Position 1589: 0.0023729088906605284
Position 2944: 0.002194657062007464
Position 4948: 0.0013343884291684423
Position 5083: 0.0013278992847739236
Position 342: 0.0012967339609856632
Position 219: 0.0012578717225689116
Position 1209: 0.001215274985187462
Position 566: 0.0011036312375148237
Position 5104: 0.0010727686112003772
Position 614: 0.0010437202494548014
Position 3941: 0.001012836402074618
Position 307: 0.000900053708552492
Position 4625: 0.0007626953695422221
Position 1829: 0.0007546086842474284
Position 319: 0.0006799559730656278
Position 3963: 0.0006096057580514937
Position 575: 0.0005957470483299698
Position 1928: 0.0005013741050800376
Position 952: 0.00044907180293953387
Position 1629: 0.0004468628091725231
Position 965: 0.0004109804016675799
Position 4621: 0.0003714998640181861
Position 836: 0.0003705021898311907
Position 774: 0.0003638949076223823
Position 172: 0.0003570901542555163
Position 3120: 0.00033679232175963167
Position 369: 0.00033257035404028116
Position 2192: 0.0002842093420537862
Position 750: 0.00026075640933875274
Position 5009: 0.0002524868875391672
Position 5653: 0.00024504255070758436
Position 5771: 0.0002367788433081808
Position 328: 0.00022850204464245027
Position 1078: 0.0002003765611052799
Position 3002: 0.0001861894957970377
Position 1181: 0.00018594280821247213
Position 957: 0.00018136117268011958
Position 3865: 0.00017208665055401068
Position 1213: 0.00015932680812174302
Position 2934: 0.00015357180254523393
Position 1779: 0.00015117501890650625
Position 498: 0.00013703351777187602
Position 771: 0.00013169023211882206
Position 5065: 0.00013080772349290272
Position 5828: 0.00012491897651448864
Position 4472: 0.00012146630989532796
Position 1271: 0.00011963226268180099
Position 916: 0.00011901048730352978
Position 2656: 9.62576178669098e-05
Position 262: 8.798925714430688e-05
Position 1697: 7.466434686596122e-05
Position 2912: 7.247705923122883e-05
Position 1481: 7.212864923987606e-05
Position 1176: 7.006365133957063e-05
Position 2593: 6.543451798525378e-05
Position 551: 6.354498262286116e-05
Position 107: 5.987538845679014e-05
Position 971: 5.8692698474794116e-05
Position 5819: 5.6228038196650606e-05
Position 5737: 5.198163527070782e-05
Position 817: 4.913569009462246e-05
Position 934: 4.673856263306778e-05
Position 5523: 4.4772367466251374e-05
Position 608: 4.4324211914481464e-05
Position 4973: 4.090241790011077e-05
Position 5921: 3.9311358461261505e-05
Position 1231: 3.650868117822365e-05
Position 5342: 3.229699968746582e-05
Position 5853: 2.756327638272108e-05
Position 606: 2.688124864468621e-05
Position 5690: 1.6814734180908057e-05
Position 4386: 1.3544174774423632e-05
Position 4378: 1.0790628324540645e-05
Position 5707: 1.0487122568437577e-05
Position 5033: 8.424781436399085e-06
Position 5099: 7.082354108290453e-06
Position 1207: 3.6666229149906547e-06
Position 4513: 3.6280148899695986e-06
Position 397: 3.3104655601870417e-06
Position 1194: 1.8492029949287825e-06
Position 4451: 1.0994957723067961e-06
Position 63: 6.55426855826135e-07
Position 49: 3.094810321503227e-07
Position 93: 2.885504802198709e-07
Position 310: 2.642690667408381e-07
Position 616: 2.4929745262853906e-07
Position 810: 2.3198550690399703e-07
Position 3720: 2.177009018558411e-07
Position 739: 2.0583732933650234e-07
Position 847: 1.737077032164127e-07
Position 533: 1.1438626263495948e-07
Position 15: 9.160991299267629e-08
Position 4: 9.051680868493087e-08
Position 86: 5.2978681086690224e-08
Position 734: 3.449155675890871e-08
Position 4878: 2.7045926448704678e-08
Position 4718: 2.1244865799155954e-08
Position 820: 1.826333131697913e-08
Position 17: 1.4307882925919315e-08
Position 822: 1.1556230089670698e-08
Position 792: 8.629735154645262e-09
Position 960: 5.410871866022617e-09
Position 3806: 4.13154794147051e-09
Position 5012: 2.6444213203401263e-09
Position 41: 6.180939467992931e-10
Position 974: 1.0726390844514927e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4703: 0.996142971773115
Position 3622: 0.8040745082558781
Position 4284: 0.27780733678329295
Position 4360: 0.2447702831701609
Position 4385: 0.06833579473230676
Position 442: 0.05756822834555651
Position 397: 0.02650901574837431
Position 674: 0.025243813990168444
Position 3009: 0.017648243028167653
Position 466: 0.015727868469192774
Position 1346: 0.015062420091617264
Position 3348: 0.014545234077304226
Position 1003: 0.013262090056515498
Position 361: 0.006154299016435328
Position 5209: 0.0054828200118478086
Position 3931: 0.005331746839655716
Position 2812: 0.003907939483978271
Position 1378: 0.003526174625331219
Position 4296: 0.002325057157080896
Position 522: 0.0022289730374823323
Position 4749: 0.0021878939582757654
Position 410: 0.002154409806484117
Position 1663: 0.002079103142899396
Position 2526: 0.0019771808796672694
Position 551: 0.0018852474920116249
Position 3046: 0.0018129635001724465
Position 3910: 0.0012738851607439856
Position 3796: 0.0011936210573095902
Position 3077: 0.0010565361005927152
Position 2803: 0.0008978232327567443
Position 5767: 0.0008799523552607407
Position 5008: 0.0008751990491237838
Position 1207: 0.0008053927778332836
Position 3562: 0.000798219865226327
Position 1402: 0.0007364193465097123
Position 1264: 0.0007126616666359764
Position 4315: 0.0006560129082239549
Position 3860: 0.000629766673061052
Position 369: 0.0005657329281558972
Position 3027: 0.0005571349357247187
Position 4996: 0.0005398254511138799
Position 159: 0.000537862611062334
Position 5825: 0.0005275201990028036
Position 1642: 0.0005191041143638723
Position 378: 0.0005163685079295624
Position 3848: 0.00041490002016953716
Position 490: 0.0003799897477043346
Position 3596: 0.0003746233411978493
Position 3830: 0.0003705705966721638
Position 1316: 0.0003344659406984577
Position 5890: 0.00032267157033438564
Position 1672: 0.0003176362449318914
Position 1297: 0.0003013028296331317
Position 5455: 0.00029641165816829136
Position 1282: 0.00028868598181271344
Position 4094: 0.0002661964758914543
Position 1954: 0.00024526176633926785
Position 3015: 0.00023501257266325714
Position 6062: 0.0001927025993202658
Position 5912: 0.0001719688621220215
Position 262: 0.00017157805859776822
Position 3868: 0.00015297884244086144
Position 5507: 0.00013804593853808427
Position 1828: 0.00012876639729079252
Position 2068: 0.00012572473860371564
Position 1405: 0.0001238382551876119
Position 211: 0.00011564155505110538
Position 120: 9.572343182027437e-05
Position 1029: 9.389873098571495e-05
Position 1854: 9.090794589287819e-05
Position 1651: 8.132141895783811e-05
Position 5617: 7.954921865218613e-05
Position 198: 7.542488157135669e-05
Position 1231: 6.233786555641811e-05
Position 5674: 6.214550095168512e-05
Position 1320: 5.7973025496125206e-05
Position 3739: 5.690674773713475e-05
Position 5143: 4.3342343569722916e-05
Position 337: 3.5185196180353615e-05
Position 4733: 3.256593568690853e-05
Position 3638: 2.8308259608762887e-05
Position 5569: 2.5912042195899544e-05
Position 342: 2.264893387512806e-05
Position 5707: 1.8789914677417736e-05
Position 5704: 1.8208695694721997e-05
Position 4848: 1.551993558556573e-05
Position 4921: 1.5368761611781528e-05
Position 5251: 1.3773245934280158e-05
Position 303: 1.2373473495346291e-05
Position 676: 9.508241235909381e-06
Position 4792: 9.475364815603734e-06
Position 213: 8.826895700372902e-06
Position 5635: 7.658552542396477e-06
Position 5858: 7.488423593097956e-06
Position 4808: 4.603917389394043e-06
Position 5233: 4.379052370192325e-06
Position 771: 3.0249159707790274e-06
Position 734: 2.2969000528718453e-06
Position 798: 1.6139972591848957e-06
Position 310: 1.3363024712775424e-06
Position 706: 1.1600297062742636e-06
Position 1063: 6.06747693935336e-07
Position 930: 3.770711793288233e-07
Position 474: 2.1990715683585671e-07
Position 1588: 8.750939215760968e-08
Position 1618: 6.581336564697084e-08
Position 216: 6.120329205948359e-08
Position 56: 5.878641489316411e-08
Position 127: 3.801349106794361e-08
Position 307: 3.342988729423605e-08
Position 229: 3.277692086854063e-08
Position 219: 9.754557414459443e-09
Position 93: 5.272789161495345e-09
Position 124: 5.565752504175667e-10
Position 208: 1.0736367407538942e-11
Position 61: 2.2253194509616517e-12
Position 679: 2.328601441756576e-13
Position 63: 6.7339538039398e-17
