Gene = Atg3
index = 37
Annotated 5SS: [ 203  793 1052]
Annotated 3SS: [ 656  860 1105]
SMsplice 5SS: [ 203  793 1052]
SMsplice 3SS: [ 656  860 1105]
top_k =  1000
Partition function (log Z): 7.4795086106448

Sorted 5' Splice Sites (High to Low Probability):
Position 793: 0.9995961933566188
Position 1052: 0.9979035085516864
Position 203: 0.9608353565376929
Position 1580: 0.0713483371839593
Position 496: 0.04730634054284468
Position 1447: 0.021748662882874453
Position 1323: 0.010633182729555664
Position 502: 0.008971515932472968
Position 426: 0.008337953377368878
Position 1596: 0.0068871268235764374
Position 440: 0.002925536254781614
Position 1348: 0.002131897673715569
Position 253: 0.0008978017588701334
Position 210: 0.00038840779782159585
Position 1403: 0.00030382021227025357
Position 529: 0.0002486922384521091
Position 8: 0.00024392787504304376
Position 52: 0.00022209537868990236
Position 241: 0.00020997845501737655
Position 270: 0.0001916238037456545
Position 272: 0.00014663617456847625
Position 239: 0.00014361951537754418
Position 1515: 0.00012851916378799544
Position 46: 0.00011881449586906985
Position 77: 0.00010520054229833446
Position 1375: 0.00010475618342388297
Position 1062: 5.8125968176266795e-05
Position 797: 5.7766205459694263e-05
Position 611: 3.864410037513834e-05
Position 314: 2.7921378135369424e-05
Position 4: 2.4249696591371473e-05
Position 1400: 1.9054385103644087e-05
Position 1056: 1.8384078589339723e-05
Position 467: 1.5863767752168695e-05
Position 1331: 1.5155512346385633e-05
Position 173: 8.216671145207193e-06
Position 465: 7.927149366916668e-06
Position 1436: 6.580477187954054e-06
Position 1229: 6.180552041128167e-06
Position 1457: 5.891987717355651e-06
Position 746: 5.155052201314004e-06
Position 88: 3.0395796038902603e-06
Position 966: 2.4053376243465955e-06
Position 957: 1.9675641513168302e-06
Position 106: 1.5114970621841958e-06
Position 152: 1.4222114610447194e-06
Position 370: 1.1355495066421833e-06
Position 1289: 1.1060723732573542e-06
Position 1495: 1.0806509527351114e-06
Position 1607: 1.0681524296902964e-06
Position 194: 1.0087891335590844e-06
Position 368: 8.270257767516627e-07
Position 1532: 8.012419068860911e-07
Position 140: 7.807455574495201e-07
Position 1542: 7.068714400885497e-07
Position 138: 5.943472634472579e-07
Position 971: 4.0676416678690954e-07
Position 1649: 4.049940385514041e-07
Position 625: 3.905249890745273e-07
Position 347: 3.8564106419919425e-07
Position 1693: 3.435871360893369e-07
Position 416: 3.39812384232501e-07
Position 1241: 2.451911061853537e-07
Position 615: 2.42712054886744e-07
Position 96: 1.7990764985693534e-07
Position 941: 1.574420286733307e-07
Position 1092: 1.334501367352705e-07
Position 723: 9.237383137696283e-08
Position 712: 6.912137438605974e-08
Position 628: 6.377242631597487e-08
Position 670: 4.813306930291752e-08
Position 1640: 4.06889885386458e-08
Position 733: 3.718623215716667e-08
Position 952: 3.5404665387394324e-08
Position 679: 1.5604371970949964e-08
Position 639: 5.462449422180062e-09
Position 887: 3.3744046223383434e-10
Position 923: 2.0021480185028046e-10
Position 681: 9.081970562752371e-11
Position 702: 3.537210974673921e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 860: 0.9949134055988023
Position 656: 0.9916634018302215
Position 1105: 0.8956915146308677
Position 1645: 0.0818893082347172
Position 1124: 0.07054701642824983
Position 1514: 0.04025608217415078
Position 363: 0.03314887305107527
Position 1128: 0.008927463878470486
Position 1109: 0.004933335665595541
Position 678: 0.0030588205861302887
Position 913: 0.0029482343192821087
Position 1420: 0.0025978461992877348
Position 1384: 0.002270446846419096
Position 1444: 0.0020460689896368922
Position 910: 0.0009172428105037731
Position 306: 0.0006809098005785019
Position 268: 0.0005511344910357349
Position 865: 0.0005435002690599099
Position 412: 0.0005063775024709542
Position 1465: 0.00042951236576462443
Position 1159: 0.00042458057837730105
Position 585: 0.0004157382173840592
Position 1365: 0.00037463492291225144
Position 934: 0.0003460488507433416
Position 1755: 0.0003402322220408861
Position 1780: 0.0002915252292260989
Position 477: 0.0002644999289860304
Position 593: 0.0002374261047726729
Position 293: 0.00023009702638110806
Position 696: 0.0002180458955436382
Position 88: 0.00012858012754279332
Position 101: 0.00011906733969145254
Position 1244: 9.116882933896766e-05
Position 1700: 8.822281187084441e-05
Position 1576: 6.434471822945222e-05
Position 527: 3.181311986637759e-05
Position 1567: 3.076187450849617e-05
Position 311: 2.6332671429415472e-05
Position 119: 2.3660723713743285e-05
Position 94: 2.2880815358663898e-05
Position 435: 2.1507737995412457e-05
Position 106: 1.6537003533461654e-05
Position 136: 1.6069012683756787e-05
Position 1426: 1.3178643933125383e-05
Position 746: 1.07577619689884e-05
Position 1477: 9.02139719430042e-06
Position 446: 7.865243592539149e-06
Position 1261: 6.327155196419161e-06
Position 1207: 5.8505322061939615e-06
Position 157: 4.761759281323475e-06
Position 1375: 3.942945742194342e-06
Position 1564: 3.1512524016825208e-06
Position 1009: 3.0511730484510664e-06
Position 931: 1.2988584159078834e-06
Position 1495: 5.473496489254652e-07
Position 534: 5.312765384128377e-07
Position 1315: 3.9832622647815996e-07
Position 1295: 3.595296715532666e-07
Position 791: 2.824553669399985e-07
Position 1284: 2.0597955799233947e-07
Position 674: 1.878872014566477e-07
Position 202: 1.830575513117843e-07
Position 1279: 1.622016405620815e-07
Position 823: 1.5879941452834917e-07
Position 1453: 1.491562401730108e-07
Position 1183: 1.3400962820673816e-07
Position 387: 1.3279193161791536e-07
Position 1417: 1.2709962684072182e-07
Position 1166: 1.1620638752814646e-07
Position 541: 1.0411379903085697e-07
Position 952: 9.344832262187593e-08
Position 164: 9.284967242852341e-08
Position 1042: 8.474504991792095e-08
Position 1600: 5.6726826676166e-08
Position 1015: 4.442534250944681e-08
Position 1583: 3.673626265345462e-08
Position 949: 1.3612913995278307e-08
Position 52: 1.2384107325621008e-08
Position 1021: 8.822598168540733e-09
Position 138: 5.100451455779292e-09
Position 210: 2.5882413803423395e-09
Position 1274: 1.7763320167580638e-09
Position 1267: 1.4134491925066642e-09
Position 1289: 1.0723503566022428e-09
Position 61: 6.429510646683191e-10
Position 764: 4.968666038441418e-10
Position 770: 3.4087618329340855e-10
Position 1092: 3.000876460370477e-10
Position 46: 2.6640100251516754e-10
Position 946: 1.6799912125706648e-10
Position 1225: 9.217360500221079e-11
Position 976: 3.5834737289144946e-11
Position 1210: 2.2275117308808958e-11
Position 1171: 2.1659469935248842e-11
Position 1051: 1.09046595266975e-11
Position 1320: 9.77142804154638e-13
Position 63: 3.493460507622725e-14
Position 65: 1.0981333395804591e-16
