Gene = OtopLb
index = 1351
Annotated 5SS: [1281 2378 2706 2992 4002]
Annotated 3SS: [1927 2552 2773 3056 4061]
SMsplice 5SS: [ 227 2706 2992 4002]
SMsplice 3SS: [2552 2773 3056 4061]
top_k =  1000
Partition function (log Z): 8.136326061480958

Sorted 5' Splice Sites (High to Low Probability):
Position 2706: 0.9986624463263364
Position 4002: 0.9894846231216908
Position 227: 0.9627464532889825
Position 2992: 0.9506427343447036
Position 2378: 0.49502048415530125
Position 3557: 0.2922328125930347
Position 969: 0.14672339594625444
Position 3366: 0.059643615383286754
Position 1281: 0.05408957410282643
Position 4334: 0.02905879442316823
Position 1087: 0.026482176325383966
Position 1640: 0.024913364149876546
Position 4253: 0.020841616247354866
Position 595: 0.019000350939858218
Position 599: 0.018777096827239725
Position 859: 0.01376654750206565
Position 507: 0.013043660879544757
Position 1772: 0.010371581835480068
Position 964: 0.010237942765495148
Position 1435: 0.0076614308798706775
Position 275: 0.006936103669330157
Position 1120: 0.006322391884010097
Position 1558: 0.006236178091146297
Position 1385: 0.006093584929596775
Position 872: 0.005865782373012281
Position 1987: 0.0038119853160868003
Position 1203: 0.003731462069508604
Position 4171: 0.003502840013632036
Position 2956: 0.0034168976863494737
Position 3269: 0.003367605479412067
Position 933: 0.003320997740181405
Position 472: 0.003153101710057695
Position 2407: 0.0025649368513230054
Position 431: 0.002521925943140799
Position 1133: 0.0024028832993459345
Position 1002: 0.0023824579222441636
Position 1367: 0.0023191932155674747
Position 1414: 0.0022287932784614377
Position 1539: 0.0020350318655601597
Position 667: 0.0018434319551592605
Position 3376: 0.001533526929966949
Position 586: 0.0013790057733266599
Position 1261: 0.0013451039261898744
Position 2910: 0.001211366246696067
Position 3092: 0.0011366333680575462
Position 2035: 0.0011339540283416237
Position 1867: 0.0010582815545697793
Position 2939: 0.0010040804827467589
Position 3320: 0.0009933587239675788
Position 289: 0.000986257180602878
Position 2898: 0.0009673205233509925
Position 2853: 0.0007845844550154434
Position 232: 0.0007529876081760911
Position 2028: 0.0007180986205616818
Position 1767: 0.0006915369638377819
Position 643: 0.0006701067971115446
Position 216: 0.0006255140448314957
Position 85: 0.00057420309985408
Position 555: 0.0005490415390055006
Position 2073: 0.0004977047679182085
Position 341: 0.0004805709347431174
Position 4163: 0.00044992715280993097
Position 688: 0.00043470736229987684
Position 55: 0.0004343682954714887
Position 2389: 0.00040059161777598
Position 1749: 0.00039220155685060063
Position 4232: 0.00035528529085140985
Position 2710: 0.000320363320080276
Position 331: 0.0002918269100025185
Position 2882: 0.00026589303033177107
Position 110: 0.0002546016054968343
Position 4629: 0.00023146841876687914
Position 777: 0.00020832383690205547
Position 2820: 0.00019579111843548368
Position 2928: 0.000188128515970412
Position 4006: 0.00017848821469063455
Position 426: 0.00017715529374723852
Position 4544: 0.00017585967081919387
Position 1285: 0.00017515459971238913
Position 118: 0.000170949611024084
Position 2816: 0.00016406386809443975
Position 369: 0.00013077095470104803
Position 3992: 0.00012026270435375994
Position 846: 0.00011166356082779068
Position 886: 0.00010355744762857
Position 3979: 9.994581216058379e-05
Position 3572: 9.542060602618016e-05
Position 4165: 9.541238125213116e-05
Position 4197: 9.46224154720437e-05
Position 802: 9.296708991417182e-05
Position 2738: 8.740533506463272e-05
Position 1432: 7.642084603718419e-05
Position 1083: 7.621792993462057e-05
Position 2832: 7.613490408182102e-05
Position 780: 7.443032819733071e-05
Position 3350: 7.348921585354907e-05
Position 4180: 6.834591685028407e-05
Position 611: 6.161443746562675e-05
Position 1751: 5.834623486146781e-05
Position 4262: 5.6407969282390906e-05
Position 839: 5.346889199620497e-05
Position 4596: 5.071365369230755e-05
Position 3452: 5.0285734973708085e-05
Position 1043: 4.6535099383266246e-05
Position 3970: 4.465629596986875e-05
Position 418: 4.386801212819814e-05
Position 4396: 3.638181668352191e-05
Position 4220: 3.246877219898432e-05
Position 3364: 3.1233229709104864e-05
Position 3566: 3.033514654295019e-05
Position 799: 2.948771032489707e-05
Position 788: 2.3955570892635527e-05
Position 2947: 2.348416618939048e-05
Position 174: 2.3407163042222303e-05
Position 3650: 1.8876849519943727e-05
Position 3947: 1.802590414620404e-05
Position 123: 1.6898961106648006e-05
Position 3042: 1.6523098483572315e-05
Position 6: 1.6098441449538614e-05
Position 3013: 1.5561235547876863e-05
Position 3955: 1.0019771139239498e-05
Position 4558: 9.411798763068888e-06
Position 2880: 9.215501134297553e-06
Position 4604: 8.554340229608414e-06
Position 3024: 7.448605573464706e-06
Position 187: 6.566275321466232e-06
Position 4018: 6.391870932133481e-06
Position 424: 6.316293436148272e-06
Position 2750: 6.062237656663117e-06
Position 3155: 5.355425178651311e-06
Position 3122: 4.7228633534519425e-06
Position 547: 3.8645202187272204e-06
Position 192: 3.306066109423531e-06
Position 2713: 2.9205926708752713e-06
Position 3370: 1.8218805310455194e-06
Position 3895: 1.614131865855402e-06
Position 3386: 1.4245192829785663e-06
Position 4633: 1.3766029003973025e-06
Position 2756: 1.126222174157687e-06
Position 126: 8.73243482475337e-07
Position 2785: 6.911478845126368e-07
Position 495: 3.915502102501797e-07
Position 4148: 1.1173517670249397e-07
Position 3218: 1.0299981346045617e-07
Position 3710: 8.22948140908464e-08
Position 3869: 6.875822845242792e-08
Position 3642: 6.577537184721844e-08
Position 12: 6.37812432024085e-08
Position 2836: 3.381375273281728e-08
Position 3274: 2.3495331368215217e-08
Position 3431: 2.2239264262634122e-08
Position 3251: 2.1805907699044264e-08
Position 4265: 1.9016812975176476e-08
Position 3157: 1.7642702650779217e-08
Position 3737: 1.5362747555578117e-08
Position 3691: 1.4040732986136265e-08
Position 3474: 1.321294295100676e-08
Position 3548: 4.2175949566849445e-09
Position 4376: 2.6034412386668326e-09
Position 1311: 2.5748996299040943e-09
Position 3907: 2.1757440085109426e-09
Position 467: 5.639558553894876e-10
Position 2795: 4.475437928105571e-10
Position 3494: 2.164955624997077e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4061: 0.9972589943921671
Position 2773: 0.9815080071571358
Position 3056: 0.9636688966256377
Position 2552: 0.9567313511658292
Position 410: 0.3061032011835028
Position 3615: 0.1826277080373762
Position 1028: 0.1500172750518591
Position 1927: 0.0825505518845128
Position 813: 0.07113337491365308
Position 3655: 0.0638257280956615
Position 2267: 0.06356612800485685
Position 3420: 0.05279744837795264
Position 1473: 0.04234319348639605
Position 1930: 0.024620555684341013
Position 4305: 0.024427162218229815
Position 1432: 0.023857549106417207
Position 506: 0.022904280291887284
Position 2508: 0.02192535077261248
Position 4417: 0.018089498948723942
Position 1453: 0.017874949392495645
Position 3916: 0.01678829742224483
Position 3832: 0.016695716019975222
Position 2526: 0.013724025724967033
Position 1765: 0.012936217631831224
Position 1705: 0.011533316855892314
Position 1637: 0.008696819066293101
Position 1198: 0.00854944578949153
Position 2562: 0.0064483846546599536
Position 3724: 0.006423779571489058
Position 609: 0.005632300023470009
Position 3108: 0.005434737200530595
Position 4434: 0.0054216534176917295
Position 1522: 0.005223615605729037
Position 839: 0.004725211038607524
Position 1509: 0.00403988715138473
Position 2829: 0.0038917338310261937
Position 3943: 0.003291252260024196
Position 1055: 0.0030264496059980426
Position 4706: 0.0029035280338406103
Position 1002: 0.0026809949040479783
Position 3424: 0.0024229418930516865
Position 487: 0.0023711377235324503
Position 4666: 0.0021936976970760138
Position 573: 0.0019391391904168798
Position 3465: 0.0017819997588540903
Position 4220: 0.0014074474682100016
Position 3784: 0.001229601505804999
Position 3763: 0.0009603416654990262
Position 2947: 0.0008833415790149717
Position 2984: 0.000855695240102664
Position 1798: 0.000838186905593638
Position 1652: 0.0008235211070482705
Position 2917: 0.0007759461097979996
Position 1936: 0.000764807925660517
Position 3733: 0.0007289558237535699
Position 1969: 0.000724149816758947
Position 1671: 0.00048457961502128743
Position 3841: 0.0004511964039736811
Position 555: 0.0004095039989108257
Position 421: 0.00038706228153489596
Position 430: 0.00035311415136647753
Position 2119: 0.0003367665833426687
Position 1491: 0.0003336178243261901
Position 1729: 0.00031977581861570556
Position 1979: 0.00028895350696064544
Position 3514: 0.00028773529266688054
Position 3268: 0.00027312164151257676
Position 4718: 0.00025025966957189453
Position 2601: 0.0002331259433657418
Position 2888: 0.0002250042728013744
Position 3869: 0.0002167925847431945
Position 4424: 0.00020691030647135018
Position 2785: 0.00019404400297377649
Position 3477: 0.00017969223483149216
Position 3986: 0.00017311197604309147
Position 4613: 0.00017173661172825957
Position 3691: 0.00016002825664934427
Position 1006: 0.00015691215265390283
Position 3091: 0.00011267590142471864
Position 4438: 0.00011212816517286055
Position 871: 0.00010875632035241887
Position 2790: 9.376426648493054e-05
Position 4604: 9.082276284126838e-05
Position 3799: 8.90350657069747e-05
Position 4096: 8.503652764652989e-05
Position 643: 8.012102885884357e-05
Position 4645: 7.885341134493858e-05
Position 3319: 7.257110281512052e-05
Position 723: 6.633422418096652e-05
Position 3069: 6.5344250897982e-05
Position 4633: 5.4819441337864466e-05
Position 4543: 4.810661632152754e-05
Position 930: 4.682560188098368e-05
Position 4282: 4.473367083841347e-05
Position 2867: 4.468411472552265e-05
Position 4320: 4.1238855879956053e-05
Position 3172: 3.2505246054093714e-05
Position 3064: 3.091315979003322e-05
Position 908: 2.628083879813614e-05
Position 4270: 2.4958404082666003e-05
Position 4460: 2.4411586510167985e-05
Position 4185: 2.2624209445167192e-05
Position 895: 2.0017722446519313e-05
Position 586: 1.7170380602516575e-05
Position 3181: 1.45938851151739e-05
Position 226: 1.352494288046742e-05
Position 3274: 1.3177369410240036e-05
Position 3085: 1.2210190855814935e-05
Position 1771: 1.1309681153891249e-05
Position 577: 1.0877320583173392e-05
Position 981: 8.894567791649794e-06
Position 978: 7.614312642553088e-06
Position 318: 7.570413087189228e-06
Position 4104: 7.302332035163251e-06
Position 4156: 6.630315486242526e-06
Position 4564: 6.579932157012463e-06
Position 620: 5.9223949778659075e-06
Position 1059: 5.8555489827844915e-06
Position 2853: 5.361805313763869e-06
Position 919: 3.7010357391445508e-06
Position 4629: 3.272133304843673e-06
Position 1272: 3.0196073798740826e-06
Position 187: 2.607995640187528e-06
Position 123: 2.4320811486681377e-06
Position 4450: 2.3060708229184544e-06
Position 2435: 2.299418948669551e-06
Position 4333: 1.846135941609807e-06
Position 1043: 1.6203295675361026e-06
Position 2996: 1.2025638997733933e-06
Position 99: 6.477470517939415e-07
Position 1373: 5.345361041852563e-07
Position 70: 4.3401878172861545e-07
Position 3120: 4.0089374190151284e-07
Position 3002: 3.8603040681279044e-07
Position 1675: 3.212928615738748e-07
Position 1414: 1.8894381713755082e-07
Position 1343: 1.701938912328636e-07
Position 52: 1.0065791440428085e-07
Position 4197: 8.057515377566615e-08
Position 110: 7.638109920560673e-08
Position 264: 6.366989792353307e-08
Position 96: 5.162277575971958e-08
Position 688: 3.2848806538754244e-08
Position 205: 3.035144932504955e-08
Position 232: 1.1447461997765418e-08
Position 4247: 1.0130418518683512e-08
Position 243: 4.610878865759235e-09
Position 249: 1.211286317171517e-09
Position 720: 1.8448695468829705e-10
Position 656: 1.808954690099249e-10
Position 671: 1.670212260608123e-10
