Gene = Smg5
index = 1507
Annotated 5SS: [ 455  881 2587 4030 4519]
Annotated 3SS: [ 729  943 2679 4359 4597]
SMsplice 5SS: [ 636  881 2587 4030 4519]
SMsplice 3SS: [ 729  943 2679 4359 4597]
top_k =  1000
Partition function (log Z): 10.49135440507501

Sorted 5' Splice Sites (High to Low Probability):
Position 2587: 0.9983307316386685
Position 4519: 0.9981194993060956
Position 4030: 0.9667056435530922
Position 881: 0.9157945688889491
Position 636: 0.35727911087953623
Position 264: 0.2768504585283075
Position 282: 0.1956934645495895
Position 3201: 0.07931865122335714
Position 1101: 0.072163564679915
Position 864: 0.044308436854818944
Position 2173: 0.039383995265424826
Position 894: 0.03773387572203288
Position 2969: 0.03574185664912861
Position 649: 0.022516332173626922
Position 2862: 0.0220721289699348
Position 557: 0.019778072852419743
Position 679: 0.018555325326727087
Position 4227: 0.010815817514001867
Position 512: 0.01077084885474416
Position 999: 0.010595553908666558
Position 1089: 0.010171093541051753
Position 2163: 0.008932898317506254
Position 1585: 0.008188228107400075
Position 3165: 0.007952498675797498
Position 457: 0.0079155730707081
Position 212: 0.007774235596834003
Position 453: 0.006673645975758249
Position 660: 0.005674254372994086
Position 455: 0.005423526947854836
Position 4050: 0.004881972326759311
Position 1110: 0.004799872330059929
Position 3231: 0.004638940364576525
Position 4783: 0.004553948597576557
Position 4924: 0.0045216785599183585
Position 670: 0.0039165423538777295
Position 4864: 0.003745524558787428
Position 1295: 0.0034325582372056423
Position 2802: 0.0027364781950736552
Position 3990: 0.002630832009853946
Position 5432: 0.002439540738571145
Position 604: 0.0022221750136644726
Position 2087: 0.002155045337420036
Position 640: 0.0021481746115016393
Position 4073: 0.002065694066778407
Position 5618: 0.0020494222267765493
Position 4274: 0.002008502905839096
Position 2302: 0.0017390074958686234
Position 886: 0.0017325352012487587
Position 1256: 0.001729187369784423
Position 2955: 0.0016106889274789932
Position 447: 0.0012836949584412464
Position 333: 0.001197252400370804
Position 3364: 0.0010892190012003194
Position 5232: 0.0010712614481606622
Position 4176: 0.0009887533020739258
Position 2121: 0.0009564100111991345
Position 3205: 0.0008615736109125823
Position 3221: 0.000844304263570833
Position 4701: 0.0007925321231207944
Position 5291: 0.0007182130339415001
Position 5625: 0.0007090833523111736
Position 1526: 0.0006775943856030619
Position 5032: 0.0006226468775230982
Position 185: 0.000609048327894494
Position 5446: 0.0005658028760398268
Position 2994: 0.0005655970543183378
Position 1085: 0.0005572243363454601
Position 1968: 0.0005568327777439096
Position 5142: 0.0005417597885887949
Position 161: 0.0004941434333407333
Position 4523: 0.0004514268998095642
Position 3104: 0.0004501612404512706
Position 506: 0.0004396364709475592
Position 672: 0.00041991371465193377
Position 995: 0.0002933253784500569
Position 371: 0.00029222598738941623
Position 5383: 0.0002850939804132375
Position 1723: 0.00028380902730219164
Position 2925: 0.00025305872084482287
Position 1637: 0.0002336458083305954
Position 1933: 0.0002253815211425849
Position 2141: 0.00021248290269132924
Position 289: 0.00019170510318080333
Position 169: 0.00018804956292837752
Position 3216: 0.00018739772948363768
Position 3353: 0.00017048236430395718
Position 1580: 0.00015948619394074999
Position 4054: 0.00012916893494851635
Position 188: 0.00012595485844992
Position 2118: 0.0001225512987706088
Position 1149: 0.00011935798608821543
Position 4480: 0.00011261567211721164
Position 1518: 0.00011205709066503685
Position 3841: 0.00010937651922023108
Position 5147: 0.00010653688257420691
Position 2129: 0.0001029439121373569
Position 2789: 0.00010154261895367386
Position 4066: 9.611789023700255e-05
Position 5456: 9.17033229967831e-05
Position 2787: 8.981232232903857e-05
Position 3876: 8.73636832612746e-05
Position 2744: 8.522184172484087e-05
Position 2763: 8.167680544081446e-05
Position 4034: 8.105337097423106e-05
Position 712: 7.728612524598985e-05
Position 1407: 7.573396646883132e-05
Position 4159: 7.547181583681128e-05
Position 1396: 7.15890019042834e-05
Position 4189: 6.828080218241556e-05
Position 1123: 6.698600340931099e-05
Position 3336: 6.534056273027563e-05
Position 4974: 6.232494166329261e-05
Position 3378: 5.9527981488064116e-05
Position 4279: 5.5613041539161424e-05
Position 510: 5.172735830283944e-05
Position 4850: 5.127952489972535e-05
Position 399: 5.112485753463242e-05
Position 3921: 5.039087942220606e-05
Position 642: 4.480070487297773e-05
Position 586: 4.215552106435043e-05
Position 504: 4.0554072061688144e-05
Position 3514: 4.052118754146398e-05
Position 3613: 3.907078737331264e-05
Position 1172: 3.70437775684278e-05
Position 1136: 3.5193058950554866e-05
Position 461: 3.3039278496533994e-05
Position 4564: 2.9809005340651517e-05
Position 719: 2.9589674489670585e-05
Position 2742: 2.8748258870973028e-05
Position 2108: 2.746191241957036e-05
Position 3918: 2.4346107569081562e-05
Position 1409: 2.4243657355574276e-05
Position 5595: 2.4100213361238257e-05
Position 4672: 2.2615145374294904e-05
Position 3978: 2.218566622847679e-05
Position 1386: 2.179784731724815e-05
Position 4004: 2.109516046432713e-05
Position 990: 2.00145750505689e-05
Position 3004: 1.790196707992664e-05
Position 1047: 1.6669456291039945e-05
Position 3517: 1.4979664441792658e-05
Position 888: 1.4435010873697142e-05
Position 5237: 1.4082815274247184e-05
Position 299: 1.3896679859489025e-05
Position 2910: 1.3747574199391297e-05
Position 4566: 1.3454276093623595e-05
Position 5145: 1.3070647704209621e-05
Position 3839: 1.2899245070746018e-05
Position 2739: 1.2491343128831962e-05
Position 523: 1.2040741372168044e-05
Position 516: 1.125359120628764e-05
Position 2766: 1.0867677676455209e-05
Position 2591: 1.0099337955286509e-05
Position 459: 1.000485834384111e-05
Position 3942: 8.10625434790962e-06
Position 4943: 8.052074367580252e-06
Position 5481: 7.792315729690913e-06
Position 4707: 7.28053821750691e-06
Position 5041: 7.0895552626255605e-06
Position 92: 6.918558193812121e-06
Position 3983: 6.3807219401911306e-06
Position 1647: 5.869842762712702e-06
Position 4693: 5.5588049532678e-06
Position 3664: 5.275461338640799e-06
Position 2730: 5.209551326265703e-06
Position 907: 5.202930970429377e-06
Position 3936: 4.97170742471076e-06
Position 3939: 4.821565910610125e-06
Position 5453: 4.600270386612493e-06
Position 5542: 4.075644524082704e-06
Position 68: 3.914553194241532e-06
Position 2734: 3.4798008288237007e-06
Position 1447: 3.4643654742137874e-06
Position 2630: 3.3010835512876763e-06
Position 5556: 2.0300771681063645e-06
Position 5755: 5.546671960408168e-07
Position 747: 3.55923211661933e-07
Position 3108: 3.207824859671768e-07
Position 2843: 1.753959818000913e-07
Position 1649: 1.54758349349182e-07
Position 788: 5.817500293135374e-08
Position 4571: 3.4041919424538715e-08
Position 3334: 3.291849615473888e-08
Position 900: 2.1921781264793083e-08
Position 2423: 2.0339852908549967e-08
Position 729: 1.9308828873186098e-08
Position 5114: 1.5952214951845868e-08
Position 898: 1.1118922688917848e-08
Position 1055: 1.110527240696404e-08
Position 1771: 1.0951078774126821e-08
Position 4401: 1.0496183675257144e-08
Position 4433: 1.013040952123643e-08
Position 4932: 9.667642522608598e-09
Position 5184: 8.368950679035772e-09
Position 1115: 8.131126622953896e-09
Position 1010: 7.974164002253369e-09
Position 1840: 6.61367191790653e-09
Position 4569: 5.847747025898266e-09
Position 1321: 3.4107817425919307e-09
Position 2342: 2.6969528999590483e-09
Position 4574: 2.62996387360578e-09
Position 4459: 2.3469415527463317e-09
Position 2310: 2.0301054096389565e-09
Position 2192: 1.9439599954775385e-09
Position 1992: 1.9113817295237803e-09
Position 4696: 1.8915056021330065e-09
Position 5075: 4.69111131308116e-10
Position 4601: 2.2771787483726854e-10
Position 4417: 2.0751555609072586e-10
Position 2028: 1.738587513739199e-10
Position 817: 6.398796380537349e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4359: 0.9881674679932533
Position 943: 0.9730282506808521
Position 729: 0.9276665686328284
Position 4597: 0.9275101439970401
Position 2679: 0.7424772625162046
Position 2689: 0.2447293240317178
Position 3290: 0.06723411614213698
Position 1321: 0.055488855760536714
Position 2227: 0.052713041424760035
Position 4632: 0.05065172563931995
Position 2530: 0.046166769374320016
Position 3028: 0.03340442901787091
Position 5550: 0.010019873454212973
Position 5329: 0.009660729355953118
Position 3791: 0.009604453691847946
Position 3407: 0.009400892777598075
Position 5525: 0.009183300456502128
Position 2219: 0.009135182698348522
Position 3272: 0.00862360525545608
Position 1476: 0.0073823541033995466
