Gene = Trpgamma
index = 1569
Annotated 5SS: [  131  1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052
 10346 10783 11360 11540]
Annotated 3SS: [ 1148  7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119
 10419 11083 11420 11590]
SMsplice 5SS: [ 1279  7203  7632  8021  8266  8559  8924  9249  9534  9786 10052 10346
 10783 11360 11540]
SMsplice 3SS: [ 7023  7262  7687  8082  8323  8627  8979  9416  9589  9856 10119 10416
 11083 11420 11590]
top_k =  1000
Partition function (log Z): 49.45414712221081

Sorted 5' Splice Sites (High to Low Probability):
Position 10052: 0.9994024434649762
Position 8266: 0.9981057159944683
Position 8021: 0.9972048698211669
Position 8559: 0.9940207016130076
Position 10783: 0.9869590634136722
Position 8924: 0.9842633580945466
Position 7203: 0.980189586572085
Position 1279: 0.9729467182558711
Position 7632: 0.9711879015898328
Position 11360: 0.9677486380082024
Position 10346: 0.9528919908485208
Position 11540: 0.9508688506380863
Position 9786: 0.9383264315137202
Position 9249: 0.8736850993300092
Position 9534: 0.8696654800071097
Position 4933: 0.2779052805165729
Position 131: 0.12987688081820228
Position 2767: 0.11630872698779912
Position 607: 0.0976620674860013
Position 5891: 0.07775006483472832
Position 5645: 0.046298264913136496
Position 12437: 0.041754383664277465
Position 11003: 0.03939105212986161
Position 10343: 0.0358510689375293
Position 5742: 0.032585390511092036
Position 11749: 0.03196831555200975
Position 936: 0.02762347383180122
Position 11357: 0.023776465845037585
Position 5747: 0.020382988213440697
Position 312: 0.018317452015609283
Position 4979: 0.017652839393456434
Position 7197: 0.017304919472275367
Position 10959: 0.014036979479286135
Position 9565: 0.013742549357283623
Position 1094: 0.013485600766042128
Position 12302: 0.01275129618670806
Position 8881: 0.01214215052452072
Position 2510: 0.011544468957409511
Position 859: 0.010166440330231324
Position 11013: 0.009111193087191459
Position 6529: 0.008589213679471632
Position 4966: 0.0069045425885796595
Position 9701: 0.006690946913563322
Position 4391: 0.006647679886274944
Position 9124: 0.006613970305333944
Position 617: 0.006106522402007539
Position 12066: 0.005508989800169831
Position 2320: 0.004757685729389612
Position 1289: 0.0047451052898750444
Position 719: 0.004092824963882511
Position 12894: 0.004083390330318282
Position 5210: 0.0040742050966717635
Position 9169: 0.004038760163368399
Position 8582: 0.0038027299540380607
Position 5391: 0.003593850606034387
Position 9068: 0.0035326176637645646
Position 11702: 0.003445578109853081
Position 9729: 0.0031092351747157177
Position 171: 0.002817921004361895
Position 11811: 0.002787233261666112
Position 12853: 0.00278298873814166
Position 2076: 0.0026322868787030996
Position 179: 0.0025487695995543465
Position 1108: 0.0024188956581215524
Position 181: 0.0024181619369436575
Position 9514: 0.002382922490614288
Position 8906: 0.002184152748047038
Position 893: 0.0020001018300297236
Position 8777: 0.0019488438190237397
Position 9717: 0.0019049491712145236
Position 9417: 0.0018244874768971523
Position 723: 0.0017871990501883454
Position 9246: 0.0017454245509794992
Position 10996: 0.0015882994117230847
Position 4960: 0.001577463764304524
Position 9770: 0.00156596078783901
Position 12180: 0.0013683041109013396
Position 10789: 0.0012084974247331204
Position 9732: 0.0012032217425284831
Position 4990: 0.001143129828857756
Position 11753: 0.0010895336461484593
Position 4594: 0.0010151744961018534
Position 2081: 0.0010066994379515116
Position 1061: 0.0009893823844621468
Position 1957: 0.0009873838150093904
Position 10798: 0.0009601345260463232
Position 5164: 0.0009451546794522834
Position 8407: 0.0009423255770380845
Position 12016: 0.0009352575266432211
Position 9240: 0.0008670645533968422
Position 175: 0.0008564562099654387
Position 4610: 0.0008502789200224681
Position 3123: 0.0008402865621416885
Position 10529: 0.0008305498911232262
Position 375: 0.0008272162530465369
Position 9186: 0.0008114638688043719
Position 8592: 0.0007805701861150897
Position 3569: 0.0007660941483262521
Position 11688: 0.0007422306214553452
Position 8368: 0.0007394086244758701
Position 11784: 0.000734559381831898
Position 12337: 0.0006955064847444162
Position 7846: 0.0006314829806061504
Position 2477: 0.0006308212276175
Position 11945: 0.0006230082768193584
Position 10278: 0.0006002545826211869
Position 11329: 0.000557810994362002
Position 8563: 0.0005552562807019225
Position 474: 0.0005465615561770737
Position 9151: 0.0005368637352629319
Position 4078: 0.0005137929781257144
Position 2209: 0.0005021919060643735
Position 1612: 0.0005008203620235082
Position 7584: 0.0004895373842281451
Position 10721: 0.00045957306296010936
Position 11034: 0.00045750066048128274
Position 12892: 0.0004508971994557525
Position 9033: 0.00044641018305542927
Position 4555: 0.0004391230557902623
Position 11299: 0.00041120174426713884
Position 9109: 0.0003866186063115024
Position 9227: 0.0003856465024881261
Position 513: 0.0003725672716167601
Position 9280: 0.0003673317406490801
Position 515: 0.00036138164326654276
Position 511: 0.0003532590662108756
Position 11448: 0.00033075693852628477
Position 517: 0.00031783355003317884
Position 5033: 0.0003134469683382481
Position 4138: 0.0003043864385173374
Position 1753: 0.0002997582809125039
Position 9290: 0.00029592715702899254
Position 413: 0.0002922131019093814
Position 443: 0.0002897738452997015
Position 5178: 0.0002884322675641481
Position 11789: 0.00028799145765344045
Position 1835: 0.00027944961025951276
Position 505: 0.00027938365862205443
Position 5228: 0.00027597861066508015
Position 8801: 0.00027397862307169447
Position 11560: 0.0002635641677496421
Position 2949: 0.00026237600196537175
Position 377: 0.0002573963520862369
Position 10852: 0.0002558631882867588
Position 519: 0.00024549464298228294
Position 509: 0.0002441113623366351
Position 4248: 0.00023591054141041163
Position 9213: 0.00023167189799019677
Position 503: 0.00023047414247706028
Position 1765: 0.00023039262924597393
Position 4180: 0.0002248394376301014
Position 5772: 0.00022325109423591887
Position 4680: 0.0002204465203124291
Position 9304: 0.00021921934899978373
Position 9095: 0.00020538825244429396
Position 507: 0.00020166262509382525
Position 8909: 0.00020154425843076638
Position 10324: 0.0001908278214082831
Position 10056: 0.00018607800977360505
Position 12680: 0.00018057593146426765
Position 10618: 0.00017809951971493632
Position 11657: 0.00017732343210534143
Position 3793: 0.00016263793713915865
Position 466: 0.00016189169369054717
Position 8270: 0.000159983822720833
Position 3294: 0.0001557208631523208
Position 7826: 0.00015432004023733487
Position 355: 0.00015420191060713998
Position 10787: 0.00015294959297535517
Position 5649: 0.00014319934793972797
Position 432: 0.0001369620003331162
Position 482: 0.00012817163561943274
Position 10730: 0.00011830238613834117
Position 9230: 0.00011452405319446456
Position 10713: 0.00011366231642174338
Position 11947: 0.00010887312279886462
Position 11155: 0.0001021528504300601
Position 12021: 9.690789147110242e-05
Position 11296: 9.607636341080226e-05
Position 487: 9.562685478615236e-05
Position 8855: 9.441733354969321e-05
Position 164: 9.210039567245818e-05
Position 9973: 8.89888310425719e-05
Position 10069: 8.726245948750195e-05
Position 11203: 8.11743177922583e-05
Position 9077: 7.92220887547638e-05
Position 8310: 7.318818679393891e-05
Position 478: 7.315437088807683e-05
Position 5513: 7.063141810148237e-05
Position 9382: 6.644910729431158e-05
Position 1100: 6.388176178779401e-05
Position 8894: 5.679264931825794e-05
Position 731: 5.5635681114064047e-05
Position 9516: 5.409709602015499e-05
Position 10334: 5.332493933574394e-05
Position 9208: 5.1761790901739826e-05
Position 2717: 5.005843649672031e-05
