Gene = scaf6
index = 1866
Annotated 5SS: [ 137  472  881 2136 2437 3019 3318 3580 4644 4869 5255 5491]
Annotated 3SS: [ 300  533 1972 2363 2943 3240 3380 3641 4700 4939 5318 5543]
SMsplice 5SS: [ 137  472  881 2136 3019 3318 3580 4644 4869 5255 5491]
SMsplice 3SS: [ 300  533 1972 2363 3095 3380 3641 4700 4939 5318 5543]
top_k =  1000
Partition function (log Z): 21.524804883550814

Sorted 5' Splice Sites (High to Low Probability):
Position 4644: 0.9965835587715232
Position 4869: 0.9953714700451007
Position 137: 0.9941684816185163
Position 3580: 0.9919001347384067
Position 2136: 0.9804240069468176
Position 472: 0.935486155430519
Position 3318: 0.9272188411658551
Position 881: 0.902165982680605
Position 5491: 0.7204532686439883
Position 5255: 0.679954753095208
Position 3019: 0.5728798710091851
Position 5464: 0.06545293770299952
Position 2437: 0.06479012500166813
Position 476: 0.06176693406693718
Position 5484: 0.059318631169995036
Position 738: 0.045701993788109234
Position 3899: 0.044241179440318586
Position 2560: 0.020073242526554763
Position 3896: 0.019811635702791007
Position 3322: 0.016040352374901083
Position 5066: 0.01510960154615918
Position 5474: 0.010281501699056207
Position 5077: 0.007430661967623748
Position 1593: 0.007367079401401105
Position 1460: 0.0068744333772557354
Position 4276: 0.006166400454974132
Position 4085: 0.005274988232956208
Position 2885: 0.005234114841462715
Position 1617: 0.005114303577439278
Position 5271: 0.005029389860445438
Position 3584: 0.004983656126751588
Position 2473: 0.00424440502806643
Position 1609: 0.004204629733484381
Position 2871: 0.0023037496120952754
Position 1152: 0.0021856607702844975
Position 1469: 0.0021660745760721254
Position 3821: 0.00211218981761249
Position 4875: 0.0020447117981376023
Position 3112: 0.0015201245622856352
Position 1615: 0.0013242078483506436
Position 5638: 0.0012678843528947257
Position 4648: 0.0011820518381350598
Position 965: 0.0011455495182004986
Position 5074: 0.0008102966809645673
Position 2682: 0.0008053984804686185
Position 1340: 0.0007493493709598239
Position 63: 0.0007329759679009877
Position 2772: 0.0007320861014909765
Position 2663: 0.0007032471329854546
Position 1712: 0.0006526562936563202
Position 1783: 0.0005620556097157386
Position 1392: 0.0005328452779227356
Position 4312: 0.0004753411555400352
Position 2888: 0.0004317765512032683
Position 5161: 0.0004268691652041186
Position 2924: 0.00037111727341129357
Position 3048: 0.0003372652396170832
Position 891: 0.00033361122249726854
Position 218: 0.0003145752333738103
Position 1305: 0.00031306207549584446
Position 2585: 0.0002991757339802192
Position 3095: 0.0002851868080817786
Position 3043: 0.00026498617847056215
Position 2146: 0.0002611162008551979
Position 1216: 0.00025107198440891924
Position 3502: 0.0002470290767018499
Position 1882: 0.0002437471557265926
Position 54: 0.00023933701308176771
Position 5496: 0.00023182623692034304
Position 573: 0.00021326785356866036
Position 3888: 0.00020717523639003196
Position 2891: 0.00019655606905796697
Position 3744: 0.0001947400846370781
Position 1969: 0.00017441752905333945
Position 3199: 0.00017151350593977264
Position 404: 0.0001430839123097709
Position 1397: 0.00013073792180656938
Position 453: 0.0001283237239268063
Position 141: 0.00012633994598323437
Position 2646: 0.00012480184855952824
Position 5158: 0.00012372453242587373
Position 1003: 0.00012010452287950548
Position 826: 0.00011567799696924347
Position 40: 0.00011261973565864029
Position 1073: 0.00011170881700395296
Position 3592: 0.0001097574568863388
Position 157: 0.00010765967351366565
Position 3023: 9.328903213691559e-05
Position 480: 8.62349459706624e-05
Position 491: 8.517013483203108e-05
Position 4124: 8.515490593869634e-05
Position 2179: 8.34999939180505e-05
Position 4105: 8.2371978803343e-05
Position 2205: 7.954485832676746e-05
Position 198: 7.698506351664523e-05
Position 4062: 6.92092251951012e-05
Position 3053: 6.817796070363659e-05
Position 2447: 6.621272947916923e-05
Position 3108: 6.322520817907171e-05
Position 1884: 6.23112975683124e-05
Position 75: 6.141541520667871e-05
Position 3298: 5.8675008612532755e-05
Position 2625: 5.163429664868579e-05
Position 4117: 5.021247631069284e-05
Position 2191: 4.6202905585889564e-05
Position 2337: 4.158683958205623e-05
Position 4814: 4.124946932080849e-05
Position 1652: 3.6944310902547146e-05
Position 2928: 3.659780116965074e-05
Position 4861: 3.600912507951455e-05
Position 4879: 3.558208599751164e-05
Position 33: 3.321838130777568e-05
Position 5167: 3.312111780422228e-05
Position 5393: 3.25105400288758e-05
Position 963: 2.9135186460608196e-05
Position 3284: 2.7787549980756456e-05
Position 1041: 2.6193636897942007e-05
Position 1328: 2.5235978481525657e-05
Position 5217: 2.4637551206826268e-05
Position 1556: 2.4419979536993243e-05
Position 2183: 2.3465384443243224e-05
Position 2487: 2.315062537269612e-05
Position 3490: 2.1448383515350637e-05
Position 2414: 2.1385974110754458e-05
Position 2507: 2.0245637758355302e-05
Position 5092: 1.7629833805046976e-05
Position 1101: 1.7342995091963417e-05
Position 793: 1.7239463168325127e-05
Position 1289: 1.6788703699865488e-05
Position 428: 1.6569116835111867e-05
Position 3461: 1.239642983925952e-05
Position 4873: 1.2372141120508738e-05
Position 216: 1.1743052653194863e-05
Position 4631: 1.0387092214391075e-05
Position 1489: 1.0339009389469766e-05
Position 3287: 9.91802119838486e-06
Position 4324: 7.88552170363212e-06
Position 10: 7.868167675709246e-06
Position 1085: 7.658686407002203e-06
Position 996: 7.561005052891333e-06
Position 2411: 7.438314145146769e-06
Position 4495: 7.364680306907023e-06
Position 1823: 6.99105767483575e-06
Position 4800: 5.729068030004227e-06
Position 1837: 5.573157854181616e-06
Position 2633: 5.343594745532846e-06
Position 190: 4.769215143653088e-06
Position 5287: 4.431402386427502e-06
Position 1342: 3.9517412346654385e-06
Position 121: 3.6143545741355645e-06
Position 4741: 3.566432556389994e-06
Position 2666: 3.5627404606179474e-06
Position 4822: 3.4887352179345864e-06
Position 3221: 3.3944043646692918e-06
Position 4348: 3.049019383725481e-06
Position 95: 2.683636910790056e-06
Position 5505: 2.495850702131204e-06
Position 1299: 2.051376434227124e-06
Position 410: 1.9706630140482397e-06
Position 1584: 1.9627624331850933e-06
Position 4432: 1.8196015634733637e-06
Position 2066: 1.7229930715554215e-06
Position 3445: 1.585857119961338e-06
Position 4994: 1.2970476553992822e-06
Position 4435: 3.219293805828368e-07
Position 4408: 2.682905156716564e-07
Position 2198: 1.908798680928046e-07
Position 4806: 1.8768308810217086e-07
Position 4706: 1.5430969635073704e-07
Position 2107: 1.1751370698642651e-07
Position 338: 1.054554224849693e-07
Position 107: 9.443986085496263e-08
Position 3427: 7.866445764792775e-08
Position 3733: 7.460755600278066e-08
Position 3798: 7.240822082126532e-08
Position 5547: 2.597178291538656e-08
Position 1284: 2.4562339205719035e-08
Position 3478: 2.3612227402344855e-08
Position 2489: 2.216074870920826e-08
Position 533: 1.714193233316217e-08
Position 1372: 8.776873703350074e-09
Position 2958: 5.851501670151946e-09
Position 2344: 5.31046824537865e-09
Position 1103: 3.283556724155152e-09
Position 307: 9.054308072495125e-10
Position 5309: 1.8999122516225087e-10
Position 4731: 1.5139507042079595e-10
Position 342: 1.021038167951226e-10
Position 2186: 3.739852070912682e-12
Position 4140: 3.530851623925207e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4700: 0.9990425291882362
Position 300: 0.9943908219915464
Position 4939: 0.9834207224857568
Position 3380: 0.9659826628123765
Position 3641: 0.9452723306343632
Position 533: 0.9133829162481154
Position 1972: 0.8713741389518953
Position 5543: 0.8604661498956343
Position 5318: 0.7128510006622755
Position 2363: 0.6470811041020605
Position 3095: 0.3735017237628545
Position 2943: 0.1818725406081096
Position 3116: 0.10335081487661538
Position 3240: 0.09160162447983554
Position 1521: 0.0769715705315501
Position 572: 0.06152638484847139
Position 3069: 0.05408452579088993
Position 2186: 0.048608455594829014
Position 3197: 0.03953963191997967
Position 3680: 0.032830314911719526
Position 4149: 0.03102776389998964
Position 3994: 0.020163756380790536
Position 2528: 0.01989884764390856
Position 2240: 0.01783120903322853
Position 2605: 0.016913358876692677
Position 4023: 0.009955487306233975
Position 2026: 0.009555057961606023
Position 4182: 0.009232247675107375
Position 2900: 0.0070951366556133676
Position 4369: 0.0056020716906273115
Position 2996: 0.004976222991534406
Position 2198: 0.004801525811228599
Position 947: 0.004247377016402954
Position 1085: 0.00415835699920171
Position 3141: 0.004125264580434996
Position 2383: 0.0040775716816703715
Position 4336: 0.003976737008530463
Position 4462: 0.003953624813480479
Position 1257: 0.003907444557825158
Position 2507: 0.003820539548425309
Position 2772: 0.0037762135899151762
Position 3648: 0.0034449937824814598
Position 3362: 0.0033864950707361437
Position 2971: 0.003373746396328658
Position 1578: 0.0031162910009288514
Position 952: 0.0027554839353755626
Position 4077: 0.002228460913145147
Position 1299: 0.0022245340567984676
Position 2828: 0.0019085332517790575
Position 3202: 0.001764930374213922
Position 2730: 0.0017110179111069098
Position 933: 0.0016193371831332419
Position 4124: 0.001580579387159007
Position 2560: 0.001577789858358497
Position 3654: 0.0015215111974217414
Position 1269: 0.0014271481254840169
Position 616: 0.001402454478383303
Position 547: 0.0013899180953791303
Position 5287: 0.0012996247118359572
Position 198: 0.0011390916777654684
Position 5131: 0.0010864213035692244
Position 5686: 0.0010727536820576348
Position 3397: 0.0009483389283854715
Position 541: 0.0008890089234153541
Position 3696: 0.0008667204382208987
Position 3273: 0.0007395749621713275
Position 5324: 0.0007304899879595479
Position 2434: 0.0006937196092169296
Position 2397: 0.0006767726528051868
Position 1201: 0.0006676708264064803
Position 806: 0.0006363837855567242
Position 2871: 0.0006087455494390898
Position 3268: 0.00057194467530614
Position 658: 0.0005318812027525768
Position 1990: 0.0005261371510076995
Position 5547: 0.0005239913347888832
Position 4946: 0.0005170843018789101
Position 3895: 0.000499663303680164
Position 655: 0.0004856109429529899
Position 1073: 0.00045381338569129234
Position 874: 0.0004505515310879499
Position 4129: 0.00042984900514208364
Position 4269: 0.0004294502701696281
Position 1996: 0.0004197489419883718
Position 3684: 0.00041923947867012737
Position 1987: 0.00041201529450985336
Position 3061: 0.0003824658070310358
Position 1423: 0.00037722880093700174
Position 4280: 0.00035197350874154797
Position 3306: 0.0003241236263100552
Position 3439: 0.0003224864264681379
Position 4990: 0.0003075518518752925
Position 4911: 0.0002901164894989891
Position 3099: 0.0002824777622526935
Position 4740: 0.0002744145467817079
Position 3556: 0.00027430644525690745
Position 1420: 0.00026869948563075323
Position 1277: 0.00026454627252141017
Position 5691: 0.00025228122847837617
Position 1173: 0.00023406830904181567
Position 2205: 0.00023122531019681536
Position 3708: 0.00023083569115679966
Position 2564: 0.00021901727156994346
Position 1626: 0.00021580698089908936
Position 2209: 0.0002099580182598453
Position 5065: 0.00019747019745056205
Position 700: 0.0001930487731909762
Position 1999: 0.0001732301690950678
Position 4401: 0.00016975907725524516
Position 3520: 0.00016696451139811255
Position 5341: 0.0001657425191031809
Position 2437: 0.00015226578431508752
Position 2832: 0.00011607529074272135
Position 3053: 0.00010588563354989476
Position 181: 9.93406031113359e-05
Position 709: 9.772546411751692e-05
Position 3406: 9.175735730067235e-05
Position 3915: 8.68297931270194e-05
Position 2095: 8.511888188400829e-05
Position 1392: 7.947237221115221e-05
Position 2666: 7.350920903120294e-05
Position 4986: 7.184473646518633e-05
Position 4158: 6.980397123118647e-05
Position 5137: 6.904417033287356e-05
Position 4444: 6.763518497484807e-05
Position 2690: 6.685534055298426e-05
Position 5182: 6.618943823891023e-05
Position 4137: 6.506508997433831e-05
Position 5367: 6.497800260832876e-05
Position 2257: 6.379566848305971e-05
Position 2059: 6.180876242380362e-05
Position 349: 6.17310718685487e-05
Position 1097: 5.822502824494694e-05
Position 2902: 5.791706841816149e-05
Position 957: 5.5293387479618826e-05
Position 3811: 5.4245294010873624e-05
Position 4155: 5.3139950115252845e-05
Position 3048: 5.1675940039050476e-05
Position 3403: 5.160550448070312e-05
Position 3043: 4.620535533573654e-05
Position 2044: 4.3924889011436815e-05
Position 1177: 4.288494714200385e-05
Position 2673: 4.108531275423139e-05
Position 1208: 3.93683843118118e-05
Position 3918: 3.758780088452979e-05
Position 686: 3.41504510374296e-05
Position 5271: 3.0557506731946374e-05
Position 451: 2.995097387751289e-05
Position 2368: 2.6384290385219878e-05
Position 5588: 2.433657009370122e-05
Position 3702: 2.2532639401235396e-05
Position 3912: 2.2125750268818504e-05
Position 814: 2.190564012016731e-05
Position 2835: 2.01244507737963e-05
Position 1593: 1.993689050192679e-05
Position 963: 1.9394505432369238e-05
Position 307: 1.9384252126980216e-05
Position 4483: 1.7059798672178872e-05
Position 760: 1.6996368034079308e-05
Position 2447: 1.698086787942307e-05
Position 5030: 1.5441347840407773e-05
