Gene = Uggt
index = 1583
Annotated 5SS: [432]
Annotated 3SS: [614]
SMsplice 5SS: [432 800]
SMsplice 3SS: [ 614 4828]
top_k =  1000
Partition function (log Z): -8.966580053156758

Sorted 5' Splice Sites (High to Low Probability):
Position 432: 0.7363435205817265
Position 800: 0.6192403832260794
Position 665: 0.19221780852804127
Position 515: 0.09954000790021385
Position 109: 0.042224871267609994
Position 166: 0.041468113153009904
Position 490: 0.03436618169671245
Position 1070: 0.02763084421144132
Position 1466: 0.017892277427741226
Position 561: 0.014627539253170922
Position 5040: 0.013591728397758872
Position 102: 0.011822798086203798
Position 921: 0.011586816283641908
Position 2082: 0.011535463026447318
Position 1729: 0.011064538532783202
Position 521: 0.01085258768017771
Position 398: 0.009434151153906938
Position 2018: 0.009359768825539117
Position 3565: 0.007721630988622486
Position 416: 0.007581170909653183
Position 2382: 0.0059326751172975745
Position 4260: 0.0059273042102833745
Position 161: 0.004264359310885936
Position 3101: 0.0031830716764386906
Position 406: 0.0031281539747529973
Position 944: 0.0028838213458908303
Position 225: 0.0027352912518355094
Position 3729: 0.002654235796541154
Position 223: 0.0022849564496529185
Position 5061: 0.0022258057926652346
Position 4135: 0.001922471693484429
Position 3578: 0.0015776505613826174
Position 229: 0.001118775752940641
Position 4424: 0.0010595682242142586
Position 3752: 0.001039843059458462
Position 446: 0.0010053704011458889
Position 5043: 0.000860398401721252
Position 4588: 0.0006996220056106831
Position 1365: 0.0005244247187858925
Position 436: 0.0005207146269266578
Position 173: 0.00047267480617728196
Position 155: 0.0003732221532647551
Position 349: 0.00033400207972658353
Position 701: 0.0003070956585271405
Position 31: 0.0003029118524760559
Position 4: 0.000273930409179652
Position 1859: 0.0002596349563704377
Position 170: 0.00023607127584838504
Position 579: 0.0002347321261837451
Position 194: 0.00019865288507505947
Position 3000: 0.00017564265661118187
Position 3718: 0.00017405466763264875
Position 276: 0.0001400167833398072
Position 438: 0.0001080653630226244
Position 1634: 0.0001021452469122066
Position 1626: 8.922912721997378e-05
Position 941: 7.678075529889317e-05
Position 184: 7.570430127120273e-05
Position 1329: 5.83415591730345e-05
Position 1781: 5.695334822171332e-05
Position 205: 5.01517374660447e-05
Position 1442: 4.486735823661792e-05
Position 233: 4.4575815212243284e-05
Position 1816: 4.25224829030462e-05
Position 138: 4.20684968968879e-05
Position 698: 3.3701216111692704e-05
Position 236: 2.961769552661399e-05
Position 389: 2.78395366526379e-05
Position 631: 2.7718085832113502e-05
Position 851: 1.8751991988066536e-05
Position 1125: 1.3146066635474735e-05
