Gene = SrpRbeta
index = 1522
Annotated 5SS: [188 580]
Annotated 3SS: [272 636]
SMsplice 5SS: [188 580]
SMsplice 3SS: [272 636]
top_k =  1000
Partition function (log Z): 1.1219509722669596

Sorted 5' Splice Sites (High to Low Probability):
Position 188: 0.9852805253916901
Position 580: 0.9650257074575093
Position 451: 0.06171108199261254
Position 184: 0.00809911815566335
Position 416: 0.0036183977976239515
Position 33: 0.0035973978426355954
Position 1123: 0.0015587268695152823
Position 201: 0.0005514014069628005
Position 734: 0.0003948571445439315
Position 1106: 0.00036362503851851484
Position 206: 0.0002877127465625586
Position 949: 0.0002144056659134437
Position 803: 0.00018688334045928318
Position 852: 0.00017226566233098287
Position 351: 0.00014458174265685855
Position 479: 0.00013958368218543803
Position 192: 0.00013187619945870748
Position 770: 0.00011544028072881509
Position 597: 8.841942345424578e-05
Position 955: 8.248683737582245e-05
Position 336: 7.037615277932334e-05
Position 8: 5.3570355131514586e-05
Position 1181: 4.543034061126575e-05
Position 1072: 3.0160568074954843e-05
Position 16: 2.745399880822774e-05
Position 6: 2.4533415463708894e-05
Position 1116: 2.4215555048144556e-05
Position 545: 2.1062264686988577e-05
Position 227: 1.0004265766942529e-05
Position 998: 7.586786093308416e-06
Position 726: 6.271815779573803e-06
Position 613: 6.020291185675727e-06
Position 65: 5.582771699852773e-06
Position 889: 4.201938845846318e-06
Position 584: 3.077882612864367e-06
Position 60: 2.88311069563717e-06
Position 1069: 2.6158922570951997e-06
Position 1053: 2.5812039313254867e-06
Position 490: 2.5089943305429265e-06
Position 157: 2.417944205593579e-06
Position 754: 2.409438865221847e-06
Position 72: 2.0165442089305753e-06
Position 572: 1.9205783366142726e-06
Position 39: 1.4897506389553505e-06
Position 643: 1.4123199823097297e-06
Position 536: 1.3643558529617148e-06
Position 1169: 1.2768273448491133e-06
Position 455: 7.976112461278546e-07
Position 281: 7.285220560230708e-07
Position 533: 5.984317761734372e-07
Position 239: 5.631822885592209e-07
Position 442: 5.49698043769573e-07
Position 683: 5.41579948023165e-07
Position 306: 4.50935486113693e-07
Position 1187: 4.1443524130537146e-07
Position 37: 2.7227099601990607e-07
Position 527: 1.1894806277077694e-07
Position 67: 9.649625075012015e-08
Position 663: 9.115243100263113e-08
Position 259: 8.862685368300506e-08
Position 513: 5.931436906179738e-08
Position 628: 4.7677555700234864e-08
Position 689: 3.189696317338891e-08
Position 1219: 2.4001811694454032e-08
Position 251: 1.0926105050886317e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9826597999280429
Position 636: 0.946086833934975
Position 659: 0.036275614341782635
Position 520: 0.029430175276718963
Position 477: 0.007046917684076965
Position 1180: 0.0054131155445635674
Position 880: 0.004031351317978787
Position 367: 0.00327062162834083
Position 689: 0.0023889079348692267
Position 294: 0.002154509948928936
Position 76: 0.0018242077704316271
Position 706: 0.0015669899741132976
Position 111: 0.001519209330711398
Position 409: 0.001517534015346687
Position 663: 0.0014690113535097617
Position 336: 0.0010609411571035603
Position 1058: 0.0010434264777854157
Position 559: 0.0009386060839474662
Position 1209: 0.000540418782036062
Position 607: 0.00046081215601408745
Position 412: 0.0003834066323878884
Position 770: 0.00020705595107084097
Position 351: 0.00018300544402870505
Position 1226: 0.0001391850506087244
Position 1262: 7.587490191468099e-05
Position 313: 6.774913679226221e-05
Position 703: 5.5151455138634044e-05
Position 578: 4.765782719501263e-05
Position 184: 4.598299935754862e-05
Position 754: 3.7182952602542045e-05
Position 157: 3.633877071848785e-05
Position 889: 3.456252260196977e-05
Position 786: 2.687620794249583e-05
Position 450: 2.1163512750303565e-05
Position 783: 1.2452004102620096e-05
Position 733: 7.889540334535375e-06
Position 744: 7.510759544633685e-06
Position 490: 5.450326686845075e-06
Position 724: 5.064521668490981e-06
Position 120: 4.689189636283468e-06
Position 844: 4.596976794176643e-06
Position 1034: 4.492894971196201e-06
Position 1088: 3.759779598887181e-06
Position 117: 3.709113381589352e-06
Position 172: 3.34090583721257e-06
Position 499: 3.116953482491741e-06
Position 455: 1.3721691768065994e-06
Position 910: 1.2176618027011111e-06
Position 980: 1.144082520648329e-06
Position 848: 7.881675308716374e-07
Position 972: 7.712694181463175e-07
Position 438: 6.945997814156463e-07
Position 1006: 5.710252149728958e-07
Position 899: 4.541606180386496e-07
Position 814: 3.8275999992541003e-07
Position 1239: 1.6710664721712745e-07
Position 1106: 1.5311320512204522e-07
Position 822: 1.4524463666547364e-07
Position 1231: 1.2021763028408324e-07
Position 126: 6.357726745266622e-08
Position 1011: 5.36272131014296e-08
Position 223: 5.2379058029332e-08
Position 422: 3.309206848226352e-09
Position 227: 2.970892066371931e-10
Position 133: 8.58803002583196e-12
Position 206: 8.603312593585302e-14
Position 192: 3.76085814870476e-15
Position 135: 8.64290325186856e-17
