Gene = hoip
index = 1729
Annotated 5SS: [147]
Annotated 3SS: [208]
SMsplice 5SS: [147]
SMsplice 3SS: [208]
top_k =  1000
Partition function (log Z): -2.964562959282016

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9988739534785229
Position 123: 0.0006320484759713647
Position 117: 0.00021794837252920137
Position 91: 0.0001297413026130854
Position 449: 0.00010441716232490639
Position 161: 0.0001015833375461331
Position 375: 6.60932285382759e-05
Position 418: 3.489888513498254e-05
Position 151: 2.6926011197446574e-05
Position 362: 2.690235381024689e-05
Position 11: 2.086916623445389e-05
Position 218: 1.4472540051706781e-05
Position 365: 1.2141441551563651e-05
Position 53: 9.922493502974091e-06
Position 71: 8.020544963362529e-06
Position 474: 6.753024779156059e-06
Position 434: 3.788815100028839e-06
Position 31: 3.7731746221261755e-06
Position 177: 2.094272140150605e-06
Position 33: 1.8579500554057665e-06
Position 443: 1.642675747766421e-06
Position 541: 1.5292506565869426e-06
Position 191: 1.7844325584459718e-07
Position 453: 1.1056638944115707e-07
Position 478: 8.846954722911329e-08
Position 485: 8.973996009577096e-09
Position 512: 7.913291616404677e-09
Position 500: 9.924838908735795e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 208: 0.9997735246146764
Position 500: 0.00013365441883122248
Position 463: 0.00010862191446070653
Position 229: 6.640076151933471e-05
Position 283: 5.180938461351839e-05
Position 253: 3.688649522948684e-05
Position 214: 3.1882823838970964e-05
Position 460: 2.2814509247827943e-05
Position 191: 2.112898658408358e-05
Position 71: 1.7708890003658398e-05
Position 117: 1.1123215453777906e-05
Position 265: 6.365828996055446e-06
Position 600: 5.258498118616307e-06
Position 287: 3.6050186091438714e-06
Position 430: 2.826340820404188e-06
Position 531: 2.607566041386831e-06
Position 313: 1.213662757484798e-06
Position 565: 1.0763605466133258e-06
Position 526: 5.403601946582873e-07
Position 138: 5.387182942285798e-07
Position 123: 4.1675315739384077e-07
Position 568: 2.831921847613598e-07
Position 424: 2.727898455779133e-07
Position 624: 2.2357686813864888e-07
Position 607: 1.6043714391476198e-07
Position 562: 1.551921280329081e-07
Position 535: 1.4249848580637129e-07
Position 218: 1.0468968952891553e-07
Position 76: 1.0466331199304267e-07
Position 104: 9.82901759836951e-08
Position 79: 9.048660469433439e-08
Position 165: 6.469119209987955e-08
Position 151: 2.5459647759088932e-08
Position 547: 1.7482604678417918e-08
Position 394: 5.459919609348834e-09
Position 584: 5.152072806019842e-09
Position 485: 4.146273832591741e-09
Position 172: 3.070207855658309e-09
Position 541: 2.61774717879137e-09
Position 334: 2.2228948305165492e-09
Position 589: 1.1300320496342612e-09
Position 385: 5.626605856658335e-10
Position 574: 2.4388872158262767e-10
Position 325: 1.2321385568711667e-10
Position 83: 1.4193723107008144e-11
Position 90: 1.4042566416208325e-12
Position 88: 1.3589132573385072e-13
Position 174: 2.0570875909178148e-14
Position 317: 1.38809346242295e-14
