Gene = Bre1
index = 53
Annotated 5SS: [ 137 1493 2497]
Annotated 3SS: [ 339 1606 2548]
SMsplice 5SS: [ 137  833 1493 2497 2752]
SMsplice 3SS: [ 339  884 1606 2548 3820]
top_k =  1000
Partition function (log Z): 7.23598407177232

Sorted 5' Splice Sites (High to Low Probability):
Position 2497: 0.9920086782496659
Position 1493: 0.983403997826121
Position 2752: 0.7273161599021304
Position 833: 0.6279343449670751
Position 137: 0.45496083371438045
Position 254: 0.3870795512663219
Position 29: 0.07950425359020431
Position 4050: 0.06309562223980437
Position 74: 0.04140942259417627
Position 827: 0.03629047540169963
Position 1808: 0.0258997956818637
Position 3498: 0.025362115511754754
Position 3929: 0.014336697525256415
Position 2780: 0.013421237411319422
Position 1545: 0.012842897085216326
Position 431: 0.009695762450357331
Position 844: 0.006340851153947438
Position 2471: 0.005692700247798453
Position 3441: 0.004471660367618337
Position 628: 0.004128174676665506
Position 1281: 0.003945375002273967
Position 491: 0.0038236119316621235
Position 104: 0.0037450275970820662
Position 2977: 0.00374435124187033
Position 2142: 0.002873867448698676
Position 722: 0.002826992622036452
Position 1983: 0.0019594460561212293
Position 3644: 0.0018509180445037653
Position 3972: 0.00184667632970562
Position 1472: 0.0017310412935476964
Position 2280: 0.0016606432432470144
Position 3905: 0.0008885296002684076
Position 116: 0.0008346062923592631
Position 118: 0.0007347526064538987
Position 3774: 0.0006405824164312783
Position 4054: 0.0006073052593930496
Position 1513: 0.0005745273329407514
Position 617: 0.0004999125848771297
Position 620: 0.0004849667702875901
Position 802: 0.0004578209411316335
Position 3913: 0.0004559826694999982
Position 815: 0.0004438104403026564
Position 4073: 0.00041520196828311533
Position 2501: 0.00035786428606586344
Position 4048: 0.00030658537176413305
Position 1988: 0.00030481361543373834
Position 2870: 0.00027843718703548793
Position 2103: 0.00023130564048866014
Position 109: 0.0002146703420166251
Position 800: 0.00021096544490092317
Position 1628: 0.0002019446361829243
Position 2463: 0.00017050919751192742
Position 3527: 0.00017015819990759146
Position 206: 0.00015155204780115797
Position 2008: 0.0001363524818344542
Position 1772: 0.0001221578943382965
Position 3306: 0.00012025883458609189
Position 1861: 0.00011773775687638551
Position 794: 0.00011306600675741951
Position 979: 0.00010899537566029493
Position 4020: 0.00010882239898681481
Position 1087: 0.00010482960249107334
Position 2916: 0.00010169083889753894
Position 2747: 8.671151007211365e-05
Position 3897: 8.320353175687862e-05
Position 1497: 7.999930595284603e-05
Position 3587: 7.216403984999361e-05
Position 3275: 7.171686970290221e-05
Position 3923: 7.120037789811505e-05
Position 3063: 6.693735258196997e-05
Position 3162: 6.382560822242267e-05
Position 2930: 6.02342732946102e-05
Position 2874: 5.9989556352901734e-05
Position 992: 4.7361288986932294e-05
Position 15: 4.5619529731000084e-05
Position 3182: 4.054789569931067e-05
Position 2168: 3.456059335505704e-05
Position 608: 3.184097160236169e-05
Position 1117: 2.926004991852904e-05
Position 2144: 2.8026767140080144e-05
Position 2628: 2.7535725415891706e-05
Position 2447: 2.5380296779645158e-05
Position 4243: 2.4273107503635334e-05
Position 1838: 2.235160676475032e-05
Position 3419: 2.2291023819830444e-05
Position 990: 2.1012017818892546e-05
Position 885: 2.085204327120784e-05
Position 4004: 1.9994139540867988e-05
Position 3380: 1.713671255270514e-05
Position 3008: 1.515999715202215e-05
Position 4229: 1.3542424376649781e-05
Position 167: 1.3003890178999419e-05
Position 31: 9.743100626965295e-06
Position 3674: 9.204257915362436e-06
Position 4235: 8.096158755627054e-06
Position 3167: 7.25933987291189e-06
Position 7: 7.009077026666359e-06
Position 2836: 6.6759055282154865e-06
Position 2633: 6.464327313868381e-06
Position 1549: 5.1134783238892165e-06
Position 1648: 4.287054542043703e-06
Position 4215: 4.154099887720934e-06
Position 188: 3.831402868683402e-06
Position 2288: 2.840634389626367e-06
Position 195: 2.7450083936631644e-06
Position 2379: 2.5025806504883288e-06
Position 733: 2.3438939462961545e-06
Position 141: 1.7275814206483331e-06
Position 463: 1.584478488410766e-06
Position 2505: 1.269770549132104e-06
Position 392: 1.166384072729379e-06
Position 1654: 1.137758859620583e-06
Position 1352: 7.416775185315502e-07
Position 3309: 6.408727833647158e-07
Position 3325: 6.360643936677883e-07
Position 2456: 5.868975206180259e-07
Position 461: 5.408071229955734e-07
Position 2878: 5.135692841213665e-07
Position 3482: 4.5373388020407794e-07
Position 1882: 4.2255480460683806e-07
Position 2219: 4.154441048475111e-07
Position 2594: 4.1463737021126664e-07
Position 3117: 3.957975830909889e-07
Position 3589: 3.9088407212569087e-07
Position 3521: 3.8870992104651235e-07
Position 2430: 2.6294658982374777e-07
Position 3484: 2.5602963294054945e-07
Position 2277: 2.389765344054607e-07
Position 3679: 1.573189556425465e-07
Position 3491: 1.401981219376515e-07
Position 299: 1.0404286942048942e-07
Position 2086: 6.271821132283936e-08
Position 2043: 5.127738783525069e-08
Position 2402: 4.483362319247124e-08
Position 2432: 2.7569969854147797e-08
Position 3529: 1.506777435373908e-08
Position 1634: 9.45566718524388e-09
Position 2020: 7.614571524162372e-09
Position 1676: 7.043793854493489e-09
Position 2178: 6.1941911269568e-09
Position 1396: 5.194934723662701e-09
Position 659: 4.51293221325724e-10
Position 1099: 3.039236973001107e-10
Position 748: 4.9154124303088375e-11
Position 1690: 3.665610707667518e-11
Position 318: 4.678097400601465e-12
Position 349: 1.9671444602144783e-12
Position 339: 2.888169510990894e-13
Position 329: 1.6219382313038318e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2548: 0.9944284635555832
Position 1606: 0.9921881550875234
Position 339: 0.9501804797632232
Position 3820: 0.7596692080956206
Position 884: 0.49965261797216043
Position 902: 0.0821402416046068
Position 4106: 0.05536421564324331
Position 1328: 0.05265687857170535
Position 917: 0.029871413207698132
Position 4138: 0.017001084956095164
Position 1858: 0.015281684695499507
Position 891: 0.014345543749772406
Position 4073: 0.009047748945295966
Position 4009: 0.00835285697525385
Position 136: 0.007604641974896095
Position 1615: 0.007239057898968917
Position 2255: 0.0051412903000616515
Position 1087: 0.0050778623880477795
Position 195: 0.0037476151658484658
Position 670: 0.003690541844149575
Position 3565: 0.0026891719536397273
Position 1891: 0.0025072399427304368
Position 1108: 0.002207942215851195
Position 318: 0.0019504314559549761
Position 2222: 0.0019282226293315325
Position 4053: 0.0018429755032860265
Position 4077: 0.0018412255325051287
Position 1332: 0.001534269371782092
Position 505: 0.0014201272955242387
Position 159: 0.0012424340579691843
Position 2553: 0.0012081919634102936
Position 2308: 0.0011895222418023856
Position 4028: 0.001111450556716406
Position 1861: 0.0010806245948700873
Position 1273: 0.0009950573426514054
Position 2972: 0.0009394942793483637
Position 1294: 0.000878563918683117
Position 2889: 0.0008250123465420178
Position 2836: 0.0007420747222146171
Position 2178: 0.0007364295986457575
Position 640: 0.0006815347007385612
Position 4143: 0.0006648313303250355
Position 2416: 0.0006179602793941636
Position 1144: 0.0005511468333388975
Position 345: 0.0004991076433520544
Position 1981: 0.0004857705647059079
Position 1359: 0.00046088354500172635
Position 2339: 0.0004481578147685428
Position 2567: 0.0004440500199366798
Position 2798: 0.000431750982049518
Position 3249: 0.0004108968848392722
Position 2425: 0.00036666766771859146
Position 4347: 0.0003599243378655076
Position 2038: 0.0003582498681826483
Position 2047: 0.0003493485587321224
Position 535: 0.0003291658891837752
Position 2813: 0.00031049926990246496
Position 1987: 0.0003052492285815469
Position 4048: 0.0002977431907935161
Position 1305: 0.0002882364238842238
Position 109: 0.0002783594140060485
Position 3795: 0.00027306400630584886
Position 177: 0.0002652919136429573
Position 1699: 0.0002624664061080248
Position 3128: 0.0002572976099531604
Position 577: 0.0002460290527984006
