Gene = sowah
index = 1885
Annotated 5SS: [  231  1004  7644 24058 27140 28224 31255 31361 32153 32921 33993]
Annotated 3SS: [  341  7502 24045 27136 28220 31164 31354 32079 32395 33965 34053]
SMsplice 5SS: [  231  1004  7644 31255 32153 32486 33993]
SMsplice 3SS: [  341  7502 31164 32079 32395 33965 34053]
top_k =  1000
Partition function (log Z): 7.244456238281645

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.9895187523066947
Position 33993: 0.9825325115189143
Position 7644: 0.9239801455219677
Position 32153: 0.9216659876427753
Position 32486: 0.8634452501519302
Position 1004: 0.8408832506305866
Position 31255: 0.7569412562160273
Position 20972: 0.27627899214265134
Position 31361: 0.2393772332373349
Position 21261: 0.17845461860019898
Position 33782: 0.16479763170284753
Position 4793: 0.07348258924301303
Position 7615: 0.0702119737783893
Position 2012: 0.060660167194816796
Position 32921: 0.03415502709858755
Position 1841: 0.03200860796448145
Position 1731: 0.028825852048481173
Position 34486: 0.02657794959034159
Position 24058: 0.02568620434839144
Position 22081: 0.021647443276964932
Position 32896: 0.02002676654377912
Position 31892: 0.01949138980546233
Position 170: 0.018578424514044435
Position 26168: 0.017079306961093693
Position 32114: 0.014888829964098519
Position 33551: 0.014834448068830818
Position 31995: 0.014716980128122309
Position 22085: 0.014197658547541394
Position 7214: 0.012401485165968184
Position 6971: 0.011782631615965539
Position 3778: 0.010766003744293475
Position 34261: 0.010654064416190594
Position 14874: 0.01036943480828166
Position 32978: 0.00986758161135231
Position 31989: 0.009769357122841625
Position 10988: 0.009370531223538708
Position 31873: 0.009232200218948165
Position 1975: 0.009207207018736117
Position 2271: 0.008765040285023736
Position 2920: 0.008245848622046477
Position 32692: 0.0075123336227867
Position 31365: 0.007126220758314661
Position 1307: 0.007077158893099536
Position 32490: 0.007044211305301127
Position 33440: 0.00588322755344145
Position 20860: 0.005342386929702693
Position 1120: 0.005254255138691395
Position 33180: 0.0052073810002970025
Position 20987: 0.005132513683861961
Position 24346: 0.00502004348277723
Position 1967: 0.005014570778107063
Position 15723: 0.004945007991099762
Position 21206: 0.004886014819344165
Position 3668: 0.004797411562163482
Position 24916: 0.0047217734461307715
Position 6468: 0.004422766111700391
Position 7210: 0.0044054918431259225
Position 32207: 0.004197265929086478
Position 637: 0.00394795846180246
Position 4563: 0.0037406861096679895
Position 31713: 0.003404480787382542
Position 1213: 0.0033662823098592567
