Gene = smt3
index = 1882
Annotated 5SS: [137]
Annotated 3SS: [258]
SMsplice 5SS: [137]
SMsplice 3SS: [258]
top_k =  1000
Partition function (log Z): -8.587248132921385

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.8237072922054962
Position 28: 0.12599440939831047
Position 631: 0.03979398015568159
Position 584: 0.029716777821345578
Position 366: 0.024377154253786594
Position 178: 0.009417454566453093
Position 771: 0.005864967376045579
Position 779: 0.0030859287009114378
Position 603: 0.00264968835825004
Position 626: 0.0022917245637688187
Position 497: 0.0008090580391813896
Position 392: 0.0005493953290503885
Position 500: 0.0004445675920084522
Position 635: 0.0004373822061680611
Position 253: 0.000321181130008607
Position 183: 0.00030261981707627
Position 198: 0.0001992848378646447
Position 203: 0.00013810689240583655
Position 164: 7.48794791067283e-05
Position 19: 6.966998605247375e-05
Position 88: 6.439382936972629e-05
Position 200: 6.39773520476763e-05
Position 421: 5.91264927234384e-05
Position 190: 4.4690879517090994e-05
Position 56: 1.9795085497812324e-05
Position 477: 1.595940816052409e-05
Position 800: 1.2376147640162341e-05
Position 219: 1.1755236509320436e-05
Position 413: 1.004244897944863e-05
Position 54: 8.796025092521551e-06
Position 416: 7.377427597321498e-06
Position 32: 5.657798802494411e-06
Position 243: 1.8160230768101429e-06
Position 510: 1.6129796424802214e-06
Position 8: 1.1948766579442256e-06
Position 62: 9.761419376901602e-07
Position 804: 8.764513193226966e-07
Position 794: 7.569776255140073e-07
Position 346: 4.653164326558573e-07
Position 43: 1.0189009854467004e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.5054553159821868
Position 317: 0.15079874121194492
Position 826: 0.136129801578817
Position 314: 0.1010006692266729
Position 496: 0.06261200280973335
Position 190: 0.04263304641891236
Position 523: 0.012759240012060564
Position 699: 0.010970054002400332
Position 358: 0.008871567517356092
Position 361: 0.007336039669669733
Position 391: 0.007288721116356308
Position 771: 0.005484502097954002
Position 111: 0.004871940007952156
Position 672: 0.0035097407239524443
Position 403: 0.002548509045502681
Position 427: 0.002129356771256606
Position 685: 0.0014917783153543895
Position 421: 0.0010907544886462205
Position 164: 0.0010020568503758837
Position 287: 0.0006606251939392324
Position 741: 0.0006519676517105644
Position 782: 0.00048249505888392475
Position 136: 0.00019425053263433535
Position 450: 0.00016643059637699352
Position 847: 0.00010933200967680209
Position 726: 9.490615227610465e-05
Position 365: 6.985331364834973e-05
Position 115: 3.069186067135696e-05
Position 635: 2.4779264333145044e-05
Position 327: 2.3742520830069357e-05
Position 433: 1.9323092861992355e-05
Position 376: 1.3088849298522227e-05
Position 436: 1.1519027081331736e-05
Position 595: 1.1126472120665347e-05
Position 454: 8.00298347449097e-06
Position 71: 3.7855917947976453e-06
Position 592: 3.734545350865233e-06
Position 831: 3.1077006093204142e-06
Position 559: 2.8642000297682606e-06
Position 749: 1.8945920993916412e-06
Position 631: 1.7573618824415787e-06
Position 535: 1.699743019619479e-06
Position 626: 1.1787018791068443e-06
Position 81: 8.568002077569042e-07
Position 59: 1.675865741854015e-07
Position 77: 1.6545101450565846e-07
Position 65: 3.358607843576449e-08
Position 68: 2.431910122709453e-08
Position 128: 2.3624908300625276e-08
Position 598: 3.307250385556238e-09
Position 617: 1.0156355454554257e-09
Position 565: 8.734491201208101e-10
Position 370: 6.989543971898545e-11
