Gene = ebd1
index = 1687
Annotated 5SS: [522]
Annotated 3SS: [857]
SMsplice 5SS: [522]
SMsplice 3SS: [857]
top_k =  1000
Partition function (log Z): -6.423075120041838

Sorted 5' Splice Sites (High to Low Probability):
Position 522: 0.9971880667923613
Position 2226: 0.21013651975971329
Position 1038: 0.07791544404702774
Position 1554: 0.010470516015899505
Position 1618: 0.005914091989800057
Position 1536: 0.004332367500902182
Position 1241: 0.0029737722618697563
Position 588: 0.001696027303894909
Position 1265: 0.0012396611998802844
Position 1367: 0.001166605168878329
Position 1599: 0.0008049531665558562
Position 276: 0.0007577891172168592
Position 984: 0.0007418929153751899
Position 377: 0.000630401185274464
Position 1501: 0.0005103602628427472
Position 1376: 0.000434551165748053
Position 824: 0.0003704861547517269
Position 1716: 0.00034982632502072753
Position 781: 0.00023915571464287193
Position 550: 0.00023528871154224583
Position 1071: 0.00022935880135325392
Position 56: 0.00014516417385585325
Position 1899: 0.00014326561382020268
Position 2553: 0.00012943843917616953
Position 272: 0.000126834358837968
Position 634: 9.953042734173083e-05
Position 2335: 9.912271790058809e-05
Position 1896: 7.34694390171562e-05
Position 2198: 6.975561122505466e-05
Position 1218: 6.370618169471604e-05
Position 1212: 5.70068941887338e-05
Position 764: 5.691727858514838e-05
Position 1226: 5.284514803444316e-05
Position 280: 4.373214316365809e-05
Position 1612: 3.8462260021287676e-05
Position 1364: 2.0082206239053466e-05
Position 616: 1.6995667130525328e-05
Position 535: 1.5951820186027405e-05
Position 1944: 1.5776679989103788e-05
Position 306: 1.3417934086198938e-05
Position 176: 1.1628685191100008e-05
Position 640: 7.575256747295502e-06
Position 526: 6.412074717145514e-06
Position 808: 5.617625157789562e-06
Position 320: 4.605489491997743e-06
Position 10: 1.9396976611891748e-06
Position 221: 1.7765021451187908e-06
Position 1656: 1.7382374951159483e-06
Position 103: 1.2707413606574772e-06
Position 1319: 1.1573912408705664e-06
Position 655: 9.368593626156759e-07
Position 1157: 9.167822297414957e-07
Position 72: 8.042821022146165e-07
Position 297: 7.839664635631757e-07
Position 586: 5.23475580014377e-07
Position 205: 4.926203429207086e-07
Position 552: 3.8949208315311096e-07
Position 375: 3.5846449334485717e-07
Position 685: 2.2768352011306992e-07
Position 694: 1.8683010677851174e-07
Position 608: 1.6819494914288684e-07
Position 748: 1.3858980149716736e-07
Position 274: 1.2354099757025823e-07
Position 1083: 1.2129889048755053e-07
Position 1239: 1.0920155433952425e-07
Position 444: 1.0233195031854294e-07
Position 873: 9.436580799652517e-08
Position 27: 7.22369070996379e-08
Position 1128: 6.229839287696788e-08
Position 725: 3.6082453305636394e-08
Position 22: 2.7254941010964232e-08
Position 16: 2.1340384536935477e-08
Position 425: 1.4029794526764542e-08
Position 456: 9.907170353988345e-09
Position 672: 8.691674777262668e-09
Position 728: 6.293939788070562e-09
Position 733: 6.139328859208122e-09
Position 19: 5.115020028447022e-09
Position 853: 6.326107280407717e-10
Position 850: 5.784420983763414e-10
Position 1094: 1.752755931748082e-10
Position 1017: 4.708770248409724e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 857: 0.7344674698733454
Position 2270: 0.19669190981106227
Position 2052: 0.12185088356971593
Position 753: 0.09610460390182235
Position 833: 0.046155172905109336
Position 1877: 0.030668265604414355
Position 1361: 0.0179953331975067
Position 1836: 0.007793967365830842
Position 1105: 0.007445765361723806
Position 2301: 0.006419670389242255
Position 1850: 0.004707354237516474
Position 1749: 0.004313056115216762
Position 578: 0.00398565726223973
Position 2353: 0.002667998926185378
Position 1177: 0.002462110430293309
Position 2497: 0.0021832524773468583
Position 1880: 0.0019787157811615654
Position 1393: 0.0019502346814087954
Position 2381: 0.0015522624637051884
Position 1797: 0.0014838369838923945
Position 2483: 0.0014411258319879641
Position 912: 0.0013819326340159166
Position 1439: 0.0013730332595747001
Position 2411: 0.0013664613112249638
Position 1110: 0.0012684573342123062
Position 915: 0.001044421046431538
Position 1304: 0.0010185823587581422
Position 1573: 0.001008043629795169
Position 717: 0.0009310211376706607
Position 1454: 0.0009174925330140755
Position 1716: 0.0008880380270384743
Position 605: 0.0008879669775224834
Position 431: 0.0008846657179498285
Position 2614: 0.0008713423063227872
Position 949: 0.0008382189969787298
Position 1460: 0.0008353926266775198
Position 1037: 0.0007866409755642636
Position 1405: 0.0007314122612306999
Position 1720: 0.0007243823435130635
Position 1136: 0.0005647763220400675
Position 1414: 0.0005457559827264972
Position 2408: 0.0005073009593858835
Position 2291: 0.0004383136006403834
Position 964: 0.0003959446496353398
Position 2146: 0.0003562611875877834
Position 1307: 0.0003175300129319009
Position 1133: 0.00029477056409840197
Position 1917: 0.0002306468274093486
Position 332: 0.0002087556323190187
Position 1883: 0.00020829918038269498
Position 1428: 0.00020538301428265162
Position 885: 0.00020016333707322082
Position 2372: 0.00019662820813069417
Position 2513: 0.00018070845591853428
Position 2331: 0.0001714966726964843
Position 1690: 0.0001597288913054335
Position 2579: 0.00014766604863167556
Position 1282: 0.00013781819568404216
Position 2621: 0.0001297996830620189
Position 1584: 0.00012230113379682673
Position 624: 0.0001217866221216005
Position 1274: 0.00012168190406790134
Position 2344: 0.00011362556425882547
Position 1424: 0.00010255079949746874
Position 2393: 9.473039185402104e-05
Position 1364: 9.176234232140139e-05
Position 2124: 9.021096194907575e-05
Position 2582: 8.943735294227165e-05
Position 1319: 8.449251669660467e-05
Position 872: 7.509029557532455e-05
Position 1862: 7.173810299951313e-05
Position 1007: 6.091960898163366e-05
Position 205: 5.774491389052947e-05
Position 983: 5.675293285319634e-05
Position 1381: 5.529218773341477e-05
Position 1955: 5.219120083860991e-05
Position 2451: 4.564510651223765e-05
Position 2064: 4.5445002963020816e-05
Position 755: 4.132511865134915e-05
Position 1115: 3.91494092119012e-05
Position 393: 3.5285570466955214e-05
Position 2103: 3.31273000400579e-05
Position 1079: 2.5691819848823255e-05
Position 329: 2.5408916151821034e-05
Position 1581: 2.3604791549925513e-05
Position 648: 1.8271159845330774e-05
Position 1472: 1.6186821570504964e-05
Position 1166: 1.5654193766329804e-05
Position 1982: 1.4870197196805963e-05
Position 2516: 1.4745121440676814e-05
Position 241: 1.3565665153716157e-05
Position 352: 1.352017544677591e-05
Position 110: 1.087225222680436e-05
Position 1928: 1.032594543221426e-05
Position 640: 9.706683278021645e-06
Position 1764: 9.262463044838973e-06
Position 335: 7.567545286243346e-06
Position 1561: 6.966427129750931e-06
Position 425: 6.8039490433307675e-06
Position 1934: 5.655500043222972e-06
Position 263: 5.338818684000306e-06
Position 1489: 4.992901858146206e-06
Position 586: 4.473118160402334e-06
Position 437: 4.151412686390129e-06
Position 1734: 3.6208599347862393e-06
Position 473: 3.5261848378999824e-06
Position 133: 2.6372891130465194e-06
Position 1808: 2.3313621706662825e-06
Position 2210: 2.316819076978418e-06
Position 1235: 2.070497750578601e-06
Position 291: 1.4397726291262897e-06
Position 1325: 1.1841172954563178e-06
Position 224: 1.1059791749215373e-06
Position 1216: 1.0731634939635093e-06
Position 1121: 1.0086297005396696e-06
Position 1013: 6.883667423001779e-07
Position 759: 4.780245748270742e-07
Position 452: 3.188490226357923e-07
Position 55: 3.182866230578076e-07
Position 152: 2.0207795166026978e-07
Position 164: 1.777783416453165e-07
Position 61: 1.284126493314052e-07
Position 90: 1.1541885453262171e-07
Position 467: 1.0966535277723235e-07
Position 93: 8.794411912619616e-08
Position 126: 6.583775069500704e-08
Position 173: 4.187589577362986e-08
Position 442: 3.4137870546488084e-08
Position 114: 3.033747022972748e-08
Position 168: 3.023219095409642e-08
Position 176: 2.4941011236738934e-08
Position 280: 2.13830673527138e-08
Position 482: 2.002861863671878e-08
Position 449: 8.734331785524408e-09
Position 284: 7.572703197410841e-09
Position 141: 7.017348582872061e-09
Position 159: 6.538590591642939e-09
Position 103: 4.29020023644536e-09
Position 500: 3.865475714764611e-09
Position 485: 3.7172126424517836e-09
Position 303: 3.206965715015556e-09
Position 72: 2.3768757030721075e-09
Position 476: 1.1445854478422562e-09
Position 494: 6.19511973929502e-10
Position 515: 5.4328626594812e-10
Position 433: 3.2387852273765355e-10
Position 980: 2.0512059829982566e-10
Position 135: 1.2049899186238104e-10
Position 521: 8.83121838390536e-11
Position 295: 5.962388932760634e-11
Position 535: 5.87555234756482e-11
Position 550: 4.3670274839848035e-12
Position 461: 4.257695477900916e-12
Position 320: 1.4694061092172658e-12
Position 288: 1.9196793979642024e-14
Position 116: 2.226317648691716e-15
