Gene = UQCR-C2
index = 1580
Annotated 5SS: [321 599 959]
Annotated 3SS: [ 464  654 1060]
SMsplice 5SS: [321 599 959]
SMsplice 3SS: [ 464  654 1060]
top_k =  1000
Partition function (log Z): 4.582519033291119

Sorted 5' Splice Sites (High to Low Probability):
Position 599: 0.9980781243239606
Position 959: 0.9883277229621842
Position 321: 0.7892981012222562
Position 387: 0.05223671026508537
Position 773: 0.04046439949648994
Position 10: 0.030149867964394898
Position 197: 0.0032832443131112893
Position 347: 0.0022769465898226757
Position 1303: 0.0018046517409696183
Position 382: 0.0015030971594140986
Position 780: 0.0008973362250581402
Position 224: 0.0008480303926205043
Position 325: 0.0008191297422123049
Position 926: 0.000529474857326613
Position 401: 0.0004426789613766979
Position 995: 0.000309401021819422
Position 904: 0.00029196372532119184
Position 1901: 0.0002591088224190951
Position 119: 0.00023545108015992491
Position 380: 0.00023346259133088712
Position 283: 0.00018643728011540918
Position 33: 0.0001811877730498896
Position 824: 0.00018113794022196118
Position 425: 0.00014902462612720354
Position 546: 0.0001403039332154191
Position 168: 0.00012777829817388724
Position 947: 0.00010009211013659584
Position 112: 8.953163396992519e-05
Position 418: 7.670759604627674e-05
Position 1607: 7.169610771602224e-05
Position 591: 6.870903112955372e-05
Position 1826: 6.112481216265875e-05
Position 543: 6.040825429934468e-05
Position 929: 5.64943790210684e-05
Position 582: 5.534664467356194e-05
Position 525: 5.235655667097874e-05
Position 1545: 3.5807575290557316e-05
Position 1217: 2.7593773453217714e-05
Position 1308: 2.4310078489144945e-05
Position 158: 1.649084805109445e-05
Position 259: 1.5016855643200952e-05
Position 812: 1.4321569915587603e-05
Position 908: 1.3061144373546015e-05
Position 1211: 1.1634958553125872e-05
Position 603: 1.1468279445706698e-05
Position 1704: 9.738310496752364e-06
Position 51: 9.62650606224839e-06
Position 1520: 7.146658507993035e-06
Position 1499: 6.929475285937132e-06
Position 1633: 5.392236834995054e-06
Position 1751: 5.382954970015827e-06
Position 88: 5.050555629316991e-06
Position 1138: 4.9890292566818465e-06
Position 1707: 4.489726115243748e-06
Position 1341: 4.038944843019262e-06
Position 1631: 2.459410294902252e-06
Position 1200: 2.3756314430181807e-06
Position 1621: 2.144598965292341e-06
Position 1725: 1.7802582375332042e-06
Position 102: 1.6779576794413763e-06
Position 1554: 1.3026422794287204e-06
Position 519: 1.270000647378371e-06
Position 573: 1.1521218304662882e-06
Position 299: 9.077629313434977e-07
Position 1874: 8.688300355915573e-07
Position 1915: 5.763303904748794e-07
Position 1549: 5.03214675871726e-07
Position 632: 4.95883546191285e-07
Position 1696: 4.6482194583052413e-07
Position 121: 3.972860546852746e-07
Position 1355: 3.665848316694983e-07
Position 1346: 3.1313744017036145e-07
Position 1264: 1.9698478168655055e-07
Position 1079: 1.686279996227126e-07
Position 615: 1.1906190186196269e-07
Position 1208: 1.0879005540939817e-07
Position 708: 8.50420992242972e-08
Position 1600: 7.529028012395891e-08
Position 673: 3.2945585685791914e-08
Position 1847: 3.245496558139333e-08
Position 506: 3.1602965402819575e-08
Position 513: 3.100398585442966e-08
Position 490: 2.8914664916751577e-08
Position 454: 1.0536418750184613e-08
Position 495: 9.65265464638143e-09
Position 1562: 2.1818166486587157e-10
Position 1595: 2.017052898740782e-10
Position 1559: 1.8413929175627995e-10
Position 1349: 6.062727776474621e-11
Position 1150: 2.8836655146298018e-11
Position 1335: 2.5569305399649736e-11
Position 1175: 9.909176501622236e-12
Position 1511: 1.1093167619773666e-12
Position 1045: 4.928105766607603e-13
Position 1050: 1.2623126996876703e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 654: 0.9984904258499468
Position 1060: 0.9966366509758856
Position 464: 0.8521223001120549
Position 65: 0.020903614715810277
Position 836: 0.01977104817491826
Position 871: 0.0069368094831964355
Position 839: 0.005451329804300327
Position 1138: 0.002431943004568948
Position 108: 0.0020171440212891005
Position 102: 0.0014522635660037602
Position 401: 0.001421327946090674
Position 429: 0.000843721963440142
Position 1366: 0.0008382737338525115
Position 1804: 0.0005568456124078642
Position 239: 0.000467768109421997
Position 369: 0.00044620315778567997
Position 688: 0.00043292218504918585
Position 292: 0.0004311355510752604
Position 432: 0.0003614564165223957
Position 1960: 0.0003285117684368735
Position 1798: 0.00031404224829813124
Position 471: 0.0002729988526332793
Position 524: 0.00019974655550903474
Position 262: 0.00017606533654178924
Position 1420: 0.00016715948820167457
Position 1390: 9.870563835332526e-05
Position 1087: 8.58251605431751e-05
Position 375: 8.003132957146005e-05
Position 1264: 7.321142957886188e-05
Position 772: 6.170050742653193e-05
Position 656: 5.7190172912554697e-05
Position 1732: 4.570355016057273e-05
