Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  1000
Partition function (log Z): 4.988899781629051

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9976692544557415
Position 117: 0.984848534831894
Position 257: 0.8669120137556838
Position 423: 0.18129745368524944
Position 2119: 0.07603392403945218
Position 313: 0.06554487422313673
Position 1818: 0.04496349119360763
Position 430: 0.007660703883964601
Position 97: 0.007042609731056479
Position 1251: 0.005258431906099073
Position 1475: 0.0037132114370344873
Position 394: 0.0032204826104231168
Position 805: 0.002707929386905315
Position 2534: 0.001975219910022119
Position 1724: 0.00192134265647631
Position 282: 0.0018381183879897112
Position 261: 0.0015385301475253376
Position 1855: 0.0010697153264604543
Position 297: 0.0010563986187081625
Position 1843: 0.001016738640761581
Position 317: 0.0010095813835739602
Position 1801: 0.0009409925268850549
Position 1797: 0.000886827803927517
Position 1696: 0.0008185674106032086
Position 1588: 0.0007784317264888015
Position 784: 0.0007721926287406373
Position 1192: 0.0007252272408095951
Position 1548: 0.0007120403144535405
Position 808: 0.0007105649266447659
Position 2158: 0.0006684894956302776
Position 1053: 0.0006440692454305402
Position 383: 0.0006301160981272403
Position 854: 0.0005520975244512072
Position 1137: 0.0005192193442677158
Position 2464: 0.0005007904574839576
Position 368: 0.00042032645612741443
Position 2552: 0.00036649786981621
Position 1710: 0.0002942707165801999
Position 344: 0.00017837090130430814
Position 104: 0.00017648865709522416
Position 1949: 0.0001758293708893623
Position 2797: 0.00015063513742009075
Position 751: 0.00014725616439350772
Position 121: 0.00013350973440902147
Position 1630: 0.000105462321766679
Position 1992: 0.00010080944404831356
Position 1735: 8.551172970087502e-05
Position 2148: 6.741784063165002e-05
Position 400: 6.433887876916129e-05
Position 1608: 6.292387056186333e-05
Position 1167: 6.18801573879385e-05
Position 274: 4.784364393207895e-05
Position 185: 4.4335557173724715e-05
Position 248: 3.249245891505939e-05
Position 79: 2.7946836588242108e-05
Position 671: 2.7825492772182297e-05
Position 1149: 2.7360359741517868e-05
Position 775: 2.6793501749730352e-05
Position 46: 2.4748064216949227e-05
Position 2172: 2.1921006923247964e-05
Position 265: 1.3118790552118008e-05
Position 1524: 1.0539534074133517e-05
Position 336: 9.122620541233277e-06
Position 1522: 8.323015205766108e-06
Position 699: 6.666910451510091e-06
Position 792: 6.435088926779299e-06
Position 1647: 6.421690292007106e-06
Position 1605: 6.257303521371601e-06
Position 837: 5.7613695304817515e-06
Position 1571: 4.646702322916436e-06
Position 67: 3.753913960831146e-06
Position 1765: 2.9466179768455518e-06
Position 1322: 2.852374048443992e-06
Position 896: 2.6004367759578865e-06
Position 1255: 2.3001206045045627e-06
Position 1175: 2.289396576578073e-06
Position 326: 1.9383681224719847e-06
Position 517: 1.8136278089228392e-06
Position 1985: 1.6611728737310545e-06
Position 16: 1.6450236349203325e-06
Position 59: 8.607203406275901e-07
Position 958: 7.430750866107739e-07
Position 453: 6.18857117274823e-07
Position 2090: 3.9357637236815475e-07
Position 997: 3.9314797852588323e-07
Position 741: 3.4623764946999916e-07
Position 629: 2.844190649685032e-07
Position 2344: 2.5995633828648386e-07
Position 489: 1.6155482520922812e-07
Position 1089: 7.755258960626858e-08
Position 1080: 6.39864831626097e-08
Position 1086: 6.06088976723337e-08
Position 464: 4.470413056025135e-08
Position 627: 3.514573331794788e-08
Position 682: 2.2263878617993783e-08
Position 521: 1.872461759690476e-08
Position 146: 1.458867998136514e-08
Position 507: 1.2423056685755175e-08
Position 466: 8.641101401143778e-09
Position 531: 6.727300842611688e-09
Position 1091: 4.79732229224638e-10
Position 1083: 3.4386084021904007e-10
Position 727: 3.2089219939005185e-10
Position 691: 1.3387521603993353e-10
Position 1141: 4.152605733232292e-11
Position 134: 1.376202012286263e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9926696424112703
Position 167: 0.9912658955557324
Position 724: 0.9413341003223997
Position 364: 0.13406555270197956
Position 2343: 0.09143741796675839
Position 1906: 0.04236833765390923
Position 885: 0.011968897845972753
Position 2028: 0.009674651765034249
Position 2184: 0.008728422382894833
Position 1875: 0.005576334695806201
Position 762: 0.004986317685583828
Position 1111: 0.004476076519083978
Position 313: 0.004399044563085417
Position 914: 0.004366317174788426
Position 1738: 0.003846551544083942
Position 2626: 0.002808137357766783
Position 1956: 0.0018805363803732539
Position 2426: 0.0017921129060282086
Position 759: 0.001683351708021167
Position 2463: 0.0010705539040745363
Position 1908: 0.001020192066734125
Position 2025: 0.0009810645757622658
Position 2664: 0.0009691735296800202
Position 1676: 0.0009421350839022099
Position 1302: 0.000935465915548453
Position 2260: 0.0009279550875968748
Position 2685: 0.0006448443200519396
Position 507: 0.0004518997891160003
Position 1928: 0.0004392620614799529
Position 317: 0.00032027519213113063
Position 2545: 0.00024641364147772853
Position 542: 0.00022377362023117303
Position 1080: 0.00022254546587800823
Position 1149: 0.00021147897961999696
Position 2000: 0.0001862182269451941
Position 2858: 0.00015063513742009086
Position 1662: 0.00014511226671883935
Position 813: 0.0001440050844784709
Position 2595: 0.00013766922598419722
Position 931: 0.0001309919696873452
Position 174: 0.00012395480428815966
Position 1137: 0.00010510763042469617
Position 2668: 8.429360551516874e-05
Position 735: 7.625523438777257e-05
Position 1503: 7.48434727194593e-05
Position 281: 7.099768011711971e-05
Position 2005: 6.872495626665527e-05
Position 2423: 6.499554290429828e-05
Position 816: 6.150824121564325e-05
Position 178: 5.589504267684808e-05
Position 1913: 5.2216905289197463e-05
Position 2066: 4.8847697510065265e-05
Position 1023: 4.170121984403278e-05
Position 1306: 3.834241122989743e-05
Position 2062: 3.760467887930791e-05
Position 440: 3.724216427140828e-05
Position 1212: 3.516146459414886e-05
Position 924: 3.406890451493745e-05
Position 2412: 3.089726043990908e-05
Position 1545: 2.57136500280255e-05
Position 627: 2.475627547299074e-05
Position 296: 2.1361460637988183e-05
Position 2265: 2.0100832839365866e-05
Position 775: 1.574535930586794e-05
Position 564: 1.3309159028574383e-05
Position 210: 7.897701338728127e-06
Position 407: 5.709216937454575e-06
Position 220: 4.754064208476964e-06
Position 437: 4.425727471010376e-06
Position 942: 3.3447860390558995e-06
Position 430: 2.311006809478289e-06
Position 1833: 2.2201766729880394e-06
Position 1593: 2.138502953343904e-06
Position 1815: 2.0701538152718353e-06
Position 561: 1.8360840881740618e-06
Position 1830: 1.587222565088661e-06
Position 545: 1.173317842211058e-06
Position 181: 1.1220442856520225e-06
Position 1692: 7.972010937091896e-07
Position 217: 6.986475476236494e-07
Position 1710: 4.841832541813046e-07
Position 112: 2.923483754078117e-07
Position 573: 2.1202127051987083e-07
Position 453: 1.277193811376491e-07
Position 59: 8.756201972764108e-08
Position 261: 5.835862911485134e-08
Position 97: 4.1514210873055875e-08
Position 644: 3.0661186522199715e-08
Position 184: 2.3004440926560186e-08
Position 656: 1.9914644527558694e-08
Position 374: 1.1059526159762081e-08
Position 653: 4.496271455554468e-09
Position 1167: 4.0067594565340785e-09
Position 400: 3.491857158762046e-09
Position 79: 3.231810709254836e-09
Position 1125: 1.9904984059623224e-09
Position 1146: 1.239526131711878e-09
Position 678: 1.2186808719567775e-09
Position 1314: 9.73391020127484e-10
Position 1368: 2.5311299636874074e-10
Position 73: 2.0351683374098913e-10
Position 116: 9.150045314344229e-11
Position 792: 6.108685438266032e-11
Position 64: 2.7934062267404938e-11
Position 1383: 1.648197409617531e-11
Position 114: 8.787868112776565e-12
