Gene = Slmap
index = 1504
Annotated 5SS: [ 181 2062 5611]
Annotated 3SS: [ 748 5049 5669]
SMsplice 5SS: [ 181 5611]
SMsplice 3SS: [5049 5669]
top_k =  1000
Partition function (log Z): -5.687944776980914

Sorted 5' Splice Sites (High to Low Probability):
Position 5611: 0.8231275190930923
Position 181: 0.7190841197666191
Position 4821: 0.3897157622620002
Position 2062: 0.3515939282079517
Position 210: 0.2160437284518558
Position 4943: 0.13795010630708102
Position 5001: 0.10042355225373004
Position 5401: 0.06839353692026424
Position 5983: 0.06243857934324263
Position 4991: 0.05654455483231023
Position 1499: 0.051091578080977834
Position 1477: 0.04221210529385263
Position 5867: 0.028678292286544272
Position 1382: 0.027020763339222424
Position 4791: 0.019475352969176983
Position 1508: 0.013803084464286413
Position 5344: 0.009548590277854018
Position 4734: 0.009267505559848586
Position 5187: 0.00912363312622653
Position 1696: 0.0090212847327115
Position 5871: 0.00889293638618863
Position 1580: 0.008656943359022716
Position 749: 0.00751872151526625
Position 1123: 0.005168987514925603
Position 56: 0.00456096551327549
Position 3686: 0.004439505295078992
Position 5823: 0.0043054812803561765
Position 5250: 0.003786949238735638
Position 85: 0.0036052098442138935
Position 6262: 0.0034919616124002187
Position 6227: 0.0032108929840382427
Position 522: 0.0030197918677411875
Position 526: 0.0027981087132515755
Position 199: 0.0024816115895409862
Position 518: 0.0022871263288288196
Position 514: 0.002070581460022629
Position 6109: 0.001952654093116042
Position 5797: 0.0016567965151585732
Position 6424: 0.001578951837204606
Position 142: 0.0015431727596702891
Position 510: 0.0013664311437821168
Position 1720: 0.0013436035934075074
Position 697: 0.001225094082304797
Position 6220: 0.0012123475479074693
Position 5626: 0.0010638976875949288
Position 135: 0.0008768980998477199
Position 476: 0.0007019787451306116
Position 5209: 0.0006840625595629672
Position 4271: 0.0005934503248485945
Position 3855: 0.0005739253099381325
Position 5430: 0.0005091493148729307
Position 315: 0.0004168219112717771
Position 6073: 0.0003923184410430397
Position 1288: 0.00037777688789708596
Position 5895: 0.0003474879899944728
Position 1210: 0.0003381496966444341
Position 1058: 0.00030355265731504344
Position 1222: 0.00029033536035968124
Position 1616: 0.00028345097428919796
Position 5587: 0.0002646730149790932
Position 1643: 0.00026113591364826215
Position 3523: 0.00024070914479929398
Position 1532: 0.0002126341011466449
Position 3759: 0.00018827536710030042
Position 5565: 0.0001790814498133599
Position 766: 0.00017320352323663905
Position 93: 0.00016473016436290225
Position 530: 0.00016040005299949997
Position 546: 0.00013299728596433447
Position 5292: 0.000132956606195083
Position 2855: 0.00010831981293713729
Position 4230: 0.00010761738759221461
Position 1537: 0.00010708433048025687
Position 3457: 0.0001066217137811286
Position 952: 0.00010191730500692702
Position 2945: 9.955478133557998e-05
Position 695: 9.674066165675789e-05
Position 2695: 9.228613683404121e-05
Position 5113: 9.109563690541934e-05
Position 2674: 7.051407711061306e-05
Position 761: 6.520366376271147e-05
Position 111: 6.469422900328547e-05
Position 4016: 5.906433888334663e-05
Position 1388: 5.410279124230642e-05
Position 2954: 5.226037927728504e-05
Position 2217: 5.135114628370599e-05
Position 1238: 4.737025072531583e-05
Position 1258: 4.661002207950788e-05
Position 4153: 4.454439649534501e-05
Position 2159: 4.322449913695097e-05
Position 1127: 3.658201358962078e-05
Position 488: 3.520937385993062e-05
Position 367: 3.353882706958352e-05
Position 4125: 2.911857871024711e-05
Position 1566: 2.543998800819244e-05
Position 3023: 2.2985269311726085e-05
Position 434: 2.2375533006754816e-05
Position 1342: 2.1170321579639374e-05
Position 1431: 2.0583090574488582e-05
Position 258: 1.9154579255033472e-05
Position 1783: 1.8643864935517063e-05
Position 2932: 1.7808192630262286e-05
Position 355: 1.7055154784197878e-05
Position 3600: 1.5602856220337067e-05
Position 22: 1.4429394159292912e-05
Position 652: 1.0974575989335446e-05
Position 192: 1.0830918202707262e-05
Position 275: 1.0756660821990718e-05
Position 1071: 9.782789105006905e-06
Position 668: 9.047388494513808e-06
Position 104: 8.676529021051583e-06
Position 658: 8.033587432387917e-06
Position 284: 6.868648345226423e-06
Position 610: 5.800568770126258e-06
Position 218: 4.8467166177989945e-06
Position 677: 4.643632694962441e-06
Position 2517: 4.145851338701024e-06
Position 1216: 3.968899083235712e-06
Position 5271: 2.2118235325521426e-06
Position 1109: 1.5007439197198658e-06
Position 1638: 1.4367346517625445e-06
Position 1365: 1.2290740674111837e-06
Position 1271: 8.555631523742146e-07
Position 5546: 8.121447029053223e-07
Position 550: 7.629986900611977e-07
Position 361: 6.566937808699049e-07
Position 9: 4.957158208287207e-07
Position 564: 3.6658136526116855e-07
Position 441: 3.4588202772678774e-07
Position 332: 2.588672153190945e-07
Position 2247: 2.05368759648634e-07
Position 11: 1.7035836969550935e-07
Position 6080: 1.2444737929978362e-07
Position 1150: 1.0174827978215503e-07
Position 792: 6.452610108271831e-08
Position 2255: 6.059850161824428e-08
Position 87: 4.87214683239181e-08
Position 1242: 2.009354236299128e-08
Position 2642: 1.7743425103512636e-08
Position 717: 1.5402539866765494e-08
Position 561: 1.1356254247827046e-08
Position 737: 9.628164848630621e-09
Position 29: 5.7759445231521935e-09
Position 4: 5.16666024966959e-09
Position 753: 4.293969590653848e-09
Position 778: 4.0069165339952676e-09
Position 548: 2.0277232496301765e-09
Position 827: 1.197367992085564e-09
Position 364: 2.372787063392332e-10
Position 772: 4.271287265340845e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5049: 0.9796760869439363
Position 5669: 0.5567248407058253
Position 748: 0.3407668809478546
Position 4659: 0.32549077830735795
Position 5697: 0.23188741903627685
Position 4627: 0.19089805289671113
Position 4868: 0.1728156748861799
Position 6197: 0.06967274722983163
Position 5476: 0.0512185807771681
