Gene = Tif-IA
index = 1560
Annotated 5SS: [ 439  978 3810 4046 8027]
Annotated 3SS: [ 495 3317 3869 7776 8083]
SMsplice 5SS: [ 439 3810 4046 8027]
SMsplice 3SS: [3317 3869 7776 8083]
top_k =  1000
Partition function (log Z): -0.5503808139966655

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.9956171138257277
Position 3810: 0.9273955317567162
Position 8027: 0.899969491248401
Position 4046: 0.8713823140363847
Position 978: 0.6120551011695999
Position 2426: 0.27267996640365255
Position 3457: 0.2525959901608555
Position 67: 0.18632269514988498
Position 1493: 0.069890702327809
Position 4821: 0.056395399656766
Position 1507: 0.03669789610333586
Position 793: 0.0357297417514528
Position 1522: 0.03176725392774527
Position 608: 0.02315418907102773
Position 900: 0.023017928546741857
Position 5097: 0.014677629453356388
Position 1195: 0.013643056796972444
Position 2357: 0.011461173877667171
Position 4810: 0.011431913284041363
Position 4117: 0.011233733019968667
Position 4946: 0.008843484001904746
Position 5779: 0.008706154507326983
Position 4919: 0.008413393845484552
Position 239: 0.008406918462254916
Position 5541: 0.004903100957853698
Position 4568: 0.004824403078573353
Position 763: 0.004215118907452117
Position 8024: 0.0038405950057845938
Position 4880: 0.0036188799788334676
Position 8016: 0.0035768178351750276
Position 921: 0.00345720499906615
Position 2685: 0.0032956723767136433
Position 1477: 0.003254028898252053
Position 3903: 0.0027558141133964325
Position 3064: 0.0025992821680816307
Position 53: 0.0023289437794494893
Position 4442: 0.0023008113162694206
Position 655: 0.0020857378396583756
Position 2482: 0.00189271716847443
Position 1868: 0.001779451915767382
Position 5265: 0.0013804573975689518
Position 159: 0.0013241393146197324
Position 3610: 0.001221051838395659
Position 5876: 0.0011794073575249876
Position 8031: 0.0011564983914831414
Position 505: 0.0011467409132349831
Position 146: 0.0011299082917180063
Position 4416: 0.0009107441593647253
Position 4216: 0.0008450481331546462
Position 913: 0.0006954418971206536
Position 5798: 0.0006591506966692263
Position 2763: 0.0006221264650756132
Position 641: 0.0006156118155000376
Position 906: 0.0005949483794194519
Position 2455: 0.0005924214105477827
Position 4825: 0.00048410524933059586
Position 4885: 0.00037931287323019906
Position 2309: 0.0003133532532414978
Position 2251: 0.0003055069247423584
Position 5159: 0.00029773571707516735
Position 189: 0.0002537742380051734
Position 2149: 0.00017794051506524072
Position 3679: 0.00017690379444269952
Position 1556: 0.00017534109632948925
Position 460: 0.00017210665836351187
Position 1677: 0.00016088599978646536
Position 85: 0.00015534512591368926
Position 4325: 0.00015182173880451855
Position 579: 0.00014045524556364762
Position 1633: 0.00013995693567963262
Position 3760: 0.00013075266838926184
Position 3487: 0.00012559919538418239
Position 280: 0.0001229958805301242
Position 3675: 9.077847252190304e-05
Position 889: 8.755913533335878e-05
Position 3421: 8.559028370627536e-05
Position 1497: 8.19372911789566e-05
Position 508: 8.018596473780394e-05
Position 1289: 7.566051111314323e-05
Position 3820: 7.424089368828561e-05
Position 1221: 6.553708484721575e-05
Position 1155: 6.391458275123342e-05
Position 3022: 6.137862297224847e-05
Position 3970: 6.005207183688587e-05
Position 3982: 5.993906862933314e-05
Position 2932: 5.83819799128929e-05
Position 3994: 5.480044138464768e-05
Position 4080: 5.2014883846774645e-05
Position 562: 5.0875508071981496e-05
Position 774: 4.795192307940755e-05
Position 464: 4.454644384308769e-05
Position 982: 4.415566941561695e-05
Position 1834: 4.226663626419348e-05
Position 1889: 3.389779906479236e-05
Position 1430: 3.349610332837232e-05
Position 443: 3.1656924778321e-05
Position 4252: 2.9310021312287542e-05
Position 817: 2.3953548972264314e-05
Position 3742: 2.0681003189416034e-05
Position 882: 1.925239467787065e-05
Position 163: 1.909798760611786e-05
Position 568: 1.889492349983568e-05
Position 4193: 1.4348547147064888e-05
Position 4311: 1.4235274890446552e-05
Position 967: 1.3769739664700958e-05
Position 1093: 1.2155216924386775e-05
Position 1330: 1.2116988968426199e-05
Position 250: 1.1959729283149888e-05
Position 165: 1.1345445568114254e-05
Position 476: 9.687796145889084e-06
Position 3436: 9.311303826161696e-06
Position 319: 7.791188294435064e-06
Position 1171: 7.283904654452907e-06
Position 1134: 2.6737474951031436e-06
Position 1360: 2.4575318689772886e-06
Position 1368: 2.2591086892589792e-06
Position 739: 2.215704264647792e-06
Position 538: 1.9934685899736944e-06
Position 270: 1.5419679593204086e-06
Position 397: 1.1201066706087108e-06
Position 1906: 1.1040820806368296e-06
Position 955: 9.211040949358142e-07
Position 361: 7.792986095570486e-07
Position 1189: 5.75369704116443e-07
Position 405: 4.779990079198458e-07
Position 571: 4.3631885917546216e-07
Position 3388: 4.123893964967955e-07
Position 585: 2.503780966549352e-07
Position 1299: 1.8649150097165705e-07
Position 225: 1.694975959663028e-07
Position 1595: 3.8797741954610904e-08
Position 367: 1.020936250676597e-08
Position 304: 4.382898963570151e-09
Position 685: 4.479259231835704e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7776: 0.9607929031879675
Position 3869: 0.8898629097937446
Position 8083: 0.8169243650335581
Position 3317: 0.8119971788199835
Position 495: 0.5181310645073142
Position 2271: 0.24418052652078737
Position 3510: 0.10528598882073135
Position 556: 0.10121477858824787
Position 3668: 0.09242997025482193
Position 668: 0.09069731107608767
Position 8123: 0.08959351981743284
Position 136: 0.08529399010406304
Position 267: 0.08418348725567715
Position 1038: 0.08267234510577001
Position 4498: 0.07008115591601302
Position 3063: 0.0469303444452095
Position 1078: 0.045540204903464054
Position 3203: 0.029571890098808916
Position 1340: 0.02764906291207287
Position 4083: 0.025592339469020484
Position 1055: 0.024186730125357193
Position 7851: 0.020579360788948516
Position 3585: 0.018398213106842625
Position 2115: 0.01573697662959168
Position 3892: 0.011724809743716662
Position 844: 0.011267907764437904
Position 163: 0.011013074765230836
Position 7411: 0.010432004805478358
Position 3331: 0.01030300833814411
Position 3545: 0.009362893424668678
Position 294: 0.007934084931110901
Position 2170: 0.0069433429224600995
Position 5540: 0.0068857393399458814
Position 189: 0.006698168733194521
Position 1434: 0.006413875554577144
Position 3548: 0.006093784745000747
Position 2288: 0.005712784021860144
Position 504: 0.005388948130533467
Position 8176: 0.0043462687879694305
Position 4672: 0.003764551771011673
Position 340: 0.0030386963007587387
Position 2480: 0.0028909908613742852
Position 2708: 0.0027646197697002955
Position 4760: 0.0027395052634736
Position 523: 0.0026615997419707784
Position 879: 0.002476001979389934
Position 5367: 0.002076657775479199
Position 1403: 0.0014480881170577265
Position 3349: 0.001409830297736675
Position 1721: 0.0014094741184639181
Position 3067: 0.0012792899381655171
Position 2859: 0.0010395741838371705
Position 793: 0.0010372953985263917
Position 6545: 0.000909661232469681
Position 5712: 0.0008654504443624058
Position 1650: 0.0007830797609163798
Position 3036: 0.0007390415131460337
Position 4141: 0.000693915254024528
Position 8125: 0.000605993311651805
Position 4652: 0.0005959827160260945
Position 198: 0.0005462924674656765
Position 4754: 0.0005061925824305638
Position 4682: 0.000505434546609612
Position 2193: 0.0004719830048253406
Position 1919: 0.00046285217171675516
Position 1556: 0.00045206599384251125
Position 2862: 0.0004492134177294613
Position 928: 0.0004196254106863164
Position 5518: 0.00041617075012474237
Position 967: 0.00038281175280850004
Position 4658: 0.0003501846382761878
Position 3364: 0.000334336296334055
Position 1935: 0.0003136543561225654
Position 600: 0.00030086076570257493
Position 685: 0.00025277045723764427
Position 1957: 0.0002141883911575844
Position 4996: 0.00020597668962093
Position 1595: 0.00019465911389968688
Position 1996: 0.00019026079630235138
Position 243: 0.00016582521841057132
Position 5014: 0.00014209685481738759
Position 3922: 0.00013993476383226705
Position 345: 0.0001238487508117283
Position 576: 0.00011762933985364746
Position 319: 0.00010396009857189486
Position 6554: 6.489059616546896e-05
Position 1125: 6.188142298500833e-05
Position 1194: 5.860424891399904e-05
Position 2386: 5.5471033636553224e-05
Position 1012: 4.642130833774751e-05
Position 5896: 4.40829436368332e-05
Position 949: 4.354916091588914e-05
Position 718: 4.321480322908901e-05
Position 6219: 3.9797424365986855e-05
Position 6899: 3.963819087920833e-05
Position 6264: 3.8599847005039925e-05
Position 5973: 3.7532108635741556e-05
Position 6779: 2.2529130444730166e-05
Position 6515: 1.7984552935461763e-05
Position 239: 1.655269315911354e-05
Position 376: 1.2455829699818109e-05
Position 355: 1.2357391333353274e-05
Position 342: 8.860833875285208e-06
Position 5958: 8.738527071973862e-06
Position 898: 7.433936157050716e-06
Position 4361: 7.187673495898554e-06
Position 361: 6.890536363994507e-06
Position 5829: 6.54730188172774e-06
Position 5289: 6.470424351376049e-06
Position 1706: 6.06541280563596e-06
Position 5203: 5.731805224288921e-06
Position 206: 5.648361178338524e-06
Position 5477: 5.261012178076941e-06
Position 1088: 5.209654773032976e-06
Position 379: 5.167804113236769e-06
Position 4319: 4.864210379091419e-06
Position 3945: 4.62463442090472e-06
Position 4322: 4.451856239706267e-06
Position 605: 3.934088496265699e-06
Position 608: 2.23917901510535e-06
Position 3942: 1.9776465080084844e-06
Position 402: 1.3495680473511364e-06
Position 4224: 1.3206087495726463e-06
Position 625: 1.1242367692358422e-06
Position 759: 1.0593433195253416e-06
Position 4199: 1.0095447624536833e-06
Position 3835: 8.357792179141688e-07
Position 4024: 6.416335227337388e-07
Position 430: 4.804560275776872e-07
Position 1085: 1.6263042206368472e-07
Position 405: 1.1644036480840892e-07
Position 427: 1.1362613603339847e-07
Position 613: 3.644030859293361e-08
Position 1413: 2.278510723312868e-08
Position 615: 1.518202899267345e-09
Position 437: 1.44155822149047e-10
Position 443: 3.0675802971078684e-17
