Gene = rhea
index = 1856
Annotated 5SS: [15322 16617 17085 17336 17474 18036 18188 18634 19095 23744 24001 26084
 26661 27677 28472]
Annotated 3SS: [16357 16685 17143 17394 17531 18098 18544 18977 19155 23809 25966 26144
 27016 27896 28529]
SMsplice 5SS: [   32 10971 16617 17085 17336 17474 18036 18188 18634 19095 19528 23744
 24001 26084 26661 27677 28472]
SMsplice 3SS: [10729 16357 16685 17143 17394 17531 18098 18544 18977 19155 23338 23809
 25966 26144 27016 27896 28529]
top_k =  1000
Partition function (log Z): 50.09997881472203

Sorted 5' Splice Sites (High to Low Probability):
Position 26084: 0.9997218677217656
Position 19095: 0.999717351286506
Position 26661: 0.9990628917090615
Position 17336: 0.9986281713084051
Position 24001: 0.998575395356318
Position 18036: 0.9972827449974314
Position 23744: 0.9955183671461422
Position 18188: 0.9954582357848293
Position 16617: 0.9901184290993567
Position 17085: 0.9876275439399083
Position 18634: 0.970384885056125
Position 28472: 0.9702664180898868
Position 10971: 0.9628181695760901
Position 17474: 0.9512417313163287
Position 27677: 0.3531366163908156
Position 18907: 0.3057076345484265
Position 32: 0.2943126082733122
Position 19528: 0.24521133486557936
Position 19360: 0.2239322429159712
Position 89: 0.22299522447226597
Position 11916: 0.2173931106544524
Position 28649: 0.20961780643872424
Position 27180: 0.19668146014915522
Position 438: 0.1878713844726602
Position 28078: 0.1791003605645213
Position 462: 0.13044484856732605
Position 19234: 0.11452537248822095
Position 27652: 0.09189748036141256
Position 25521: 0.07615251651174386
Position 10590: 0.07155192086598985
Position 13646: 0.07099856629951895
Position 28821: 0.06439743002861342
Position 19372: 0.06268319602609386
Position 249: 0.0602394021866198
Position 835: 0.047935750679031046
Position 19532: 0.046423657151103546
Position 28204: 0.041942343370618654
Position 25252: 0.03961114148616113
Position 19724: 0.03889152740422235
Position 27098: 0.03588751717631303
Position 24254: 0.0329957302079382
Position 27350: 0.029222958677985616
Position 1875: 0.028495819919974776
Position 27642: 0.027392872082496748
Position 27504: 0.026476017073634995
Position 27840: 0.02586804067958191
Position 16827: 0.025831196286780177
Position 23059: 0.025695264176451467
Position 19576: 0.022828534027690896
Position 27587: 0.022172880729904153
Position 25: 0.02138714187090417
Position 20215: 0.02044628297308618
Position 753: 0.019468965273226318
Position 12410: 0.016366159242567582
Position 1010: 0.015674208983895408
Position 20071: 0.01218380976011565
Position 12143: 0.011472682153034383
Position 19957: 0.011021183780498094
Position 25860: 0.011005792896010915
Position 20044: 0.010928605607300043
Position 10981: 0.010772778708396864
Position 26944: 0.010382806842002979
Position 27263: 0.01024967617253689
Position 19202: 0.010149039058999514
Position 12534: 0.010031160787187967
Position 24231: 0.008540267710124746
Position 446: 0.008538837539398342
Position 24319: 0.00767320034233547
Position 12087: 0.007624078051946145
Position 656: 0.007534662513881616
Position 591: 0.007471504227190395
Position 12551: 0.007370214931799785
Position 27543: 0.007291251817484636
Position 27824: 0.007208892597598351
Position 11793: 0.007175084396963318
Position 7332: 0.007162657072962471
Position 12543: 0.006947270469240601
Position 9576: 0.0069379339359044705
Position 12547: 0.006644986313608962
Position 27817: 0.006501022106659809
Position 17013: 0.005898281844717367
Position 24964: 0.005859800202548627
Position 16621: 0.005764784563586763
Position 442: 0.0056561595006632374
