Gene = Aprt
index = 23
Annotated 5SS: [329 697]
Annotated 3SS: [458 770]
SMsplice 5SS: [697]
SMsplice 3SS: [770]
top_k =  1000
Partition function (log Z): -3.419972809849764

Sorted 5' Splice Sites (High to Low Probability):
Position 697: 0.9505466471135413
Position 329: 0.5370495680342223
Position 416: 0.07879174170801784
Position 180: 0.06996580262461584
Position 692: 0.04358179158527475
Position 885: 0.010588973221363585
Position 349: 0.00874223244634545
Position 166: 0.005525762579639058
Position 427: 0.0036670160440236584
Position 123: 0.0031156313374853706
Position 155: 0.0022655916702122663
Position 687: 0.0014261451393663075
Position 980: 0.0010541770473509761
Position 989: 0.001000358056713061
Position 963: 0.0009847131179327954
Position 419: 0.0006526304658780718
Position 1001: 0.0004163734106750745
Position 425: 0.00032297590657809176
Position 701: 0.0002772635005337156
Position 553: 0.000257997524321579
Position 202: 0.00023984416046443654
Position 187: 0.00020334759419652636
Position 138: 0.00015346894815866234
Position 536: 9.938817053651067e-05
Position 559: 7.732814427918164e-05
Position 494: 7.62945077745865e-05
Position 273: 6.909425537024248e-05
Position 847: 6.551154746186923e-05
Position 58: 6.421765231116061e-05
Position 661: 4.400077408641837e-05
Position 51: 4.1800116960323885e-05
Position 372: 3.7699909507544676e-05
Position 226: 3.401399633022177e-05
Position 293: 2.2597072582111603e-05
Position 333: 1.3058918110725802e-05
Position 927: 1.211734238514398e-05
Position 912: 1.0072096700207103e-05
Position 940: 8.740405663178343e-06
Position 323: 8.643129466693744e-06
Position 664: 7.709917858230527e-06
Position 498: 5.193732221079092e-06
Position 517: 3.902885728873056e-06
Position 118: 2.3336335416179372e-06
Position 1112: 2.2210453044388296e-06
Position 458: 1.1433961213711052e-06
Position 915: 9.984129516345229e-07
Position 816: 9.367253794419028e-07
Position 670: 7.360907631617337e-07
Position 439: 6.89130665592783e-07
Position 889: 5.628568300193816e-07
Position 60: 4.1175060752812594e-07
Position 339: 1.662100755312634e-07
Position 900: 1.1238936950053869e-07
Position 1165: 5.315907857426935e-08
Position 496: 2.060749211845031e-08
Position 623: 5.065777429087658e-09
Position 743: 1.5747556427037764e-10
Position 819: 7.051197159190553e-12
Position 894: 1.2101973699339905e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9921884620152256
Position 601: 0.3750949555367813
Position 489: 0.17730370873905127
Position 458: 0.06402808256732487
Position 250: 0.05830491046051311
Position 415: 0.020651337860985105
Position 229: 0.007688925987951074
Position 1135: 0.00439504099337579
Position 1107: 0.004108601500621104
Position 1061: 0.003334939211924946
Position 536: 0.0028001645406425437
Position 803: 0.0026776797774265343
Position 226: 0.0018222115186218397
Position 1041: 0.0016744578135743555
Position 840: 0.0012624460305743143
Position 846: 0.0008701637201105447
Position 1214: 0.0004530112725916773
Position 311: 0.00045172864395046477
Position 1202: 0.00036380637097448984
Position 1195: 0.0002328355290542393
Position 472: 0.00020583835631069966
Position 552: 0.00016905000382736056
Position 884: 0.00016806608678460056
Position 314: 0.00013829184838111335
Position 740: 0.00011017349511318105
Position 980: 0.00010534591037484945
Position 356: 0.000105195241567363
Position 642: 0.00010407895291187411
Position 816: 9.508252608889742e-05
Position 284: 9.211736204466406e-05
Position 1065: 7.68057622587131e-05
Position 733: 7.243361168006247e-05
Position 103: 6.0574550358859444e-05
Position 639: 5.105624443677894e-05
Position 202: 4.54108032149784e-05
Position 1009: 4.1613076144735905e-05
Position 258: 4.1327117649290754e-05
Position 372: 3.8222249071581015e-05
Position 187: 1.6418312540946358e-05
Position 938: 1.4415617523788506e-05
Position 278: 1.4199257297351377e-05
Position 949: 1.0854475689335381e-05
Position 138: 9.11858386147439e-06
Position 280: 7.620026763827145e-06
Position 115: 7.376526612846616e-06
Position 609: 6.176362438496639e-06
Position 963: 4.8706292796854e-06
Position 546: 4.803313982618727e-06
Position 927: 4.677478134795519e-06
Position 263: 3.261876676891859e-06
Position 348: 2.673875375077576e-06
Position 648: 2.1738589552644487e-06
Position 293: 1.6783070438369112e-06
Position 166: 1.21342958824291e-06
Position 782: 7.036282306924948e-07
Position 267: 4.456724823058477e-07
Position 687: 3.480537922994338e-07
Position 170: 3.440661393567222e-07
Position 333: 2.0112463630505532e-07
Position 661: 4.349898288654217e-08
Position 158: 4.120812754338131e-08
Position 363: 1.2833132979677867e-08
Position 238: 3.1361427704816206e-09
Position 397: 7.92255728474739e-12
