Gene = Clamp
index = 1078
Annotated 5SS: [ 256  764 1024 1507 1841 2094]
Annotated 3SS: [ 499  822 1076 1566 1889 2155]
SMsplice 5SS: [ 256  764 1024 1507 1841 2094]
SMsplice 3SS: [ 499  822 1076 1566 1925 2155]
top_k =  1000
Partition function (log Z): 6.071055051043886

Sorted 5' Splice Sites (High to Low Probability):
Position 764: 0.997693372128925
Position 1507: 0.9821549483379958
Position 2094: 0.8857514413973553
Position 256: 0.8717766309709892
Position 1841: 0.6487489090809289
Position 1024: 0.6182606957769544
Position 2581: 0.33265680562898253
Position 1812: 0.1888067530340664
Position 970: 0.1155301052686083
Position 1110: 0.10804196168993688
Position 403: 0.0423117054940236
Position 1028: 0.029411988582147906
Position 3058: 0.02840290804904774
Position 1681: 0.01625275126699143
Position 387: 0.014892080087843408
Position 1800: 0.01243940445927536
Position 3292: 0.007960737450999173
Position 2382: 0.007791982319160838
Position 1654: 0.007159856406056576
Position 2609: 0.00711740326812496
Position 997: 0.006373360193116143
Position 3089: 0.005751085036976921
Position 2044: 0.0033768382583228927
Position 2408: 0.0032307064281307464
Position 1510: 0.0027660790853479725
Position 377: 0.0027149252970156135
Position 2477: 0.0027048723485721387
Position 234: 0.002615749251671898
Position 1434: 0.0022672396481206642
Position 1279: 0.002083993477662033
Position 407: 0.001998146923214654
Position 2571: 0.0018253359504747959
Position 291: 0.0017457348402565148
Position 2324: 0.0016416087943436667
Position 249: 0.001521669158903633
Position 1845: 0.0014636165908284995
Position 1103: 0.0014258875329062819
Position 2899: 0.001373831033617633
Position 2818: 0.0013123253732675387
Position 3129: 0.0012918332500471315
Position 1767: 0.0011750417936838143
Position 1233: 0.0010458584197580423
Position 2941: 0.0009921022232480163
Position 87: 0.0009891792895620718
Position 69: 0.0009816023615182128
Position 286: 0.0009275930341268452
Position 48: 0.0009124249326154435
Position 947: 0.0009069488134187405
Position 1513: 0.0007762497726420857
Position 299: 0.0007581915328557304
Position 1943: 0.0007549411828387937
Position 1830: 0.0007462232682623882
Position 355: 0.0006665977903917326
Position 2245: 0.0006343419477443913
Position 1890: 0.0005478145607746306
Position 244: 0.0004980202603582736
Position 1824: 0.0004644736905043368
Position 123: 0.00034590506134879505
Position 768: 0.00032840481002250325
Position 1761: 0.0003123276615093212
Position 2585: 0.00027606216256791577
Position 563: 0.0002700261204712994
Position 75: 0.00023814147975598926
Position 1685: 0.0002371657356086251
Position 1338: 0.00022663067159374418
Position 1105: 0.00021760175695405954
Position 2010: 0.00021153572063027564
Position 2991: 0.00020927674438541658
Position 546: 0.00020887846708942
Position 220: 0.00020582692535878243
Position 1964: 0.00019205874935547337
Position 2238: 0.00018484298043649
Position 1758: 0.00014805173905667803
Position 2675: 0.00014294604946911663
Position 1994: 0.00013163685161667027
Position 345: 0.00012538911173790558
Position 239: 0.00012237759737594448
Position 2240: 0.00010398404365149077
Position 3086: 9.705056170938689e-05
Position 1928: 8.741596140926111e-05
Position 445: 7.70384876861777e-05
Position 574: 7.221042219021497e-05
Position 2595: 7.095354767692883e-05
Position 17: 6.540637619904365e-05
Position 2523: 5.6150711014873676e-05
Position 3266: 5.4509041852089614e-05
