Gene = zetaCOP
index = 1937
Annotated 5SS: [  74  499 1102]
Annotated 3SS: [ 130 1010 1712]
SMsplice 5SS: [  74  911 1102]
SMsplice 3SS: [ 130 1010 1712]
top_k =  1000
Partition function (log Z): 1.0299138453785799

Sorted 5' Splice Sites (High to Low Probability):
Position 1102: 0.986539214861793
Position 74: 0.8996092724184852
Position 911: 0.5151493229979471
Position 499: 0.36411615136981496
Position 757: 0.11294493363174124
Position 763: 0.048814274700123145
Position 33: 0.027644501478436258
Position 943: 0.01980326401078893
Position 338: 0.017357450238582303
Position 546: 0.005587985342985084
Position 571: 0.005297026805469829
Position 511: 0.004737063373033082
Position 187: 0.0045101027399821175
Position 50: 0.003621244781703814
Position 751: 0.003547737124106749
Position 658: 0.003301454511518292
Position 1602: 0.0032360000562310707
Position 1310: 0.002236532027913051
Position 1147: 0.002104073058716334
Position 503: 0.0020269003937953573
Position 376: 0.0017392474365543296
Position 1131: 0.0012812075505323442
Position 1121: 0.001120511695571663
Position 1177: 0.0009530339284824283
Position 732: 0.0008892959627910631
Position 518: 0.0007633007045773872
Position 1639: 0.0007072759040692162
Position 1502: 0.0005125644737902169
Position 443: 0.0005046117439779207
Position 1488: 0.00047825440551429397
Position 307: 0.00046851735997621133
Position 771: 0.00040437771303754273
Position 94: 0.00038961267145024735
Position 1573: 0.0003799753215924292
Position 671: 0.0003606188383423516
Position 26: 0.0003483888011421088
Position 1610: 0.00032470515452229774
Position 643: 0.0002440569020445082
Position 624: 0.00018934088664466201
Position 865: 0.0001806636487166561
Position 214: 0.00015912630472155321
Position 1307: 0.00010811922090838653
Position 1523: 0.00010431079552190854
Position 1134: 0.0001016738234936146
Position 1314: 9.820037723436918e-05
Position 1093: 8.454253183735297e-05
Position 1586: 8.276092094860373e-05
Position 606: 7.95300226789057e-05
Position 1429: 5.934997717882278e-05
Position 674: 5.165930337565467e-05
Position 1416: 4.787372835741682e-05
Position 501: 4.345018905678776e-05
Position 1437: 3.902785978217478e-05
Position 320: 3.861551056395831e-05
Position 879: 3.3778451616752256e-05
Position 1183: 3.0117830905546566e-05
Position 720: 2.5654987797311546e-05
Position 1426: 2.3673338680952053e-05
Position 715: 2.1295602627992723e-05
Position 15: 1.919357906792825e-05
Position 1762: 1.8050362822928062e-05
Position 1187: 1.8018711426580342e-05
Position 247: 1.7419003361105482e-05
Position 871: 1.6159948706877525e-05
Position 428: 1.579634106885996e-05
Position 31: 1.5644360992307998e-05
Position 305: 1.549673573571147e-05
Position 380: 1.4658250025736117e-05
Position 635: 1.2788229605506137e-05
Position 1691: 1.2430303322596862e-05
Position 1160: 1.1681642665851489e-05
Position 1805: 9.427696311242457e-06
Position 1772: 9.37257934633686e-06
Position 1491: 8.879161182031298e-06
Position 1322: 7.966351690842557e-06
Position 1757: 7.922713376754956e-06
Position 575: 7.782482890541143e-06
Position 1332: 3.5706615432506077e-06
Position 1404: 3.1648166508043397e-06
Position 148: 2.49399389996066e-06
Position 1418: 2.0250397978567263e-06
Position 1042: 1.7206813720619974e-06
Position 1253: 1.5360844405200313e-06
Position 4: 1.4983787950281746e-06
Position 1162: 1.4114029683266817e-06
Position 1367: 1.3364827301174647e-06
Position 1205: 9.936300959226676e-07
Position 1035: 7.940603691847177e-07
Position 1039: 6.545499339261139e-07
Position 1798: 6.365221075969012e-07
Position 1051: 6.030686107902508e-07
Position 208: 5.697153182102407e-07
Position 1745: 4.0358678725608354e-07
Position 1729: 2.7553152117635765e-07
Position 122: 2.652134210054678e-07
Position 1679: 1.1301602374023074e-07
Position 1382: 6.797082395236008e-09
Position 1290: 1.9391187239198806e-09
Position 1200: 8.566551146555353e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1010: 0.9912061835353334
Position 1712: 0.939552593860726
Position 130: 0.9146518596911307
Position 819: 0.0788732328323035
Position 1404: 0.028030110339909944
Position 635: 0.023502804434137506
Position 408: 0.017961817433110202
Position 1462: 0.012925547218946221
Position 715: 0.0058119634843855055
Position 1253: 0.004949311897934866
Position 1648: 0.0047872980014927674
Position 1233: 0.0040887833911880025
Position 568: 0.0026289424648862753
Position 853: 0.0021808296876742778
Position 886: 0.002144539101993033
Position 1180: 0.0019240350486702089
Position 1150: 0.0016094951151304354
Position 690: 0.001112313115419324
Position 142: 0.0009703426557198334
Position 1835: 0.0008453229915469027
Position 1160: 0.0008022466731369453
Position 94: 0.0008013259456363156
Position 861: 0.0007450480749750904
Position 1491: 0.0006838063664540646
Position 647: 0.00032258561744057183
Position 1299: 0.000295785983531238
Position 1488: 0.0002870387556053193
Position 565: 0.0002651535967867945
Position 606: 0.0002312139740757385
Position 555: 0.00021536635184625768
Position 1358: 0.00020654708764162392
Position 1416: 0.0001524594713386103
Position 1757: 0.00013300968905274708
Position 879: 0.0001237755569892775
Position 256: 0.00010509752959848086
Position 1282: 9.869501568826217e-05
Position 755: 9.777725129856575e-05
Position 424: 9.088317881157983e-05
Position 571: 7.891817654106659e-05
Position 762: 6.819082522171191e-05
Position 220: 5.651711773495427e-05
Position 421: 3.8698802379749056e-05
Position 1856: 3.7443796340199905e-05
Position 313: 3.478186467256375e-05
Position 1310: 2.878780938778331e-05
Position 580: 2.6705411767768353e-05
Position 1089: 2.1879832561690445e-05
Position 436: 1.6494068101933623e-05
Position 277: 1.2652126743989619e-05
Position 674: 9.866359477326155e-06
Position 771: 9.241375669737138e-06
Position 898: 8.046452677321467e-06
Position 226: 7.718781899717717e-06
Position 552: 5.315337393096861e-06
Position 643: 5.192432767285887e-06
Position 1332: 5.175420776251516e-06
Position 720: 5.026515657425812e-06
Position 546: 4.1402342713264136e-06
Position 1340: 4.114210118273066e-06
Position 187: 3.7491924123026047e-06
Position 1314: 3.3731407124441814e-06
Position 732: 2.140578425046551e-06
Position 839: 2.0352270878685257e-06
Position 871: 1.9755719953939283e-06
Position 518: 1.5954452466567968e-06
Position 241: 1.4510627999403133e-06
Position 1582: 1.2970657050367405e-06
Position 1864: 6.050877666106623e-07
Position 229: 3.5824768113950365e-07
Position 199: 2.8006429346692177e-07
Position 509: 2.329874155624415e-07
Position 315: 1.8019060409941792e-07
Position 652: 1.1454761765066992e-07
Position 663: 6.395645303490442e-08
Position 658: 3.2968186675764785e-08
Position 364: 2.670310552296859e-08
Position 223: 1.9690256664622875e-08
Position 920: 7.84909055985898e-09
Position 910: 1.7781704594791284e-09
Position 433: 1.1861214420383623e-09
Position 460: 2.3029985363324135e-10
Position 358: 8.16812992324498e-11
Position 55: 4.2195018994113034e-11
Position 50: 1.5699317124209713e-11
Position 497: 1.887410786935508e-12
Position 484: 1.3537695483836175e-14
