Gene = l(2)k05911
index = 1749
Annotated 5SS: [ 875 5056 5248 5623]
Annotated 3SS: [3929 5111 5325 5679]
SMsplice 5SS: [ 875 5056 5248 5623]
SMsplice 3SS: [3929 5111 5325 5679]
top_k =  1000
Partition function (log Z): 1.1336108330453765

Sorted 5' Splice Sites (High to Low Probability):
Position 5248: 0.9983921991759863
Position 5623: 0.9849484694480287
Position 5056: 0.7291557131841183
Position 875: 0.4584316361200824
Position 495: 0.4002260681317485
Position 93: 0.10687146567529963
Position 4080: 0.06128878821696093
Position 2582: 0.04240991494718966
Position 930: 0.03822325346336384
Position 1422: 0.027490103348077232
Position 113: 0.025075163594990773
Position 871: 0.02401622144069721
Position 4482: 0.01905017574602551
Position 1535: 0.018146466138543885
Position 51: 0.009028490257868583
Position 4084: 0.007193833703991738
Position 976: 0.0049033671987987705
Position 4523: 0.004733502668675742
Position 4358: 0.004292878534621378
Position 922: 0.004155257072453314
Position 2613: 0.0041287775508209775
Position 2476: 0.004074355574589619
Position 1355: 0.003926181932736587
Position 672: 0.0033271573308618955
Position 984: 0.0029330422521318972
Position 4981: 0.0027309292257155574
Position 490: 0.002605569540833768
Position 147: 0.0025493820481729164
Position 4082: 0.002191816425942699
Position 2006: 0.0019833027274153113
Position 5567: 0.001070832171982572
Position 152: 0.0010290804816092702
Position 5597: 0.000979916087459758
Position 450: 0.0009704483962120367
Position 1159: 0.0008713717915393081
Position 4111: 0.0008686272789435907
Position 4088: 0.0007973874896399569
Position 603: 0.0007906050835905657
Position 2240: 0.0007505988252331404
Position 2730: 0.0006897514518310179
Position 2726: 0.0006566845512578569
Position 5007: 0.0006337580294663946
Position 134: 0.0006027447031592892
Position 4383: 0.000602211004603615
Position 5506: 0.0005862547005279469
Position 2265: 0.0005852389136544468
Position 157: 0.0005684228300856192
Position 380: 0.000542384666407801
Position 481: 0.0005002593425673753
Position 4195: 0.000386979085120755
Position 208: 0.00038118677760124803
Position 5182: 0.00037670727054357083
Position 919: 0.00034911086933540485
Position 4054: 0.00030807541842473127
Position 1388: 0.0002902885248959537
Position 5627: 0.00027665926023146063
Position 2617: 0.0002563075554278726
Position 879: 0.0002483334952034723
Position 4376: 0.00023989861972571294
Position 4847: 0.00023655395678373557
Position 5228: 0.00023259355357806768
Position 171: 0.00022863085566991953
Position 5: 0.0002248777560908739
Position 1980: 0.00021128440556743953
Position 515: 0.00020661065786668311
Position 3328: 0.000206591976626106
Position 3476: 0.00019483395474884064
Position 4086: 0.00018227710383693894
Position 1319: 0.00017651162605627512
Position 4223: 0.00017168214989992997
Position 3338: 0.00016583919637378527
Position 4331: 0.00015929158616438864
Position 794: 0.00015643826245670864
Position 4653: 0.00015125273883282822
Position 4271: 0.00014393494265196698
Position 549: 0.00014049539371341585
Position 1009: 0.00013941956711626305
Position 3358: 0.0001249934544685577
Position 397: 0.00012054693518426211
Position 4656: 0.00011841376918309941
Position 2631: 0.0001154849000889531
Position 4385: 0.00011455123787940372
Position 375: 0.00010799286435854835
Position 5215: 0.00010448517438885794
Position 1426: 0.00010421020537854914
Position 5440: 9.807741040642348e-05
Position 3463: 9.777042489596461e-05
Position 5768: 9.326146943788562e-05
Position 1098: 9.234613798368126e-05
Position 868: 8.500297459486252e-05
Position 3005: 7.578648910772398e-05
Position 1959: 6.408090746952513e-05
Position 1408: 6.132420042956549e-05
Position 2746: 6.115674747561937e-05
Position 2268: 6.06256303924206e-05
Position 5731: 5.8242740921016464e-05
Position 1428: 5.495300030517983e-05
Position 1986: 5.118929674986161e-05
Position 5621: 3.9299339159878246e-05
Position 688: 2.5469451347459837e-05
Position 5782: 2.4121569136809805e-05
Position 5354: 2.0571480718352755e-05
Position 197: 1.9019282737535236e-05
Position 5267: 1.644060806618357e-05
Position 277: 1.547825131019644e-05
Position 5449: 1.4386755156900103e-05
Position 5283: 1.3006387605884423e-05
Position 407: 1.2982942244582512e-05
Position 5432: 1.0932205322789905e-05
Position 335: 9.800867398692546e-06
Position 559: 8.414046019109218e-06
Position 588: 8.301965946299134e-06
Position 701: 7.865658735778517e-06
Position 5555: 7.698346916547874e-06
Position 289: 7.6197724991985045e-06
Position 487: 5.021315991003556e-06
Position 469: 4.963498513659351e-06
Position 384: 4.922166851076191e-06
Position 5794: 4.21195797671483e-06
Position 41: 4.116387947345521e-06
Position 561: 4.060923936869482e-06
Position 173: 3.7711599617736785e-06
Position 484: 3.754509988043073e-06
Position 5465: 3.7317621878016376e-06
Position 463: 3.7001033837356524e-06
Position 5721: 3.535835827180062e-06
Position 312: 3.2056522446443236e-06
Position 5153: 3.190006310446792e-06
Position 419: 3.0041281285950433e-06
Position 5535: 2.8962442655125907e-06
Position 5756: 2.298761664655185e-06
Position 703: 2.0291006593109383e-06
Position 229: 1.8958235050737174e-06
Position 248: 1.6856571413085018e-06
Position 292: 1.3162053267486395e-06
Position 444: 1.2839870691664044e-06
Position 5580: 6.742650742483852e-07
Position 612: 5.028859775856864e-07
Position 1134: 3.6482322097791064e-07
Position 776: 3.2676797621113146e-07
Position 5792: 2.1200679242793998e-07
Position 57: 2.110502918229428e-07
Position 5537: 1.522938346086788e-07
Position 781: 7.0736422045855e-08
Position 5643: 4.217372307223219e-08
Position 825: 3.961848770061806e-08
Position 55: 2.8526529678035028e-08
Position 736: 2.3356940516298192e-08
Position 5714: 1.1262038506888005e-08
Position 12: 1.914269371941818e-09
Position 295: 1.8206119228921355e-09
Position 5362: 7.336932494877284e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5325: 0.9956556355856098
Position 5679: 0.9870217150381537
Position 5111: 0.9614680099778369
Position 3929: 0.8191357382707757
Position 739: 0.06405471990087445
Position 688: 0.022626363515478528
Position 1233: 0.019917052736689443
Position 5082: 0.01197035374424967
Position 3955: 0.011890311200010216
Position 4585: 0.011069822750999379
Position 1227: 0.010938651005656304
Position 2343: 0.010494350176202847
Position 1460: 0.009754009609502913
Position 2367: 0.007130590777502283
Position 327: 0.00696038652956364
Position 4263: 0.00676632528564352
Position 4817: 0.006621018522489482
Position 4562: 0.005580177375520097
Position 1050: 0.005243118208209174
Position 736: 0.00463681597676293
Position 1367: 0.004101845036573546
Position 588: 0.004019564453583025
Position 2436: 0.003363950934405428
Position 1073: 0.0031265745928914295
Position 2358: 0.0025788897444852673
Position 2652: 0.002497452539503109
Position 769: 0.002197658040344326
Position 2072: 0.0020932291006156446
Position 2140: 0.002084267975625483
Position 760: 0.0013642381169093347
Position 1189: 0.001008439733388988
Position 5362: 0.0009678772411412104
Position 1322: 0.000921020721517848
Position 5415: 0.0008766300879613934
Position 5375: 0.000844614235465702
Position 2393: 0.0006769765778939393
Position 5432: 0.0006641129276025472
Position 2396: 0.0006548054790464327
Position 5730: 0.0006539282442239276
Position 1388: 0.0006042840854024208
Position 585: 0.0005983980211870603
Position 5502: 0.0005751056148351414
Position 1319: 0.0005597935316418561
Position 1475: 0.0004801331908408003
Position 1958: 0.00045986604643892016
Position 407: 0.00045574445270086546
Position 3806: 0.0003287921496507244
Position 412: 0.0002688939312238056
Position 649: 0.00024950743706657927
Position 844: 0.00021824781190207378
Position 1281: 0.000207709068358002
Position 5560: 0.00019999708248196341
Position 432: 0.00019709048478647726
Position 1732: 0.00019392439074193655
Position 1494: 0.00016680269976921324
Position 1500: 0.00016189232893624113
Position 347: 0.0001313460362673699
Position 5852: 0.00012616012196638008
Position 344: 9.577576775924105e-05
Position 1916: 7.707904276841434e-05
Position 1527: 7.65643336654814e-05
Position 2582: 7.137583302160616e-05
Position 3793: 6.879380631986487e-05
Position 1198: 6.858332009041804e-05
Position 397: 6.659139922392542e-05
Position 208: 6.064039284223622e-05
Position 637: 6.013643838995176e-05
Position 3852: 5.775507180059681e-05
Position 4882: 5.7619992164350574e-05
Position 5840: 5.603238035492947e-05
Position 184: 5.13662195456492e-05
Position 2415: 4.8974535654546525e-05
Position 1638: 4.760926200383972e-05
Position 2200: 4.5498930464100723e-05
Position 5883: 2.812567452137005e-05
Position 5621: 2.6765730979799604e-05
Position 181: 2.6244195302091416e-05
Position 152: 2.310224318048376e-05
Position 157: 2.2155243101446414e-05
Position 5662: 1.896484147545997e-05
Position 1082: 1.822550951752477e-05
Position 530: 1.8079224873646648e-05
Position 3483: 1.7650480492437825e-05
Position 4718: 1.6792812877290772e-05
Position 5354: 1.6513766732871122e-05
Position 4165: 1.6507225607059144e-05
Position 4221: 1.5200845582768902e-05
Position 5654: 1.45809538504256e-05
Position 1029: 1.453310397190335e-05
Position 5379: 1.3659122107428365e-05
Position 2692: 1.2808843810459744e-05
Position 5240: 1.0766996432085499e-05
Position 4132: 1.0394769265219544e-05
Position 5505: 7.1490140927132385e-06
Position 5487: 6.607008105278239e-06
Position 5601: 5.7649963787544676e-06
Position 3998: 5.52294640357227e-06
Position 5543: 4.235405244387427e-06
Position 3832: 3.828040312159339e-06
Position 1994: 2.1132189471216637e-06
Position 2027: 2.0824823999776503e-06
Position 164: 1.908739474663076e-06
Position 222: 1.7148417673634575e-06
Position 371: 1.6114702852348448e-06
Position 5535: 1.3973575779187948e-06
Position 5643: 9.478493365605637e-07
Position 1038: 9.316013173587196e-07
Position 5283: 9.158692477953378e-07
Position 484: 8.430336016208818e-07
Position 1103: 7.493223298984985e-07
Position 832: 6.906028432242198e-07
Position 1425: 6.745132896955135e-07
Position 5858: 6.189398875727018e-07
Position 5823: 6.010727911933409e-07
Position 434: 4.760409429188056e-07
Position 5277: 3.483988102742824e-07
Position 5605: 1.8708324059163193e-07
Position 940: 1.631961717780732e-07
Position 309: 1.5871840240198615e-07
Position 655: 1.4754907980723073e-07
Position 820: 1.4322078823214942e-07
Position 5766: 1.4244697557412004e-07
Position 775: 1.3136562074594246e-07
Position 456: 1.2074911547706376e-07
Position 100: 8.4480239778097e-08
Position 147: 8.446898192156365e-08
Position 419: 7.559437994024628e-08
Position 494: 6.928545720232257e-08
Position 1119: 6.722188985571816e-08
Position 197: 4.024201802660133e-08
Position 363: 3.7025859740463446e-08
Position 5627: 3.332854016013392e-08
Position 1346: 3.086225605864404e-08
Position 97: 2.6558318796042054e-08
Position 438: 1.0413771844396466e-08
Position 104: 2.2158422608898356e-09
Position 444: 1.7496849808460684e-09
Position 450: 9.078411951323459e-10
Position 131: 4.861996826558945e-10
