Gene = nwk
index = 1827
Annotated 5SS: [  30  838 1143 1761 2929 3649 3984 5464 6435]
Annotated 3SS: [ 721  912 1232 2045 2990 3926 5437 5666 6533]
SMsplice 5SS: [ 838 1143 1761 2929 3160 3649 3984 5806 6007]
SMsplice 3SS: [ 912 1232 2045 2990 3263 3926 5666 5877 6069]
top_k =  1000
Partition function (log Z): 27.063149040938743

Sorted 5' Splice Sites (High to Low Probability):
Position 1761: 0.9905739384254633
Position 3649: 0.9905184510404875
Position 2929: 0.97571360436824
Position 3984: 0.9748857983664347
Position 838: 0.9565628132653617
Position 5806: 0.896150944077962
Position 6007: 0.691124805848056
Position 3160: 0.6815890079503205
Position 1143: 0.626900779543002
Position 5464: 0.4393088085366908
Position 1052: 0.4339385832664857
Position 4746: 0.21431353946440232
Position 30: 0.10446600528078773
Position 6391: 0.06465028833222539
Position 6030: 0.05336965746852474
Position 4187: 0.04831779597022783
Position 6387: 0.04528820239540075
Position 4331: 0.033272883300223606
Position 304: 0.030808469057072137
Position 833: 0.02982919828512274
Position 6384: 0.025265212239575674
Position 2933: 0.02406033531870514
Position 1147: 0.021297419427102313
Position 4566: 0.020695918209121134
Position 4912: 0.01729756759432032
Position 6184: 0.015721624119794428
Position 1342: 0.012879422209860361
Position 731: 0.01243210675844885
Position 5184: 0.012067396872660115
Position 3421: 0.011916312004933517
Position 517: 0.011872397305387992
Position 354: 0.010620526122399745
Position 1168: 0.009058387118913927
Position 4570: 0.008455694158802922
Position 105: 0.008206518278171152
Position 4568: 0.007544330020789551
Position 4951: 0.006853975051727318
Position 1817: 0.005842713165463965
Position 6259: 0.005373201825969863
Position 6484: 0.0051379730683584965
Position 4618: 0.005130915269791497
Position 158: 0.005021945334657291
Position 5760: 0.004945724552493548
Position 181: 0.004595897992777754
Position 554: 0.004285575741884742
Position 1309: 0.004127142882782249
Position 190: 0.003918024351631218
Position 2734: 0.003620488282070111
Position 4820: 0.0036045091310735653
Position 6860: 0.0035151013477021393
Position 4014: 0.0033293084061855028
Position 6018: 0.003216591517332852
Position 7707: 0.0026463164459952218
Position 6498: 0.002146267965698762
Position 156: 0.0018279554535733339
Position 6126: 0.0018014638351560711
Position 5976: 0.001757547104405278
Position 449: 0.0016680108936294633
Position 4452: 0.001381034285192099
Position 7699: 0.0013542272072260568
Position 1975: 0.0013313770147308126
Position 1929: 0.001265384422183402
Position 1483: 0.001254702310128653
Position 667: 0.0011814574281724033
Position 5782: 0.0011557165809709384
Position 2511: 0.001060509276706451
Position 7449: 0.0010488821718279324
Position 4154: 0.0009443604984493099
Position 1967: 0.0009226052634788008
Position 6439: 0.0008191669374305872
Position 4808: 0.000799507524034893
Position 167: 0.0007445931147905431
Position 281: 0.000738185311152864
Position 3425: 0.0007334583494460308
Position 4287: 0.0007286145814287778
Position 3454: 0.0007138158458179716
Position 662: 0.0005871237529319078
Position 184: 0.000532431794645143
Position 4561: 0.0005292135502701385
Position 6458: 0.00042865029067264235
Position 6280: 0.00041205213874305
Position 2221: 0.0003871461180312883
Position 2717: 0.00036844467486497347
Position 3826: 0.0003400732153332973
Position 4206: 0.00029801079657561214
Position 736: 0.0002974692073312452
Position 1173: 0.00027924624930183913
Position 4687: 0.0002439589687719729
Position 4472: 0.0002389866389276125
Position 2212: 0.00021821583035294234
Position 188: 0.00020552026815316541
Position 1423: 0.00019878749819324988
Position 3039: 0.0001724292033469127
Position 1393: 0.00016143329390453718
Position 4572: 0.00015607984704424686
Position 169: 0.00014730227479392972
Position 7703: 0.00014478561035508728
Position 1399: 0.00014295113889271598
Position 1767: 0.00014033502921906947
Position 1376: 0.00013501331760760945
Position 1359: 0.0001239015721209832
Position 75: 0.00011719359978091859
Position 268: 0.00011009360250124528
Position 3065: 0.00010676956121283519
Position 1044: 0.00010512479454258841
Position 2904: 0.00010068640268526117
Position 1472: 9.453997608534068e-05
Position 3853: 9.147915373619533e-05
Position 1752: 8.939120689897042e-05
Position 404: 8.684093669799371e-05
Position 4454: 8.219733075955931e-05
Position 3797: 8.194758950850094e-05
Position 1432: 8.189400282281063e-05
Position 4498: 7.556931544357523e-05
Position 3793: 7.538394117403062e-05
Position 581: 7.49784565164799e-05
Position 3587: 7.216315047978496e-05
Position 1636: 6.626020830244523e-05
Position 6336: 5.924931836624343e-05
Position 2539: 5.788943842204463e-05
Position 4085: 5.302872414591661e-05
Position 681: 4.8477009070229326e-05
Position 2127: 4.710415009169637e-05
Position 1080: 4.635956181824028e-05
Position 3482: 4.439928387604432e-05
Position 1743: 4.279346605803843e-05
Position 721: 4.1810710965194514e-05
Position 3216: 3.93314000544113e-05
Position 384: 3.914852886699841e-05
Position 3449: 3.671615722408338e-05
Position 3204: 3.606090913738819e-05
Position 7: 3.53350908458278e-05
Position 3834: 3.5073807536133965e-05
Position 1765: 3.2996797502697426e-05
Position 573: 2.9522414995066224e-05
Position 3626: 2.9171718317873345e-05
Position 3657: 2.8490427884840776e-05
Position 346: 2.5879164529220798e-05
Position 2423: 2.458254482844428e-05
Position 5823: 2.4130000704546577e-05
Position 1985: 2.1308676810921767e-05
Position 871: 1.8122378872541905e-05
Position 375: 1.7185185870478235e-05
Position 2515: 1.6721660950136532e-05
Position 396: 1.573025293316951e-05
Position 3631: 1.5571866022323665e-05
Position 781: 1.5334528362998182e-05
Position 2161: 1.5259834731823285e-05
Position 145: 1.5083843030842869e-05
