Gene = Ilp3
index = 1226
Annotated 5SS: [246]
Annotated 3SS: [317]
SMsplice 5SS: [246]
SMsplice 3SS: [317]
top_k =  1000
Partition function (log Z): -3.9658827866959263

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.8497637131150638
Position 250: 0.14802747496056964
Position 502: 0.006649391561502204
Position 211: 0.0013491111503541485
Position 511: 0.0012000450280844174
Position 207: 0.0007818994821939381
Position 470: 0.000658352548101059
Position 588: 0.0005479403378414537
Position 660: 0.0003074001833016823
Position 597: 8.5863401301673e-05
Position 600: 3.038639653552322e-05
Position 483: 2.3653343539975766e-05
Position 88: 2.2578181635415363e-05
Position 166: 2.2242039793640634e-05
Position 605: 2.1459915914582987e-05
Position 282: 1.549047571752337e-05
Position 169: 5.159495658420758e-06
Position 451: 3.5202573941141693e-06
Position 376: 3.081529955846242e-06
Position 209: 2.567243505974567e-06
Position 392: 2.2909225639245083e-06
Position 428: 2.0621998291875916e-06
Position 671: 1.7116301972656713e-06
Position 387: 1.3604516275131996e-06
Position 381: 1.1622011335120903e-06
Position 90: 1.0697319978449715e-06
Position 147: 1.0336663432078646e-06
Position 439: 6.920651173998995e-07
Position 454: 5.856600399206943e-07
Position 608: 3.5582267113674523e-07
Position 414: 9.801419325225532e-08
Position 149: 6.966875446321477e-08
Position 441: 3.531325921460882e-08
Position 357: 2.203457091347726e-08
Position 323: 1.544214793588025e-08
Position 314: 2.8926440588458402e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 317: 0.8583073419521959
Position 337: 0.139725076586115
Position 563: 0.004259928915484307
Position 597: 0.003099215637939776
Position 700: 0.0011339980366122313
Position 706: 0.0009150076580115766
Position 664: 0.0005107615084433472
Position 397: 0.0005029834486688253
Position 353: 0.0004657092710272177
Position 372: 0.00033048669833795404
Position 387: 6.686412410696668e-05
Position 271: 4.6438077447459244e-05
Position 748: 4.565648520222632e-05
Position 605: 3.834828093484529e-05
Position 617: 2.868276540717345e-05
Position 154: 1.9412468095544558e-05
Position 406: 1.4205121016116006e-05
Position 580: 5.208960204238563e-06
Position 451: 4.4798850334690745e-06
Position 702: 4.4038194621620964e-06
Position 772: 4.018126795055545e-06
Position 282: 3.0219483587685533e-06
Position 493: 1.153215892469778e-06
Position 381: 6.580273574259875e-07
Position 202: 5.496415488094748e-07
Position 498: 7.31169185031667e-08
Position 469: 6.076448197365492e-08
Position 166: 5.4680158719997045e-08
Position 249: 5.4626451959262765e-08
Position 428: 1.6540032772716372e-08
Position 235: 1.621449043909223e-08
Position 666: 5.435307165809443e-09
Position 439: 2.9659276255344343e-09
Position 477: 1.8679546057984105e-09
Position 237: 1.4936334434110221e-09
