Gene = endos
index = 1695
Annotated 5SS: [318 900]
Annotated 3SS: [ 703 1285]
SMsplice 5SS: [399 900]
SMsplice 3SS: [ 703 1285]
top_k =  1000
Partition function (log Z): -3.291140015596994

Sorted 5' Splice Sites (High to Low Probability):
Position 900: 0.992917545220693
Position 399: 0.4207556189187477
Position 318: 0.2699132842549056
Position 1164: 0.17163169334196737
Position 260: 0.038127380642422895
Position 393: 0.010157938367266466
Position 1434: 0.00996426170758971
Position 53: 0.007915253400774383
Position 1214: 0.007684921452494864
Position 48: 0.00699323694845504
Position 405: 0.0045240888493334975
Position 403: 0.004079806133262322
Position 1191: 0.00353961070432656
Position 1364: 0.003434489819025364
Position 1506: 0.002779526281724103
Position 543: 0.0022719424146788636
Position 171: 0.0019684143614482506
Position 1181: 0.0016922109567717443
Position 545: 0.001452623764498605
Position 547: 0.0013810117849051935
Position 1220: 0.001328732652238402
Position 549: 0.0013246705053358075
Position 539: 0.0012163080444023721
Position 1490: 0.0011945203433278847
Position 553: 0.0011068235463837113
Position 1770: 0.0009849002807022942
Position 290: 0.0009114650199507718
Position 1828: 0.0009050667523398313
Position 396: 0.0008584086612682233
Position 1349: 0.0005961274054393993
Position 533: 0.0005811180064601494
Position 514: 0.0005203566858106728
Position 44: 0.00047625582714153606
Position 904: 0.0003473288513740649
Position 977: 0.0003431794353832384
Position 199: 0.00029004266847212077
Position 127: 0.000288118260089019
Position 1141: 0.00028725191521688777
Position 1441: 0.0002544885983576984
Position 481: 0.00022648105378687077
Position 37: 0.0001952719893651618
Position 518: 0.00014092145280306513
Position 1791: 0.00010338408038266888
Position 648: 8.544907111394214e-05
Position 833: 5.74255308441555e-05
Position 297: 5.5560517611804265e-05
Position 1927: 4.040790444251542e-05
Position 1400: 2.8789314588723264e-05
Position 77: 2.3295801906393078e-05
Position 479: 1.797359959621746e-05
Position 2026: 1.535686661626583e-05
Position 700: 1.4771990675523815e-05
Position 1917: 1.2158210441801749e-05
Position 95: 7.650978498751629e-06
Position 1021: 7.188635992424373e-06
Position 1024: 6.941084421345543e-06
Position 485: 6.327955495525033e-06
Position 1522: 6.1522778701747776e-06
Position 143: 6.012506716819012e-06
Position 1950: 4.5074928174914775e-06
Position 537: 4.434636517811918e-06
Position 512: 4.333748816644804e-06
Position 1031: 3.022617907309282e-06
Position 551: 2.3516710102188457e-06
Position 4: 2.002823889670058e-06
Position 656: 1.9110501164390025e-06
Position 954: 1.7450017152645375e-06
Position 125: 1.5834292042850368e-06
Position 827: 1.4163405244517328e-06
Position 939: 1.3151933328648112e-06
Position 956: 1.3062456702852531e-06
Position 852: 4.994353779952102e-07
Position 506: 4.978267366156685e-07
Position 688: 4.387106824858693e-07
Position 461: 3.0930409205655794e-07
Position 1037: 3.681709204564119e-08
Position 1261: 2.883300486364802e-08
Position 1642: 1.7968093835552583e-08
Position 1653: 8.816033128375195e-09
Position 1593: 1.200559603872113e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1285: 0.8810161540810894
Position 703: 0.542399560455397
Position 1080: 0.1758036432011593
Position 648: 0.07922532730617936
Position 475: 0.04738527011387403
Position 310: 0.0445988885340711
Position 1024: 0.0329516731121952
Position 688: 0.03121825398889594
Position 1134: 0.03083382580563267
Position 1291: 0.017835939366738798
Position 1021: 0.01717963428070499
Position 707: 0.016260730894257676
Position 1630: 0.014222668320473296
Position 1047: 0.01013820205920193
Position 1315: 0.009457292292853671
Position 1612: 0.00672912425949784
Position 235: 0.003911086006607856
Position 121: 0.0019470845758613015
Position 761: 0.001373594408193175
Position 1825: 0.0013235441639724605
Position 2025: 0.001229400582364354
Position 1220: 0.0010692389899817137
Position 729: 0.0010634065889708263
Position 1575: 0.0010389956677968658
Position 782: 0.0008733039467378752
Position 1719: 0.0007193914516548985
Position 2041: 0.0005641519271058159
Position 1511: 0.0005382464360008782
Position 736: 0.00037513577007366105
Position 512: 0.00033910131925200186
Position 1988: 0.0003383416112035201
Position 1506: 0.0003209542153366029
Position 1694: 0.0002920775196091947
Position 133: 0.00026786491058616244
Position 95: 0.0002466916942615478
Position 1031: 0.00024066830582209224
Position 742: 0.00023608827375971162
Position 175: 0.0002014301762857461
Position 806: 0.00018256368154096712
Position 2071: 0.00018239616452475494
Position 396: 0.00017953460730512323
Position 1865: 0.00017077171863890596
Position 479: 0.00017054047416183559
Position 1441: 0.00016372500710024979
Position 2102: 0.00015613501849217305
Position 379: 0.00013176496675169002
Position 1856: 0.00011754986640384734
Position 1247: 0.00011620366961294
Position 1985: 0.00010762213858065598
Position 1707: 6.271721150084124e-05
Position 1205: 6.106337235541658e-05
Position 803: 5.686324304108802e-05
Position 185: 5.058888246849019e-05
Position 881: 4.493513197389982e-05
Position 1141: 4.3975211175561485e-05
Position 143: 4.2462186944933425e-05
Position 1327: 4.156304267591288e-05
Position 1917: 3.462728875042655e-05
Position 182: 3.4288791453879506e-05
Position 1230: 3.0150620801706805e-05
Position 1177: 2.542935379936394e-05
Position 151: 2.505119050465344e-05
Position 529: 1.545376347373839e-05
Position 2099: 1.5145711100531608e-05
Position 770: 1.4915350583144943e-05
Position 1927: 1.4681531450933898e-05
Position 1348: 7.221759398188565e-06
Position 199: 6.567537917857917e-06
Position 317: 6.048315861289864e-06
Position 1191: 4.470089852181403e-06
Position 841: 1.7011680078223466e-06
Position 779: 1.484140792755739e-06
Position 240: 1.0355779755792597e-06
Position 886: 8.621624581728489e-07
Position 255: 5.521199457153525e-07
Position 243: 2.91242681982582e-07
Position 290: 1.9576018945450337e-07
Position 265: 9.453682599817683e-08
Position 279: 5.0935178028915e-08
Position 273: 1.7455254522363073e-08
Position 53: 1.1328387409507814e-08
Position 276: 2.8290969867075988e-09
Position 77: 3.460932201849443e-13
Position 322: 2.729355085567071e-13
Position 359: 8.071438832785974e-14
