Gene = dac
index = 1664
Annotated 5SS: [  562  2191  4474 10724 12799 13229 13871 14143 17004 17506 17946]
Annotated 3SS: [ 1190  4446 10565 12402 12925 13354 14058 16742 17267 17751 18243]
SMsplice 5SS: [   28 10724 12799 13229 13871 14143 17004 17506 17946]
SMsplice 3SS: [10586 12402 12925 13354 14058 16742 17267 17751 18243]
top_k =  1000
Partition function (log Z): 32.818268854520994

Sorted 5' Splice Sites (High to Low Probability):
Position 17506: 0.9980706274019899
Position 17946: 0.9971244382973927
Position 14143: 0.9947902239845557
Position 12799: 0.9841846036385372
Position 13871: 0.9728555350099474
Position 13229: 0.964226681469253
Position 10724: 0.9247906541192823
Position 17004: 0.8196633191563988
Position 16881: 0.4112387060879294
Position 562: 0.3078105569317984
Position 18390: 0.29029822365872376
Position 351: 0.2796073185364136
Position 28: 0.2642365048595189
Position 14304: 0.16154432840853175
Position 4474: 0.14811257675426026
Position 2191: 0.13643772944587365
Position 807: 0.11621281003698647
Position 12262: 0.0961474109399898
Position 15925: 0.07411282492141279
Position 13474: 0.05214647124304601
Position 18985: 0.05129459749482211
Position 14914: 0.04610132012313327
Position 12049: 0.044979224479595806
Position 16340: 0.042889472520660596
Position 356: 0.03904242056297737
Position 13286: 0.03620467304112632
Position 4820: 0.034338909678537505
Position 12287: 0.03183126322568987
Position 7969: 0.03006381675740226
Position 15109: 0.0245791951678209
Position 15017: 0.020521558934586043
Position 396: 0.01908500010721574
Position 15688: 0.01597254602423376
Position 407: 0.011811512464476552
Position 14325: 0.011711067095030638
Position 14351: 0.011482110099947275
Position 16573: 0.0112840207304814
Position 93: 0.010420463753020462
Position 11649: 0.009705232644518617
Position 16569: 0.009436602190666344
Position 18450: 0.008116956771519602
Position 3716: 0.008092570808201246
Position 14580: 0.007920593744929
Position 18622: 0.0067722673971468555
Position 89: 0.006236948296360693
Position 97: 0.005399034870885369
Position 12237: 0.005064593776405778
Position 101: 0.004416484678443904
Position 11659: 0.004312450750080028
Position 16650: 0.003437732744532031
Position 17157: 0.003430195937772583
Position 15119: 0.003278843528294991
Position 16406: 0.0027788872687797878
Position 13999: 0.0025493827132915202
Position 15694: 0.0024746954745523526
Position 10979: 0.002247124061817551
Position 786: 0.00223658643623894
Position 17690: 0.002187077339759172
Position 75: 0.002113499092851144
Position 15684: 0.0018934180307166907
Position 14329: 0.0018251850345585967
Position 14147: 0.001653736963911672
Position 18385: 0.0016268171239220493
Position 15847: 0.001539770977984761
Position 12814: 0.0013248559649473284
Position 17883: 0.0012442076757316785
Position 14816: 0.0010568569321135503
Position 500: 0.0010122946322237592
Position 1586: 0.000994171588981291
Position 15941: 0.0009503120436699661
Position 630: 0.0009161489875724719
Position 17950: 0.0009013134008053736
Position 11348: 0.0008557016473506128
Position 14885: 0.0008378229679952897
Position 16911: 0.000831671355827666
Position 14878: 0.0008315568070752272
Position 609: 0.0008301470678188859
Position 19160: 0.0007807663890758154
Position 13478: 0.0007523568569874561
Position 517: 0.0007499118608986502
Position 347: 0.0006858724447221936
Position 18833: 0.0006659607712457174
Position 13928: 0.0006488341308308685
Position 12744: 0.0006398719767033648
Position 4807: 0.0006095233323588756
Position 14131: 0.0005649265867084666
Position 11344: 0.0005556135390245206
Position 16923: 0.0005378987245076723
Position 467: 0.0005256369257736339
Position 14613: 0.0005221046211803765
Position 15624: 0.0005200152659818359
Position 13950: 0.0004990742557443927
Position 3696: 0.0004787641585460549
Position 818: 0.0004710331976169194
Position 811: 0.0004352786362079929
Position 10728: 0.0004222369798885482
Position 3855: 0.00041865547737158495
Position 5768: 0.00041784174726129815
Position 15911: 0.00041690784762698715
Position 15150: 0.0004007946427574027
Position 12720: 0.0003959738044543627
Position 1464: 0.00039509013430367204
Position 19033: 0.00038867879559531944
Position 1926: 0.0003870527136923122
Position 17624: 0.00038478780737440387
Position 3611: 0.0003810661727726383
Position 16090: 0.00037711142196377096
Position 11288: 0.00036916666245125724
Position 111: 0.00035712380026627153
Position 105: 0.0003238653644383664
Position 18092: 0.0003229648284688085
Position 732: 0.00032073206952244504
Position 3773: 0.0003168740398816527
Position 13621: 0.00031416745083322564
Position 18462: 0.00030160251226090713
Position 13905: 0.0002868152051713239
Position 13889: 0.0002475628994092389
Position 17997: 0.00024350943505200393
Position 14868: 0.00023706061149706743
Position 955: 0.00022528899485614248
Position 18808: 0.00021758312595670243
Position 3768: 0.00020439676287757055
Position 16885: 0.00019453872004081504
Position 18395: 0.00018506944780596587
Position 2352: 0.00018311877532215483
Position 18951: 0.0001828179085710018
Position 1272: 0.00017271657559961992
Position 85: 0.0001680259681180173
Position 18705: 0.0001620615107952648
Position 13724: 0.0001575154348749749
Position 16860: 0.000149983871550675
Position 16921: 0.00013969386423703302
Position 15102: 0.00013886717518739837
Position 14943: 0.00013864611232730452
Position 115: 0.00013768683362583615
Position 17575: 0.00013750546209288602
Position 14838: 0.00012711586760358947
Position 337: 0.00011894974101133275
Position 16905: 0.0001173415459811512
Position 2804: 0.0001101367218807621
Position 13819: 0.00010800543392029715
Position 17017: 0.00010621198982477621
Position 18130: 0.00010612845284269361
Position 13493: 0.00010572376100642781
Position 1254: 0.00010328588108779518
Position 14510: 0.0001021075000641803
Position 18638: 0.00010126921444171917
