Gene = Osi21
index = 1349
Annotated 5SS: [816]
Annotated 3SS: [984]
SMsplice 5SS: [816]
SMsplice 3SS: [984]
top_k =  1000
Partition function (log Z): -2.0453349304988113

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.9919507109940887
Position 273: 0.03502983486673539
Position 262: 0.017162877548214054
Position 271: 0.005384137847866426
Position 793: 0.004801232033882661
Position 218: 0.0036487533109422843
Position 60: 0.0033788965334689866
Position 852: 0.001137064571153521
Position 615: 0.0009665305748059733
Position 139: 0.0007430725236856797
Position 548: 0.0004371255800895492
Position 559: 0.0004255433311676167
Position 715: 0.00035508944649026875
Position 1079: 0.00033404439780450296
Position 803: 0.0003298579032543929
Position 839: 0.00024371150468304942
Position 830: 0.00017094825891444116
Position 1243: 0.00016517712475184947
Position 1269: 0.0001273849510654325
Position 135: 9.92157698813309e-05
Position 1283: 8.507959572287204e-05
Position 538: 8.435127535051709e-05
Position 245: 8.234073151590304e-05
Position 160: 6.912457008819086e-05
Position 847: 5.8964066420674624e-05
Position 190: 5.791367060685006e-05
Position 886: 3.567074343561639e-05
Position 380: 2.8306111498660805e-05
Position 1087: 2.4224263793538375e-05
Position 833: 1.885731985988929e-05
Position 1117: 1.776250682015918e-05
Position 1228: 1.516909763790506e-05
Position 1065: 1.1789635943520932e-05
Position 148: 1.0572845734416183e-05
Position 665: 9.097918632181975e-06
Position 27: 9.008615902478973e-06
Position 1126: 8.962473968623252e-06
Position 1147: 8.93105172352441e-06
Position 110: 8.648314867157516e-06
Position 85: 8.499440155223292e-06
Position 1052: 7.7817598635528e-06
Position 1307: 6.026166029221486e-06
Position 1124: 5.4319547599554554e-06
Position 1280: 5.41311040376593e-06
Position 212: 5.156600902142788e-06
Position 1046: 4.479590384222065e-06
Position 1257: 3.556047583399509e-06
Position 703: 3.457737321464661e-06
Position 21: 3.369283429573107e-06
Position 619: 3.0366925164499228e-06
Position 563: 2.2362431437968697e-06
Position 117: 2.1355930721030956e-06
Position 557: 1.6796535241813497e-06
Position 605: 1.490576769000015e-06
Position 1184: 1.330178982281614e-06
Position 1149: 9.931486321060181e-07
Position 1041: 7.866202339230204e-07
Position 622: 4.745318417043978e-07
Position 446: 4.1498265790569737e-07
Position 373: 4.090506200605397e-07
Position 1168: 4.039189487875101e-07
Position 1135: 3.2872714740584285e-07
Position 341: 2.88860677388353e-07
Position 894: 2.8463379610096006e-07
Position 13: 1.5147745816566468e-07
Position 656: 8.048678142238112e-08
Position 1023: 7.94916571323235e-09
Position 947: 2.875968450142935e-12
Position 462: 3.597781232266856e-13
Position 998: 1.5164275214292035e-15
Position 1012: 3.7280688237385196e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 984: 0.9496708654982972
Position 341: 0.06017102310319491
Position 941: 0.04986738249496093
Position 321: 0.0031328807585500416
Position 672: 0.0011788800422142542
Position 492: 0.0006197235975073747
Position 773: 0.000527064696651341
Position 1307: 0.0003562825564832362
Position 142: 0.00033983502118168664
Position 1365: 0.0003132567683958899
Position 1135: 0.0002740928574554691
Position 212: 0.0001676434710925909
Position 696: 0.00012218777337090836
Position 886: 0.0001156219007873162
Position 160: 9.622247234200867e-05
Position 1018: 8.706013369817183e-05
Position 325: 8.597519890991434e-05
Position 710: 5.1010150284253284e-05
Position 232: 4.046113842499856e-05
Position 541: 3.776226642473054e-05
Position 597: 3.7409088225196585e-05
Position 615: 3.70541137204178e-05
Position 1034: 3.1411316397264794e-05
Position 108: 2.815824698919045e-05
Position 369: 2.5931951897551447e-05
Position 1117: 1.7346648729865636e-05
Position 357: 1.586232216665461e-05
Position 396: 1.4543529352919481e-05
Position 1114: 1.4443639669972729e-05
Position 1195: 1.3713156643097711e-05
Position 868: 1.3704867542475974e-05
Position 750: 1.1650836727675567e-05
Position 753: 1.0893716479093598e-05
Position 1228: 8.961141457757916e-06
Position 373: 7.930336050131804e-06
Position 1272: 7.736552002652526e-06
Position 89: 6.887599210400348e-06
Position 714: 6.041800419707717e-06
Position 501: 5.1954886461120465e-06
Position 1286: 4.7360712794315065e-06
Position 1367: 3.630773087943132e-06
Position 417: 2.667637898333546e-06
Position 93: 2.61159457126834e-06
Position 173: 2.597788853628293e-06
Position 600: 2.541786970824973e-06
Position 588: 2.238685560206619e-06
Position 582: 1.9248942834124226e-06
Position 1071: 1.893386724775122e-06
Position 170: 1.7099415462733283e-06
Position 289: 1.4293244950642926e-06
Position 1199: 1.2184772558217874e-06
Position 405: 1.1537582866749798e-06
Position 1330: 6.958219118339048e-07
Position 117: 6.636326799106255e-07
Position 185: 6.141037041908193e-07
Position 1144: 5.990505591315299e-07
Position 1254: 5.79110243350482e-07
Position 1251: 5.043869098606226e-07
Position 846: 3.961336774249116e-07
Position 176: 3.2921711654222004e-07
Position 266: 2.054012497204668e-07
Position 1280: 1.5647427725095268e-07
Position 1023: 1.507051972490911e-07
Position 777: 1.3430007040738716e-07
Position 393: 9.694532737393371e-08
Position 852: 5.433916027783911e-08
Position 478: 1.6821687668883452e-08
Position 792: 1.332551605569701e-08
Position 1209: 7.888706554335557e-09
Position 269: 5.159162024295054e-09
Position 815: 3.245501274640707e-09
Position 64: 3.5677020354318996e-10
Position 59: 6.272024705749188e-11
Position 252: 4.255222231895884e-11
Position 346: 4.304634811273578e-12
Position 407: 1.3283740708233884e-13
