Gene = mRpL12
index = 1763
Annotated 5SS: [89]
Annotated 3SS: [144]
SMsplice 5SS: [89]
SMsplice 3SS: [144]
top_k =  1000
Partition function (log Z): -3.526182958035061

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.9958579037179882
Position 93: 0.0041264166934649755
Position 716: 0.0004518592407317394
Position 701: 0.00034694225447033644
Position 483: 0.00024533585564003935
Position 250: 0.00017530335954635875
Position 321: 3.9917715430585906e-05
Position 552: 3.647491012716652e-05
Position 264: 1.7871780571471167e-05
Position 534: 1.3123100400448803e-05
Position 114: 9.35413751304717e-06
Position 596: 6.184276182566052e-06
Position 501: 4.993530212790867e-06
Position 515: 3.4524192558624136e-06
Position 354: 3.336421426035361e-06
Position 215: 1.5637849979900585e-06
Position 724: 1.1981771404602075e-06
Position 582: 1.0301376922097809e-06
Position 439: 7.551023101557788e-07
Position 198: 4.049300762639234e-07
Position 220: 2.1239061467464378e-07
Position 510: 2.0583173746816097e-07
Position 243: 1.6593528250729304e-07
Position 20: 5.598892426721543e-08
Position 671: 5.20286402914336e-08
Position 75: 3.044312561925249e-08
Position 600: 7.2596882223054604e-09
Position 621: 4.786058269020029e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 144: 0.928472140042279
Position 185: 0.044085107079795016
Position 136: 0.02103233192304902
Position 155: 0.0053840564391248865
Position 774: 0.0005519770647672254
Position 383: 0.000396303791737598
Position 770: 0.00023673878042821764
Position 220: 0.00020746516076619866
Position 225: 0.00019403772434985761
Position 203: 0.00019245842024812165
Position 198: 0.00019131562226733549
Position 744: 9.592849719447292e-05
Position 587: 6.58428775818247e-05
Position 530: 6.521203074320869e-05
Position 629: 4.433707224553824e-05
Position 626: 3.6940590179488046e-05
Position 353: 2.6848682362873733e-05
Position 500: 1.6621302869385888e-05
Position 641: 1.655544789407099e-05
Position 596: 6.6208064338884886e-06
Position 243: 6.292170292981856e-06
Position 527: 4.756749026952567e-06
Position 533: 3.085847454312141e-06
Position 461: 1.7778646100672992e-06
Position 557: 1.367685706287602e-06
Position 401: 1.3554690383944534e-06
Position 551: 1.0936729517160578e-06
Position 548: 9.384872940720865e-07
Position 282: 8.841789324706475e-07
Position 644: 8.648824834530484e-07
Position 569: 6.4098150239332e-07
Position 464: 5.020796167052826e-07
Position 751: 4.08903233441595e-07
Position 488: 3.8788843969255364e-07
Position 506: 3.427572726868864e-07
Position 665: 1.627374438461304e-07
Position 455: 1.2061183298077929e-07
Position 285: 1.178512772494447e-07
Position 677: 1.0455842572768395e-07
Position 362: 5.0888199592089814e-08
Position 704: 2.660347579679947e-08
Position 662: 2.4012718120022935e-08
Position 647: 3.606531512727659e-09
Position 515: 3.457634557041263e-09
Position 482: 2.907252850522041e-09
Position 114: 1.1560207191215524e-13
Position 293: 6.918707394182878e-14
Position 367: 4.760365730425172e-14
Position 479: 4.34680946506443e-14
Position 471: 2.9480056578836214e-15
Position 93: 2.8746646178496784e-15
Position 64: 2.676834238818665e-15
Position 467: 1.5015123372091278e-16
