Gene = PGRP-LA
index = 1354
Annotated 5SS: [ 104  596 2602 2890 3329]
Annotated 3SS: [ 277 2379 2653 3121 3393]
SMsplice 5SS: [ 104  596 2602 2890 3329]
SMsplice 3SS: [ 277 2379 2653 3121 3393]
top_k =  1000
Partition function (log Z): 5.170365526601177

Sorted 5' Splice Sites (High to Low Probability):
Position 3329: 0.993393335684336
Position 596: 0.9850458973848014
Position 104: 0.9434647127344725
Position 2602: 0.9069482762233587
Position 2890: 0.8479429712446415
Position 1441: 0.04460631793122948
Position 381: 0.032790727826290555
Position 1426: 0.02674979505992394
Position 2052: 0.026347794598863418
Position 2557: 0.020680754162508936
Position 109: 0.01105472345313604
Position 1319: 0.008225688241470568
Position 2861: 0.008083684395662726
Position 3519: 0.004181844495247545
Position 2723: 0.0033323615591328067
Position 813: 0.0031448896279689673
Position 1621: 0.002330513033794789
Position 3563: 0.0017167332659314834
Position 3175: 0.0016999563960419758
Position 3649: 0.0016348097646236516
Position 2010: 0.0014473935194783856
Position 478: 0.0012525613434923692
Position 208: 0.0011090122977293452
Position 1733: 0.0010815638435563348
Position 1050: 0.0009690748547146658
Position 3682: 0.0009399895929546495
Position 151: 0.0009126994302554901
Position 1932: 0.0008330783582945295
Position 3580: 0.000690492542352328
Position 2025: 0.0006737707163683604
Position 826: 0.0006721627141683411
Position 1833: 0.00047566048079632906
Position 508: 0.00038125207931368626
Position 2183: 0.00036871028206366394
Position 2706: 0.0003646376740580088
Position 3002: 0.00033975820187174925
Position 3852: 0.0003283817242609487
Position 1445: 0.0003259254849161997
Position 1207: 0.0003182753144778362
Position 630: 0.0003111561229506872
Position 2404: 0.0002994306759588969
Position 1387: 0.00029117320346459883
Position 3844: 0.0002848441731835426
Position 3657: 0.00027895851358597377
Position 1744: 0.00026868071162807595
Position 3561: 0.00022055269393300527
Position 3671: 0.0001919811324521563
Position 3848: 0.0001883999236771521
Position 1787: 0.00017327549628603557
Position 3854: 0.0001691932076180489
Position 505: 0.00016773894657003637
Position 2941: 0.00014975828613007257
Position 1763: 0.00014281898999919397
Position 3856: 0.00013660945348454852
Position 627: 0.00012984401255144884
Position 2959: 0.00012558637164917648
Position 396: 0.00012545895188339893
Position 1869: 0.00012505513547306994
Position 2489: 0.00012167814067026458
Position 3862: 0.00011854664596045785
Position 3858: 0.00011059400237334881
Position 2779: 0.00010855598191327959
Position 3314: 0.00010434374287560883
Position 1775: 0.00010214687734442787
Position 2904: 9.624089865283951e-05
Position 2276: 9.480266115439773e-05
Position 3842: 9.466015140231476e-05
Position 2600: 9.391367924980391e-05
Position 3135: 9.24939240892939e-05
Position 2811: 8.90599829356616e-05
Position 1329: 7.909966203009043e-05
Position 1449: 7.675123970549574e-05
Position 3005: 7.019983641355664e-05
Position 925: 6.782639119816712e-05
Position 1390: 5.72048266733116e-05
Position 1067: 3.709851832387436e-05
Position 3252: 3.6219836312156856e-05
Position 18: 3.212524008299872e-05
Position 2606: 2.750469567008642e-05
Position 67: 2.7494131904536374e-05
Position 243: 2.5276293743898156e-05
Position 1098: 2.0823432530768696e-05
Position 1660: 1.8853865601847975e-05
Position 169: 1.748227982882457e-05
Position 368: 1.1949056755356125e-05
Position 3626: 1.1568350572862242e-05
Position 2758: 1.0514363508919734e-05
Position 1458: 9.628495895218353e-06
Position 2451: 9.519218056552473e-06
Position 1313: 8.38578315215576e-06
Position 3223: 8.073761640761446e-06
Position 300: 6.542655832756945e-06
Position 32: 6.11696303104227e-06
Position 541: 5.03891596161348e-06
Position 977: 3.991965733139155e-06
Position 3299: 2.9125707876783284e-06
Position 3122: 2.7903966514148617e-06
Position 432: 1.9001447175996738e-06
Position 3798: 1.8811919596994947e-06
Position 1159: 1.8022371536439776e-06
Position 3234: 1.6696757003829572e-06
Position 356: 1.6299760793622934e-06
Position 471: 1.4901249052248705e-06
Position 353: 1.1659833290286229e-06
Position 3254: 1.0770996896039106e-06
Position 684: 1.0627516007560197e-06
Position 3882: 9.211663109199294e-07
Position 515: 8.09691324272892e-07
Position 3772: 6.498789535085313e-07
Position 3278: 6.345946029187896e-07
Position 3846: 6.081689272193677e-07
Position 600: 3.9554481387897974e-07
Position 1194: 3.648460179376454e-07
Position 909: 3.1154913452360976e-07
Position 1041: 2.644782338496007e-07
Position 787: 8.054776277900181e-08
Position 1316: 6.582882406146521e-08
Position 1027: 6.363934235302793e-08
Position 937: 5.8748143604765464e-08
Position 339: 5.7381976214045076e-08
Position 1121: 4.920219571687723e-08
Position 1265: 1.5671995452666402e-08
Position 1252: 1.4889866786462428e-08
Position 2514: 1.4535928071789365e-08
Position 270: 4.822207627772016e-09
Position 780: 2.9968228463381228e-09
Position 3362: 1.6598046398669137e-09
Position 979: 6.636938945695849e-10
Position 2697: 6.302653330753335e-10
Position 906: 5.614984812910707e-10
Position 757: 5.117273610885262e-10
Position 2784: 4.5937793897821237e-10
Position 3726: 2.9762593767848803e-10
Position 871: 2.328753781156238e-10
Position 3731: 1.576990176383819e-10
Position 3400: 1.5645057948779476e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3393: 0.9966139377199684
Position 277: 0.9321085271260658
Position 3121: 0.788793865115537
Position 2653: 0.7632494035795753
Position 2379: 0.5846507182603272
Position 2665: 0.15307804952205792
Position 2975: 0.07696665627966554
Position 2246: 0.07000732833984548
Position 1695: 0.06840461603960205
Position 2446: 0.06067750784796298
Position 2389: 0.04195471636440353
Position 1172: 0.037718130977468095
Position 441: 0.03506985904180923
Position 2109: 0.02836400112597914
Position 895: 0.026491282111722345
Position 1225: 0.02597335293592985
Position 2633: 0.023523038238791257
Position 3008: 0.012935155259566926
Position 2301: 0.012910184826842112
Position 1979: 0.012416265192995395
Position 1816: 0.010452687839485211
Position 2425: 0.009696309865198849
Position 1711: 0.009650847811224512
Position 1121: 0.009571711944345333
Position 3000: 0.007341833078211182
Position 2088: 0.006368192051027343
Position 460: 0.006243090598765883
Position 1474: 0.005011566867755505
Position 1886: 0.004796844980025627
Position 1265: 0.004772482183287081
Position 2784: 0.004409196455182177
Position 2690: 0.004323691001966914
Position 351: 0.0039914613133450565
Position 2208: 0.003755514177233271
Position 3005: 0.0031584716403607158
Position 317: 0.0030636335779259663
Position 3244: 0.002833964138983559
Position 3820: 0.0027473955661157174
Position 3399: 0.0027320223882378674
Position 2098: 0.0023989113379922333
Position 3731: 0.0021086080744967743
Position 1929: 0.00209371602740181
Position 1894: 0.0020204287654939043
Position 977: 0.001960420913832425
Position 3700: 0.0018659637070101277
Position 772: 0.0018147135515630274
Position 380: 0.0017866775458737242
Position 534: 0.0016755185485764778
Position 3910: 0.0015439536450601785
Position 1348: 0.0011147813804737777
Position 2742: 0.0011015748898891287
Position 1035: 0.0010405007698070417
Position 3934: 0.0008876842755393858
Position 3601: 0.0008601067625845118
Position 200: 0.0008251796883613137
Position 3751: 0.0007978493169354541
Position 948: 0.0007835751692458037
Position 1184: 0.0006631968498932798
Position 2954: 0.0006519577508748037
Position 812: 0.000603693004515779
Position 1732: 0.0005541596339006169
Position 3229: 0.0005358227780769614
Position 3187: 0.0004609580002103312
Position 933: 0.00044695760828844283
Position 1054: 0.00037460735463790856
Position 2941: 0.0003414616911984583
Position 902: 0.000305058410750498
Position 3130: 0.0002931334066608486
Position 1303: 0.00027719847038080276
Position 2153: 0.0002684235558460601
Position 3721: 0.00023915288079892947
Position 2435: 0.00022294188130077042
Position 1866: 0.0002195792796271708
Position 2030: 0.00021629600184842397
Position 1594: 0.00021046414130637762
Position 1067: 0.0002061799936365882
Position 2222: 0.00019753980197741782
Position 2119: 0.00016163493962146323
Position 1179: 0.00013128179093821262
Position 3682: 0.00012645861950709845
Position 2543: 0.00011025905737490595
Position 3433: 9.99801073626928e-05
Position 1619: 9.30801536803404e-05
Position 1946: 9.079313563825316e-05
Position 3278: 7.490155738965627e-05
Position 3649: 7.396100903874061e-05
Position 648: 6.932783219927935e-05
Position 1941: 5.649125852917433e-05
Position 306: 5.645140155349859e-05
Position 780: 5.506169013477981e-05
Position 2004: 5.239055633003739e-05
Position 570: 4.998037922410993e-05
Position 2838: 4.705039823008706e-05
Position 2779: 4.40910134553436e-05
Position 1186: 4.163509658020268e-05
Position 3772: 4.091906288723397e-05
Position 2025: 3.863877670295396e-05
Position 1390: 3.6572095095009797e-05
Position 468: 2.9617849816144075e-05
Position 1645: 2.844572072105524e-05
Position 2823: 2.4196843435203034e-05
Position 785: 2.0772444952320466e-05
Position 2811: 1.7709451566708928e-05
Position 3890: 1.7442434563844507e-05
Position 1071: 1.658913299494535e-05
Position 2697: 1.0112329793373684e-05
Position 3766: 1.009670998093131e-05
Position 476: 8.862088653333885e-06
Position 3571: 8.445989356539171e-06
Position 362: 8.113395497268465e-06
Position 937: 7.298305097447211e-06
Position 1084: 5.801182359330212e-06
Position 1278: 3.833006580512235e-06
Position 3561: 3.018440314474531e-06
Position 3410: 1.948772593182559e-06
Position 3786: 1.7197275051760837e-06
Position 3874: 1.4157133389667697e-06
Position 151: 1.1921621496730962e-06
Position 3407: 1.17837780481944e-06
Position 3798: 8.546984087823701e-07
Position 1329: 7.516096633725371e-07
Position 711: 4.6168614953928026e-07
Position 595: 2.1593026211376105e-07
Position 1285: 1.055618858071e-07
Position 208: 6.138600113961824e-08
Position 627: 4.5381891010286604e-08
Position 78: 4.434550450558651e-08
Position 138: 2.827098767969939e-08
Position 364: 3.837507660198102e-09
Position 203: 1.49778815110475e-09
Position 103: 7.273664346575155e-10
Position 141: 1.669926492783509e-10
Position 108: 1.3109330430597802e-10
Position 368: 1.0507613174102751e-10
Position 63: 7.901245195852726e-11
