Gene = Vdup1
index = 1594
Annotated 5SS: [ 131 1582 1818]
Annotated 3SS: [1089 1634 1883]
SMsplice 5SS: [ 131 1582 1818]
SMsplice 3SS: [1089 1634 1883]
top_k =  1000
Partition function (log Z): -5.685523096742894

Sorted 5' Splice Sites (High to Low Probability):
Position 1582: 0.9155125040770749
Position 1818: 0.847436442371818
Position 131: 0.5553379630931257
Position 467: 0.15126859570506443
Position 946: 0.07502261466710547
Position 114: 0.06298237496079709
Position 942: 0.05918042384099485
Position 592: 0.057481180789704524
Position 1727: 0.0523614658874332
Position 1723: 0.04350118226584384
Position 728: 0.03285616061525712
Position 1822: 0.028715714717485977
Position 849: 0.027629896708089515
Position 950: 0.025572423150339516
Position 2309: 0.020078969716033374
Position 587: 0.018530459398873458
Position 404: 0.012514128633772202
Position 9: 0.010057839062312468
Position 2297: 0.009285688441188038
Position 567: 0.00863710505979505
Position 875: 0.007834886630496514
Position 418: 0.00624466211405467
Position 413: 0.005492245921834706
Position 457: 0.005066043575668556
Position 1039: 0.004289891842119588
Position 1028: 0.0042291151418141805
Position 2529: 0.004150894333091815
Position 328: 0.0038333548106470445
Position 2552: 0.0037448267707323795
Position 494: 0.003328308339488827
Position 736: 0.0026779701331216582
Position 1092: 0.0025199176238855934
Position 1777: 0.002481568098827743
Position 1455: 0.002248238332091701
Position 1179: 0.0022352454950850874
Position 763: 0.001564129029317701
Position 1137: 0.001331536386821253
Position 461: 0.0011510707735646014
Position 1074: 0.0011395869467619626
Position 168: 0.0010657237386477601
Position 965: 0.0009860287022556648
Position 2132: 0.0009606108902109661
Position 1690: 0.0008809477499339172
Position 826: 0.0008145706973316072
Position 1451: 0.0007602083249832244
Position 2187: 0.0007589669857067643
Position 1264: 0.000728158429576622
Position 1210: 0.0005634352725158288
Position 623: 0.0005136369578474716
Position 1537: 0.0004744544069420207
Position 2456: 0.00046681067750572027
Position 1528: 0.0004379391542327444
Position 2295: 0.00039133555154562024
Position 958: 0.0003761936712298692
Position 2152: 0.0003731971211425629
Position 107: 0.0003393867249674643
Position 812: 0.00025580400382031466
Position 2070: 0.00025082380981208404
Position 145: 0.0002464056335173621
Position 74: 0.0002156361921624369
Position 2393: 0.0002136077081939647
Position 47: 0.00021043019205978117
Position 1078: 0.00020295659829735538
Position 961: 0.00020119579616202619
Position 266: 0.00016192552607726668
Position 968: 0.0001590486758840315
Position 1835: 0.00014477581517101734
Position 1700: 0.00012994419633333905
Position 2160: 0.00012606194807671478
Position 530: 0.00011824334279052214
Position 54: 0.0001171018513241002
Position 1005: 0.00010985266411631038
Position 2533: 9.444075622489195e-05
Position 1586: 8.404687293889038e-05
Position 551: 7.332107930061758e-05
Position 852: 6.399661891813895e-05
Position 1947: 5.4756923878627514e-05
Position 585: 5.073150023618852e-05
Position 2084: 4.9199928985875335e-05
Position 37: 4.4015298757363905e-05
Position 886: 4.2831626828293945e-05
Position 2061: 2.25921888974007e-05
Position 2121: 1.782990720272058e-05
Position 51: 1.1075509400542627e-05
Position 639: 9.781915608220324e-06
Position 428: 7.759272844448174e-06
Position 748: 7.007545189166799e-06
Position 709: 5.010483299671915e-06
Position 533: 4.3482322692917455e-06
Position 20: 4.037770623020094e-06
Position 3: 3.511394738684542e-06
Position 274: 2.5727508095953226e-06
Position 59: 2.098370029404648e-06
Position 335: 1.6290054495095311e-06
Position 824: 1.4681044777613206e-06
Position 839: 1.3057289523405492e-06
Position 359: 1.1397835623391075e-06
Position 285: 8.400783528338505e-07
Position 775: 8.30406245756626e-07
Position 65: 4.5141951778044985e-07
Position 430: 3.9831000376964895e-07
Position 44: 3.6930284427780833e-07
Position 459: 2.232810209414189e-07
Position 1911: 1.4160673125593398e-07
Position 703: 8.281534231905087e-08
