Gene = Bet3
index = 49
Annotated 5SS: [ 144 3118]
Annotated 3SS: [2706 3215]
SMsplice 5SS: [ 144 3118]
SMsplice 3SS: [2706 3215]
top_k =  1000
Partition function (log Z): -9.606635394734772

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.5786190016420446
Position 220: 0.22823130640261427
Position 300: 0.08777561617300121
Position 3108: 0.0840957005601387
Position 186: 0.05401024882415838
Position 2482: 0.04750322898835955
Position 38: 0.04416605208090697
Position 215: 0.029200662201828785
Position 3097: 0.026210047906198953
Position 2069: 0.016907402342025552
Position 759: 0.011767073691264899
Position 181: 0.01084068737577979
Position 1588: 0.008235553811066948
Position 2148: 0.0040430520242941085
Position 2600: 0.0030982992856645724
Position 3132: 0.0026438654100368903
Position 600: 0.002398394950729415
Position 3085: 0.0022333890593969597
Position 543: 0.002208382885049122
Position 1900: 0.0017057012036711286
Position 304: 0.0016383117421945724
Position 17: 0.0015596822172548569
Position 2977: 0.0011793641778722606
Position 990: 0.0011634241053911113
Position 3312: 0.0010475433860834401
Position 1251: 0.001017382289448507
Position 1017: 0.0008485551429991807
Position 306: 0.0007158514802813112
Position 3563: 0.0005589707309760263
Position 1896: 0.000499876860872021
Position 326: 0.00048747318709285953
Position 3361: 0.00046856834311189864
Position 2108: 0.00044264499038625083
Position 308: 0.00042059940800577117
Position 2407: 0.00039773483543873556
Position 900: 0.00025977022347599074
Position 1792: 0.00025920783710663066
Position 1074: 0.0002446915169397476
Position 664: 0.00023792284692127443
Position 682: 0.0002078983353940555
Position 1273: 0.00020345261733002753
Position 541: 0.00015136251912930518
Position 2355: 0.00014447109096628826
Position 1265: 0.00011564502021580483
Position 2259: 0.00011456534376184309
Position 212: 0.00011336355636263038
Position 2475: 0.00011309447713560462
Position 141: 0.00011216782998725526
Position 1612: 0.00010718117257782337
Position 4: 9.076005122868102e-05
Position 1122: 8.481222863279895e-05
Position 1131: 6.618324788174889e-05
Position 1180: 6.0824668612034525e-05
Position 1875: 5.3557321114670325e-05
Position 190: 5.2813125128433274e-05
Position 966: 5.2698933544968863e-05
Position 3610: 4.36059720466303e-05
Position 1337: 3.864128768756559e-05
Position 6: 1.7256542324932994e-05
Position 2575: 1.4659104904665588e-05
Position 237: 1.0474603592714093e-05
Position 2233: 9.532399143620446e-06
Position 1038: 6.629480070754131e-06
Position 1029: 6.492651541533725e-06
Position 1504: 5.757322843376811e-06
Position 1331: 5.597145640288512e-06
Position 444: 5.580987271295435e-06
Position 312: 4.7304177634397675e-06
Position 90: 4.053722691046571e-06
Position 75: 2.2031774194200236e-06
Position 448: 3.722286821139083e-07
Position 148: 3.629458950221577e-07
Position 229: 1.8818755362427266e-07
Position 310: 1.5785768351505437e-07
Position 260: 1.3631128516651374e-07
Position 362: 4.660828371811049e-10
Position 107: 3.5196145787296784e-11
Position 124: 2.8449400066814433e-11
Position 425: 1.19381965379146e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1977: 0.38743735485343345
Position 2706: 0.23471739529259097
Position 3215: 0.20785782727242252
Position 300: 0.07604232918131465
Position 391: 0.07505141284902811
Position 97: 0.04511028843356607
Position 2309: 0.03487605125175985
Position 1986: 0.03241374804386513
Position 1782: 0.023301434338945038
Position 3385: 0.02304193518017669
Position 3433: 0.018277782430060927
Position 2987: 0.014056517918846684
Position 2751: 0.009222552630056604
Position 3733: 0.007787658087958538
Position 2231: 0.006923731326662461
Position 3044: 0.006918204908576478
Position 1935: 0.005825258983530765
Position 1879: 0.005161762221980451
Position 2551: 0.005082854404724408
Position 2605: 0.004138092197258237
Position 3453: 0.0035128936775495343
Position 1412: 0.0031294406715914763
Position 400: 0.0029679911001145964
Position 1743: 0.001828770799029683
Position 656: 0.0018257255861655866
Position 2041: 0.0017851563877647175
Position 831: 0.001557014736413441
Position 710: 0.001437734986216084
Position 1914: 0.0012840203283581415
Position 206: 0.0012661084863013967
Position 797: 0.001213204546870773
Position 2101: 0.0011864559588190945
Position 974: 0.0011732312784672114
Position 325: 0.001151040313048771
Position 3388: 0.000999315207470708
Position 371: 0.000910353507401452
Position 2345: 0.000835016535160315
Position 304: 0.000723282099012277
Position 349: 0.000688643584327712
Position 2186: 0.0006699479391810188
Position 1292: 0.0006477328978679807
Position 731: 0.0006121213954970654
Position 411: 0.0006090692833575855
Position 2528: 0.0004963920075258641
Position 3172: 0.0004644329783191196
Position 1061: 0.0004190059180115652
Position 2588: 0.0003856645209580278
Position 421: 0.00036940895494912926
Position 345: 0.0003677187865024939
Position 2737: 0.00033068585722973034
Position 1058: 0.0003201440759846744
Position 2454: 0.00024638489709570224
Position 2931: 0.0002263793064511546
Position 662: 0.00018174961985759707
Position 237: 0.000166188594859246
Position 3456: 0.00015951687715496602
Position 190: 0.00015804986695977307
Position 212: 0.00014736267088724233
Position 1721: 0.00013010960842056802
Position 945: 0.00012434670672475907
Position 896: 0.00012024854759123672
Position 2189: 0.00011400276477713359
Position 2024: 0.00010396792580529585
Position 2057: 9.045883760493586e-05
Position 1204: 7.52551594045515e-05
Position 1957: 7.002156244518668e-05
Position 600: 6.889562670939287e-05
Position 1265: 6.806601049755711e-05
Position 2148: 6.063404515916333e-05
Position 978: 6.0237703050724543e-05
Position 541: 5.444320193706424e-05
Position 2116: 4.950341838583192e-05
Position 224: 4.6611065904665045e-05
Position 956: 3.9597673482533794e-05
Position 1174: 3.784064927480887e-05
Position 1085: 3.498763260996054e-05
Position 3748: 3.470050310827008e-05
Position 219: 3.329130283561846e-05
Position 1883: 3.0753055633540616e-05
Position 653: 2.8403093819085637e-05
Position 245: 2.5626236472658354e-05
Position 496: 2.4989737174587694e-05
Position 200: 2.4030872639739988e-05
Position 1097: 2.185596398947606e-05
Position 117: 1.91338403927745e-05
Position 555: 1.7812835610231892e-05
Position 858: 1.4115230082432237e-05
Position 1100: 1.2804773196892662e-05
Position 782: 7.351793397340379e-06
Position 137: 6.7175497451857475e-06
Position 502: 5.7110319203621555e-06
Position 547: 5.42122251188626e-06
Position 56: 2.6639862336431646e-06
Position 47: 1.6678534877709935e-07
Position 579: 8.525559576766782e-08
Position 460: 2.590135627775793e-08
