Gene = stv
index = 1899
Annotated 5SS: [ 942 4829]
Annotated 3SS: [3494 4893]
SMsplice 5SS: [ 414 4829]
SMsplice 3SS: [3491 4893]
top_k =  1000
Partition function (log Z): -2.0681554641415643

Sorted 5' Splice Sites (High to Low Probability):
Position 4829: 0.9961357237562446
Position 414: 0.7340728097285932
Position 3595: 0.5062470819455727
Position 942: 0.33020991413012046
Position 5869: 0.07886354336435193
Position 2335: 0.03374514094146458
Position 4581: 0.03363076684335916
Position 745: 0.021865620032865348
Position 55: 0.012682895868040014
Position 5358: 0.012123906966214501
Position 5887: 0.0120762975589772
Position 3062: 0.011649061396325287
Position 2331: 0.011090750426730802
Position 1885: 0.010132975191741873
Position 801: 0.007075078964058792
Position 1682: 0.005616363179305138
Position 2137: 0.004775833270214464
Position 4587: 0.004407514730508426
Position 5004: 0.0038399919023618563
Position 1636: 0.0037661435838163807
Position 2547: 0.0033590032152642814
Position 2896: 0.003193615137660067
Position 1482: 0.003039837057217209
Position 1032: 0.002800533842318064
Position 617: 0.002569496657162879
Position 389: 0.002061099251461901
Position 5370: 0.002041117248707049
Position 2347: 0.0019047141436059128
Position 626: 0.0017149988189608964
Position 216: 0.0015520624090111501
Position 1213: 0.0014899908411942066
Position 87: 0.0014837274780483457
Position 5564: 0.0013070604768850305
Position 2141: 0.0012892581668047859
Position 2709: 0.0011981799906213932
Position 1048: 0.001170979765278994
Position 2375: 0.0008214126838985953
Position 2326: 0.0007940442080723119
Position 2982: 0.0007709764397923719
Position 1890: 0.0007170923780676978
Position 2283: 0.0007149950240087189
Position 5876: 0.0006391813562484862
Position 5383: 0.0005469528201637826
Position 25: 0.0005361938665892689
Position 5203: 0.0005337166507268593
Position 1326: 0.000519668043836332
Position 5728: 0.0005002334053118459
Position 797: 0.0004464922939014507
Position 655: 0.0004174645801835111
Position 909: 0.0004081395520684817
Position 5388: 0.00040710985773205385
Position 2225: 0.0004031449990681235
Position 1726: 0.00038040936987494904
Position 510: 0.00037653739539939105
Position 5364: 0.0003407796496950154
Position 1715: 0.0003294754840809684
Position 1841: 0.0002810536109228959
Position 3724: 0.00024726363061885873
Position 5048: 0.00022691262472079166
Position 1116: 0.0001747592322233232
Position 2115: 0.00017465216717912863
Position 2287: 0.00015488939705957891
Position 2559: 0.00015265531407470843
Position 236: 0.00013593573271584482
Position 538: 0.0001266701812527527
Position 4994: 0.00012434568413684607
Position 4833: 0.00011912986405877919
Position 5394: 0.00010186057361415822
Position 2584: 0.00010067431471426523
Position 3616: 9.246176996938452e-05
Position 2408: 9.141444230368015e-05
Position 5170: 8.139534868699172e-05
Position 1164: 7.38751054227055e-05
Position 5549: 6.931921227350413e-05
Position 5642: 6.187244700804114e-05
Position 5182: 5.0756808653834615e-05
Position 661: 4.8943225523647367e-05
Position 1527: 4.15012519441412e-05
Position 5770: 3.297581522624044e-05
Position 210: 2.4974875117030204e-05
Position 1217: 2.0980547938487168e-05
Position 230: 2.0435229197194552e-05
Position 1297: 2.0077484507937176e-05
Position 2589: 2.004674022035733e-05
Position 79: 1.978450003423768e-05
Position 527: 1.6660386569478345e-05
Position 224: 1.657796496829599e-05
Position 1717: 1.0647426020018362e-05
Position 1193: 1.0512836706678745e-05
Position 786: 9.365598480701764e-06
Position 4047: 8.2908043604563e-06
Position 5275: 7.97238477704401e-06
Position 238: 7.717235346741225e-06
Position 5735: 7.63948789252722e-06
Position 1728: 6.790431185234256e-06
Position 1862: 6.771195566692337e-06
Position 5428: 6.316716494427692e-06
Position 1314: 6.24591068209554e-06
Position 37: 5.628370812374402e-06
Position 3607: 4.9214611897742186e-06
Position 1273: 4.606118248802795e-06
Position 5381: 4.434366454942245e-06
Position 39: 3.8704086339436715e-06
Position 1130: 2.5764386653116624e-06
Position 3712: 2.1120061589756477e-06
Position 4724: 2.0235490876916876e-06
Position 476: 1.8366448230336086e-06
Position 47: 1.6433136365500654e-06
Position 1370: 1.6181207212049895e-06
Position 699: 1.1235977580610762e-06
Position 254: 1.0422881718968276e-06
Position 774: 9.568399011962108e-07
Position 401: 8.879413214503747e-07
Position 5449: 6.487622473068184e-07
Position 266: 6.030983346452596e-07
Position 513: 5.513789843431954e-07
Position 1511: 4.949824958792456e-07
Position 1593: 4.889040952556208e-07
Position 1197: 4.47773945433315e-07
Position 460: 2.919549197635288e-07
Position 766: 2.779643442804958e-07
Position 5009: 2.2185489508682793e-07
Position 1169: 2.2027313961221914e-07
Position 404: 1.9897262290718374e-07
Position 1222: 9.316362045931817e-08
Position 4374: 7.840905683494873e-08
Position 805: 4.0884295076519834e-08
Position 3887: 2.611120817147641e-08
Position 282: 2.4585405034943942e-08
Position 3975: 2.2014182465115085e-08
Position 3823: 2.1883587747430528e-08
Position 3820: 2.089241839909135e-08
Position 4273: 1.560211255193427e-08
Position 3: 1.2957552564303643e-08
Position 3925: 1.0298839127370022e-08
Position 1150: 8.81577466917482e-09
Position 1136: 6.492839438078884e-09
Position 3625: 3.060599109039639e-09
Position 586: 1.0289036165319572e-09
Position 604: 8.774563877186885e-10
Position 3791: 3.477410483615628e-10
Position 256: 1.42771192203008e-10
Position 5302: 3.942677185205456e-11
Position 1139: 1.1186770056806713e-11
Position 285: 2.8961284739403954e-12
Position 772: 7.38703710328224e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4893: 0.9993144392156365
Position 3491: 0.7151370596280694
Position 4652: 0.4432237163791738
Position 3494: 0.1494974745039445
Position 5960: 0.09229342863593243
Position 3672: 0.09121120967625353
Position 579: 0.08398173105934321
Position 4661: 0.05510585488362776
Position 1586: 0.03189938734811089
Position 470: 0.026863235693144152
Position 4616: 0.020115648921171354
Position 1977: 0.0171485670084429
Position 3920: 0.011110612831658501
Position 1380: 0.010973097686821863
Position 4167: 0.010745290933662026
Position 2140: 0.008442310069454222
Position 3801: 0.007654690003038493
Position 5438: 0.005784461471112498
Position 1980: 0.005042533086868732
Position 2108: 0.004968001057898916
Position 4433: 0.00435356844858064
Position 2648: 0.004316467019254404
Position 4462: 0.004084583399949301
Position 2997: 0.004015115972046957
Position 1213: 0.003048232855006852
Position 5748: 0.0028951617592545284
Position 2699: 0.00272917344999622
Position 129: 0.0026137701413781506
Position 4310: 0.002605357804422582
Position 692: 0.002576352613817325
Position 290: 0.0024680095047574873
Position 5428: 0.0024055693000874573
Position 874: 0.0023695588968413884
Position 3791: 0.0023054972682732904
Position 3938: 0.0020588637209205574
Position 3054: 0.002054141073120207
Position 5793: 0.0018194454557050235
Position 4469: 0.0017189757159043893
Position 4271: 0.0016548992252067777
Position 3817: 0.001582419711436206
Position 609: 0.0015676762031248477
Position 3971: 0.0013503214158380966
Position 162: 0.0013356492867422076
Position 602: 0.0012820370777555988
Position 676: 0.0011787167883312599
Position 1956: 0.0011543030364491033
Position 5065: 0.0011486971701827526
Position 3112: 0.0011067790373677862
Position 5102: 0.0010758617501193588
Position 1326: 0.0009391504284742681
Position 797: 0.0009354554424676688
Position 5441: 0.0009045652992825204
Position 2798: 0.0008864064616899883
Position 4448: 0.0008821969626349385
Position 5796: 0.0008440807456088814
Position 1524: 0.0008398049248179971
Position 2728: 0.0008237901629884284
Position 5617: 0.0008038736877792362
Position 4307: 0.000736800054084567
Position 2582: 0.0007171712060403361
Position 4322: 0.0006985652729347202
Position 3248: 0.0005993719110679792
Position 3387: 0.0005976697965777913
Position 2745: 0.0005852369798540152
Position 4903: 0.0005776676834586082
Position 5547: 0.0005614026519557546
Position 5681: 0.0005585081290365104
Position 1390: 0.0005191035753612122
Position 5275: 0.0005114899227395931
Position 445: 0.0005103414409457195
Position 4079: 0.0004329450543653873
Position 4019: 0.0004051447326014761
Position 2331: 0.00039084163820306847
Position 830: 0.0003895072927794806
Position 5401: 0.0003738283243060995
Position 5815: 0.0003660157137449686
Position 3968: 0.00036231504781658515
Position 4130: 0.00035984103694041423
Position 1147: 0.00035517987276489547
Position 4355: 0.00035181904788061106
Position 2368: 0.0003404272025480437
Position 5600: 0.00033361435620555066
Position 5552: 0.00030371210882900075
Position 4253: 0.00029303209532147053
Position 716: 0.0002591788184664629
Position 3863: 0.0002509890717754493
Position 3860: 0.00024583270148893885
Position 827: 0.000218770389179006
Position 5718: 0.00020477856978869157
Position 5059: 0.0001874753661509822
Position 2157: 0.0001712753060180271
Position 3899: 0.00016581918994984854
Position 527: 0.00014709059365785904
Position 1682: 0.0001328059274540398
Position 1252: 0.00013126483122528155
Position 1314: 0.00012871900495521382
Position 1330: 0.0001273961801906846
Position 5658: 0.00012338620035590148
Position 550: 0.00011977492506505479
Position 2453: 0.00011240526600499786
Position 3559: 0.00010548027883555768
Position 2417: 0.00010468874596412344
Position 3852: 0.00010407438378890051
Position 3423: 9.672762983535824e-05
Position 167: 9.163683545397765e-05
Position 513: 8.952828557597236e-05
Position 5559: 8.302146998499316e-05
Position 5640: 8.162147529087233e-05
Position 5675: 7.744849115303512e-05
Position 5754: 7.130633976634623e-05
Position 533: 7.086131312600829e-05
Position 5404: 7.058837815425568e-05
Position 5900: 7.003044293889073e-05
Position 878: 6.701388536899875e-05
Position 200: 4.8392414173401325e-05
Position 510: 4.750399744609289e-05
Position 3016: 3.614312794854831e-05
Position 5284: 3.200868120641182e-05
Position 839: 2.5686944147828388e-05
Position 301: 2.2416817738849667e-05
Position 1067: 2.1821067571602027e-05
Position 1762: 2.1564560945872182e-05
Position 266: 1.9991377538067122e-05
Position 614: 1.9092387864184475e-05
Position 1715: 1.8256537116968228e-05
Position 1769: 1.3791360561274387e-05
Position 246: 1.3725261818142458e-05
Position 1088: 1.2959009310250154e-05
Position 929: 1.2511417215554513e-05
Position 5083: 9.436461610035665e-06
Position 1225: 8.79736147527017e-06
Position 5182: 8.407096632571981e-06
Position 250: 7.289479916692601e-06
Position 210: 6.480846467526992e-06
Position 1726: 5.910145361032155e-06
Position 5868: 4.440097473919015e-06
Position 1616: 4.1425312679597135e-06
Position 1295: 3.7662172306978337e-06
Position 5358: 3.6745318598596323e-06
Position 5745: 2.9877983315906297e-06
Position 1485: 2.977205899821441e-06
Position 1164: 2.8651614590997425e-06
Position 1258: 2.52682427824471e-06
Position 4924: 2.0784220552555993e-06
Position 1102: 1.8129019790250717e-06
Position 1656: 1.7043713125248011e-06
Position 1399: 1.4955295793243505e-06
