Gene = FRG1
index = 1161
Annotated 5SS: [130 365 628 887]
Annotated 3SS: [181 428 686 978]
SMsplice 5SS: [130 365 628 887]
SMsplice 3SS: [181 428 686 978]
top_k =  1000
Partition function (log Z): 6.559664121580917

Sorted 5' Splice Sites (High to Low Probability):
Position 628: 0.9986860886133228
Position 887: 0.9593466882847316
Position 365: 0.9476154941410094
Position 130: 0.9442499723995975
Position 774: 0.026274948265912854
Position 310: 0.00658662125303998
Position 371: 0.00595280754421259
Position 134: 0.005853802069538376
Position 274: 0.004717517840155739
Position 928: 0.004560901509641466
Position 14: 0.0029373610358729863
Position 107: 0.001536316471360682
Position 891: 0.0015018830730466678
Position 278: 0.0011160679042061161
Position 326: 0.00041515380698628983
Position 30: 0.0003668404446795044
Position 240: 0.0002927143591264048
Position 870: 0.00020966099888730107
Position 517: 0.00017193610982435057
Position 1114: 0.00016046623150712898
Position 619: 0.00010644292567756343
Position 1095: 9.550274021456813e-05
Position 632: 7.431223568555509e-05
Position 885: 6.114716993747425e-05
Position 73: 5.0654780291158665e-05
Position 778: 4.7146417072483035e-05
Position 805: 4.098834468914808e-05
Position 793: 3.8957410571061585e-05
Position 25: 3.3029576457944664e-05
Position 609: 3.243350346038569e-05
Position 340: 3.197390210462246e-05
Position 798: 2.336065097662679e-05
Position 27: 2.182156660206808e-05
Position 392: 2.0475938065748058e-05
Position 18: 1.9734070474415242e-05
Position 677: 1.8974366851003007e-05
Position 5: 1.6531558381838995e-05
Position 317: 1.1042766466054406e-05
Position 315: 1.0781636235115264e-05
Position 65: 7.0864995495847075e-06
Position 822: 3.431102057166781e-06
Position 592: 2.130829186274265e-06
Position 825: 1.8268550181059201e-06
Position 178: 1.6785383659564671e-06
Position 243: 9.67834359348329e-07
Position 261: 8.445507939264126e-07
Position 940: 5.335183856390722e-07
Position 651: 2.9902243222382334e-07
Position 543: 2.963446741797884e-07
Position 246: 1.8486116099206982e-07
Position 1031: 1.5362300296217506e-07
Position 528: 1.2979214329210576e-07
Position 994: 7.562490927563173e-08
Position 522: 4.3386390735042963e-08
Position 410: 3.762982909630067e-08
Position 756: 2.1000634430309992e-08
Position 571: 1.0525859475934865e-08
Position 412: 6.973992639512759e-09
Position 728: 6.716089059574549e-09
Position 428: 2.4528729451594762e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 978: 0.986894118361651
Position 428: 0.96609620275424
Position 181: 0.9490176754507389
Position 686: 0.9462308263987901
Position 744: 0.0476611501775871
Position 1000: 0.006686191331449843
Position 77: 0.0024106626247221057
Position 994: 0.001979241664654956
Position 233: 0.0014264000967076523
Position 516: 0.0007678143065413979
Position 185: 0.0007342803016322012
Position 200: 0.0005328361418427418
Position 773: 0.00039465750632713265
Position 845: 0.0003030006139994161
Position 817: 0.0002715718889443573
Position 1161: 0.0002693696268719519
Position 798: 0.00020502639159064153
Position 187: 0.0001857957578759189
Position 203: 0.00018016367180737888
Position 239: 0.00011780635568319885
Position 916: 0.00010871329354780024
Position 561: 0.00010831682839549152
Position 520: 0.00010572335995934765
Position 1037: 6.395844499960643e-05
Position 1048: 6.35375729811906e-05
Position 1089: 6.323419535241816e-05
Position 839: 6.084403268013668e-05
Position 337: 5.923200189947931e-05
Position 209: 5.411088379498455e-05
Position 472: 4.963028524178546e-05
Position 770: 4.161663257632182e-05
Position 1006: 4.018155668732389e-05
Position 1009: 1.8948861599234757e-05
Position 528: 1.659818672366547e-05
Position 371: 1.5988157175405283e-05
Position 1024: 1.2186122525270804e-05
Position 155: 1.1320040594933819e-05
Position 324: 7.906273107126336e-06
Position 379: 7.568352823369544e-06
Position 788: 7.33954622860192e-06
Position 100: 6.885354395868801e-06
Position 116: 5.588592587637584e-06
Position 782: 5.106710126649413e-06
Position 589: 4.36944525250628e-06
Position 592: 3.855762221698147e-06
Position 543: 3.7512421264277193e-06
Position 849: 2.078244550894274e-06
Position 315: 1.927646188380387e-06
Position 927: 1.7266744925388476e-06
Position 483: 1.6874638421303508e-06
Position 285: 1.376607838174805e-06
Position 1095: 1.0766713690036143e-06
Position 350: 1.0765545598422561e-06
Position 445: 9.538985018905461e-07
Position 246: 7.915384752787021e-07
Position 266: 6.306599735174704e-07
Position 854: 5.908555105619671e-07
Position 1138: 5.249566412413836e-07
Position 1123: 4.862147006432926e-07
Position 1045: 4.372400419375964e-07
Position 1060: 3.413306841224658e-07
Position 243: 2.941311973203797e-07
Position 215: 2.549076818181693e-07
Position 896: 2.3636700583587615e-07
Position 870: 1.354553305227326e-07
Position 1055: 8.221943519374686e-08
Position 878: 5.758785576155101e-08
Position 294: 5.174112649203642e-08
Position 480: 4.48518368081597e-08
Position 609: 3.638935891343876e-08
Position 130: 3.4878983103159026e-08
Position 805: 1.7126211493984372e-08
Position 290: 1.7060621845922617e-08
Position 875: 1.2345469073429334e-08
Position 340: 1.0881400897035125e-08
Position 814: 7.232394278314676e-09
Position 1106: 4.922096879624825e-09
Position 606: 4.065908682914637e-09
Position 326: 3.1956070862756958e-09
Position 632: 2.1485432925971437e-09
Position 858: 1.4071308653023286e-09
Position 254: 4.5796033954479005e-10
Position 121: 5.54024967474655e-11
Position 627: 5.394630060088666e-13
