Gene = ERR
index = 1145
Annotated 5SS: [1105 2188]
Annotated 3SS: [1628 2243]
SMsplice 5SS: [1105 2188]
SMsplice 3SS: [1628 2243]
top_k =  1000
Partition function (log Z): -5.742637981702716

Sorted 5' Splice Sites (High to Low Probability):
Position 2188: 0.9837292595569815
Position 1105: 0.7031872534093806
Position 493: 0.24953265022848387
Position 729: 0.0285410514575152
Position 144: 0.02281461906873697
Position 31: 0.022625798706677958
Position 497: 0.016758033747050427
Position 298: 0.015477458053433094
Position 883: 0.01165488321060951
Position 151: 0.01133693449587365
Position 746: 0.009734119286321941
Position 1323: 0.009713614775954732
Position 403: 0.00923687705170781
Position 1990: 0.00753673382628119
Position 843: 0.0062688816824599805
Position 1406: 0.005358267868350017
Position 26: 0.0050990714155117805
Position 877: 0.004925732749665718
Position 1328: 0.004444594847848381
Position 380: 0.0036711720573419262
Position 436: 0.003445811711239881
Position 164: 0.002550119735801296
Position 255: 0.0023266108950848285
Position 994: 0.0020863406602513687
Position 2601: 0.0019917072665913815
Position 1771: 0.001936965658138107
Position 710: 0.0013515012392643553
Position 1178: 0.0008526477060169474
Position 1477: 0.000850902663423976
Position 2111: 0.000815197699105269
Position 1314: 0.0007850719457880168
Position 1557: 0.0007520085340166028
Position 2024: 0.0007398810110641891
Position 2502: 0.0006707238543230247
Position 444: 0.0006449678603168566
Position 1518: 0.0005867408748882975
Position 2379: 0.0005781598590919115
Position 3220: 0.000564841271960493
Position 1907: 0.0005550621882117357
Position 36: 0.0005380794298661745
Position 453: 0.0005157452869507639
Position 960: 0.0005090011981652073
Position 419: 0.000495213446408915
Position 311: 0.0004685328793879038
Position 501: 0.00045706903535492477
Position 783: 0.00044369617300655417
Position 2265: 0.00040083309722131587
Position 1135: 0.00035963056566798023
Position 1188: 0.0003399399953647405
Position 1426: 0.00031154193878594116
Position 1035: 0.00030041901677234416
Position 1342: 0.0002511623028209991
Position 790: 0.0002491391968020362
Position 1246: 0.00021453352789123004
Position 3202: 0.000207405514646102
Position 1270: 0.00020467973838771893
Position 3: 0.00020363685357300325
Position 626: 0.00018172178506708345
Position 236: 0.000150875570260295
Position 2248: 0.00012866434155129274
Position 582: 0.0001279136476013599
Position 3149: 0.00012512695836649422
Position 2036: 0.00010771070977022055
Position 12: 0.00010578011513256537
Position 1087: 0.00010372826275182021
Position 2578: 8.092533057750312e-05
Position 867: 8.02990633772942e-05
Position 2009: 6.662018646241721e-05
Position 2301: 4.559805486946496e-05
Position 974: 4.0525891964697695e-05
Position 2607: 3.916966502105076e-05
Position 1492: 3.688817863017538e-05
Position 187: 3.615444456292312e-05
Position 5: 3.454064573413471e-05
Position 447: 3.3971007334248515e-05
Position 681: 3.0851815418665403e-05
Position 701: 2.9926676103471245e-05
Position 10: 2.8916135837277962e-05
Position 1127: 2.881517447313448e-05
Position 2741: 2.767935389763469e-05
Position 2505: 2.7338046194931555e-05
Position 1062: 2.6956088223965918e-05
Position 2165: 2.5494109809425398e-05
Position 2033: 2.4269808930899114e-05
Position 665: 2.1101908709394007e-05
Position 1300: 2.0932321237605505e-05
Position 2148: 2.082639765991409e-05
Position 2357: 2.0333552259921516e-05
Position 1985: 1.9505678196213293e-05
Position 2412: 1.9220737335628245e-05
Position 633: 1.906394817844013e-05
Position 2285: 1.7814993803464465e-05
Position 1454: 1.6701441475796744e-05
Position 1047: 1.443354670725883e-05
Position 1983: 1.208758528331899e-05
Position 1681: 1.201261531203654e-05
Position 2109: 1.1974126314837617e-05
Position 849: 1.1383776866400463e-05
Position 1182: 1.1263146434643122e-05
Position 1368: 1.0717251461398746e-05
Position 2944: 9.553328357837433e-06
Position 2679: 9.32239862952122e-06
Position 1871: 8.908151148495018e-06
Position 1831: 8.821571319076025e-06
Position 1960: 8.70210713860714e-06
Position 2571: 8.239361200927151e-06
Position 1901: 7.940372771764388e-06
Position 2433: 7.321500751822231e-06
Position 2867: 5.29916090095294e-06
Position 2250: 3.7752528344184134e-06
Position 2794: 3.6835998017389183e-06
Position 819: 3.2887835447752374e-06
Position 169: 3.2881112438048894e-06
Position 2760: 3.045042528571204e-06
Position 3213: 3.024926391733612e-06
Position 1904: 2.92452732768097e-06
Position 1916: 2.703807211582055e-06
Position 1722: 2.4623433499611433e-06
Position 1913: 2.270528854454642e-06
Position 2150: 2.183450300567799e-06
Position 3242: 2.0081085036615585e-06
Position 2269: 1.8442841546816387e-06
Position 1868: 1.7824410340733374e-06
Position 2085: 1.7020614953140844e-06
Position 3179: 1.4622958040851706e-06
Position 275: 9.8773915672196e-07
Position 3253: 8.734708644753398e-07
Position 174: 3.6475335172741036e-07
Position 3232: 3.639477008911654e-07
Position 293: 7.595175904137247e-08
Position 801: 7.439165300930476e-08
Position 623: 2.3354697318744506e-08
Position 977: 1.793090787318828e-08
Position 589: 6.58915647505028e-09
Position 2495: 2.882761116302405e-09
Position 1739: 2.42163894835474e-09
Position 1937: 2.0111522275312197e-09
Position 1856: 2.0169304010039178e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2243: 0.9908611942414275
Position 1628: 0.9113469892685717
Position 211: 0.03252199114828133
Position 955: 0.03242505159441042
Position 977: 0.024513457791937955
Position 1677: 0.023394300110854596
Position 986: 0.01915584325887605
Position 1245: 0.012155828666936343
Position 162: 0.011867649144138768
Position 453: 0.011122770940354238
Position 801: 0.00944062200341148
Position 2074: 0.007920729032211877
Position 773: 0.007722271856147638
Position 1557: 0.006247157208200589
Position 1008: 0.006193919083752668
Position 1231: 0.005724209748510386
Position 881: 0.00555095345126945
Position 1841: 0.0049145806931597666
Position 812: 0.0046647558853342465
Position 699: 0.004464489818284592
Position 1633: 0.004384974884230387
Position 1364: 0.004294761844748432
Position 2663: 0.0027040233783583016
Position 104: 0.0020601889078477463
Position 675: 0.0019138617264806699
Position 824: 0.0018310355832771763
Position 1047: 0.0016932472714022743
Position 2318: 0.0014647065051673332
Position 508: 0.0014011675116390445
Position 777: 0.0013123034426688498
Position 1569: 0.0012898438818998098
Position 732: 0.0009736496637423029
Position 2246: 0.0009343887079508111
Position 3278: 0.000798760815196237
Position 2643: 0.0005939051011999541
Position 1658: 0.00036988995364170524
Position 1391: 0.0003692843208820027
Position 251: 0.0003658385358353017
Position 481: 0.00026224223127977624
Position 2050: 0.00024726502447032826
Position 1680: 0.0002443317500666635
Position 1709: 0.00019590388011088422
Position 831: 0.00016001262242608803
Position 379: 0.00015875502102753104
Position 366: 0.00015123504727888114
Position 575: 0.00014169872571086849
Position 1784: 0.00011379572733456709
Position 2825: 0.00011358685490444652
Position 2678: 0.00010365970401974462
Position 1260: 8.762145139844925e-05
Position 891: 8.082977290477688e-05
Position 129: 7.855201159169768e-05
Position 1856: 7.842573789513125e-05
Position 403: 7.451198423297929e-05
Position 376: 5.9067484577675514e-05
Position 2482: 5.8460476260452434e-05
Position 577: 5.8438877654231786e-05
Position 2578: 5.7014581672033775e-05
Position 3298: 5.387677923188628e-05
Position 1864: 5.252019022023447e-05
Position 1715: 5.136748668608141e-05
Position 1300: 4.934029624342168e-05
Position 1305: 4.8206964081933696e-05
Position 311: 4.7983179760581154e-05
Position 715: 4.7297702833452975e-05
Position 2369: 4.582159155592618e-05
Position 749: 3.785386398591028e-05
Position 3303: 3.610820983629112e-05
Position 230: 3.575507733140327e-05
Position 2594: 3.151494003909516e-05
Position 518: 3.082402871955033e-05
Position 580: 2.269286258430685e-05
Position 2561: 2.243046153198092e-05
Position 2327: 2.1319795575115427e-05
Position 2446: 1.9061896453762713e-05
Position 3050: 1.739171713018029e-05
Position 473: 1.705392367626109e-05
Position 108: 1.6056652579746683e-05
Position 497: 1.5112570498377442e-05
Position 113: 1.2417715688358198e-05
Position 298: 1.238426435735087e-05
Position 285: 1.1706623267423311e-05
Position 2433: 1.0760687458405281e-05
Position 2741: 1.0690569728436331e-05
Position 3240: 9.691254013683228e-06
Position 2834: 9.417549537240874e-06
Position 2627: 8.891258670451495e-06
Position 1087: 8.284155589643773e-06
Position 187: 7.774513036958232e-06
Position 2669: 6.9246442479603455e-06
Position 3014: 5.953579940390755e-06
Position 2924: 5.284211311918367e-06
Position 2708: 5.165325468127605e-06
Position 746: 4.722129950547796e-06
Position 3256: 4.531244163502451e-06
Position 2860: 3.6835998017389183e-06
Position 3213: 3.5732182563621927e-06
Position 2569: 2.846376447664574e-06
Position 3219: 1.5531379008274242e-06
Position 458: 2.0467626788099647e-07
Position 589: 1.9958376468965509e-07
Position 582: 1.2720660652777658e-07
Position 351: 1.2017840682311226e-07
Position 334: 1.1175457828883065e-07
Position 255: 8.896149420592262e-08
Position 49: 9.918111227377629e-09
Position 510: 1.5680469520678198e-09
Position 131: 3.4530444869890684e-10
Position 424: 1.3878123776782078e-10
Position 164: 5.5960249043065945e-11
Position 427: 3.198757954203111e-13
