Gene = Mip
index = 1279
Annotated 5SS: [287]
Annotated 3SS: [3610]
SMsplice 5SS: [100]
SMsplice 3SS: [3610]
top_k =  1000
Partition function (log Z): -6.788337675464025

Sorted 5' Splice Sites (High to Low Probability):
Position 100: 0.5463587677903937
Position 287: 0.4482435226860689
Position 3049: 0.09499150496015817
Position 4139: 0.050090966281134484
Position 3683: 0.02876253235139667
Position 3411: 0.008046690809747958
Position 363: 0.007641474846499079
Position 134: 0.007597844477683062
Position 4266: 0.005052576407042494
Position 294: 0.004343605219013857
Position 1177: 0.0042013966012147495
Position 3757: 0.0027939798566910265
Position 4527: 0.0026686449089808454
Position 3904: 0.002541971510887195
Position 2390: 0.0018784441229780582
Position 376: 0.0015348890030715025
Position 4315: 0.0015241380098718852
Position 3510: 0.0012711768547660055
Position 939: 0.0012372197705188277
Position 4305: 0.0009748357479317875
Position 4326: 0.0009441592437400028
Position 26: 0.0008720585134661963
Position 876: 0.0005949564787582202
Position 3760: 0.0005138918700621012
Position 1222: 0.0005062249622035205
Position 2533: 0.0004962552094729915
Position 4497: 0.00046299206183059334
Position 373: 0.0004410588031061147
Position 884: 0.00039142280440752713
Position 3789: 0.00038189926209490833
Position 3105: 0.0003688188033691581
Position 2165: 0.0003633185749769917
Position 699: 0.0003600562159457194
Position 3312: 0.0003330922530740433
Position 3701: 0.0003292571935126477
Position 388: 0.0003248082601529767
Position 4122: 0.00030233803300485593
Position 2115: 0.0002651208747035227
Position 2730: 0.00022409767010562654
Position 318: 0.0002174258313920582
Position 3277: 0.0002158225680388116
Position 744: 0.00019344859399960296
Position 3282: 0.00018978574006707445
Position 558: 0.00017699433659561844
Position 254: 0.00016599466164951294
Position 211: 0.00016406615022076902
Position 2146: 0.0001607056673179433
Position 736: 0.00014817539972373042
Position 856: 0.00013002503078987223
Position 1183: 0.00012998643551538527
Position 3497: 0.00011708088384036629
Position 1600: 0.00011431483253636952
Position 922: 0.00011391777251275994
Position 1186: 9.974256951255545e-05
Position 4176: 9.951313643685972e-05
Position 2149: 7.186936579409408e-05
Position 1181: 6.605264524107931e-05
Position 1010: 6.428088453734494e-05
Position 3831: 5.944662942974376e-05
Position 185: 5.7581546422599134e-05
Position 602: 5.4284434866680525e-05
Position 3053: 5.310337157993981e-05
Position 2331: 5.263685224212528e-05
Position 95: 4.595265441530697e-05
Position 3859: 4.5263045409267414e-05
Position 291: 4.284375794656882e-05
Position 282: 3.946923625061975e-05
Position 2220: 3.8367172077463756e-05
Position 1818: 3.658156890161089e-05
Position 719: 3.5091795448189345e-05
Position 1594: 3.150760976662925e-05
