Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  1000
Partition function (log Z): 5.62529249263794

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9977999104670677
Position 678: 0.9969379330377085
Position 4165: 0.988975328649414
Position 6628: 0.980339496320049
Position 3864: 0.9508931875535689
Position 4530: 0.6633876537731661
Position 5839: 0.2857248686946637
Position 7088: 0.25048228352504603
Position 3049: 0.07172841364975241
Position 3148: 0.06597869870124874
Position 4496: 0.0598921735418679
Position 4719: 0.059404094689358776
Position 5949: 0.03964276853552936
Position 7769: 0.03796081009562731
Position 1951: 0.031741970333176286
Position 2813: 0.027781216934317378
Position 2058: 0.02049964464930558
Position 7276: 0.020335278036502792
Position 6961: 0.015241490837464598
Position 4954: 0.011607646337659462
Position 5503: 0.011443553685039394
Position 7180: 0.011399788848373235
Position 7654: 0.011026485055149969
Position 4174: 0.009387279003219848
Position 7161: 0.008251430127940412
Position 7437: 0.005921899037127566
Position 2679: 0.005672225775543485
Position 2784: 0.005633879583207405
Position 6211: 0.005358579958034359
Position 3792: 0.005182476332617463
Position 557: 0.00402516704494605
Position 7700: 0.003993882151462817
Position 1784: 0.0038580290194765374
Position 4929: 0.003275750987900844
Position 8089: 0.003203941704729748
Position 8333: 0.0029469778401636088
Position 2848: 0.002830466341846276
Position 3878: 0.002829026492573582
Position 2712: 0.0028146897452755535
Position 440: 0.0021947820892068036
Position 5476: 0.0021859037689742253
Position 7713: 0.002107129573063382
Position 5430: 0.0019546763212235792
Position 5688: 0.0018523668195186082
Position 4534: 0.0017893799873438968
Position 4003: 0.0017202533893599019
Position 8096: 0.0015549142025546967
Position 7445: 0.0012516104291859299
Position 6589: 0.0009874317032059355
Position 2005: 0.0009545663318018314
Position 569: 0.0008673567432789087
Position 586: 0.0008359713074344238
Position 4291: 0.000791445837123248
Position 7097: 0.0006783635467299204
Position 3810: 0.0006695550995612687
Position 1878: 0.0006452434087978208
Position 7198: 0.0006383910891921348
Position 2186: 0.000626927421092469
Position 2796: 0.0005780432512091034
Position 5166: 0.0005689665137324604
Position 6351: 0.0005260116174852048
Position 7439: 0.0005093888197909921
Position 3868: 0.0004973460672077924
Position 8255: 0.0004958617472446679
Position 32: 0.0004319766418582339
Position 7231: 0.00041109489784952013
Position 862: 0.0004082636034617594
Position 1284: 0.000407448546578416
Position 6534: 0.0003851070544283523
Position 7402: 0.00037395265847821725
Position 6531: 0.00035264945430267324
Position 3448: 0.0003261838632376153
Position 485: 0.0003219453979910774
Position 4169: 0.00032147816592565157
Position 7238: 0.0003211686229383279
Position 2510: 0.0003118426688105337
Position 2944: 0.00029544177820876985
Position 1826: 0.0002802629179839167
Position 831: 0.0002509977129315284
Position 3093: 0.00024213796834788654
Position 5518: 0.00023139605729077705
Position 2467: 0.0002270075528842247
Position 2733: 0.00022532451081873624
Position 2154: 0.00022349014664981118
Position 3453: 0.00019679322932065598
Position 27: 0.00018085824657315365
Position 6363: 0.00016465070341999805
Position 2474: 0.00016300271024666984
Position 4926: 0.00016140148015054764
Position 3387: 0.00015547955031507872
Position 8562: 0.00014750462470878374
Position 3657: 0.0001472014293979109
Position 6632: 0.00014427300880940976
Position 6133: 0.00011787716309840133
Position 5843: 0.0001132364774104072
Position 2275: 0.00011107930656539603
Position 7205: 0.0001046807814158617
