Gene = Usp32
index = 1588
Annotated 5SS: [ 316 2857 3201 3631 4554 5752 6128 6492 8341 8564 8816 9058 9587]
Annotated 3SS: [2621 2923 3401 3693 4619 5824 6183 7693 8396 8627 8871 9118 9649]
SMsplice 5SS: [ 316 2857 3201 3631 4554 5752 6128 6435 8341 8564 8816 9058 9587]
SMsplice 3SS: [2621 2923 3401 3693 4619 5824 6183 6583 8396 8627 8871 9118 9649]
top_k =  1000
Partition function (log Z): 46.9787649292399

Sorted 5' Splice Sites (High to Low Probability):
Position 9058: 0.9994418268165273
Position 2857: 0.999031342130308
Position 3631: 0.9973338637872405
Position 4554: 0.9964748260573375
Position 3201: 0.9924983874027782
Position 6128: 0.9904658709122997
Position 9587: 0.9865891778653616
Position 5752: 0.9853442951307856
Position 316: 0.9715499507141871
Position 8341: 0.9587333933651284
Position 8816: 0.9538375184272095
Position 8564: 0.9116988857609757
Position 6435: 0.5283298856871588
Position 6492: 0.4399366062201545
Position 9994: 0.3560585474589309
Position 6312: 0.3349007701170875
Position 3886: 0.253567868842061
Position 2495: 0.11591643632994744
Position 4875: 0.10657806995223372
Position 2357: 0.08389550378713435
Position 65: 0.04965348953105787
Position 9342: 0.04686709385168281
Position 6801: 0.04384863056518082
Position 1497: 0.036199078442736725
Position 4884: 0.033039478495625926
Position 8568: 0.03062056361560762
Position 2321: 0.030282132184246132
Position 8279: 0.020385374336298445
Position 7889: 0.014717308035073332
Position 5160: 0.014328112555299484
Position 2281: 0.011794010506078013
Position 7794: 0.010973168735928124
Position 4752: 0.009506851253956384
Position 9350: 0.008129880951981066
Position 677: 0.0067750389001005945
Position 6904: 0.0067283216698972095
Position 2515: 0.006642383779461576
Position 5756: 0.006212373590465245
Position 6027: 0.005823663381078503
Position 2399: 0.005523728711002188
Position 8132: 0.005450594154244531
Position 4806: 0.005415800997081718
Position 7479: 0.004312514309569626
Position 9881: 0.0042330308724541025
Position 6053: 0.0037289468247501687
Position 6363: 0.0036999583335206995
Position 429: 0.0036963775534878977
Position 1570: 0.0035561618049784155
Position 750: 0.0034341600475218653
Position 6832: 0.003341702385284256
Position 10546: 0.003069403649958594
Position 3234: 0.0027164584281491964
Position 4523: 0.0026468077154727086
Position 9591: 0.0025079448213716424
Position 7336: 0.0024848554520321593
Position 67: 0.002412811276887586
Position 2345: 0.0022737377717201262
Position 8814: 0.002239085964519785
Position 801: 0.00202381653310869
Position 3588: 0.00198814011103475
Position 6334: 0.0019447935803739026
Position 6969: 0.001926153665097601
Position 4106: 0.0019097248998556585
Position 5358: 0.0018709710239879606
Position 2426: 0.0015779462328822853
Position 1135: 0.0014558513037500826
Position 371: 0.0012855060732397691
Position 5721: 0.0012441598526442316
Position 10362: 0.001153807425253329
Position 9715: 0.0010626061125154629
Position 334: 0.0010567046589476385
Position 8820: 0.0010108959968217817
Position 2312: 0.0010075497641779336
Position 5649: 0.000993561796982965
Position 7085: 0.0009317040316218478
Position 852: 0.000920480088720982
Position 6742: 0.0009104924303976019
Position 6651: 0.0008959684335208046
Position 6847: 0.000875201398406502
Position 6522: 0.0008349409938205928
Position 2512: 0.0008151702649950616
Position 7587: 0.0008000777690641306
Position 662: 0.0007915557938968825
Position 9675: 0.0007712514351461017
Position 52: 0.0007711735961345825
Position 865: 0.0006948057615466072
Position 5763: 0.0006791313783948039
Position 673: 0.0006143814587486168
Position 4735: 0.0005979516732666921
Position 1200: 0.0005734499114349587
Position 6: 0.000568156126787367
Position 1216: 0.0005475255286273459
Position 7572: 0.00053562030706995
Position 306: 0.00052844206610971
Position 3831: 0.0004344359836597024
Position 1501: 0.0004061437073618942
Position 1552: 0.0003972417191309145
Position 9584: 0.0003972352839273223
