Gene = Kaz1-ORFB
index = 1242
Annotated 5SS: [818]
Annotated 3SS: [865]
SMsplice 5SS: [532]
SMsplice 3SS: [594]
top_k =  1000
Partition function (log Z): -7.775056987211809

Sorted 5' Splice Sites (High to Low Probability):
Position 532: 0.26511384185322956
Position 536: 0.23752726257180096
Position 257: 0.22712093379981332
Position 540: 0.13280264968700617
Position 818: 0.12311315498230728
Position 485: 0.10662812245546194
Position 205: 0.054760299703294255
Position 1151: 0.03824631960273404
Position 442: 0.023086966190548622
Position 498: 0.014969032460950422
Position 370: 0.006573622507010989
Position 760: 0.0036103078145542666
Position 82: 0.0030501858838433765
Position 701: 0.0018181697238215503
Position 252: 0.0011580928751041449
Position 246: 0.001041128844468068
Position 1198: 0.0007576547334404297
Position 261: 0.0004982691739942486
Position 1301: 0.00039329009584603724
Position 194: 0.0002958253356737984
Position 824: 0.0002782941696411941
Position 516: 0.0002385201442401843
Position 326: 0.00023558480336270863
Position 1297: 0.00018363219506900024
Position 329: 0.0001756181605399028
Position 415: 0.00016548488349575776
Position 1241: 0.00015935055548377594
Position 544: 0.00013176016609447772
Position 400: 0.00012832560018908803
Position 321: 7.504892858125196e-05
Position 489: 7.417264749367548e-05
Position 1155: 6.273287060515535e-05
Position 753: 4.1396471349876185e-05
Position 16: 3.8263073448527245e-05
Position 1122: 3.6980755604179684e-05
Position 30: 3.669020369242517e-05
Position 378: 3.2046561545140585e-05
Position 827: 2.3145765735369738e-05
Position 177: 1.896982735090887e-05
Position 602: 1.8256199713784765e-05
Position 197: 1.642678884021703e-05
Position 33: 1.3172781132655553e-05
Position 284: 9.334145324165568e-06
Position 469: 9.088961099442163e-06
Position 345: 4.111945626534927e-06
Position 86: 3.6765107845545843e-06
Position 1313: 3.5168464685171716e-06
Position 135: 1.8575450536559148e-06
Position 300: 1.1599652941668464e-06
Position 446: 9.101561425898476e-07
Position 673: 7.418215893201756e-07
Position 187: 5.327344636162578e-07
Position 564: 4.9374715070286e-07
Position 649: 4.662542582790131e-07
Position 989: 3.7685981393196437e-07
Position 936: 3.5582670379912787e-07
Position 692: 3.410785030102253e-07
Position 734: 3.3274904628957425e-07
Position 608: 3.084373794256686e-07
Position 587: 1.1673073268310206e-07
Position 726: 1.1310675440017386e-07
Position 872: 7.458847097462303e-08
Position 1099: 1.2748616961078102e-08
Position 24: 9.879201119445302e-09
Position 600: 1.875030311333233e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 594: 0.9051841913680757
Position 871: 0.14665862537491284
Position 442: 0.07526614668731921
Position 1229: 0.02196442543587532
Position 649: 0.02070178702606989
Position 704: 0.018893971567327368
Position 1399: 0.009178528226413726
Position 284: 0.008334807685627551
Position 1287: 0.006925678166464543
Position 291: 0.0030890614396073637
Position 903: 0.00301638146815388
Position 412: 0.0025704707039497588
Position 915: 0.002365836261795619
Position 135: 0.002140678296150534
Position 723: 0.0019497510758015768
Position 865: 0.0018913209277534888
Position 497: 0.001638146975391052
Position 420: 0.0012891457854038583
Position 1261: 0.001285439025956943
Position 1067: 0.0010272938449273818
Position 527: 0.001014728372089032
Position 750: 0.0008679237092687864
Position 1267: 0.0008634566064498545
Position 1305: 0.0007553745865257239
Position 821: 0.0007333351692540391
Position 446: 0.0005677031686299194
Position 140: 0.0005389786146913882
Position 858: 0.0004980113333806226
Position 1023: 0.0004250416845664669
Position 1091: 0.0003712812216594682
Position 1179: 0.00034227173487818196
Position 662: 0.0003110634473645794
Position 989: 0.0002938742008935164
Position 489: 0.00026448397360493244
Position 1240: 0.00024091365709250155
Position 763: 0.00019939000306805715
Position 257: 0.00016746881703994196
Position 424: 0.00016386802822352124
Position 1272: 0.00014935350859975665
Position 681: 0.0001407005828849261
Position 753: 0.00012137432324012082
Position 1354: 0.00011788266237413871
Position 673: 4.669257474063624e-05
Position 378: 3.61564579680526e-05
Position 246: 2.474856107256892e-05
Position 1122: 2.3479744692960177e-05
Position 923: 2.1608133717510748e-05
Position 261: 1.882528038162836e-05
Position 125: 1.8449495205283076e-05
Position 1162: 1.7481826043693212e-05
Position 86: 1.4716904984537964e-05
Position 68: 9.762887699408773e-06
Position 1249: 7.875932669847014e-06
Position 458: 6.915462810227163e-06
Position 102: 6.670206245742773e-06
Position 370: 5.899959653306649e-06
Position 197: 5.552774009130605e-06
Position 177: 8.860900930878648e-07
Position 844: 4.782100579663529e-07
Position 224: 2.3936229337032386e-07
Position 769: 2.19729276579926e-07
Position 1071: 6.612022263619604e-08
Position 839: 4.250314616171667e-08
Position 194: 1.708352431196934e-09
Position 209: 5.434865556710499e-16
