Gene = pelo
index = 1835
Annotated 5SS: [ 284 1065 1313 5937]
Annotated 3SS: [ 342 1119 5829 7334]
SMsplice 5SS: [ 284 1065 1313 5937 7271]
SMsplice 3SS: [ 342 1119 5829 6638 7334]
top_k =  1000
Partition function (log Z): 8.984494779710658

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9988405074639914
Position 1313: 0.9969168184166505
Position 1065: 0.9917458367543203
Position 5937: 0.9467866305118184
Position 7271: 0.2697218780066231
Position 7125: 0.2126659461940863
Position 8005: 0.10288935674553801
Position 7011: 0.09764690141556541
Position 7081: 0.07093538726283885
Position 1550: 0.07049867090892738
Position 639: 0.06994416958015844
Position 5763: 0.06586695889247489
Position 910: 0.055828208702572046
Position 4283: 0.05082385403459615
Position 6009: 0.03337294502680735
Position 5298: 0.03178936398950113
Position 482: 0.02952480794952075
Position 5729: 0.028664825206921818
Position 7209: 0.027218181363689344
Position 2722: 0.022223225707780493
Position 5710: 0.01519615080980794
Position 7250: 0.014625415552133852
Position 7224: 0.013394724121203648
Position 4210: 0.01329985492218676
Position 2993: 0.01106640302164749
Position 6070: 0.009174395748523127
Position 4785: 0.009067166679252127
Position 912: 0.0086543663708076
Position 6769: 0.007972071611168736
Position 6498: 0.007676903911585515
Position 5988: 0.006749008002756318
Position 440: 0.005628968695247857
Position 5718: 0.004598225519532513
Position 2813: 0.0043388524341836775
Position 6406: 0.003865748603367026
Position 6792: 0.00341550817700258
Position 7230: 0.003196624783099169
Position 6557: 0.0029665327290129954
Position 6980: 0.0026131274427381667
Position 6545: 0.0025925553043136583
Position 7153: 0.0025539682464266037
Position 4696: 0.00253794030091955
Position 577: 0.002536537389144825
Position 3409: 0.0023759034137744222
Position 3826: 0.002180129057913211
Position 3170: 0.0018006248130682503
Position 3963: 0.0012715256269245025
Position 3422: 0.0012543979663954558
Position 2999: 0.0010832980882849433
Position 1216: 0.0009577154567112913
Position 3285: 0.0008292096157526526
Position 628: 0.0007438080481832419
Position 2964: 0.0006394413582055089
Position 7233: 0.0006231996153574812
Position 6862: 0.0005293229269806005
Position 5941: 0.0005088989188478922
Position 1970: 0.0004874685939638637
Position 6734: 0.00047678263540472935
Position 6789: 0.00046283102302333544
Position 866: 0.0004497492463360033
Position 2846: 0.0004160621976955118
Position 7039: 0.000407399430438078
Position 6944: 0.00039300038847873525
Position 8009: 0.00038068851003363594
Position 7548: 0.0003501385176134799
Position 1456: 0.00030480359704276216
Position 2100: 0.0003003663267520169
Position 3427: 0.00029875801023072473
Position 183: 0.0002957676227328778
Position 288: 0.000265882601437519
Position 3121: 0.00026394426185669736
Position 2195: 0.00020420298098059
Position 2416: 0.00020140526682399182
Position 6807: 0.00018236450464483237
Position 6835: 0.0001817425915514794
Position 1524: 0.00017903883789632176
Position 7826: 0.00017736871460647365
Position 7808: 0.00016754068920463478
Position 765: 0.0001672035817648703
Position 7943: 0.0001566614816500081
Position 1803: 0.00013737339484278953
Position 1338: 0.00013309612423934714
Position 7712: 0.0001322671025241687
Position 1477: 0.00012707181317511256
Position 1018: 0.0001256873195000607
Position 2505: 0.00010617689582944893
Position 1028: 9.41290703874183e-05
Position 1592: 9.317535610118302e-05
Position 7015: 8.715859541684438e-05
Position 6163: 8.496331265224726e-05
Position 2840: 8.300305575091317e-05
Position 776: 8.291819058358791e-05
Position 4134: 8.099290321852489e-05
Position 1632: 7.97579314229861e-05
Position 902: 7.910825828374437e-05
Position 151: 7.527510791240845e-05
Position 4380: 7.260810615485215e-05
Position 506: 7.221051404921498e-05
Position 905: 7.003791910057476e-05
Position 2217: 6.643583593293585e-05
Position 6021: 6.104732542519776e-05
Position 4182: 5.50834141414797e-05
Position 3466: 5.456456993300111e-05
Position 416: 5.4087330352188176e-05
Position 7962: 5.403437163532038e-05
Position 6031: 5.288831295543068e-05
Position 6741: 5.213140031960165e-05
Position 6710: 4.7099595819341094e-05
Position 64: 4.452162716903978e-05
Position 3273: 4.274895343900682e-05
Position 794: 4.251662816298723e-05
Position 853: 3.7225457541195446e-05
Position 6442: 3.481877820985156e-05
Position 3151: 3.196946974417738e-05
Position 890: 3.0429756511763948e-05
Position 7066: 2.97396567470493e-05
Position 914: 2.7628297437855226e-05
Position 7717: 2.489195010913418e-05
Position 145: 2.2833212044700693e-05
Position 7992: 2.2738297906424452e-05
Position 3806: 2.076362870233759e-05
Position 117: 1.9190984860816998e-05
Position 700: 1.900142691150287e-05
Position 6181: 1.8949382031445596e-05
Position 6315: 1.5408703339571875e-05
Position 3198: 1.4298562234862992e-05
Position 2704: 1.4265218116497994e-05
Position 2378: 1.179191433605915e-05
Position 2231: 1.1542550295563048e-05
Position 7436: 1.1028315085670849e-05
Position 3729: 1.059592322546201e-05
Position 1694: 1.0028751750197341e-05
Position 6639: 9.363956234508044e-06
Position 2988: 9.3574413032674e-06
Position 7860: 8.762891652626517e-06
Position 537: 6.8647907060602595e-06
Position 916: 6.526412514754433e-06
Position 1795: 6.0145988474908434e-06
Position 2172: 5.949225209684451e-06
Position 2944: 5.341442786452354e-06
