Gene = wac
index = 1934
Annotated 5SS: [220 588]
Annotated 3SS: [274 646]
SMsplice 5SS: [220 588]
SMsplice 3SS: [274 646]
top_k =  1000
Partition function (log Z): -3.521350569561322

Sorted 5' Splice Sites (High to Low Probability):
Position 588: 0.9061188548572705
Position 220: 0.8975694381923097
Position 798: 0.0968317278801866
Position 571: 0.03517822884782145
Position 210: 0.01986375498897331
Position 594: 0.01577318127878939
Position 169: 0.007951074878394441
Position 574: 0.002301068736202133
Position 826: 0.0018509454681778534
Position 579: 0.0013485455491186683
Position 861: 0.0005288635021089142
Position 523: 0.0002022830843273317
Position 360: 0.00015760776684308034
Position 355: 0.00011258244432784864
Position 116: 7.835933743100141e-05
Position 102: 6.614272248070915e-05
Position 172: 4.9284605113670926e-05
Position 224: 4.071720482930676e-05
Position 839: 3.8552100105556216e-05
Position 872: 3.373790119475194e-05
Position 511: 1.6618868161840705e-05
Position 125: 1.0286429903001789e-05
Position 339: 9.610095039096618e-06
Position 84: 6.991995530442723e-06
Position 784: 6.93579116321867e-06
Position 690: 4.821498950481047e-06
Position 546: 1.8322990210942643e-06
Position 470: 1.8003000570328819e-06
Position 786: 1.5684387570390139e-06
Position 200: 1.218787669973448e-06
Position 614: 6.182550131077723e-07
Position 154: 4.3222128436151137e-07
Position 298: 4.318899741352638e-07
Position 687: 3.6238210710862156e-07
Position 314: 2.392295760579423e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 646: 0.9638440337544277
Position 274: 0.8614347715860423
Position 872: 0.060706390974835475
Position 918: 0.0386683834256762
Position 319: 0.028959944189636565
Position 276: 0.024894771990316363
Position 504: 0.0038580654463275187
Position 245: 0.0012546946583299509
Position 480: 0.001010732000630101
Position 477: 0.0003031234412401573
Position 614: 0.00026304941998131205
Position 285: 0.00021095471049072836
Position 345: 0.00016682273424928684
Position 698: 0.00013193274258460646
Position 339: 0.00012307649221108917
Position 292: 6.515199451606194e-05
Position 666: 6.290832543963244e-05
Position 728: 4.834792181080093e-05
Position 511: 3.513026197194425e-05
Position 324: 3.281156875080429e-05
Position 713: 2.2581235940877133e-05
Position 493: 1.7049464152742712e-05
Position 360: 9.926618821336351e-06
Position 516: 9.326355763595145e-06
Position 758: 9.318834396147038e-06
Position 196: 4.475323781689912e-06
Position 298: 4.131423572927595e-06
Position 526: 1.631263710872205e-06
Position 767: 1.0973247363502657e-06
Position 353: 1.0598475627961203e-06
Position 133: 8.076324320144382e-07
Position 294: 6.39012826610035e-07
Position 775: 4.246005487999851e-07
Position 210: 3.8758589453803054e-07
Position 166: 2.896027786258052e-07
Position 172: 1.475198890866375e-07
Position 797: 1.095966585477049e-07
Position 558: 1.0310277819284454e-07
Position 224: 5.1080513966786816e-08
Position 534: 2.3776517503603068e-08
Position 815: 1.636268548325322e-08
Position 555: 1.3426177483342289e-08
Position 784: 5.969710824028518e-09
Position 566: 2.846186672237935e-09
Position 574: 1.4439869579566352e-09
Position 801: 5.435769924304871e-10
Position 161: 2.4374946988907216e-10
Position 528: 9.739852313567183e-11
Position 585: 5.1997636999667274e-11
Position 482: 5.740877919540108e-22
