Gene = Cpr66D
index = 1101
Annotated 5SS: [406 643]
Annotated 3SS: [ 474 2615]
SMsplice 5SS: [406 643]
SMsplice 3SS: [ 474 2615]
top_k =  1000
Partition function (log Z): 3.9057206709137575

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9986322576822005
Position 643: 0.9794182795764529
Position 2259: 0.2840007705878891
Position 1516: 0.0607914619322656
Position 2274: 0.03873595853147324
Position 2556: 0.02046279974735226
Position 2966: 0.020393818312732414
Position 2263: 0.013387710278364584
Position 1305: 0.00976052066507127
Position 2970: 0.006918922328560366
Position 3041: 0.006811717209188644
Position 660: 0.00663896076675538
Position 1480: 0.00424051601223691
Position 2280: 0.003986826936365198
Position 1294: 0.003522815129858919
Position 1990: 0.003236855752393498
Position 3034: 0.0022799463155654116
Position 2277: 0.002069067410796632
Position 2422: 0.0020353613053377705
Position 1288: 0.0012769830965731275
Position 1163: 0.0010999807404758265
Position 654: 0.0009885743901836932
Position 2713: 0.000959480807169414
Position 30: 0.0009497164661045002
Position 410: 0.0009417046365226404
Position 783: 0.0009321209907273407
Position 36: 0.0008840121380380142
Position 1911: 0.0007928505273268563
Position 1111: 0.0007462313341919295
Position 2356: 0.0007310382836133713
Position 3037: 0.0007023239652667041
Position 2150: 0.0006132089733625267
Position 697: 0.0005205786926704158
Position 1301: 0.0004959956191567887
Position 2354: 0.0004649864548208747
Position 1744: 0.00045400473695722163
Position 2323: 0.0003525271549809864
Position 391: 0.0003393299560834304
Position 2796: 0.00030052209932193843
Position 42: 0.00028544781264430773
Position 2698: 0.00023353871916496243
Position 713: 0.0002188437304174437
Position 1048: 0.00021158678582725043
Position 647: 0.0002035091987281632
Position 1544: 0.00020040292737562865
Position 2759: 0.00018858880232905823
Position 1400: 0.00017868599145735037
Position 3019: 0.00017404764960106655
Position 1239: 0.00014085364772115408
Position 163: 0.00014067198415653034
Position 2293: 0.00011748628704020137
Position 2237: 8.80923943872271e-05
Position 2100: 8.215275337598399e-05
Position 1778: 7.755622834963991e-05
Position 60: 5.7513822929303264e-05
Position 2703: 5.510303878428493e-05
Position 1147: 5.495169164390176e-05
Position 919: 4.878742878678579e-05
Position 2006: 4.766069448786148e-05
Position 1507: 4.6875856599338785e-05
Position 2951: 3.335080100145235e-05
Position 1058: 2.9656005928163385e-05
Position 1158: 2.7065179221252357e-05
Position 2823: 2.6616857265059887e-05
Position 1358: 2.29091297794619e-05
Position 82: 2.1907758967176994e-05
Position 2891: 1.7829899209860728e-05
Position 1380: 1.691856950725006e-05
Position 204: 1.6881232267616205e-05
Position 2960: 1.6682248929340215e-05
Position 2724: 1.6075630252904442e-05
Position 600: 1.5148922125201812e-05
Position 300: 1.3810915269269991e-05
Position 2000: 1.0361489056105298e-05
Position 975: 9.989715763732364e-06
Position 3028: 9.955279189521049e-06
Position 99: 9.397865216870563e-06
Position 2820: 6.540996350141796e-06
Position 1113: 6.525695619661398e-06
Position 2058: 5.511540661770319e-06
Position 425: 5.005095994081103e-06
Position 130: 4.952734244892021e-06
Position 1087: 4.308326539009575e-06
Position 2918: 2.9305272734499823e-06
Position 16: 2.7059145625963988e-06
Position 24: 2.0231125157504165e-06
Position 1193: 1.8794265382208946e-06
Position 92: 1.8185323059344535e-06
Position 2727: 1.664841933097533e-06
Position 3001: 1.6162139918808924e-06
Position 84: 1.2089752611369408e-06
Position 732: 9.89026862374132e-07
Position 157: 8.149943431811926e-07
Position 340: 7.062663535008022e-07
Position 769: 4.4997334644884113e-07
Position 73: 3.610036754383532e-07
Position 901: 3.4497829545647116e-07
Position 1127: 3.20893122387054e-07
Position 886: 2.717751608819406e-07
Position 181: 2.2027353366653317e-07
Position 1115: 2.194177693464727e-07
Position 68: 2.016504690902283e-07
Position 160: 1.6260365841428744e-07
Position 379: 1.2494716868214463e-07
Position 790: 1.1494576712551132e-07
Position 899: 8.1584757578748e-08
Position 304: 7.023067290483153e-08
Position 76: 5.278986766056234e-08
Position 1439: 2.9744371909177717e-08
Position 167: 1.551611731044107e-08
Position 451: 1.4690911104444941e-08
Position 1076: 9.305662454892808e-09
Position 1133: 7.016093118279342e-09
Position 1089: 6.674999311447963e-09
Position 672: 3.3765546657136396e-09
Position 503: 3.334123878102217e-09
Position 549: 2.524856824499401e-09
Position 1363: 2.160180756402089e-09
Position 442: 1.9206868146204927e-09
Position 1230: 7.470230016959103e-10
Position 1309: 6.33734661909835e-10
Position 1167: 6.015018524614985e-10
Position 842: 6.198113939648438e-12
Position 603: 2.2708159517999433e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 474: 0.9939593865237015
Position 2615: 0.983404829096085
Position 1577: 0.18271762384378512
Position 2043: 0.0824882201976045
Position 895: 0.046662908643872354
Position 1869: 0.03316107784604452
Position 3106: 0.02682268695456868
Position 960: 0.018853680739067263
Position 1632: 0.016283141179147503
Position 2070: 0.013307862436734095
Position 3125: 0.01066585402571275
Position 1910: 0.008500793255001818
Position 2458: 0.006361671732320925
Position 744: 0.005823854442376929
Position 839: 0.005404854166280832
Position 1256: 0.00515601224094868
Position 1076: 0.005036587207768278
Position 1502: 0.0037794893995569756
Position 1739: 0.003001477260795554
Position 1544: 0.002915231856872756
Position 1007: 0.002889261592044096
Position 516: 0.002816819192096508
Position 1432: 0.002615369957856923
Position 1180: 0.002558367560555775
Position 483: 0.002048829472010001
Position 110: 0.0019279623215011487
Position 1782: 0.001679875189840474
Position 2633: 0.001474941666628718
Position 1321: 0.0009604753716458335
Position 3141: 0.0009425363797260418
Position 2675: 0.0009152120523156161
Position 752: 0.0008749190669221609
Position 812: 0.0007078174019904415
Position 1347: 0.0005992191592387306
Position 769: 0.0005649365652514604
Position 1442: 0.0004409576158491893
Position 2855: 0.0004342880561674652
Position 1239: 0.00041249143306004807
Position 2777: 0.0003724874066701376
Position 2562: 0.00037181570812914907
Position 727: 0.00032730565667300906
Position 1937: 0.00028035889554310227
Position 2171: 0.00024515522798164235
Position 1380: 0.00023026169033202461
Position 975: 0.00022891630390174339
Position 2651: 0.0002169221508642409
Position 1087: 0.0002090836741582231
Position 1808: 0.0001965780143157422
Position 776: 0.00019651526082409938
Position 489: 0.0001615090433465601
Position 710: 0.0001465861805446043
Position 1841: 0.00011808386243148213
Position 1693: 0.00011413636438071574
Position 1943: 0.00011409412381076091
Position 539: 0.0001111773594047833
Position 279: 0.00010817921186051415
Position 1989: 0.00010621240533406466
Position 1439: 0.00010545411780370997
Position 2354: 0.00010364047113229456
Position 2186: 0.00010353791624971874
Position 492: 0.00010064011143985777
Position 2574: 9.918110258785828e-05
Position 1876: 9.86020427268032e-05
Position 1885: 9.553445086381306e-05
Position 2556: 9.462715031144944e-05
Position 2759: 8.443224282341079e-05
Position 561: 7.918583423824655e-05
Position 1756: 7.87353966165727e-05
Position 321: 7.404431097521252e-05
Position 1216: 6.782110190108117e-05
Position 92: 6.558878133955104e-05
Position 3019: 6.413714581151666e-05
Position 82: 5.825338420826799e-05
Position 99: 5.5811261437634594e-05
Position 2789: 5.31939503358641e-05
Position 1449: 5.239908223362533e-05
Position 696: 5.1337814579527827e-05
Position 3037: 4.983461501922808e-05
Position 2127: 4.456338048696954e-05
Position 528: 4.205238476229988e-05
Position 919: 3.479298193157233e-05
Position 3028: 3.126588874876878e-05
Position 2828: 2.651596064301903e-05
Position 1814: 2.3180419684784306e-05
Position 216: 2.2486789824072896e-05
Position 177: 2.1720719751102416e-05
Position 1520: 1.8338546506328564e-05
Position 713: 1.419642786226814e-05
Position 2396: 1.2029668333173959e-05
Position 1293: 1.1135324339043693e-05
Position 2568: 1.0744176938202163e-05
Position 2476: 9.647566256028264e-06
Position 819: 9.145450350880346e-06
Position 200: 8.865859798434919e-06
Position 1647: 8.027936596348103e-06
Position 2684: 6.885349567755406e-06
Position 204: 6.647977668928287e-06
Position 2660: 6.529632322625019e-06
Position 439: 6.203120183332407e-06
Position 318: 5.7249132061350525e-06
Position 213: 5.405252712921367e-06
Position 2780: 5.362979046497379e-06
Position 1274: 4.954910746440685e-06
Position 276: 4.877260610408088e-06
Position 2711: 4.869264870709065e-06
Position 222: 4.614144558002037e-06
Position 2487: 3.9446667111612375e-06
Position 351: 2.590167542978949e-06
Position 167: 2.415102714609595e-06
Position 2323: 2.362441118376876e-06
Position 228: 2.0264445723102386e-06
Position 589: 1.96818366287343e-06
Position 291: 8.377503762259506e-07
Position 297: 4.4060554008722146e-07
Position 300: 2.482389738211628e-07
Position 549: 2.414688515075403e-07
Position 372: 2.3628809684255358e-07
Position 363: 2.0260019963082907e-07
Position 366: 1.963742603839006e-07
Position 234: 1.3599428630551086e-07
Position 231: 1.0679767322798755e-07
Position 2178: 5.3254421917611134e-08
Position 60: 5.246598550275447e-08
Position 243: 4.417939372714842e-08
Position 395: 3.720109583749601e-08
Position 612: 2.5294548844870913e-08
Position 615: 2.0809756461691875e-08
Position 594: 1.9663570640620675e-08
Position 326: 1.831298509398674e-08
Position 240: 1.4752990578659898e-08
Position 288: 1.15715290653077e-08
Position 348: 8.460195948365739e-09
Position 249: 7.417805782379746e-09
Position 546: 4.789125039140454e-09
Position 600: 1.8085493804426393e-10
Position 654: 1.7113427730186572e-10
Position 333: 6.806673899094953e-11
Position 405: 5.625791510110663e-11
Position 790: 3.7044082951921413e-11
Position 783: 5.22215968200366e-12
Position 627: 1.05692950062021e-13
Position 624: 7.318880611160214e-17
