Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  1000
Partition function (log Z): 1.5844311595742555

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9790951373017792
Position 1023: 0.9449703308248407
Position 1707: 0.8836280140952012
Position 1355: 0.8222611830666628
Position 1503: 0.8104387885803357
Position 782: 0.6628575378687758
Position 638: 0.025529511981521966
Position 1352: 0.023737538647217667
Position 1177: 0.01079644324570523
Position 241: 0.006056188695161035
Position 1173: 0.005184082840195763
Position 247: 0.0032279770376382015
Position 1327: 0.003037756755317487
Position 290: 0.0015217769945738034
Position 636: 0.0011134243781635192
Position 1653: 0.0010684901566803062
Position 931: 0.0009876918614757494
Position 510: 0.0007498932341064378
Position 1686: 0.0005685949493460854
Position 228: 0.0005617043000707448
Position 625: 0.0004758570241375273
Position 644: 0.0003697078498604705
Position 1636: 0.0003092160354057734
Position 217: 0.0003058926837729176
Position 1595: 0.0003057561179485257
Position 1599: 0.00030309027289084696
Position 134: 0.0002819568462826425
Position 1306: 0.0002689574393159742
Position 178: 0.000252715024943853
Position 1627: 0.00019299412321581937
Position 544: 0.0001884969568035606
Position 677: 0.0001882949613637002
Position 776: 0.00018614042736407507
Position 71: 0.0001418609570413595
Position 385: 9.291403088709136e-05
Position 408: 7.793822678538394e-05
Position 1194: 6.849319783932273e-05
Position 114: 6.195931871075673e-05
Position 1244: 5.967415654580298e-05
Position 1851: 5.742878804481096e-05
Position 464: 5.532068840534797e-05
Position 1679: 5.0123597261975155e-05
Position 969: 4.847569850524577e-05
Position 500: 4.67209025693974e-05
Position 149: 4.5974844332767416e-05
Position 344: 3.9227397975820175e-05
Position 774: 2.919975738763461e-05
Position 1171: 2.685504043085382e-05
Position 562: 2.6740475266856284e-05
Position 862: 2.661753806241922e-05
Position 983: 2.364111981456464e-05
Position 1460: 2.085980591669592e-05
Position 19: 1.9742324384701936e-05
Position 1149: 1.175470901739975e-05
Position 574: 1.0220261784548202e-05
Position 1417: 9.221986128358854e-06
Position 383: 8.315220350880079e-06
Position 355: 8.214545063592386e-06
Position 1879: 7.672588678749488e-06
Position 1899: 7.49252999151404e-06
Position 209: 6.9546455567623025e-06
Position 711: 5.5721655470295854e-06
Position 1400: 4.525617790571739e-06
Position 1106: 4.2782719797595585e-06
Position 1556: 3.3969702095226423e-06
Position 853: 2.7344837630816865e-06
Position 260: 2.1704473635858617e-06
Position 844: 2.121333008605827e-06
Position 1810: 1.6013193155139926e-06
Position 1111: 1.5440563255866487e-06
Position 1729: 1.4850211775591915e-06
Position 730: 1.3460478792104255e-06
Position 866: 1.345474627956819e-06
Position 1617: 1.0995383955732538e-06
Position 1805: 1.0249602572288978e-06
Position 166: 8.891458261170139e-07
Position 723: 8.461435801002065e-07
Position 10: 8.0800156214197e-07
Position 935: 7.946686893878756e-07
Position 60: 5.647973038116074e-07
Position 91: 4.935881933572732e-07
Position 1197: 4.687296602718893e-07
Position 202: 4.2295272773433824e-07
Position 270: 3.278394734280976e-07
Position 972: 3.232260590798413e-07
Position 39: 2.3074739008628127e-07
Position 13: 1.1001974048620889e-08
Position 901: 8.788436697947587e-11
Position 837: 8.662834150973305e-11
Position 329: 7.463167206645177e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8890796637434908
Position 1409: 0.8737286896465185
Position 694: 0.8642996617727707
Position 1550: 0.8046431816353644
Position 1075: 0.7749764665265676
Position 853: 0.6387585225953599
Position 1091: 0.16336865592205652
Position 523: 0.08362386934833407
Position 362: 0.028934671443710088
Position 657: 0.01130530442186637
Position 496: 0.010334800314916385
Position 878: 0.008182757253416549
Position 1194: 0.006413578238781057
Position 1259: 0.0052830012459165075
Position 1396: 0.004246185298388118
Position 329: 0.0027578260926104225
Position 1706: 0.002299343575893177
Position 1899: 0.002275243707465484
Position 343: 0.0021061864065297898
Position 1140: 0.0019796876594327236
Position 217: 0.0017420713789381304
Position 935: 0.0017343168376184367
Position 850: 0.0015562370146535015
Position 1795: 0.0012230632600766216
Position 228: 0.001193931326568004
Position 1292: 0.001094078320414957
Position 1286: 0.0006592414482658236
Position 429: 0.0006292049860909501
Position 781: 0.0005086905340909006
Position 1819: 0.000397480775818795
Position 371: 0.0003861372753010384
Position 457: 0.0003325008908955488
Position 1653: 0.00028248787549013367
Position 857: 0.00021432205043653207
Position 1670: 0.00020571799981598126
Position 862: 0.0002038657334896902
Position 530: 0.00019346001943581988
Position 1327: 0.00016736201020006768
Position 464: 0.00013543390796393005
Position 473: 9.855327432619065e-05
Position 1934: 8.487073894641279e-05
Position 574: 8.119524146959872e-05
Position 503: 6.258421889334541e-05
Position 280: 4.932169430669374e-05
Position 1627: 4.5626304923922395e-05
Position 408: 4.519175827024522e-05
Position 944: 3.769117284372075e-05
Position 718: 3.659759777443462e-05
Position 978: 3.4056449898717036e-05
Position 1009: 3.12252390888739e-05
Position 1502: 1.5905432795459533e-05
Position 1941: 1.559049581051962e-05
Position 1106: 1.0922861833620882e-05
Position 1583: 6.732638904521302e-06
Position 742: 6.451589251231633e-06
Position 1810: 5.435238324089196e-06
Position 1711: 5.081001823042327e-06
Position 241: 4.644293275091717e-06
Position 1556: 4.400168628579591e-06
Position 194: 4.362632791062102e-06
Position 1525: 3.1265430044696258e-06
Position 120: 1.2000454905732819e-06
Position 158: 1.1823309033256398e-06
Position 87: 6.864405523953184e-07
Position 1805: 5.840058074629623e-07
Position 1679: 3.401493413746752e-07
Position 56: 3.0290528617831346e-07
Position 161: 2.8885093223094834e-07
Position 108: 7.734666362649842e-08
Position 53: 2.169174248119063e-08
Position 178: 1.9473752973797357e-08
Position 96: 1.2193185736870069e-08
Position 123: 1.19993570297838e-09
Position 66: 1.4303691204822389e-11
Position 166: 3.765170298461117e-15
Position 125: 5.923365791591229e-16
