Gene = Ufd1-like
index = 1582
Annotated 5SS: [295]
Annotated 3SS: [351]
SMsplice 5SS: [295]
SMsplice 3SS: [351]
top_k =  1000
Partition function (log Z): -5.816717555329769

Sorted 5' Splice Sites (High to Low Probability):
Position 295: 0.9953847761458341
Position 949: 0.1322697766055728
Position 529: 0.08475412891188358
Position 936: 0.003984953036573135
Position 996: 0.0012181650166773665
Position 1180: 0.0012147790286071004
Position 467: 0.0006529431651977339
Position 1147: 0.0005984193227329419
Position 34: 0.0005371364766450348
Position 308: 0.0005200362483662006
Position 299: 0.0001875885690636396
Position 698: 0.00011245224637619976
Position 524: 0.00010642700846097797
Position 722: 0.00010112754216170848
Position 711: 7.434252945374249e-05
Position 106: 6.982673338123572e-05
Position 459: 5.927811710027893e-05
Position 9: 5.660173417432228e-05
Position 1189: 4.9518515438679364e-05
Position 276: 4.383604462398587e-05
Position 429: 3.126539761114562e-05
Position 767: 3.0173407404659095e-05
Position 971: 2.9506114618070147e-05
Position 11: 2.503528752234004e-05
Position 753: 2.39417543586318e-05
Position 1195: 2.2228399540554563e-05
Position 1011: 1.6055422186629374e-05
Position 306: 1.4463692748175574e-05
Position 587: 1.2161274336906662e-05
Position 243: 1.1176413004122398e-05
Position 233: 9.986527821153269e-06
Position 556: 6.832042582344556e-06
Position 17: 6.532663868956799e-06
Position 401: 6.498061333936956e-06
Position 850: 5.916903587003164e-06
Position 119: 5.862575423035953e-06
Position 636: 5.411785091258119e-06
Position 928: 2.7191572129702508e-06
Position 984: 2.6346517093628918e-06
Position 940: 2.0236622400792226e-06
Position 558: 1.8309056927843102e-06
Position 328: 1.7618791671682544e-06
Position 780: 1.6318575949764764e-06
Position 170: 1.3986500207138919e-06
Position 864: 1.355719156430933e-06
Position 909: 1.0194699146115435e-06
Position 351: 1.0156017752025368e-06
Position 1072: 9.744012418107834e-07
Position 570: 8.702326608817442e-07
Position 1098: 8.312291550925102e-07
Position 396: 4.771511509334408e-07
Position 471: 4.2147286737055505e-07
Position 1031: 3.904393901582055e-07
Position 912: 3.656062562474828e-07
Position 684: 3.2206707940001074e-07
Position 197: 2.2135460893072242e-07
Position 413: 5.36468838777266e-08
Position 798: 1.6439557920972893e-08
Position 724: 2.728963405214409e-09
Position 251: 1.8803332285128e-09
Position 987: 1.904635895311454e-13
Position 726: 2.395087107123253e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9920228352578183
Position 601: 0.08363801541531958
Position 1017: 0.0581677520211847
Position 1031: 0.05326722851259717
Position 1240: 0.01393445578089399
Position 1217: 0.0063120506724378125
Position 1072: 0.004012591862904347
Position 1078: 0.0021867297304918663
Position 676: 0.0017282809841470588
Position 401: 0.0012354680095434918
Position 587: 0.0012090622803975185
Position 995: 0.0009753694525767607
Position 1189: 0.0007998355712725023
Position 827: 0.000501377492367728
Position 142: 0.00030830621437433463
Position 1101: 0.0002786545098601423
Position 419: 0.00023571494179948114
Position 992: 0.00017403104423769375
Position 181: 0.00015704800780115452
Position 632: 0.00015548380392236947
Position 753: 0.00013836888912894266
Position 1226: 0.0001200337780435736
Position 81: 0.00011392816662167494
Position 1195: 0.00010819657737282768
Position 1081: 0.00010577232504699277
Position 104: 6.0111232061273864e-05
Position 757: 4.941454498558581e-05
Position 848: 4.138480210646981e-05
Position 1246: 3.079124406477911e-05
Position 791: 2.8832537543995353e-05
Position 119: 2.8644106387945385e-05
Position 740: 2.3181574181092717e-05
Position 734: 2.235765676860641e-05
Position 845: 2.227000593393634e-05
Position 710: 1.2783391038703982e-05
Position 434: 1.1963315221419251e-05
Position 1160: 1.1033363282841029e-05
Position 906: 7.93535743793877e-06
Position 1175: 5.7159777263429584e-06
Position 258: 5.153585309830357e-06
Position 1089: 4.15763232024141e-06
Position 1086: 4.051549747590185e-06
Position 166: 3.923996192623337e-06
Position 96: 3.5637295344323286e-06
Position 133: 2.6460862480234023e-06
Position 554: 2.5663648530681425e-06
Position 1002: 2.3812582338935583e-06
Position 956: 1.3202520516636525e-06
Position 69: 1.212748788752312e-06
Position 707: 1.1487324445383492e-06
Position 467: 1.1090153067012034e-06
Position 953: 1.0147172743527695e-06
Position 690: 8.242707126009813e-07
Position 809: 7.415614834049579e-07
Position 959: 6.037386649487908e-07
Position 233: 5.531022480610127e-07
Position 698: 5.400775838080224e-07
Position 150: 4.293112219315356e-07
Position 1130: 1.628860430435827e-07
Position 157: 1.5978536144462862e-07
Position 644: 4.6623117339273364e-08
Position 798: 4.2283905631201166e-08
Position 284: 3.7662609588705457e-08
Position 115: 3.193232362224449e-08
Position 926: 2.5871430780129274e-08
Position 311: 2.3566411340169268e-08
Position 206: 8.484111993448866e-09
Position 293: 3.4765632828473546e-09
Position 767: 2.3814165068014557e-09
Position 556: 1.5566362706924662e-09
Position 320: 8.588580629672517e-10
Position 306: 7.722995523307349e-10
Position 533: 6.306823455300732e-10
Position 266: 8.224033669288726e-12
Position 299: 2.991071092722552e-12
Position 482: 2.0809132678076716e-12
Position 295: 1.2060524020961927e-16
Position 152: 3.5857813650973724e-19
