Gene = ics
index = 1732
Annotated 5SS: [ 583 1493 2743]
Annotated 3SS: [1331 2120 2805]
SMsplice 5SS: [ 307 1493 2743]
SMsplice 3SS: [1331 2120 2805]
top_k =  1000
Partition function (log Z): 4.848076904135825

Sorted 5' Splice Sites (High to Low Probability):
Position 2743: 0.9990138209553798
Position 1493: 0.9213069083016168
Position 307: 0.6470012575278208
Position 583: 0.4650335905786177
Position 2468: 0.32710551092259277
Position 2394: 0.15517648647604698
Position 961: 0.07859277622857258
Position 1561: 0.038705002182563175
Position 2406: 0.018865768788369666
Position 1611: 0.016003892940686867
Position 375: 0.01502016039970044
Position 1632: 0.009963362778029639
Position 2978: 0.008979691351460425
Position 2943: 0.008806733632682319
Position 587: 0.008694253593453704
Position 335: 0.008340105821885786
Position 22: 0.006164011702315574
Position 247: 0.005101710720918508
Position 2952: 0.0034632793259142813
Position 237: 0.0026263203157864626
Position 302: 0.0016589193903616803
Position 990: 0.0015900973413566835
Position 272: 0.0014420617602797627
Position 774: 0.0014276650514955746
Position 936: 0.0014095129794394223
Position 2472: 0.001129677615586927
Position 1497: 0.0011102144840022048
Position 1776: 0.0010035387506358653
Position 921: 0.0009783053483323895
Position 2008: 0.0009691416706340633
Position 1119: 0.0009444639142022836
Position 2956: 0.0009331713621959745
Position 593: 0.0008647933368634236
Position 873: 0.000768398839573591
Position 422: 0.0007170742403263978
Position 552: 0.0007148783989549343
Position 596: 0.00071278259351352
Position 1650: 0.0006960431388672293
Position 2074: 0.0006915732243123594
Position 2452: 0.0006728712091834192
Position 2896: 0.0005938386408483203
Position 1549: 0.0005905549841858366
Position 35: 0.00046503689435889537
Position 1817: 0.00046111796966408615
Position 415: 0.0004166853769551003
Position 2537: 0.0003955205192847868
Position 2171: 0.00038054604179953204
Position 1763: 0.00034660022432086995
Position 2339: 0.00030436821440855993
Position 2994: 0.0002802123537696319
Position 2384: 0.00027385061072262
Position 410: 0.00026196898806538495
Position 428: 0.0002460534796291148
Position 2428: 0.00023760190783995053
Position 520: 0.00022633821758711234
Position 932: 0.00020390218910044862
Position 390: 0.00019712358758051035
Position 567: 0.0001419696263762752
Position 2941: 0.00013598978789615255
Position 2959: 0.00012640242035636873
Position 2019: 0.00011669024582321646
Position 2972: 0.0001126710420882493
Position 1636: 0.00010043862427273687
Position 191: 8.196246061062596e-05
Position 1565: 7.760929922949532e-05
Position 436: 7.609693552737352e-05
Position 1228: 7.5525787971479e-05
Position 2505: 7.296253279428642e-05
Position 1798: 6.72554344679926e-05
Position 956: 6.135219558206482e-05
Position 1491: 5.9484840774975956e-05
Position 892: 5.884492934587383e-05
Position 608: 5.881352894800588e-05
Position 2348: 5.143495408481984e-05
Position 534: 4.897997561627708e-05
Position 1754: 4.806853190613191e-05
Position 817: 4.711453506086466e-05
Position 1405: 2.957599620736545e-05
Position 1796: 2.558156928828561e-05
Position 730: 2.2309674285765806e-05
Position 2549: 2.0416978636372253e-05
Position 29: 1.6985539262500906e-05
Position 2178: 1.645812501928395e-05
Position 2288: 1.5369759214781935e-05
Position 420: 1.4164257959345342e-05
Position 2747: 1.3234220241403135e-05
Position 3012: 1.2706175408072956e-05
Position 845: 1.1292259998989668e-05
Position 345: 1.063396534769773e-05
Position 2635: 1.0538452202816796e-05
Position 292: 1.0298893471036494e-05
Position 1746: 9.548733383980089e-06
Position 2947: 8.895775864591178e-06
Position 311: 7.885632311949472e-06
Position 2421: 7.750745857649643e-06
Position 1752: 7.597701881420273e-06
Position 1084: 7.032651955372243e-06
Position 479: 6.6164751216444785e-06
Position 426: 6.30379812674129e-06
Position 1440: 6.1218009834058485e-06
Position 525: 5.494473529341959e-06
Position 2249: 5.2525508527137315e-06
Position 468: 4.58251008882709e-06
Position 1375: 4.44249735590328e-06
Position 1644: 4.37451009177096e-06
Position 2005: 4.258353460845747e-06
Position 450: 4.0900004651715895e-06
Position 2290: 3.966739516250276e-06
Position 2260: 3.903776436813145e-06
Position 3025: 3.336520466857791e-06
Position 1479: 3.161647688960765e-06
Position 2666: 2.9659815518878516e-06
Position 1647: 2.3093125477987376e-06
Position 44: 1.904648904406214e-06
Position 2708: 1.591629406032848e-06
Position 1358: 1.4016656849204467e-06
Position 1467: 1.270527951516706e-06
Position 2591: 7.933705637556616e-07
Position 856: 7.812543842859963e-07
Position 2257: 7.169721951251839e-07
Position 2776: 4.918091347602458e-07
Position 1464: 4.903776014802703e-07
Position 1716: 4.1387054034999516e-07
Position 2086: 3.77957277379684e-07
Position 2703: 1.0071393565346296e-07
Position 2838: 9.906619321258492e-08
Position 61: 4.4812819845324294e-08
Position 460: 4.450553080182949e-08
Position 3082: 4.184955800388267e-08
Position 72: 2.506859111254789e-08
Position 2639: 2.1975095930763928e-08
Position 392: 6.996582773844124e-09
Position 2614: 1.3145747431134668e-10
Position 2359: 5.489045168125312e-11
Position 735: 3.2776331886615784e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2805: 0.9985975225381014
Position 2120: 0.9856704341795849
Position 1331: 0.9771435223290971
Position 2583: 0.4953210799742188
Position 409: 0.14392939546031888
Position 375: 0.07537299432531336
Position 3040: 0.02017885268755174
Position 895: 0.018525041694492737
Position 2537: 0.0056172477681056395
Position 72: 0.004569409990827944
Position 809: 0.00452097948027374
