Gene = bora
index = 1632
Annotated 5SS: [373]
Annotated 3SS: [430]
SMsplice 5SS: [373]
SMsplice 3SS: [430]
top_k =  1000
Partition function (log Z): -5.521834078254034

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.9997504325430359
Position 1798: 0.009672282865668676
Position 1185: 0.005264890273603145
Position 729: 0.004331278615790543
Position 948: 0.0029217036802555575
Position 1455: 0.0021680250564533707
Position 110: 0.0013670785463934048
Position 980: 0.0010586943084933864
Position 633: 0.000876480710044046
Position 498: 0.0006107214331311527
Position 621: 0.0005669873216623197
Position 628: 0.000502531305922859
Position 1314: 0.0004435254189901778
Position 1084: 0.00041212050020510014
Position 841: 0.0004083441126006955
Position 1927: 0.0003724814491043368
Position 1018: 0.0003036200455449877
Position 704: 0.0002960022497962406
Position 787: 0.00022670512520086194
Position 1347: 0.0001577665797061141
Position 595: 0.0001573222380892132
Position 836: 0.0001525162447953684
Position 314: 0.00013681368874528163
Position 611: 0.00012955221483172924
Position 1585: 0.00011642100085654224
Position 1623: 8.708277442150962e-05
Position 584: 7.414709045675367e-05
Position 522: 7.309523359709943e-05
Position 1955: 5.5742033677000536e-05
Position 1588: 4.6490644588004836e-05
Position 1967: 4.492125558897897e-05
Position 995: 4.2704471391052525e-05
Position 1915: 3.11231758103176e-05
Position 941: 2.7457496418336994e-05
Position 180: 2.6117637828822196e-05
Position 958: 2.303820221567749e-05
Position 1329: 2.274027731722201e-05
Position 152: 2.0197959780997357e-05
Position 865: 1.8998977089018463e-05
Position 1173: 1.834313966356044e-05
Position 844: 1.7014762159153867e-05
Position 1672: 1.5985571837397912e-05
Position 1921: 1.5027771588757402e-05
Position 281: 1.1822063954007439e-05
Position 791: 1.0988613381701126e-05
Position 542: 9.876339260136031e-06
Position 97: 9.74372902600957e-06
Position 476: 8.28383614312809e-06
Position 1788: 7.123085505502967e-06
Position 1241: 6.916724414488347e-06
Position 1162: 3.866194647143399e-06
Position 63: 1.8141883166680995e-06
Position 906: 1.5664388943861943e-06
Position 82: 1.4812386079059855e-06
Position 348: 1.189022299912929e-06
Position 208: 3.7103745152529244e-07
Position 51: 2.739308119527438e-07
Position 217: 2.171207694496597e-07
Position 271: 2.0246335616474952e-07
Position 166: 1.477687287987808e-07
Position 1148: 9.973893245404191e-08
Position 33: 7.874331010497071e-08
Position 1733: 4.9330117599492955e-08
Position 847: 3.81172392278989e-08
Position 482: 3.434013773640974e-08
Position 377: 1.9999457960298725e-08
Position 821: 1.9617089109577676e-08
Position 283: 1.953412894317855e-08
Position 900: 1.943184214134651e-08
Position 1217: 4.719564097165013e-09
Position 384: 4.55187292577758e-09
Position 467: 1.5358243176308714e-09
Position 1220: 5.401038904871824e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 430: 0.9437667422479873
Position 476: 0.022124711717486527
Position 1853: 0.011336702400226424
Position 676: 0.010535079612997308
Position 1788: 0.0055744313122082015
Position 1824: 0.0054096494048347845
Position 1715: 0.004653356406463133
Position 800: 0.00395957634007355
Position 1541: 0.003718850301168129
Position 991: 0.002975893614919249
Position 1045: 0.002939053819506966
Position 656: 0.00265539054040866
Position 569: 0.0018116496542768137
Position 1549: 0.0017028266785932419
Position 920: 0.0016773054349888876
Position 2011: 0.00119756963832142
Position 865: 0.0010681506151280554
Position 166: 0.0009518001239558477
Position 1940: 0.000933668104691097
Position 704: 0.0005874672144696091
Position 2016: 0.0004927880995662231
Position 1300: 0.0003791493469259847
Position 1794: 0.00029506091706323615
Position 1251: 0.00020729237340940724
Position 198: 0.00020413435941249344
Position 1471: 0.00018322099381580455
Position 608: 0.0001647433557440447
Position 1346: 0.00015586028283764262
Position 1529: 0.0001416314447001335
Position 201: 0.0001410257664220697
Position 566: 0.00011210910666329147
Position 1255: 0.00011071098623199825
Position 829: 0.00010941799681788796
Position 186: 7.530192251953142e-05
Position 2031: 6.811863277436805e-05
Position 482: 5.952725056417054e-05
Position 1507: 5.8620620956434836e-05
Position 1637: 5.843589896994349e-05
Position 542: 4.9624213267886476e-05
Position 1955: 4.782790920218274e-05
Position 628: 4.355107191258477e-05
Position 1184: 3.8841964294429974e-05
Position 712: 3.689479469944449e-05
Position 774: 3.5774249745305925e-05
Position 1241: 3.1658325394154195e-05
Position 768: 2.557156711792069e-05
Position 1485: 2.375034121977768e-05
Position 1021: 2.0028259828637957e-05
Position 261: 1.9803693036759555e-05
Position 1568: 1.7912521750571472e-05
Position 1208: 1.566578350782328e-05
Position 1604: 1.4723855404320459e-05
Position 1102: 1.3955453406172436e-05
Position 1188: 1.2017548604411438e-05
Position 1224: 1.1939465959535466e-05
Position 372: 9.946994863681309e-06
Position 1611: 9.289481443428681e-06
Position 1100: 8.448688870632969e-06
Position 1121: 7.253286515989709e-06
Position 965: 6.821683351106726e-06
Position 1693: 6.350887520173749e-06
Position 303: 5.953625943592665e-06
Position 595: 5.140750784558675e-06
Position 332: 4.991406345666883e-06
Position 578: 3.925229611952747e-06
Position 268: 3.6827748697807936e-06
Position 1362: 2.842095205464832e-06
Position 1430: 2.6933868243435493e-06
Position 1864: 2.3944216870946164e-06
Position 1258: 1.9073103238685506e-06
Position 611: 1.357503955582451e-06
Position 245: 8.978516279661575e-07
Position 133: 1.1516925234699554e-07
Position 313: 8.645024173069202e-08
Position 94: 6.997105300042444e-08
Position 125: 2.587977171172283e-08
Position 335: 1.2091454864565875e-08
Position 1018: 8.325049011716791e-09
Position 584: 4.182627486231799e-09
Position 680: 3.748846236086156e-09
Position 82: 2.880985143401525e-09
Position 109: 2.6628968575314644e-09
Position 527: 2.129665468317632e-09
Position 958: 1.7459171609701965e-09
Position 1127: 6.109771954234281e-10
Position 832: 6.086601801530197e-10
Position 497: 5.754604237951483e-11
Position 377: 8.833962876842265e-12
