Gene = ppk14
index = 1844
Annotated 5SS: [ 200  842 1529]
Annotated 3SS: [ 252  939 1579]
SMsplice 5SS: [200 842]
SMsplice 3SS: [252 939]
top_k =  1000
Partition function (log Z): -6.73883784400629

Sorted 5' Splice Sites (High to Low Probability):
Position 842: 0.6735145796527914
Position 200: 0.6474769957230997
Position 1529: 0.4052661353137449
Position 193: 0.2440606768809027
Position 846: 0.03403926983487849
Position 1173: 0.005061343948821204
Position 325: 0.0036843691429121507
Position 1134: 0.0034871870739412066
Position 1516: 0.0034666087722400106
Position 161: 0.0017448890445901826
Position 834: 0.001553611907312419
Position 1115: 0.0010152560914625343
Position 451: 0.0008643727527758681
Position 1342: 0.00046673823179810547
Position 1486: 0.00042920685085732525
Position 430: 0.00030913944151126456
Position 516: 0.00023683086868571916
Position 302: 0.00021891955067135415
Position 340: 0.00020170061465520455
Position 852: 0.00017432350855768996
Position 675: 0.00016243493772241183
Position 318: 0.00016226872113599803
Position 1459: 0.0001316854797756877
Position 963: 0.0001260313176623174
Position 398: 0.00011347282372108738
Position 966: 0.00010248074393220689
Position 1539: 9.07300193025341e-05
Position 1554: 8.058242723901726e-05
Position 213: 6.712756917303579e-05
Position 395: 6.012336428617553e-05
Position 1344: 5.169809222008494e-05
Position 254: 4.978454104586385e-05
Position 624: 3.6343049237641377e-05
Position 36: 3.5860929941330076e-05
Position 1567: 3.207714320605748e-05
Position 472: 3.11438109649079e-05
Position 602: 2.9964331497912806e-05
Position 259: 2.9795626087712926e-05
Position 81: 2.4114070903933112e-05
Position 1179: 2.1533573891360658e-05
Position 1449: 1.7478087716680986e-05
Position 1368: 1.6363091650519208e-05
Position 961: 1.537811472824662e-05
Position 949: 1.5105222526321155e-05
Position 33: 1.4486299858305019e-05
Position 1015: 1.3163733760431891e-05
Position 946: 1.316162482825245e-05
Position 353: 1.1883379509295103e-05
Position 1161: 1.1546854500735828e-05
Position 985: 1.1453595364839631e-05
Position 1201: 9.542125818959314e-06
Position 1552: 8.74541426306134e-06
Position 971: 6.950374568685931e-06
Position 616: 6.5946021042535444e-06
Position 661: 6.06161144827032e-06
Position 1350: 5.9520084112117075e-06
Position 1400: 3.935477537958814e-06
Position 1024: 2.3443953011166434e-06
Position 988: 1.829010275427986e-06
Position 1318: 1.7929009887098344e-06
Position 562: 1.7569852648192975e-06
Position 1238: 1.7295769790538333e-06
Position 522: 1.5778094150508727e-06
Position 1067: 1.1073130483038382e-06
Position 6: 7.160891779782761e-07
Position 295: 3.0367165180373085e-07
Position 290: 8.491132863451428e-08
Position 613: 1.682758446175132e-08
Position 714: 4.069829196886788e-09
Position 1009: 2.7375849646985295e-09
Position 645: 1.0123798606652303e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.8177186579962602
Position 939: 0.5863429497920599
Position 1579: 0.42899918874937354
Position 306: 0.05177824168567594
Position 1021: 0.04835865001123237
Position 920: 0.034097660948517766
Position 888: 0.019657027205266513
Position 395: 0.007783989666368722
Position 1299: 0.00466305932360355
Position 1628: 0.0040372286173255495
Position 522: 0.0033379203777109084
Position 254: 0.0025950544713598755
Position 1602: 0.0024251387545606577
Position 946: 0.002228791007935227
Position 1329: 0.0020818644423817203
Position 1067: 0.0018806881987641915
Position 961: 0.0016063830066259043
Position 1591: 0.0010926105402035908
Position 346: 0.0010692143696785677
Position 998: 0.0010302016289231012
Position 610: 0.001000987636091703
Position 1248: 0.0009395612191947415
Position 1433: 0.0006501097098145378
Position 1422: 0.0006175864151113896
Position 479: 0.0006133992433775897
Position 1470: 0.0004013573402149543
Position 340: 0.00036964386173472233
Position 1473: 0.00032607344104550233
Position 655: 0.0003069117967747792
Position 337: 0.00023861083758788075
Position 1398: 0.00011410688728609161
Position 1663: 0.00011245959501523966
Position 907: 9.776443730481174e-05
Position 899: 6.999268031134826e-05
Position 984: 6.619172047124027e-05
Position 902: 6.368802029474461e-05
Position 1407: 2.8321280508732174e-05
Position 730: 2.2741507985558394e-05
Position 659: 1.5975486962828756e-05
Position 142: 1.140149766394504e-05
Position 1296: 1.0616393069168197e-05
Position 443: 1.031379755042198e-05
Position 1706: 8.223806101956987e-06
Position 415: 6.684284813721957e-06
Position 824: 5.283652207316049e-06
Position 1350: 4.536520652716786e-06
Position 1547: 2.903384658673178e-06
Position 739: 2.4771227231398925e-06
Position 130: 2.4033209927542158e-06
Position 1125: 2.2610951003880972e-06
Position 845: 1.7097888769025344e-06
Position 1494: 1.5967008458946003e-06
Position 445: 7.953397326696259e-07
Position 81: 3.6552822512477127e-07
Position 96: 2.3111147735550989e-07
Position 106: 1.6790375629721926e-07
Position 213: 1.427995277717711e-07
Position 59: 1.041629450970262e-07
Position 666: 8.89295895937988e-08
Position 621: 8.389167168715982e-08
Position 451: 3.2018707561181946e-08
Position 209: 2.1951932183731066e-08
Position 832: 1.2876535090390349e-08
Position 754: 8.72326977098516e-09
Position 639: 4.920801821683487e-09
Position 799: 2.3770455179984427e-10
Position 108: 1.2533527102580865e-10
Position 204: 3.6712730476078234e-14
