Gene = DIP-theta
index = 1124
Annotated 5SS: [  166  6951 13105 16706 18043 18274 21827 22905 23907 25633 26191 26524]
Annotated 3SS: [ 6379 13029 16607 17896 18211 21667 22775 23771 25482 26103 26247 31442]
SMsplice 5SS: [  170  6951 16706 17193 17834 18043 18274 21827 22905 23907 25633 26191
 26524]
SMsplice 3SS: [ 6379 16607 17103 17247 17896 18211 21172 22775 22960 25482 26103 26247
 31442]
top_k =  1000
Partition function (log Z): 9.67092816835561

Sorted 5' Splice Sites (High to Low Probability):
Position 23907: 0.9783111140086538
Position 16706: 0.9719043970285981
Position 21827: 0.9498391201517404
Position 17834: 0.9437424684781486
Position 22905: 0.9436508916895857
Position 26191: 0.9356912377769154
Position 6951: 0.8656244811274876
Position 18274: 0.8397363551236088
Position 18043: 0.8276635084042504
Position 26524: 0.785992686641743
Position 25633: 0.7283422175203472
Position 17193: 0.6939477194346273
Position 170: 0.5387163737579239
Position 16503: 0.4954554885518671
Position 19460: 0.47735371252723996
Position 17354: 0.4361101687611773
Position 18717: 0.42433842875964134
Position 166: 0.35731578118670965
Position 13105: 0.16449821724741273
Position 23453: 0.15521807177890132
Position 6223: 0.1488635394730652
Position 23355: 0.13744484749468977
Position 17505: 0.1192332700269897
Position 17397: 0.10316570161315256
Position 19386: 0.1030041349741589
Position 21019: 0.09471965511759553
Position 527: 0.07832671574450331
Position 19096: 0.07724857188460078
Position 18557: 0.07569289315642545
Position 15169: 0.0677090270091643
Position 20034: 0.06512098739149297
Position 4018: 0.05695203816392029
Position 18106: 0.04143973850828663
Position 26196: 0.03830877240667891
Position 6219: 0.031175639376354813
Position 31341: 0.025997475971830095
Position 22683: 0.025830338956812797
Position 25891: 0.02036102840967686
Position 25948: 0.019524102680041597
Position 17579: 0.019400452951378027
Position 27563: 0.018523659975440327
Position 19380: 0.015519681711834989
Position 25321: 0.015435168652301302
Position 23419: 0.014780171921915462
Position 18548: 0.013547773313442191
Position 17024: 0.013264445838203033
Position 25856: 0.01301398739170884
Position 18299: 0.010735698100719702
Position 19642: 0.010732703105586076
Position 893: 0.010478536981714274
Position 26940: 0.010425212471120974
Position 472: 0.009367099216147982
Position 31673: 0.008516753969800998
Position 252: 0.008344970696077493
Position 7417: 0.008257724544277579
Position 18048: 0.007632977312592694
Position 22732: 0.0067884493508851475
Position 16652: 0.00673655738802947
Position 25973: 0.006480824699021065
Position 781: 0.006420132877643378
Position 26905: 0.006257464030531406
Position 1489: 0.006070876352731475
Position 26634: 0.0058093355078362085
Position 17616: 0.004744900121163689
Position 311: 0.004438521606660028
Position 3666: 0.004095629104215095
Position 18294: 0.004090114886242093
Position 27826: 0.003989753190439633
Position 21023: 0.0038799214190781903
Position 25938: 0.0038486150481223027
Position 25982: 0.003787426560269243
Position 25823: 0.0034976231461277306
Position 19267: 0.0034334117242259053
Position 17060: 0.0032860737236970377
Position 7543: 0.0032299731475456694
Position 16014: 0.003117975658176215
Position 27170: 0.0030876518721979517
Position 19415: 0.0029894306240891132
Position 2364: 0.002959562743376818
Position 7491: 0.0028234157252520244
Position 25874: 0.002809201098116219
Position 28937: 0.002755419238866303
Position 29464: 0.0025890439661769315
Position 22309: 0.002580169945878516
Position 16178: 0.0024198453092894234
Position 18964: 0.0023416758948899227
Position 10618: 0.002338858415899243
Position 18020: 0.002174748023610277
Position 2050: 0.0020656546560607137
Position 21984: 0.001960302500530208
Position 16675: 0.0019363672826145184
Position 15858: 0.0019030086736694504
Position 17737: 0.0018717924776420738
Position 19435: 0.0018497289369010358
Position 18103: 0.0018450449896462832
Position 18015: 0.0018268666054456837
Position 19546: 0.0018119451827968308
Position 3639: 0.0017065176552820242
Position 7426: 0.0016715819140117353
Position 17487: 0.0015897834097039593
Position 18212: 0.0015625512523062077
Position 524: 0.0015504009011288338
Position 27885: 0.0014858046769192666
Position 21709: 0.0014579081281081837
Position 31700: 0.0013737462736125275
Position 2537: 0.0013064934424860193
Position 17595: 0.0012749288387122505
Position 18892: 0.0012640935113141004
Position 31006: 0.0012184351984388959
Position 19092: 0.001164180592945504
Position 862: 0.0011142472959334239
Position 797: 0.0010832439802532417
Position 26180: 0.0010806265855597692
