Gene = Piezo
index = 1380
Annotated 5SS: [  446 10137 10468 10836 11195 11396 11626 12325 13734 14001 14617 15325
 15879 16743 16957 18977 19378 19806 20491 20634 21778 22206 23183 23603
 23812 24020 25022 25603 25805]
Annotated 3SS: [ 9942 10202 10527 11067 11275 11462 12102 13499 13802 14056 14705 15385
 15937 16798 18910 19231 19553 20115 20556 21741 22052 23043 23240 23664
 23874 24087 25094 25662 25858]
SMsplice 5SS: [  446 10137 10468 10836 11195 11396 11626 13422 13734 14001 14617 15325
 15879 16743 16957 19378 20491 21778 23183 23603 23812 24020 25022 25603
 25805]
SMsplice 3SS: [ 9942 10202 10527 11067 11275 11462 12921 13499 13802 14056 14705 15385
 15937 16798 18910 20067 20556 23043 23240 23664 23874 24087 25094 25662
 25858]
top_k =  1000
Partition function (log Z): 77.41999913518919

Sorted 5' Splice Sites (High to Low Probability):
Position 23603: 0.999769706365596
Position 20491: 0.9990599137439717
Position 24020: 0.9989368066012484
Position 23183: 0.9988857847337168
Position 23812: 0.9987559412094814
Position 13734: 0.9974215354330311
Position 25022: 0.9964223646133559
Position 16957: 0.9957169313477972
Position 14001: 0.9879099003223274
Position 25603: 0.9875585496772686
Position 10137: 0.971011639609714
Position 19378: 0.9698075757306808
Position 15325: 0.9607230431671779
Position 11626: 0.9577014182518546
Position 11195: 0.955933648702666
Position 25805: 0.9511290024501974
Position 11396: 0.940027529633219
Position 16743: 0.9292121091418715
Position 10468: 0.9167366009582287
Position 10836: 0.9102747459931905
Position 14617: 0.884740515779497
Position 21778: 0.8211243288912569
Position 15879: 0.7613667088165369
Position 446: 0.6854484662819333
Position 22206: 0.45083610525732676
Position 19806: 0.38912303175191454
Position 12325: 0.36759781122332197
Position 13422: 0.36499260586174687
Position 13347: 0.33882926621780723
Position 22720: 0.22867978985478418
Position 22545: 0.21741762741158635
Position 25373: 0.19742846304508363
Position 21321: 0.19665134078993468
Position 15851: 0.17366907484505179
Position 18182: 0.17173981525213872
