Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  1000
Partition function (log Z): 10.917780321912575

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.996465495605691
Position 13073: 0.9953122167214749
Position 11574: 0.9535814947022652
Position 603: 0.8698418958302253
Position 216: 0.7017813065856614
Position 11045: 0.672527692340344
Position 12678: 0.4699355024630076
Position 12803: 0.4075716334479892
Position 12612: 0.11679263772237652
Position 11872: 0.10036144650084917
Position 10650: 0.07419600528276689
Position 9952: 0.03402766649795967
Position 2742: 0.026905468911862268
Position 1666: 0.016440762149454134
Position 12328: 0.013595952689189197
Position 12653: 0.012433231129561757
Position 2771: 0.011817503177748212
Position 13553: 0.010895919532726131
Position 10626: 0.010778747423060644
Position 2694: 0.00991481996755005
Position 40: 0.006300817173152557
Position 13256: 0.005513057710131628
Position 729: 0.005481931665384032
Position 14795: 0.0051713078564835325
Position 13077: 0.0042855499237079014
Position 248: 0.0034535092473812895
Position 267: 0.003365402424308656
Position 18: 0.0029427435880196363
Position 12121: 0.0026636247714517257
Position 13817: 0.002464623935817853
Position 14780: 0.0024346791067322085
Position 11563: 0.0015960469597557233
Position 13340: 0.001517022572580825
Position 12100: 0.0014357173840723095
Position 13685: 0.0013488944304291307
Position 227: 0.001287943267064904
Position 12694: 0.001231630790960256
Position 11505: 0.0011707102649204152
Position 14224: 0.0011691479729270852
Position 13838: 0.0011572231278518918
Position 2379: 0.0010555901401282585
Position 12055: 0.0010359934553308256
Position 12440: 0.0010247676327324639
Position 14349: 0.0009180835714139544
Position 14101: 0.00086578615343398
Position 14743: 0.0007817824945482715
Position 12759: 0.0007770239608154852
Position 13323: 0.0005972076679077377
Position 13679: 0.000594002283169091
Position 12730: 0.0005416814110800435
Position 251: 0.0005347298943515085
Position 13287: 0.0005017216392644976
Position 12413: 0.00048212530562475415
Position 2485: 0.0004769780673559
Position 14115: 0.0004527857929138684
Position 452: 0.0003564005461827933
Position 1331: 0.000295372454063065
Position 11516: 0.00028477136709986555
Position 11741: 0.00025698853360111293
Position 2360: 0.00021618521335933086
Position 648: 0.00018840079815700834
Position 11542: 0.00018595474785175137
Position 6728: 0.0001773829162718564
Position 3407: 0.00017494421534888652
Position 13826: 0.0001640098246664296
Position 14890: 0.00015924520459347635
Position 13881: 0.0001506280839845847
Position 13066: 0.000146548657241513
Position 11719: 0.0001462302191796745
Position 11716: 0.0001455768210185881
Position 2461: 0.000137964527422286
Position 12181: 0.00013537538541752176
Position 14904: 0.00013452042262564263
Position 13020: 0.00012821055634710786
Position 911: 0.00012085563022641437
Position 2157: 0.00010937836022638095
Position 101: 9.534523910755083e-05
Position 14397: 9.241398326335615e-05
Position 11705: 8.157828604543159e-05
Position 14812: 7.84671777337751e-05
Position 13538: 7.757217344267389e-05
Position 14483: 7.213298440231999e-05
Position 13706: 6.543620315509808e-05
Position 13794: 6.159879027031462e-05
Position 13958: 5.45127318775804e-05
Position 996: 5.4451515215472686e-05
Position 13310: 4.839063634411545e-05
Position 13050: 3.870881762073155e-05
Position 13848: 3.571522019946117e-05
Position 14716: 3.547291849465046e-05
Position 2294: 3.406378193647966e-05
Position 190: 3.3485957532360655e-05
Position 13902: 2.83885531422244e-05
Position 13333: 2.7926086710454162e-05
Position 2031: 2.7411285174066065e-05
Position 13433: 2.6014439990008734e-05
Position 10307: 2.586358602509837e-05
