Gene = l(2)k14505
index = 1751
Annotated 5SS: [167 552 790]
Annotated 3SS: [243 608 844]
SMsplice 5SS: [167 552 790]
SMsplice 3SS: [243 608 844]
top_k =  1000
Partition function (log Z): -0.11323096065985505

Sorted 5' Splice Sites (High to Low Probability):
Position 552: 0.9834701347469145
Position 790: 0.875651984496263
Position 167: 0.6491805456842347
Position 723: 0.06775886291627871
Position 1154: 0.013068549714866037
Position 1158: 0.01179707626361751
Position 545: 0.011642960429883713
Position 194: 0.009540254026888706
Position 78: 0.00400420843325801
Position 772: 0.003057781762592496
Position 636: 0.0012933287825304127
Position 1147: 0.0011698056801307843
Position 1072: 0.0011497787946376618
Position 306: 0.0010190050439273348
Position 534: 0.0009400411057497562
Position 1058: 0.0007457687358840987
Position 556: 0.0006117297827519845
Position 1162: 0.00028064255931666823
Position 309: 0.0002197277197768303
Position 1045: 0.00017981925858490393
Position 154: 0.00016661305765467801
Position 764: 8.824568820306483e-05
Position 42: 8.685222690080694e-05
Position 498: 5.4508976169161875e-05
Position 424: 5.441302529312382e-05
Position 311: 5.161999534908685e-05
Position 806: 3.7649317298917106e-05
Position 488: 3.0782186579954724e-05
Position 1141: 2.8151142181541706e-05
Position 82: 2.396864747254891e-05
Position 941: 2.1662371805372484e-05
Position 395: 1.6517064551529477e-05
Position 665: 1.5473787576035376e-05
Position 984: 1.4577871995383584e-05
Position 85: 1.1914437644575539e-05
Position 279: 9.626017928332336e-06
Position 108: 8.889889500693614e-06
Position 357: 7.6873685253347e-06
Position 229: 6.713972484845485e-06
Position 146: 5.674821199774969e-06
Position 654: 5.5427708942194275e-06
Position 747: 5.318478674833554e-06
Position 1036: 4.44608129353511e-06
Position 196: 4.397604587508393e-06
Position 813: 4.218349398869424e-06
Position 820: 1.8584302028475748e-06
Position 979: 1.6508920431002974e-06
Position 966: 1.160077465243931e-06
Position 23: 1.0960023903230204e-06
Position 1011: 8.30580053082068e-07
Position 384: 3.2658931665790666e-07
Position 126: 3.251057863107205e-07
Position 974: 2.5529540306096325e-07
Position 916: 2.3078046196207983e-07
Position 873: 2.282728606285972e-07
Position 1109: 7.296321948624054e-08
Position 198: 4.0379197318231364e-08
Position 577: 3.604215734319069e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 608: 0.9945138381019932
Position 844: 0.9445168398958463
Position 243: 0.566780730347525
Position 364: 0.06769798919477076
Position 1227: 0.018802683943134186
Position 1211: 0.007861384443203171
Position 272: 0.006394733170807388
Position 387: 0.004805410566356388
Position 488: 0.004383376087278225
Position 528: 0.0037201728503029772
Position 257: 0.003362107920789013
Position 873: 0.0020833508212843668
Position 1139: 0.001611957380431981
Position 407: 0.0012485675743090677
Position 269: 0.0011328430790872894
Position 798: 0.001008341962638589
Position 122: 0.000893089301459339
Position 674: 0.0008678122895450189
Position 617: 0.0007319578708687819
Position 591: 0.0006978214360351249
Position 410: 0.0006403804391229925
Position 295: 0.0006047295152562443
Position 1232: 0.0005439299957172243
Position 772: 0.0004405550295346752
Position 341: 0.00037215147492215746
Position 906: 0.00035846706979052856
Position 695: 0.00033039757772128267
Position 626: 0.000320666240390642
Position 698: 0.00021336846918295098
Position 545: 0.00020467861592777476
Position 635: 7.188988606870155e-05
Position 924: 5.9747820210799584e-05
Position 1008: 5.401918924884648e-05
Position 1161: 3.570800872442425e-05
Position 722: 3.56186794354747e-05
Position 146: 2.8155455137718032e-05
Position 126: 2.5543942231358385e-05
Position 1001: 2.2559920540424237e-05
Position 1190: 1.6969131995321438e-05
Position 1170: 1.3680392501185412e-05
Position 764: 1.1869579191520373e-05
Position 133: 8.46038505357102e-06
Position 755: 3.972429751320573e-06
Position 966: 3.2648706384611547e-06
Position 946: 3.2183117693350252e-06
Position 806: 3.1116294778622597e-06
Position 1083: 2.944557624727982e-06
Position 180: 2.118039342509716e-06
Position 1077: 1.4125761634427016e-06
Position 171: 1.3938719705620005e-06
Position 422: 1.2336828549355553e-06
Position 903: 1.1362235672718555e-06
Position 306: 5.923747532158512e-07
Position 921: 5.158306242593555e-07
Position 575: 4.953158660923974e-07
Position 89: 4.254906537045421e-07
Position 184: 2.645167042398891e-07
Position 136: 2.0098712808494733e-07
Position 727: 1.6977039017787179e-07
Position 85: 1.6167758579668306e-07
Position 1150: 1.192809580451374e-07
Position 734: 1.1159092812644066e-07
Position 78: 7.560558155783599e-08
Position 143: 7.381224453220099e-08
Position 395: 1.3335614191249143e-08
Position 286: 8.965126992730949e-10
Position 100: 7.655295687996518e-10
